nID,Name,catID,RAJ2000,DEJ2000,CHB,12+logOHPG16S,12+logOHPG16R,12+logOHN2,12+logOHO3N2,12+logOHIZI,IZIchi2,12+logOHKK04,12+logOHT04,logNOPG16,r/r25,r/app,Ref
6335,NGC5194,150.6,202.5113833,47.22265,0.536988,8.669529,8.639176,8.812403,8.712332,,,9.00522,8.982709,-0.81540997,0.429789516561881,0.252636826245821,CHAOS
6336,NGC5194,-159.5,202.4252444,47.1628167,0.561473,8.64072,8.59691,8.814881,8.833443,,,9.024692,9.135684,-0.84162726,0.469490128231524,0.275973450676474,CHAOS
6337,NGC5194,150.3,202.5113,47.2374,0.287793,8.59295,8.614217,8.722612,8.732788,,,9.075705,9.00724,-0.74070355,0.50480973997107,0.296734856597897,CHAOS
6338,NGC5194,-135.4,202.4319389,47.1447611,0.514004,8.596245,8.549693,8.650129,8.655642,,,8.992801,8.916593,-0.90357342,0.5330652855164,0.313343896779985,CHAOS
6339,NGC5194,114.5,202.5013556,47.2592611,0.638896,8.649963,8.560779,8.768727,8.688679,,,8.794359,8.954829,-1.02338427,0.60810389744006,0.357452736181041,CHAOS
6340,NGC5194,NGC5194,202.4696,47.1953,0.350192,8.612563,8.640977,8.798406,8.773234,8.84775,0.174429,9.078884,9.057134,-0.71963595,0.00135124258661515,0.000794280980377272,Moust06I
6341,NGC5194,-99,,,1.618511,8.707722,8.652783,8.906914,8.846541,8.91248,0.457899,9.04159,9.153577,-0.7776262,0.4,0.4,Moust10rad
6342,NGC5194,56,202.4859814,47.1793389,0.0,8.628846,8.703409,8.632585,8.953346,8.96103,0.443725,9.280469,,-0.22499238,0.210750379409299,0.123882284077076,Pilyu14(Bresolin_2004ApJ...615..228B)
6343,NGC5194,10,202.4982455,47.2326722,0.0,8.677402,8.609675,8.730621,8.894842,8.96103,0.187854,9.14446,9.22247,-0.65827401,0.400493504187523,0.235416183808745,Pilyu14(Bresolin_2004ApJ...615..228B)
6344,NGC5194,203,202.4671763,47.2123944,0.0,8.636655,8.694856,8.573189,8.968001,7.35897,1.10144,9.28481,,-0.29839561,0.154079696014557,0.0905703929249611,Pilyu14(Bresolin_2004ApJ...615..228B)
6345,NGC5194,71,202.4148493,47.1451722,0.0,8.621083,8.631401,8.748547,8.712975,8.88012,0.123609,9.077663,8.983473,-0.69907653,0.630842382309735,0.370818764038275,Pilyu14(Bresolin_2004ApJ...615..228B)
6346,NGC5194,57,202.5039688,47.1585056,0.0,8.697034,8.643361,8.783752,8.869007,8.96103,0.148762,9.141848,9.185028,-0.60358271,0.463987096971758,0.272738685056036,Pilyu14(Bresolin_2004ApJ...615..228B)
6347,NGC5194,72,202.4344719,47.1732278,0.0,8.662723,8.653034,8.675452,8.953999,7.35897,1.05423,9.212655,,-0.46345245,0.355651266500347,0.209057233265525,Pilyu14(Bresolin_2004ApJ...615..228B)
6348,NGC5194,37,202.4835285,47.1987833,0.0,,,8.359518,8.921142,7.35897,1.17146,9.375409,,,0.127243122966841,0.0747954463968903,Pilyu14(Bresolin_2004ApJ...615..228B)
6349,NGC5194,6,202.4757612,47.2035056,0.0,,,8.473976,8.987977,7.35897,1.34269,9.381293,,,0.0882638578952091,0.0518828404872161,Pilyu14(Bresolin_2004ApJ...615..228B)
6350,NGC5194,55,202.5096921,47.1640611,0.0,8.689234,8.659354,8.752994,8.837049,8.96103,0.146961,9.153297,9.140579,-0.49656223,0.470031001579505,0.276291384271336,Pilyu14(Bresolin_2004ApJ...615..228B)
6351,NGC5194,107,202.4708556,47.2110056,0.0,8.709159,8.762872,8.546046,9.085691,7.35897,1.97245,9.38601,,-0.16185786,0.138199900127842,0.0812360069530932,Pilyu14(Bresolin_2004ApJ...615..228B)
6352,NGC5194,53,202.5113273,47.1660056,0.0,8.680887,8.640282,8.766254,8.763844,8.92867,0.162221,9.103517,9.045368,-0.65002051,0.471629506689961,0.277231009930599,Pilyu14(Bresolin_2004ApJ...615..228B)
6353,NGC5194,45,202.50356,47.1940611,0.0,8.631407,8.705514,8.614068,9.043748,8.96103,0.852798,9.302336,,-0.29635292,0.307200626226532,0.180577208703101,Pilyu14(Bresolin_2004ApJ...615..228B)
6354,NGC5194,54,202.5141889,47.1618389,0.0,8.644209,8.654088,8.775029,8.732626,8.8963,0.136053,9.097747,9.007044,-0.60998933,0.515672574496233,0.303120196241414,Pilyu14(Bresolin_2004ApJ...615..228B)
6355,NGC5194,24,202.5031512,47.21795,0.0,8.671852,8.627232,8.712469,8.841383,8.96103,0.123469,9.146127,9.146493,-0.59949059,0.348286221798127,0.20472794777338,Pilyu14(Diaz_1991MNRAS.253..245D)
6356,NGC5194,72,202.4344719,47.1732278,0.0,8.686674,8.647161,8.637416,8.989172,7.35897,1.05423,9.228962,,-0.47172707,0.355651266500347,0.209057233265525,Pilyu14(Diaz_1991MNRAS.253..245D)
6357,NGC5194,10,202.4982455,47.2335056,0.0,8.688389,8.603338,8.748547,8.828728,8.96103,0.151755,9.104397,9.129318,-0.7298362,0.40610316169351,0.238713625961302,Pilyu14(Diaz_1991MNRAS.253..245D)
6395,NGC5236,19,204.2763809,-29.9176389,0.669031,8.574609,8.568013,8.67292,8.668448,8.79921,0.13397,8.997861,8.931331,-0.88110151,0.498566207944625,0.279437769972355,Bres05
6358,NGC5194,72,202.4344719,47.1732278,0.0,8.659626,8.652481,8.694082,8.940892,7.35897,1.05423,9.202644,,-0.4743574,0.355651266500347,0.209057233265525,Pilyu14(Garnett_2004ApJ...607L..21G)
6359,NGC5194,1,202.4667675,47.2121167,0.0,8.644893,8.682343,8.592294,8.953903,7.35897,0.979715,9.263077,,-0.33479644,0.15253460444266,0.0896621645574899,Pilyu14(McCall_1985ApJS...57)
6360,NGC5194,2,202.4340631,47.1723944,0.0,8.665806,8.674907,8.69084,8.98227,8.96103,0.528311,9.2356,,-0.39089022,0.362175999871152,0.212892570953812,Pilyu14(McCall_1985ApJS...57)
6361,NGC5194,1463-53063-0537,202.52771,47.238919,0.227516,8.531672,,8.679413,8.764474,8.86394,0.0698621,,9.046153,,0.622540843056246,0.365938992780163,SDSS
6362,NGC5194,1463-53063-0530,202.50241,47.22405,0.057483,8.597917,,8.79727,8.780631,8.83157,0.147828,,9.066487,,0.372871886863376,0.219179776293801,SDSS
6363,NGC5195,4,202.4876,47.233,0.0,8.691773,8.643152,8.774172,8.890316,8.96103,0.38484,9.152945,9.215807,-0.58486313,0.737715782855605,0.16096555664459,Bres99
6364,NGC5195,10,202.4515,47.2277,0.0,8.647004,8.601743,8.713703,8.756195,8.92867,0.323311,9.090089,9.035869,-0.73613556,1.32366686637802,0.288816884374891,Bres99
6365,NGC5195,1463-53063-0530,202.50241,47.22405,0.057083,8.597917,,8.79727,8.780631,8.83157,0.147829,,9.066487,,1.01988264269762,0.222532825119333,SDSS
6366,NGC5195,1463-53063-0523,202.48142,47.233854,0.45544,8.607387,,8.728596,8.847901,8.94485,0.117466,,9.155453,,0.753101045608663,0.164322536989491,SDSS
6367,NGC5195,1463-53063-0537,202.52771,47.238919,0.227115,8.531672,,8.679413,8.764474,8.86394,0.0698624,,9.046153,,1.17185785957437,0.255692987812417,SDSS
6368,NGC5236,NGC5236_7,204.2421667,-29.8071389,0.0,,,8.651985,8.813852,8.96103,0.34573,,9.109488,,0.532929800344856,0.29869797147728,6df
6369,NGC5236,NGC5236_2,204.2804167,-29.9078611,0.0,,,8.709904,8.783012,8.91248,0.122051,,9.069514,,0.430846459554981,0.241482017714085,6df
6370,NGC5236,NGC5236_9,204.3194583,-29.8803889,0.0,,,8.751364,,8.28137,0.641343,,,,0.526622003023234,0.29516255975281,6df
6371,NGC5236,NGC5236_24,204.2895,-29.8587778,0.0,,,8.689645,8.868795,8.96103,0.189832,,9.184726,,0.287145347025332,0.160940019905258,6df
6372,NGC5236,NGC5236_5,204.2235833,-29.8207778,0.028555,,,8.663432,8.819651,8.92867,0.0960502,,9.117174,,0.46251323932535,0.259230702202185,6df
6373,NGC5236,NGC5236_8,204.2925417,-29.8568889,0.0,,,8.698582,8.824515,8.91248,0.0985242,,9.123664,,0.314512415998166,0.176278790569189,6df
6374,NGC5236,9......,204.2856702,-29.8695833,0.681134,6.885198,,7.442245,8.042889,7.35897,0.674558,,,,0.251124421690337,0.140750911843867,Bres02
6375,NGC5236,E.....,204.2533177,-29.8659722,0.390662,,8.020757,7.874538,8.145372,,,,8.246528,0.062104558,0.00458098031577163,0.00256756054327023,Bres02
6376,NGC5236,C.....,204.2507551,-29.8643056,0.802164,,7.456769,7.818105,8.190315,,,,8.323713,-0.15591926,0.0249921832766928,0.0140076881471178,Bres02
6377,NGC5236,A.....,204.2523567,-29.8654167,0.439074,,,7.327632,8.074434,7.35897,0.709729,,8.111976,,0.0101232870205831,0.00567392796532252,Bres02
6378,NGC5236,2......,204.2193635,-29.8829167,0.330147,,,7.711779,8.115709,7.35897,0.471692,,8.192267,,0.312642485143576,0.175230726541417,Bres02
6379,NGC5236,6......,204.2385829,-29.8651389,0.039675,,,8.095062,8.365934,,,,8.578567,,0.117291293455498,0.0657397492210656,Bres02
6380,NGC5236,B.....,204.2520364,-29.8665278,0.245426,,7.703518,7.847777,8.163573,,,,8.278489,-0.09042607,0.0154672528278281,0.00866912873141805,Bres02
6381,NGC5236,7......,204.2507551,-29.87125,0.9474,,,7.699619,8.2042,7.35897,1.12189,,8.34642,,0.0565695305323169,0.0317062472514973,Bres02
6382,NGC5236,10....,204.2859906,-29.8668056,0.426971,,,8.069265,8.199654,,,,8.339043,,0.25180657904842,0.14113324929048,Bres02
6383,NGC5236,D....,204.2517161,-29.86625,0.34225,,7.656358,7.760034,8.148554,,,,8.252188,-0.0493269,0.0164272117402987,0.00920716916314273,Bres02
6384,NGC5236,8......,204.2565209,-29.8565278,0.729546,6.534187,,7.328782,8.088473,7.35897,0.845927,,8.139938,,0.0850455940711818,0.047666590263303,Bres02
6385,NGC5236,4......,204.2225667,-29.8576389,0.46328,6.999177,7.669757,7.59657,8.053654,7.35897,0.357572,,8.069309,-0.2081362,0.250788699368739,0.140562745266626,Bres02
6386,NGC5236,3......,204.2203245,-29.86125,0.34225,6.729737,7.321744,7.368982,8.058548,7.35897,0.835714,,8.079498,-0.26956123,0.261498760668659,0.146565550106237,Bres02
6387,NGC5236,6,204.2135977,-29.8354167,0.112293,8.667528,8.645002,8.784451,8.8314,8.94485,0.252421,9.12236,9.132921,-0.63740815,0.409167667946942,0.229331428512262,Bres05
6388,NGC5236,16,204.264529,-29.9001389,0.684387,8.683801,8.629025,8.831521,8.832327,8.92867,0.311518,9.065307,9.134174,-0.76759959,0.321588017672534,0.180244543405205,Bres05
6389,NGC5236,9,204.2562006,-29.8570833,1.30164,8.661881,8.608891,8.677755,9.005082,8.96103,0.626926,9.188345,,-0.60207019,0.079503546921694,0.0445603683175378,Bres05
6390,NGC5236,5,204.2975222,-29.8309722,0.790061,8.670802,8.618095,8.677974,8.833484,8.96103,0.158654,9.144793,9.13574,-0.61579514,0.468078434581941,0.262349898263173,Bres05
6391,NGC5236,10,204.2196838,-29.8631944,0.297091,8.628008,8.619362,8.665518,8.973064,8.96103,0.405416,9.193192,,-0.57152288,0.26484282545475,0.148439840805402,Bres05
6392,NGC5236,12,204.2859906,-29.8745833,0.527048,8.670654,8.585645,8.730747,9.017846,8.96103,0.491482,9.153522,,-0.68966868,0.262877426542545,0.147338268576115,Bres05
6393,NGC5236,4,204.2699744,-29.8234722,0.369709,,,8.627433,9.017859,8.96103,0.592194,,,,0.40342694604658,0.226113852791513,Bres05
6394,NGC5236,8,204.2693338,-29.8493056,0.765855,8.627208,8.603393,8.595458,8.977569,8.96103,0.737679,9.204407,,-0.58055662,0.193055240734228,0.10820413636666,Bres05
6396,NGC5236,17,204.2469112,-29.9073611,0.381812,8.637541,8.597783,8.743766,8.899292,8.96103,0.0601095,9.122366,9.229065,-0.71764136,0.382206336939949,0.214220066987902,Bres05
6397,NGC5236,14,204.2289732,-29.8856944,0.130891,8.652774,8.649033,8.714226,8.930413,8.96103,0.1532,9.18684,,-0.51184028,0.267514695483256,0.149937377923891,Bres05
6398,NGC5236,15,204.2747793,-29.8956944,0.209117,8.589728,8.585008,8.589067,8.830648,8.96103,0.0197276,9.155011,9.131906,-0.64601886,0.314684548700581,0.176375267983293,Bres05
6399,NGC5236,11,204.2523567,-29.8656944,0.276127,8.722578,8.719271,8.937637,8.986041,8.96103,0.439151,9.210184,,-0.30950258,0.0101704791865059,0.00570037836126896,Bres05
6400,NGC5236,7,204.2129571,-29.8443056,0.103443,8.613044,8.622222,8.683708,8.906886,8.96103,0.0444565,9.171464,,-0.5860937,0.366635102280344,0.205492658231231,Bres05
6401,NGC5236,18,204.2385829,-29.9134722,0.639217,8.615754,8.535842,8.720275,8.933641,8.96103,0.0347657,9.078957,,-0.83222271,0.450775370865979,0.252651829157344,Bres05
6402,NGC5236,2,204.2497941,-29.8118056,0.648078,8.623385,8.5472,8.712951,8.85161,8.94485,0.0471364,9.057112,9.160588,-0.85053949,0.485540064515199,0.272136841001928,Bres05
6403,NGC5236,3,204.291436,-29.8195833,0.647305,8.585146,8.546842,8.637034,8.552207,8.71829,0.301403,8.864242,8.799538,-0.98256122,0.514258789205027,0.288233191408145,Bres05
6404,NGC5236,9,204.13554,-29.90361,0.0,8.454897,,8.514314,8.877481,8.96103,0.379806,,9.197152,,0.989064233850563,0.554353462915229,Bres09
6405,NGC5236,30,204.24432,-30.10014,0.088087,8.436869,8.235847,8.3645,8.488714,8.81539,0.302759,8.803805,8.727207,-1.27194529,2.12072582425454,1.18863028743074,Bres09
6406,NGC5236,1,203.9863,-29.94369,0.0,8.385539,8.100333,8.268823,8.390793,8.78302,0.438083,8.260102,8.610053,-1.39408794,2.21320972960107,1.24046592301244,Bres09
6407,NGC5236,25,204.23846,-30.13667,0.075984,8.25469,8.14859,8.335935,8.45709,8.26519,0.302412,8.664932,8.690348,-1.3806849,2.45317748393153,1.37496371501447,Bres09
6408,NGC5236,22,204.23183,-29.79378,0.511692,8.546915,8.494713,8.652223,8.865051,8.94485,0.201739,9.050985,9.179417,-0.8988235,0.666155337922294,0.373368590004523,Bres09
6409,NGC5236,3,204.05528,-29.87906,0.148602,8.373184,,8.3876,8.686318,8.94485,0.521666,,8.952072,,1.55215644419634,0.869956945542969,Bres09
6410,NGC5236,17,204.2212,-29.93056,0.0,8.563574,8.551661,8.69285,8.744225,8.88012,0.251126,9.044663,9.021149,-0.85756893,0.644215466488168,0.361071670058209,Bres09
6411,NGC5236,34,204.25162,-29.79608,0.22122,8.584438,8.490544,8.633336,8.842847,8.96103,0.225075,9.052714,9.148498,-0.90293015,0.627109379303691,0.351484002904654,Bres09
6412,NGC5236,15,204.20937,-29.70792,0.0,8.489585,8.178801,8.378007,8.553402,8.8963,0.153921,8.770399,8.800887,-1.31864258,1.45664550441562,0.81642470931236,Bres09
6413,NGC5236,39,204.27078,-29.99608,0.0,8.350272,8.223344,8.27429,8.315475,8.60502,0.311858,8.152401,8.511711,-1.26340662,1.18282724453658,0.662954292146004,Bres09
6414,NGC5236,27,204.24196,-30.12783,0.003366,8.301958,8.207952,8.326049,8.326186,8.36228,0.636434,8.539639,8.526264,-1.36221534,2.37163847674123,1.32926250628444,Bres09
6415,NGC5236,42,204.27971,-29.94656,0.318044,8.627649,8.536291,8.633592,8.683413,8.91248,0.435719,9.017011,8.948684,-0.89650573,0.754404435063219,0.422830688546654,Bres09
6416,NGC5236,7,204.12209,-29.90947,0.075984,8.437391,,8.431731,8.536825,8.79921,0.314684,,8.782151,,1.10685229007006,0.620371639107004,Bres09
6417,NGC5236,11,204.1948,-29.745,0.0,8.288662,8.052349,8.345254,8.633774,7.99008,0.221803,8.712814,8.891624,-1.40258692,1.17121636967876,0.656446596826915,Bres09
6418,NGC5236,44,204.28722,-29.94439,0.0,8.606989,8.501511,8.654021,8.902124,8.96103,0.270093,9.094921,,-0.84902295,0.752514843819005,0.421771605209219,Bres09
6419,NGC5236,40,204.27425,-30.00311,0.051778,8.369002,8.20727,8.30607,8.376957,8.66975,0.334179,8.771909,8.592636,-1.30577514,1.24847534617558,0.699748922092041,Bres09
6420,NGC5236,41,204.27817,-29.99917,0.0,8.326111,8.412761,8.354758,8.327064,8.36228,0.61453,8.859088,8.527448,-1.00542985,1.21692474802437,0.682065355399836,Bres09
6421,NGC5236,8,204.1295,-29.92833,0.330147,8.410804,8.378842,8.414729,8.402006,8.44319,0.278567,8.771806,8.623984,-1.14623861,1.13169943228232,0.634298034236359,Bres09
6422,NGC5236,23,204.23204,-29.92956,0.0,8.561813,8.535139,8.522551,8.669547,8.92867,0.336231,9.097789,8.9326,-0.77089622,0.605497816313407,0.33937109418483,Bres09
6423,NGC5236,47,204.3015,-29.96469,0.051778,8.543973,8.479193,8.607151,8.720403,8.8963,0.200539,8.984533,8.992338,-0.97537949,0.961483144072326,0.538894737277141,Bres09
6424,NGC5236,28,204.24239,-30.12142,0.0,,,8.335619,,8.249,0.0186684,,,,2.31360593938553,1.29673626891395,Bres09
6425,NGC5236,32,204.24841,-30.10583,0.0,,,8.373412,,8.26519,0.229126,,,,2.1705040325688,1.21653011558375,Bres09
6426,NGC5236,24,204.23662,-29.93117,0.088087,,,8.469927,,8.6212,0.300388,,,,0.609958280624564,0.341871107583832,Bres09
6427,NGC5236,16,204.21292,-29.93697,0.0,,,8.494151,,8.75066,0.308495,,,,0.724980842290079,0.406339271723607,Bres09
6428,NGC5236,35,204.25204,-29.95644,0.003366,,,8.550098,,8.8963,0.317535,,,,0.820858136950312,0.460076843552409,Bres09
6429,NGC5236,38,204.26862,-29.78219,0.451177,,,8.585661,,8.6212,0.293561,,,,0.764285299789899,0.428368742992833,Bres09
6430,NGC5236,12,204.19879,-29.77447,0.414868,,8.210682,8.507484,8.646657,8.41083,0.0344401,8.33313,8.906307,-1.3718124,0.917947480708105,0.514493748018526,Bres09
6431,NGC5236,43,204.28416,-29.98878,0.0,8.366629,8.181724,8.285025,8.314429,8.58883,0.256891,8.708888,8.510279,-1.33892571,1.13218034024517,0.634567574864185,Bres09
6432,NGC5236,20,204.22987,-30.0965,0.0,8.355092,8.159149,8.27429,8.300671,8.57265,0.266457,8.305026,8.491246,-1.36561658,2.09738701428506,1.17554928653706,Bres09
6433,NGC5236,13,204.2045,-29.93414,0.184911,8.544326,8.524028,8.581221,8.584124,8.78302,0.236845,8.975998,8.835506,-0.92807735,0.735309260630378,0.412128172259512,Bres09
6434,NGC5236,21,204.23062,-29.79225,0.0,8.617979,8.526604,8.621407,8.728931,8.92867,0.239724,9.068,9.002582,-0.85144029,0.681727585281882,0.382096566362087,Bres09
6435,NGC5236,33,204.2512,-29.69,0.0,8.252892,8.236539,8.359464,8.483985,8.28137,0.291534,8.853135,8.72174,-1.25468975,1.58465190453844,0.888170091214545,Bres09
6436,NGC5236,18,204.226,-29.78717,0.124396,8.572575,8.49309,8.607336,8.813818,8.96103,0.252916,9.066585,9.109443,-0.88976504,0.734992020810198,0.411950364805888,Bres09
6437,NGC5236,29,204.24384,-29.99014,0.0,8.457027,8.346828,8.382576,8.421385,8.71829,0.240328,8.880287,8.647699,-1.13232443,1.12906086951695,0.632819165265021,Bres09
6438,NGC5236,14,204.20862,-29.93131,0.112293,8.651626,8.532879,8.53864,8.852703,8.96103,0.662835,9.153007,9.162105,-0.735938,0.696309544912407,0.390269503508749,Bres09
6439,NGC5236,48,204.31842,-30.01322,0.0,8.415309,,8.396137,8.492443,8.78302,0.337703,,8.731507,,1.41442597058919,0.792761387984655,Bres09
6440,NGC5236,37,204.25703,-30.01508,0.003366,8.372618,,8.494459,8.766378,8.91248,0.37202,,9.048532,,1.34953541081624,0.756391347203181,Bres09
6441,NGC5236,49,204.33063,-29.96119,0.172808,8.536971,8.368571,8.573587,8.746226,8.92867,0.240023,8.828103,9.023598,-1.13090473,1.03966126704316,0.582712228305376,Bres09
6442,NGC5236,45,204.29057,-29.98458,0.669031,8.382067,7.994966,8.383893,8.706615,8.94485,0.532935,8.38494,8.975925,-1.47103521,1.10592146930905,0.619849930107167,Bres09
6443,NGC5236,10,204.19395,-29.77792,0.0,8.475491,8.218601,8.340453,8.462548,8.84775,0.229019,8.849625,8.696764,-1.27183218,0.908419729849959,0.509153607812016,Bres09
6444,NGC5236,31,204.24728,-29.68853,0.0,8.372904,8.15076,8.320898,8.470671,8.81539,0.495984,8.804028,8.706268,-1.34177666,1.59787733310502,0.895582716070951,Bres09
6445,NGC5236,2,204.05186,-29.95183,0.039675,8.356402,8.276254,8.400923,8.426417,8.37846,0.236961,8.621013,8.653787,-1.29613762,1.76959398132348,0.991826938965859,Bres09
6446,NGC5236,6,204.1218,-29.90339,0.0,8.480815,,8.538058,8.796585,8.94485,0.302638,,9.086927,,1.08935751331704,0.610566118146846,Bres09
6447,NGC5236,19,204.22829,-29.78533,0.366456,8.588763,8.493916,8.592996,8.675065,8.8963,0.22344,8.993827,8.938985,-0.95611639,0.746371928054685,0.418328606756945,Bres09
6448,NGC5236,4,204.08022,-29.8955,0.003366,8.325615,,8.311082,8.403577,8.23282,0.251037,,8.625923,,1.38323636779817,0.775280152972405,Bres09
6449,NGC5236,26,204.23996,-29.68547,0.0,8.387845,8.079217,8.320898,8.533107,8.8963,0.571165,8.745349,8.777939,-1.4006813,1.62691926453916,0.911860218288966,Bres09
6450,NGC5236,46,204.29483,-29.92928,0.003366,8.612018,8.579852,8.595844,8.990212,8.96103,0.856469,9.194654,,-0.63344453,0.65213338953257,0.36550952951014,Bres09
6451,NGC5236,1,204.268,-29.8502,0.0,,,8.617734,,8.96103,0.645308,,,,0.180071123467601,0.100926762336431,Bres99
6452,NGC5236,2,204.2246,-29.8632,0.0,,,8.650436,,8.96103,0.4902,,,,0.226705816471231,0.1270647043161,Bres99
6453,NGC5236,NGC5236_3-136,204.287775,-29.8671749,0.307946,8.568743,,8.788,8.821397,8.79921,0.152013,,9.119499,,0.265772927444671,0.148961146946429,MUSE
6454,NGC5236,NGC5236_5-34,204.2493316,-29.8588639,0.405665,8.62331,,8.818784,8.743756,8.78302,0.234071,,9.020576,,0.0684973065259591,0.0383915601974628,MUSE
6455,NGC5236,NGC5236_9-312,204.2454871,-29.8571988,0.280332,8.607914,,8.784828,8.786025,8.86394,0.127442,,9.073355,,0.0975575201346122,0.0546793092593171,MUSE
6456,NGC5236,NGC5236-44,204.2089752,-29.8638753,0.0,8.504808,,8.718926,8.873733,8.91248,0.147563,,9.191772,,0.347834580087529,0.194955289448187,MUSE
6457,NGC5236,NGC5236-82,204.2012887,-29.873876,0.005123,8.517058,,8.700558,8.948251,8.92867,0.252683,,,,0.4162475455865,0.233299577953098,MUSE
6458,NGC5236,NGC5236-55,204.2070534,-29.8638755,0.064289,8.508657,,8.702903,8.954784,8.94485,0.0933889,,,,0.362785081465271,0.203334787894719,MUSE
6459,NGC5236,NGC5236_2-117,204.1763032,-29.8655422,0.313443,8.573277,,8.825843,8.880335,8.86394,0.104497,,9.201271,,0.602241923371357,0.337546222285176,MUSE
6460,NGC5236,NGC5236_8-95,204.2493335,-29.8621972,0.369417,8.575037,,8.695504,8.809134,8.91248,0.0385951,,9.103275,,0.0447711475624646,0.0250934568661097,MUSE
6461,NGC5236,NGC5236_10-341,204.2435576,-29.8421996,0.167888,8.559947,,8.868831,8.853545,8.75066,0.197759,,9.163277,,0.223367856232884,0.125193835110773,MUSE
6462,NGC5236,NGC5236_10-155,204.2570187,-29.8588603,0.601235,8.639248,,8.795709,8.858573,8.92867,0.108815,,9.170298,,0.0664780144535049,0.0372597817803582,MUSE
6463,NGC5236,NGC5236-71,204.2032108,-29.8738759,0.274411,8.616767,,8.735668,8.864948,8.94485,0.0558052,,9.179272,,0.401535894967035,0.225053951241526,MUSE
6464,NGC5236,NGC5236_9-236,204.2512534,-29.858863,0.37859,8.62035,,8.790499,8.787849,8.86394,0.157641,,9.075688,,0.0628646320451235,0.0352345431938562,MUSE
6465,NGC5236,NGC5236_8-115,204.2454916,-29.8655322,0.368152,8.578793,,8.740746,8.782029,8.86394,0.0725347,,9.068263,,0.0635181784145233,0.0356008446742382,MUSE
6466,NGC5236,NGC5236_8-53,204.2570187,-29.8588603,0.658257,8.652274,,8.84093,8.841017,8.91248,0.254438,,9.145992,,0.0664780144535049,0.0372597817803582,MUSE
6467,NGC5236,NGC5236-62,204.2051324,-29.8705424,0.0,8.512775,,8.733835,8.883764,8.88012,0.202255,,9.206241,,0.381465298848734,0.213804727904799,MUSE
6468,NGC5236,NGC5236_6-39,204.228197,-29.8722047,0.416442,8.553556,,8.590224,8.836386,8.96103,0.0823641,,9.139677,,0.20837905010407,0.116792867511202,MUSE
6469,NGC5236,NGC5236_10-181,204.2550969,-29.8588612,0.562263,8.62387,,8.731161,8.900397,8.96103,0.0546221,,,,0.0617712269295284,0.0346217084643668,MUSE
6470,NGC5236,NGC5236-17,204.21282,-29.8688747,0.16147,8.53125,,8.690711,8.831776,8.8963,0.0434854,,9.133429,,0.3200030590667,0.179356201413198,MUSE
6471,NGC5236,NGC5236_2-81,204.1820684,-29.8705427,0.153177,8.562585,,8.762862,8.758614,8.76684,0.108809,,9.038865,,0.560196636090092,0.313980563144016,MUSE
6472,NGC5236,NGC5236_5-35,204.2493306,-29.8571972,0.58029,8.614498,,8.7532,8.812042,8.91248,0.176166,,9.107101,,0.0819438875558163,0.0459281371993947,MUSE
6473,NGC5236,NGC5236_9-198,204.2531854,-29.8755288,0.478357,8.600289,,8.650037,8.904957,8.96103,0.0556406,,,,0.0901550783895984,0.0505303681946899,MUSE
6474,NGC5236,NGC5236_2-66,204.1859131,-29.8588763,0.358573,8.547108,,8.714877,8.92285,8.94485,0.0399658,,,,0.529482585285728,0.296765866827209,MUSE
6475,NGC5236,NGC5236_9-185,204.2550927,-29.8521946,0.300748,8.602057,,8.773963,8.817506,8.91248,0.191901,,9.114325,,0.121442677845881,0.0680665286494774,MUSE
6476,NGC5236,NGC5236_10-117,204.260853,-29.845525,0.214182,8.539749,,8.64728,8.865986,8.96103,0.171905,,9.18074,,0.190599127748375,0.106827527353393,MUSE
6477,NGC5236,NGC5236_4-98,204.2570187,-29.8588603,0.605282,8.657804,,8.825785,8.856581,8.92867,0.213329,,9.16751,,0.0664780144535049,0.0372597817803582,MUSE
6478,NGC5236,NGC5236_3-107,204.2935306,-29.8571706,0.249117,8.53496,,8.701744,8.789304,8.86394,0.0726259,,9.077551,,0.321310608275614,0.180089060217597,MUSE
6479,NGC5236,NGC5236-5,204.214742,-29.8688744,0.045394,8.488679,,8.654225,8.985836,8.92867,0.510613,,,,0.305106458464472,0.17100691342271,MUSE
6480,NGC5236,NGC5236_full,204.2046648,-29.8661664,0.166906,8.554359,,8.716604,8.847828,8.91248,0.074403,,9.155353,,0.381578604627278,0.213868233841577,MUSE
6481,NGC5236,NGC5236_5-30,204.2493354,-29.8655305,0.627233,8.636644,,8.762214,8.881562,8.94485,0.0771517,,9.203045,,0.033589408380225,0.0188262846997912,MUSE
6482,NGC5236,NGC5236_9-354,204.241642,-29.853867,0.234249,8.604428,,8.78401,8.837843,8.91248,0.139539,,9.141659,,0.139401608525991,0.0781321998890643,MUSE
6483,NGC5236,NGC5236_5-107,204.2358821,-29.8655357,0.242441,8.606922,,8.772169,8.831575,8.8963,0.0902898,,9.133158,,0.138341071202101,0.0775377869905607,MUSE
6484,NGC5236,NGC5236_9-118,204.2608518,-29.8438584,0.240787,8.578888,,8.711658,8.879247,8.94485,0.0491641,,9.199699,,0.205025293119954,0.114913144502027,MUSE
6485,NGC5236,NGC5236-27,204.2108987,-29.8722083,0.152828,8.557826,,8.710236,8.864938,8.92867,0.0461054,,9.179257,,0.339595911029903,0.190337657381838,MUSE
