galaxy,split,role,n_points,rmse_v6,rmse_mond,rmse_tau_proxy,delta_tau_minus_v6,mean_rparent_cd,max_abs_rparent_cd,type_bin,inc_bin,distance_quality,tau_proxy_beats_tpg_v6,tau_proxy_beats_mond,tpg_v6_beats_mond,tau_minus_tpg_v6,tau_minus_mond
F579-V1,train,middle,14,19.639411421039,18.388901764758,19.628499699266,-0.010911721773,-7.930164461608e-18,0.03865233843,mid_T_3_5,inc_low_lt_40,1.0,True,False,False,-0.010911721772998817,1.2395979345080015
F583-1,train,middle,25,13.297286773674,10.320140273858,13.187176590451,-0.110110183223,1.3322676295500001e-17,0.643278205386,irregular_T_ge_9,inc_high_60_80,1.0,True,False,False,-0.11011018322300004,2.8670363165929995
F583-4,train,control,12,2.089348476843,5.381087823104,2.135853186811,0.046504709968,-1.3877787807810001e-17,0.053081266189,mid_T_3_5,inc_mid_40_60,1.0,False,True,True,0.046504709968000046,-3.245234636293
IC2574,holdout,control,34,7.513815155226,13.513169844559,7.468229264601,-0.045585890625,2.2041192400650002e-17,0.379710720595,irregular_T_ge_9,inc_high_60_80,2.0,True,True,True,-0.0455858906250004,-6.044940579958
IC4202,holdout,candidate,32,26.101514959177,26.128030288579,24.773924290118,-1.327590669059,-2.168404344971e-18,0.484792328983,mid_T_3_5,inc_edge_ge_80,1.0,True,True,True,-1.3275906690589991,-1.3541059984610015
KK98-251,train,middle,15,8.181219377823,10.870651981388,8.148531137089,-0.032688240734,-7.401486830834e-18,0.239078313898,irregular_T_ge_9,inc_mid_40_60,1.0,True,True,True,-0.03268824073400012,-2.722120844299001
NGC0024,holdout,middle,29,22.157814084097,20.652622572949,22.130152913804,-0.027661170293,7.656710514655999e-18,0.213346382166,mid_T_3_5,inc_high_60_80,2.0,True,False,False,-0.02766117029300119,1.477530340855001
NGC0055,train,middle,21,13.646013162609,17.51819622631,13.645341467706,-0.000671694903,-9.251858538543e-18,0.104911751065,irregular_T_ge_9,inc_high_60_80,2.0,True,True,True,-0.0006716949029996755,-3.8728547586039994
NGC0100,train,control,21,7.537919334963,6.06173288104,7.482754230819,-0.055165104144,1.8503717077090003e-17,0.073160749284,late_T_6_8,inc_edge_ge_80,1.0,True,False,False,-0.05516510414399978,1.421021349779
NGC0247,train,control,26,3.866312004062,5.475417572667,3.766846690513,-0.099465313549,1.3877787807810001e-17,0.082603675186,late_T_6_8,inc_high_60_80,2.0,True,True,True,-0.09946531354900001,-1.7085708821540004
