galaxy,accepted_readout_subfamily,n_gates,n_pass,n_blocked,formula_id,gamma_projection,endpoint_scores_allowed,accepted_endpoint_freeze_status,claim_boundary
NGC5907,K_projection_dominated,5,5,0,NGC5907_PROJECTION_ATTENUATION_V1,0.06838613779371243,True,ACCEPTED_ENDPOINT_FREEZE_READY,ngc5907_projection_accepted_endpoint_freeze_gate_not_score
