promotion_gate_decision,n_gates,n_blocked_gates,n_blocked_rows_total,accepted_manifest_audit_entry_allowed,accepted_labels_created,endpoint_scores_computed,claim_boundary
BLOCKED_RESPONSE_REVIEW_NOT_PROMOTABLE,5,4,16,False,False,False,p0_response_to_manifest_promotion_gate_not_endpoint
