galaxy,packet_path,inspection_focus,requested_external_sources,current_proxy_family,rotation_inferred_family,s4g_match_status,packet_status,accepted_label_output_allowed,endpoint_scores_allowed,claim_boundary
NGC0100,reports/p0_morphology_packets/NGC0100.md,edge_on_projection_degeneracy;outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_exponential_disk,K_scale_tail_spiral,S4G_MATCHED,PENDING_RESIDUAL_BLIND_EXTERNAL_REVIEW,False,False,p0_morphology_packets_not_accepted_label_not_endpoint
NGC0247,reports/p0_morphology_packets/NGC0247.md,bar_m2_component;outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry;bar_length_and_m2_component;velocity_field_if_available,K_exponential_disk,K_scale_tail_spiral,S4G_MATCHED,PENDING_RESIDUAL_BLIND_EXTERNAL_REVIEW,False,False,p0_morphology_packets_not_accepted_label_not_endpoint
NGC0300,reports/p0_morphology_packets/NGC0300.md,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_exponential_disk,K_scale_tail_spiral,S4G_MATCHED,PENDING_RESIDUAL_BLIND_EXTERNAL_REVIEW,False,False,p0_morphology_packets_not_accepted_label_not_endpoint
NGC6503,reports/p0_morphology_packets/NGC6503.md,outer_disk_tail_lsb_or_hi_extent,residual_blind_multiband_image_morphology_label;deep_optical_or_ir_outer_disk_profile;hi_extent_or_asymmetry,K_exponential_disk,K_scale_tail_spiral,S4G_MATCHED,PENDING_RESIDUAL_BLIND_EXTERNAL_REVIEW,False,False,p0_morphology_packets_not_accepted_label_not_endpoint
