galaxy,model_id,model_role,n_points,rmse_km_s,mae_km_s,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC7331,TAU_NGC7331_EXPDISK_VERTICAL_OUTER_WARP_MIXED_ACCEPTED,matched_caveated_frozen_mixed_readout,36,22.25566565122058,17.631008803933224,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,WRONG_MIXED_NGC5907_PROJ,wrong_mixed_family_control,36,22.668249946984236,18.264885283251083,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,WRONG_MIXED_NGC4013_WVO,wrong_mixed_family_control,36,22.67789127211943,18.341305901733943,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,EXPONENTIAL_DISK_CARRIER,baseline,36,23.472976891253797,19.563153539286652,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,TPG_V6_v_v6,baseline,36,25.485065060071012,22.215153144061194,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,MOND_v_mond,baseline,36,29.311675230419702,26.45195397689002,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
NGC7331,NEWTONIAN_vn,baseline,36,59.354351789327744,51.459217399881524,False,True,ngc7331_expdisk_vertical_outer_warp_mixed_accepted_endpoint_preliminary_control
