galaxy,split,formula_family,n_points,rmse_matched,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
UGC06667,train,K_scale_tail_spiral,9,26.407701369436573,-10.847505320911893,-22.382642087922633,4.629882762053981,9.692848578459195,39.8352888935019,26.407701369436573,34.21779009405031,37.712541083493186
UGC06786,train,K_compact_finite,45,37.434857090149904,-13.16884536531294,-44.596367084680296,3.866630848037296,7.586502147660486,37.434857090149904,75.03204936680372,35.80231032996346,40.97674766962136
UGC06787,train,K_compact_finite,71,34.98646233255858,-38.58594260144448,-45.465317457033656,2.472679550502683,5.231522002150477,34.98646233255858,123.931621940139,49.779209429508235,47.00638343236195
UGC06923,train,K_scale_tail_spiral,6,12.985914785003901,6.0942963801871235,-12.948530214373347,4.837877301199146,3.811620112791349,9.563687423093123,12.985914785003901,7.465705983565032,3.645461807792179
UGC06930,train,K_exponential_disk,10,17.351195174320484,-6.6110524791034635,-28.64593321290246,10.221252772441684,6.735835263253163,28.128904049033746,20.202544776779348,17.351195174320484,23.555294134458745
UGC06973,train,K_compact_finite,9,60.591765940211886,-45.081513467546216,17.07422849159284,16.816895378619577,14.372345161416632,60.591765940211886,140.62888891515368,100.50857478157506,75.88237452654555
UGC07089,train,K_exponential_disk,12,2.843358483933634,-8.096537375043432,-22.62052020812765,-9.011267672102015,-12.266667009049534,11.31813353812735,13.721396398024353,2.843358483933634,7.780157640779498
UGC07125,train,K_scale_tail_spiral,13,22.448623986630814,13.877356297063217,1.2390762793617505,-1.058757597708155,-8.295592912363912,8.998088909848997,22.448623986630814,8.52285665836806,8.19285750048573
UGC07232,train,K_scale_tail_spiral,4,2.5437081969967603,-2.3373993021508226,-11.529156184412107,-1.7868081533938551,-1.6573003921563472,7.7310336384734635,2.5437081969967603,2.622621351700035,4.2896675072692485
UGC07323,train,K_exponential_disk,10,6.576620035821334,-4.271216790075705,-16.967695623763724,-1.293938218599913,-2.8318939694313414,7.983362923746358,19.781956306653594,6.576620035821334,4.77819124729116
UGC07399,train,K_exponential_disk,10,39.729761839136415,-0.1858757349014013,-19.158148817749506,9.778652301955677,12.459039488791127,47.85015334445655,27.22225374392013,39.729761839136415,44.67450563373677
UGC07524,train,K_scale_tail_spiral,31,13.512748291268656,-6.538117142648497,-20.775971291987226,8.34403314447609,6.119255031429447,22.145694654136648,13.512748291268656,17.07815285970689,20.928748787907924
UGC07559,train,K_scale_tail_spiral,7,6.57704286288439,3.804763517065988,-3.241784163839675,-1.5086210181908442,-3.9117206046823885,3.593396704428656,6.57704286288439,2.68309373650136,2.04034759652519
UGC07608,train,K_scale_tail_spiral,8,14.07817481069704,-9.134292539702292,-19.374228612054736,2.9912218384231046,6.434824609156177,26.15977720610459,14.07817481069704,20.133453632566447,23.344171212526966
UGC07690,train,K_scale_tail_spiral,7,11.010655151754872,2.240977924787563,-11.736399749971334,6.408896114596652,4.780939922941809,11.674558962804761,11.010655151754872,6.247811107476584,8.386661610620576
UGC07866,train,K_scale_tail_spiral,7,5.917278945873537,1.5261962466576513,-5.159399603787804,0.17889425702995077,-2.192185183572864,5.617586644402692,5.917278945873537,3.4425657587865675,4.113095694458399
UGC08286,train,K_exponential_disk,17,27.900047873305773,0.45224229584767883,-16.777238469024198,13.70954437596386,16.765069517735167,33.57516868775931,16.6341983670089,27.900047873305773,32.13404967760607
UGC08490,train,K_scale_tail_spiral,30,16.088309358619135,-16.206542923248747,-28.782926446098948,3.338230074093552,7.30626427528412,34.58333123425251,16.088309358619135,29.1728750689859,33.12835054236522
UGC08550,train,K_scale_tail_spiral,11,10.907892868812072,-8.928896470324984,-18.695252592576068,4.844539793977342,7.462153624967037,21.953653399153968,10.907892868812072,17.234155272747394,20.322559345509802
UGC08837,train,K_scale_tail_spiral,8,12.539754386810214,9.194659253608162,0.2544639960407906,0.7167153262647616,-2.0920562136605216,3.8305867112294765,12.539754386810214,4.70096444835202,1.5037342400246598
UGC09037,train,K_exponential_disk,22,27.507164609069267,-5.603275445373267,-11.184694696322364,-7.573796345757696,-10.78260022655179,11.992368172637956,72.51848658746148,27.507164609069267,14.820465403228164
UGC09133,train,K_compact_finite,68,36.71218732644774,-38.9701020661854,-44.80145293503784,19.272498165916875,15.41612054228467,36.71218732644774,126.78527925673909,52.68577345504224,47.575815466118065
UGC09992,train,K_scale_tail_spiral,5,10.410030390570332,3.0373711112735675,-0.8022581719609381,-2.0090705568023495,-4.939343622742941,5.997423160334345,10.410030390570332,9.560924982073791,6.559629695482158
UGC10310,train,K_scale_tail_spiral,7,14.15875881860679,-2.1894266897079664,-17.10115071406704,8.132020192734625,6.133296596694706,19.44892466446065,14.15875881860679,13.25171274277756,16.343919117706054
UGC11455,train,K_exponential_disk,36,60.53842195509881,-20.521854655715316,0.48627570138362586,46.13513495632111,43.815844585921425,34.5161911669106,174.73690340602047,60.53842195509881,33.927735259511316
UGC11557,train,K_exponential_disk,12,31.562830430502842,-2.1081843090386982,20.498734206153017,-1.406982237962687,-2.9408452077172242,17.79117386214942,61.42572278842181,31.562830430502842,21.796147568053392
UGC11820,train,K_scale_tail_spiral,10,21.392607542331767,4.922145215148927,-9.390462049167741,16.17398555882956,12.164381322513782,20.806152215506923,21.392607542331767,12.87160985484374,15.73362491119785
UGC12632,train,K_scale_tail_spiral,15,13.452249746449683,-8.773698340293551,-21.10070064774871,7.420143347464911,5.778543213619849,24.27780668219446,13.452249746449683,19.482155585026362,22.917881993008876
UGC12732,train,K_scale_tail_spiral,16,17.65041411812116,-12.33312368489267,-27.075723879503403,9.932284363225762,10.831835786793008,32.78085982072362,17.65041411812116,26.456841612187265,30.712911976130602
UGCA281,train,K_scale_tail_spiral,7,4.559523491638696,0.9910078171506407,-5.83805252968415,2.6188064676977465,1.6014144472357614,5.193662564646149,4.559523491638696,2.0214242993587916,3.4904601594592255
UGCA442,train,K_scale_tail_spiral,8,7.355062315512379,-9.972218659004342,-20.24361114132462,2.147769847897175,3.8765757234850917,20.29821666066568,7.355062315512379,14.296097548168557,17.38752871471593
