galaxy,r,velocity_km_s,velocity_error_km_s,v_gas_km_s,v_star_km_s,v_baryon_newton_km_s,figure_file,coordinate_calibration_uses_published_vobs,prospective_name_freeze,inclination_deg,gas_mass_1e7_msun,stellar_mass_kin_1e7_msun,r_median,r_max,gas_fraction,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,kernel_K_exponential_disk,kernel_K_compact_finite,kernel_K_scale_tail_spiral,kernel_K_thick_flared,v_newton,v_tpg_v6,v_mond,v_K_compact_finite,v_K_scale_tail_spiral,v_K_exponential_disk,v_K_thick_flared,kernel_tail_reference,u_tail_source_normalized,phi_tail_bounded,phi_tail_holographic,phi_radial_bounded,phi_bilinear_bounded,v_v02,distance_mpc,rmax_over_hi_beam,hi_beam_fwhm_kpc,v_capacity_0p01,v_capacity_0p05,v_capacity_0p1
CVnIdwA,2.039998975577,26.45000947224,2.710001419932,8.634077650804732,2.2366206019256354,8.919067697752045,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1583583092921361,0.4901963245923478,0.6064575758163253,0.1241405577314725,8.919067697752045,23.573101686186515,28.56520043455365,147.6486429645675,25.10434413611385,21.53009271099723,22.52412916105243,0.6075733666414179,0.9981635290709655,0.49954046030209337,0.6314443381897377,0.7112058055439675,0.35527607547095463,24.00800574015454,3.6,13.5,0.1918518518518518,24.005780446332036,23.99725244144782,23.987053707234264
CVnIdwA,2.2200009642299996,25.919996473674,1.979994282222,8.424523100102565,2.5188068584383556,8.793007304345757,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1551734193505906,0.4504502548028608,0.6153526040937427,0.1242014408193322,8.793007304345757,23.594183298554523,28.927813758605375,141.69889359333942,25.145888427696,21.596122160216247,22.545665702032306,0.6075733666414179,1.012803782850666,0.5031805839594887,0.6368007810955064,0.728258707077423,0.36644564150079995,24.03267754148433,3.6,13.5,0.1918518518518518,24.03036979870615,24.021828122391284,24.011610432503375
CVnIdwA,2.409999136282,23.810001246036,2.480003404944,8.423446012389542,2.589600781192633,8.812518081093211,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1506931409277122,0.4149379080453693,0.6213023505666713,0.1230508680105047,8.812518081093211,23.890784978427227,29.533310030886692,136.21161690819892,25.43877125061431,21.97916326600788,22.86568017314986,0.6075733666414179,1.022596421566576,0.5055859936578634,0.6403401018993926,0.7442020367876206,0.376258126251475,24.33693374782795,3.6,13.5,0.1918518518518518,24.334682552542517,24.326056961567808,24.315734629224334
CVnIdwA,2.589998687436,23.580003231048,2.0599966928519997,8.215066005567603,2.7979807880145726,8.678479473152604,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1457253933410303,0.3861005817690054,0.6242890998618035,0.1210720127505414,8.678479473152604,23.845587079084694,29.80562404111133,131.53583985089085,25.40355461183372,21.9958334462531,22.835335376337365,0.6075733666414179,1.0275122876316778,0.5067847400480652,0.6421038031760552,0.7576714881033235,0.38397634814027354,24.291957440018617,3.6,13.5,0.1918518518518518,24.289654805353486,24.281001677069526,24.270648586604356
DDO_126,0.130000595186,3.2100101536650003,2.9199991108400005,1.4298671782124743,0.7189219427876298,1.6004277263128266,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.0089772969938258,0.0021125148263934,0.0113614849291302,0.0031049197382983,1.6004277263128266,4.620279433747736,6.034697429661245,10.625462460337236,4.76900105141105,4.015374565889075,4.4874899721592145,0.6129827501272768,0.018534754732936868,0.01819746910629156,0.018364042496614497,0.09834400006810443,0.0017896119030284654,4.623357331448274,4.9,24.3,0.1641975308641975,4.62440083709936,4.624282295683709,4.62414248634461
DDO_126,0.270001463543,7.119993591480001,1.7899814331000004,2.8065876959574014,1.4072571931129954,3.139634899581119,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.0278312471549628,0.0091125793039689,0.0456023807579142,0.0116673877408511,3.139634899581119,8.371782023552198,10.213874440848796,21.564167416185224,8.700087220483821,7.341128352728184,8.095807587984401,0.6129827501272768,0.07439423172747608,0.06924295526778892,0.07169434584786372,0.1846924816218518,0.012788653243238813,8.393022986655303,4.9,24.3,0.1641975308641975,8.394002696916571,8.393254349998166,8.392386786690269
DDO_126,0.3999991026919999,8.66999523971,1.480004319815,3.698576898425984,2.099490327047226,4.2529202563574175,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.0486686097047985,0.0199998675035334,0.0912505588858859,0.0226757480544968,4.2529202563574175,11.01631078188207,13.151746427337416,31.434466690681077,11.514091313689104,9.645703609627168,10.60785263134018,0.6129827501272768,0.14886317578584238,0.1295743295836925,0.13831299351892556,0.25127228004505603,0.03255843722980397,11.068672702838851,4.9,24.3,0.1641975308641975,11.068650152294957,11.066925739797577,11.06492306578759
DDO_126,0.5299996978779999,12.5499908779,2.6299880680150003,3.731288524518859,2.8180757417783653,4.675902580209067,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.0704639951357195,0.0351123848879451,0.1433769045427594,0.0354139877869199,4.675902580209067,12.264675135193997,14.777103173157004,40.891862860246896,12.963181178585504,10.460418544090656,11.688795604606854,0.6129827501272768,0.23390039036659566,0.1895618091968535,0.20855935291793692,0.30780012400835943,0.058347148378040475,12.350052840711607,4.9,24.3,0.1641975308641975,12.348782987177247,12.346125565296783,12.343032203719693
DDO_126,0.6700005662349999,12.110002143015,2.9600086396300003,5.206342649453125,3.3097937948192513,6.169338598888751,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.0935997881010114,0.0561124748589559,0.2007151117873255,0.0500892167588572,6.169338598888751,15.480528581818024,18.08050331964751,51.68639867754427,16.257790633485726,13.608177980108012,14.836988096344069,0.6129827501272768,0.3274400653944177,0.24667031976101053,0.27923351116376105,0.35984844259405513,0.08876393040017722,15.62090517331682,4.9,24.3,0.1641975308641975,15.620399590789244,15.616332251271173,15.611568319819296
DDO_126,0.800001161421,14.36001576933,3.039989003275,7.475321175523924,3.804124915648347,8.387597573268101,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1139941956460924,0.0800000612200357,0.2517092135552443,0.063951862881057,8.387597573268101,19.752129870651533,22.204448512978715,62.10667136476722,20.52030899123938,17.994865641169966,19.11115807844729,0.6129827501272768,0.410630174345005,0.2910969734045793,0.3367678334787527,0.4016277506020775,0.11691262263555396,19.963672187076362,4.9,24.3,0.1641975308641975,19.961891831776718,19.956114866931195,19.94932674396091
DDO_126,0.92999880057,16.760007087705002,2.6900023612000004,8.524938544044376,4.217388891730836,9.511095953875564,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1329005244580959,0.1081119899565638,0.2988985607747763,0.0775863632737774,9.511095953875564,22.061022051890788,24.600673275271905,71.91740257623137,22.878482706311168,20.232546825680313,21.36510161743069,0.6129827501272768,0.4876133312278599,0.32778230807153974,0.38590972332516127,0.438286957786997,0.14366271062107538,22.327247058831222,4.9,24.3,0.1641975308641975,22.325092569067838,22.318182887742008,22.31003692586892
DDO_126,1.059999395756,19.450009448905,3.120008060855,8.92061384840055,4.514170527379983,9.997754096923057,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1500850386762109,0.1404495395517808,0.3416528790586352,0.0906830237979556,9.997754096923057,23.298721027632435,26.04465651915408,81.42308744797766,24.183081262424732,21.342405153358325,22.527936353839397,0.6129827501272768,0.5573613270319532,0.3578882545479553,0.42728171193641107,0.4707143214896836,0.16846312690866797,23.60587559540263,4.9,24.3,0.1641975308641975,23.602961477396384,23.595279839356543,23.58620791766523
DDO_126,1.200000264113,19.98998331183,3.0599937676700004,9.215883951005182,4.71106693897198,10.35020138460454,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1665429470862197,0.1799996943401081,0.3826918681586997,0.1039405496542487,10.35020138460454,24.31917706161311,27.305127044028257,91.60982557542708,25.267712762295005,22.237662396891984,23.472023131143285,0.6129827501272768,0.6243109909361062,0.3843543474247562,0.4643696444227591,0.5016941164186729,0.19282831472293868,24.663660951773114,4.9,24.3,0.1641975308641975,24.661735201451073,24.65348256052142,24.64371013700901
DDO_126,1.330000859299,22.550012745365,2.6799806320350004,10.328206874217392,4.916917488294334,11.438878215250218,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1799010717886999,0.2211123129119931,0.4163918625939679,0.1153167165880195,11.438878215250218,26.48691947030404,29.509766588805984,101.41133414027249,27.43599374846446,24.431030974431355,25.62497222136121,0.6129827501272768,0.6792880590971121,0.4045095511858393,0.49302219785306656,0.5273811551917424,0.2133307143904812,26.88193032315663,4.9,24.3,0.1641975308641975,26.87929240395077,26.870180027788553,26.859365511271747
DDO_126,1.460001454485,23.889983714415003,2.7899874892400005,10.921770145515683,5.11475514047242,12.060090516180496,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.1914443879295642,0.2664499611366651,0.4461989253021959,0.1257099539479881,12.060090516180496,27.872449018024675,31.023111631815805,111.0155221774135,28.839447223174588,25.79680038371621,26.9797587228538,0.6129827501272768,0.7279143258265414,0.4212676027663271,0.517084855885211,0.5505497478836531,0.2319287724945523,28.30547653360273,4.9,24.3,0.1641975308641975,28.30229748980446,28.292496736068962,28.28085862193433
DDO_126,1.599999366805,25.8699910623,2.51998121081,10.831341596258776,5.217556484999232,12.022514564308215,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2019328590278246,0.3199990624672473,0.4743849587834997,0.1357573727458455,12.022514564308215,28.198346612034836,31.630212813156565,121.09278872769248,29.21388834197997,26.031618651892845,27.244579059785227,0.6129827501272768,0.7738960985199024,0.4362691248746887,0.5387873666055205,0.5730871604869705,0.2500202339825709,28.652162764230717,4.9,24.3,0.1641975308641975,28.64971121920636,28.63971490029219,28.6278263396228
DDO_126,1.7299999619909998,27.629984695775,1.6600085054350002,11.225959450823153,5.316475184777168,12.42123480101222,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2099747728702027,0.3741116835971504,0.4973168174405122,0.1440178652816111,12.42123480101222,29.189697478631444,32.776305744079714,130.63506924958324,30.218560701104295,27.015872975130993,28.212429560356444,0.6129827501272768,0.8113063823366183,0.44791228598776217,0.5557227090571933,0.5920813083479048,0.2652004923127351,29.672108441603694,4.9,24.3,0.1641975308641975,29.66925279031636,29.658904311915958,29.646577422698705
DDO_126,1.860000557177,29.679989372075003,1.930014783865,11.42379710300124,5.415419168248229,12.64238525826396,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2164988041320545,0.4324493343798407,0.5174777421484634,0.1512643805340713,12.64238525826396,29.874616911169905,33.647251949572556,140.1222634137455,30.92076318700633,27.68601555368214,28.87166162590519,0.6129827501272768,0.8441962551817598,0.4577583610257129,0.5700972485030238,0.6094572817321945,0.2789841664009155,30.37929179258597,4.9,24.3,0.1641975308641975,30.376112569081577,30.365387102032805,30.352610479728288
DDO_126,2.0000014255339997,30.720004957005003,2.120002004715,11.640566621961826,5.617922437054742,12.92531793764064,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2219660659031858,0.4999996436167541,0.5364430946695062,0.1579733878095239,12.92531793764064,30.671962841678734,34.62607327846626,150.36642656144082,31.728553562485388,28.48878221045898,29.65191644053876,0.6129827501272768,0.8751357106837375,0.46670526602292356,0.5831945491126249,0.626587005227782,0.292431454961339,31.200321256204603,4.9,24.3,0.1641975308641975,31.197560202374678,31.186524805392807,31.17336591455619
DDO_126,2.1299990646829996,33.369997789415,2.390008283145,12.62895172914485,5.71658771863562,13.862532125190056,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2257265232881225,0.4694837742329368,0.5517916586801493,0.1632347066533868,13.862532125190056,32.52037619207654,36.48208451958272,146.30226324907633,33.546879097907606,30.43399617912087,31.527644124545205,0.6129827501272768,0.9001748557615659,0.47373264256819525,0.5935014250919071,0.6411999918955497,0.3037573665753841,33.08908405609721,4.9,24.3,0.1641975308641975,33.08595119217215,33.074271045075974,33.060331579277864
DDO_126,2.259999659869,34.76000001642,2.92998214607,13.321433826532193,5.71658771863562,14.496205515221275,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2283443147476618,0.4424779426993208,0.5652073975659099,0.1676177018123907,14.496205515221275,33.85337180178379,37.885621254734424,142.556770317985,34.864277993051005,31.830500876897627,32.87492984248323,0.6129827501272768,0.9220608531782549,0.47972510945923813,0.6023014024506899,0.6547126295026544,0.3140820878525065,34.452945401946266,4.9,24.3,0.1641975308641975,34.44969029367274,34.43751241566408,34.422970981206966
DDO_126,2.390000255055,34.23999222395501,2.5599907396,14.551982917739066,5.718425983658937,15.63523592942413,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2299369873577124,0.4184099971893046,0.5768978371034319,0.171181217245303,15.63523592942413,35.990453577413746,39.97691157972662,139.3865964263291,36.96236823646277,34.081021127225995,35.05188914121434,0.6129827501272768,0.9411322536949819,0.4848367502541462,0.6098142041537663,0.6672444174007629,0.32350461495780697,36.634729219006466,4.9,24.3,0.1641975308641975,36.63111209842118,36.61808438247938,36.6025274151621
DDO_126,2.5300011234119997,36.63998354233001,2.9499869104650003,15.73195595268115,5.8167617534421625,16.77286962309692,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2306342850491888,0.3952567414876813,0.5877685019776304,0.174170662839003,16.77286962309692,38.118813846591664,42.07347670682438,136.3192004385241,39.05488382404106,36.3158570707557,37.21829813355031,0.6129827501272768,0.9588663006513463,0.48950063632852936,0.6166727824552647,0.6797611714742284,0.3327435259880614,38.80781297384198,4.9,24.3,0.1641975308641975,38.80430949055456,38.79050718533745,38.77401859014733
DDO_126,2.660001718598,36.740007364305,3.3399830813300007,16.523304465033856,5.915680317486252,17.550352248969308,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2304489222574261,0.3759396067334375,0.5964369618702403,0.176225051535763,17.550352248969308,39.637386227840985,43.61857842365393,133.65562063072915,40.55154460446516,37.90814889183761,38.76183582693529,0.6129827501272768,0.9730077424632243,0.4931596169250008,0.6220554330750733,0.6905691528262135,0.34056081886799777,40.359237476097576,4.9,24.3,0.1641975308641975,40.35548208498525,40.34122226620753,40.32417058152421
DDO_126,2.789999357747,37.97001017008501,3.23001491806,17.038529210237606,6.117177650716474,18.103351625004283,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2295623702638504,0.3584230215764376,0.6038756629192813,0.1776463011892342,18.103351625004283,40.79578306469359,44.84625331942859,131.14058824062826,41.6955100216308,39.12438053277858,39.93870110727435,0.6129827501272768,0.9851429959389485,0.49625795116738575,0.6266141695384045,0.7006711962940987,0.3477136523149106,41.543440478924154,4.9,24.3,0.1641975308641975,41.539448509888445,41.52465444054668,41.50697167288291
DDO_126,2.9300002261039997,38.740019476585005,3.1400128252500004,17.333530392491703,6.117177650716474,18.381271399929297,rMD_DH_DM_profiles_ddo126.pdf,True,True,65.0,16.36,2.27,2.0000014255339997,3.859999026674,0.8781535158346753,1.1918959627735397,0.7000004989368999,5.554834884870099,2.0000014255339997,0.4751690821256039,0.2279273895170386,0.3412969019902407,0.6106545625241337,0.1785365008765478,18.381271399929297,41.54070271516809,45.72703732676821,128.51834739468748,42.434452820976,39.91243650900187,40.69505087056591,0.6129827501272768,0.9962018709292234,0.4990486610782985,0.6307206483911391,0.710837947353033,0.35474272587017713,42.306332588291156,4.9,24.3,0.1641975308641975,42.3024831140485,42.28742083704348,42.269412379771694
