galaxy,r,velocity_km_s,velocity_error_km_s,v_gas_km_s,v_star_km_s,v_baryon_newton_km_s,figure_file,coordinate_calibration_uses_published_vobs,prospective_name_freeze,inclination_deg,gas_mass_1e7_msun,stellar_mass_kin_1e7_msun,r_median,r_max,gas_fraction,scale_radius_proxy_kpc,tail_inner_radius_proxy_kpc,tail_cutoff_radius_proxy_kpc,compact_support_radius_proxy_kpc,thickness_h_over_rs_proxy,kernel_K_exponential_disk,kernel_K_compact_finite,kernel_K_scale_tail_spiral,kernel_K_thick_flared,v_newton,v_tpg_v6,v_mond,v_K_compact_finite,v_K_scale_tail_spiral,v_K_exponential_disk,v_K_thick_flared,kernel_tail_reference,u_tail_source_normalized,phi_tail_bounded,phi_tail_holographic,phi_radial_bounded,phi_bilinear_bounded,v_v02,distance_mpc,rmax_over_hi_beam,hi_beam_fwhm_kpc,v_capacity_0p01,v_capacity_0p05,v_capacity_0p1
CVnIdwA,0.190000609551,3.969997781346,2.7299960788739996,3.873305652644957,0.5538453052230119,3.9127025571756593,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.0197004281964886,0.0134420273535889,0.046628865958919,0.0082928470526172,3.9127025571756593,9.334568030058335,10.569678167717948,25.87842793127001,9.636654210798287,8.69889581042734,9.159910699274487,0.6075733666414179,0.07674606643256429,0.07127591994539302,0.07387500202566522,0.1865735830511842,0.013298203769481341,9.35894804211627,3.6,13.5,0.1918518518518518,9.362490205899235,9.361636608185004,9.36063752568587
CVnIdwA,0.370000160705,6.12000610173,2.270000048898,6.5823577414458505,1.179004377503975,6.68711333525503,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.0492493442799998,0.0509751616590412,0.1442918788746163,0.0247991622603499,6.68711333525503,15.00297973724096,16.458548931169698,49.33844744371884,15.582800341097611,14.015419204706811,14.677524705354587,0.6075733666414179,0.23748881500886385,0.19191188811444956,0.21139428852035924,0.3087534282045334,0.05925345336854115,15.108718855110984,3.6,13.5,0.1918518518518518,15.107200640670083,15.103926468732956,15.100113909387591
CVnIdwA,0.5600007702559999,7.540007284403999,2.0599966928519997,8.33938136202258,1.7400139499778886,8.518974706346254,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.0798311719529357,0.1167702029611871,0.2536764377218354,0.0449000821791886,8.518974706346254,18.905838261127233,20.637458139712095,73.60767483682207,19.713166911837295,17.63457417036455,18.437500418902157,0.6075733666414179,0.41752395949171356,0.29454455192519396,0.3413242898762432,0.4033517141228557,0.11880504990457547,19.110727906723604,3.6,13.5,0.1918518518518518,19.109554165635675,19.10398470906286,19.097436162628348
CVnIdwA,0.74000032141,9.040010877708,1.7900093599799998,8.2131217001103,1.955691985100155,8.442754242627679,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1047215753913934,0.2039006466361649,0.3426589476302731,0.0633853505607364,8.442754242627679,19.611933073568217,21.88646917705081,96.02812035817576,20.657748862454397,17.991444273347508,18.97204030001259,0.6075733666414179,0.5639795396635713,0.360605446145983,0.43105956822732194,0.47182826275856915,0.17014384119633794,19.872459495689075,3.6,13.5,0.1918518518518518,19.86958540017171,19.86309865552633,19.855436238998347
CVnIdwA,0.930000930961,10.20999561159,1.829998677864,8.002939279467693,1.955691985100155,8.238432390414566,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1255694959560623,0.3220487018868678,0.4175074271694972,0.0806608793110533,8.238432390414566,19.942141780084455,22.77226735737948,119.81166172901024,21.189690364372783,18.017271908700295,19.138190062209556,0.6075733666414179,0.6871720356628218,0.4072922151017395,0.4970034841584863,0.5288998885781986,0.21541680718607772,20.24160871161931,3.6,13.5,0.1918518518518518,20.23977746470977,20.232871234295402,20.224675968120142
CVnIdwA,1.1100004821149998,12.00999041361,1.610009879778,8.139341534485702,2.0253461862622912,8.387544801025582,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.140207120117872,0.4587764549313708,0.4725289450533295,0.0942634098504776,8.387544801025582,20.72131559882864,23.959389226221887,142.52055948736356,22.078254601678452,18.649090678631406,19.81554484417389,0.6075733666414179,0.7777314987742214,0.4374853566528363,0.5405529137027346,0.5726468984928674,0.25052463262329266,21.055735691671316,3.6,13.5,0.1918518518518518,21.053198077562687,21.045843413163656,21.037096455827502
CVnIdwA,1.300001091666,13.609991076486,1.6300045387199995,7.719696434870126,1.955266467669284,7.963465326485602,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1507895085180535,0.629277524130631,0.5171244823761154,0.1055543065441002,7.963465326485602,20.412960016739348,24.189401289971904,166.39923794121847,21.914524397164655,18.136892590385617,19.379727797212965,0.6075733666414179,0.8511309263516742,0.4597896962529478,0.573068169633268,0.6107969376823801,0.28083813844921224,20.759341339408014,3.6,13.5,0.1918518518518518,20.757419963185633,20.750110302636756,20.741397963768428
CVnIdwA,1.48000064282,17.320010741862,1.680003073506,7.44183834963306,1.885806362694261,7.677058268610931,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1568714161943573,0.675675382204291,0.549284134864444,0.1134840078935378,7.677058268610931,20.233051299427487,24.465291005755255,172.31428497069348,21.83772895594135,17.835227327713405,19.10948802278036,0.6075733666414179,0.9040622335057431,0.4748070822460416,0.5950785711377122,0.6411458112296968,0.30442057192424377,20.587691117783166,3.6,13.5,0.1918518518518518,20.58548780410774,20.578193764128322,20.56949024056448
CVnIdwA,1.6699988148719995,21.180002236734,1.6999977324479998,7.370484328573539,1.955035084867748,7.625365658170891,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1598800547772093,0.5988028201544844,0.5748647088526012,0.1192343591954509,7.625365658170891,20.4617924909246,25.08803067736578,162.38833359072777,22.12100780339703,18.045864928250808,19.29355503622241,0.6075733666414179,0.9461650895436288,0.48616897642815204,0.6117730119011852,0.6684362994997625,0.3249729915352212,20.82910049879033,3.6,13.5,0.1918518518518518,20.827170062396114,20.819782635271608,20.810957945184477
CVnIdwA,1.8500008035249995,24.059993919965997,2.20000685517,8.003503733249925,2.096500983738266,8.273535422234017,rMD_DH_DM_profiles_cvnidwa.pdf,True,True,66.5,2.91,0.41,1.3900008672430002,2.589998687436,0.8765060240963856,0.8283676205262218,0.48650030353505,3.725073413405693,1.3900008672430002,0.4744277108433735,0.1601564201755385,0.540540305763433,0.5928079111833924,0.1225391689551702,8.273535422234017,22.02172885368234,26.829978415295127,154.6325505634761,23.618126391607007,19.793029532036783,20.9099397308964,0.6075733666414179,0.9756976584743223,0.4938496810426843,0.6230707061051828,0.6907193151294484,0.34111151346669943,22.423341043017786,3.6,13.5,0.1918518518518518,22.421099059988833,22.41313203167734,22.403609460627443
