scenario,draw,harmonic,q_shape_proxy,delta_uv,determinant_norm,minimum_role_pixels,role_0_pixels,role_1_pixels,role_2_pixels,role_3_pixels,phase_anchor_deg,phase_amplitude,phase_delta_from_baseline_deg,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
star_only,56,2,0.100421496,0.9999997645,0.04420646354,103,107,104,104,103,86.23409357,0.4989948863,1.536801039,0.001707455891,0,0
co_independent_only,56,1,-0.04279955428,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,56,2,0.09088524427,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,56,1,-0.04389064415,0.9999343676,0.05349795894,104,104,105,104,105,8.875002252,0.3415556227,5.5507359,0.001707455891,0,0
star_plus_co_independent,56,2,0.1005990846,0.9999997645,0.04420646354,103,107,104,104,103,86.23409357,0.4989948863,1.536801039,0.001707455891,0,0
star_co_plus_hi_ctl49,56,1,-0.04319457558,0.9999343676,0.05349795894,104,104,105,104,105,8.875002252,0.3415556227,5.5507359,0.001707455891,0,0
star_co_plus_hi_ctl49,56,2,0.09929681042,0.9999997645,0.04420646354,103,107,104,104,103,86.23409357,0.4989948863,1.536801039,0.001707455891,0,0
star_only,57,1,0.02151483682,0.9995302762,0.05860872334,104,104,106,104,104,14.74574877,0.2866490864,11.42148242,0.01081388731,0,0
star_only,57,2,0.09643109827,0.9976423517,0.03803225925,104,106,104,104,104,86.26689997,0.5622731601,1.56960743,0.01081388731,0,0
co_independent_only,57,1,-0.03991862593,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.00796812749,0
co_independent_only,57,2,0.08847131245,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.00796812749,0
star_plus_co_independent,57,1,0.02545185147,0.9995302762,0.05860872334,104,104,106,104,104,14.74574877,0.2866490864,11.42148242,0.01081388731,0.00796812749,0
star_plus_co_independent,57,2,0.09343416311,0.9976423517,0.03803225925,104,106,104,104,104,86.26689997,0.5622731601,1.56960743,0.01081388731,0.00796812749,0
star_co_plus_hi_ctl49,57,1,0.02567274114,0.9995302762,0.05860872334,104,104,106,104,104,14.74574877,0.2866490864,11.42148242,0.01081388731,0.00796812749,0
star_co_plus_hi_ctl49,57,2,0.09783534078,0.9976423517,0.03803225925,104,106,104,104,104,86.26689997,0.5622731601,1.56960743,0.01081388731,0.00796812749,0
star_only,58,1,-0.1272212554,0.9684627995,0.04888093588,103,103,107,105,103,-7.199967716,0.3642957257,10.52423407,0,0,0
star_only,58,2,0.1126831202,0.9686461413,0.04796373822,103,107,104,104,103,87.3664727,0.534621714,2.669180163,0,0,0
co_independent_only,58,1,-0.04839696896,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.01536710302,0
co_independent_only,58,2,0.09760079654,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.01536710302,0
star_plus_co_independent,58,1,-0.1331961767,0.9684627995,0.04888093588,103,103,107,105,103,-7.199967716,0.3642957257,10.52423407,0,0.01536710302,0
star_plus_co_independent,58,2,0.1191196161,0.9686461413,0.04796373822,103,107,104,104,103,87.3664727,0.534621714,2.669180163,0,0.01536710302,0
star_co_plus_hi_ctl49,58,1,-0.132547876,0.9684627995,0.04888093588,103,103,107,105,103,-7.199967716,0.3642957257,10.52423407,0,0.01536710302,0
star_co_plus_hi_ctl49,58,2,0.1169455606,0.9686461413,0.04796373822,103,107,104,104,103,87.3664727,0.534621714,2.669180163,0,0.01536710302,0
star_only,59,1,0.009540326317,0.9983961447,0.04218757362,103,103,107,105,103,10.14329719,0.2616849614,6.819030841,0.003984063745,0,0
star_only,59,2,0.1091113189,0.9928770132,0.02964397881,103,107,104,104,103,87.06573489,0.5606499274,2.368442354,0.003984063745,0,0
co_independent_only,59,1,-0.0383462658,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.005122367672,0
co_independent_only,59,2,0.08731136872,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.005122367672,0
star_plus_co_independent,59,1,0.01400037999,0.9983961447,0.04218757362,103,103,107,105,103,10.14329719,0.2616849614,6.819030841,0.003984063745,0.005122367672,0
star_plus_co_independent,59,2,0.1053097954,0.9928770132,0.02964397881,103,107,104,104,103,87.06573489,0.5606499274,2.368442354,0.003984063745,0.005122367672,0
star_co_plus_hi_ctl49,59,1,0.01632047772,0.9983961447,0.04218757362,103,103,107,105,103,10.14329719,0.2616849614,6.819030841,0.003984063745,0.005122367672,0
star_co_plus_hi_ctl49,59,2,0.09606133501,0.9928770132,0.02964397881,103,107,104,104,103,87.06573489,0.5606499274,2.368442354,0.003984063745,0.005122367672,0
star_only,60,1,-0.09308638754,0.9999234714,0.0374971129,103,103,105,104,106,7.478900516,0.3515994263,4.154634164,0,0,0
star_only,60,2,0.1209250791,0.9999263439,0.0364039364,103,107,105,103,103,87.4270027,0.5146652647,2.729710163,0,0,0
co_independent_only,60,1,-0.04101724459,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,60,2,0.09073064871,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,60,1,-0.09166621262,0.9999234714,0.0374971129,103,103,105,104,106,7.478900516,0.3515994263,4.154634164,0,0,0
star_plus_co_independent,60,2,0.1212032229,0.9999263439,0.0364039364,103,107,105,103,103,87.4270027,0.5146652647,2.729710163,0,0,0
star_co_plus_hi_ctl49,60,1,-0.0886023283,0.9999234714,0.0374971129,103,103,105,104,106,7.478900516,0.3515994263,4.154634164,0,0,0
star_co_plus_hi_ctl49,60,2,0.117103325,0.9999263439,0.0364039364,103,107,105,103,103,87.4270027,0.5146652647,2.729710163,0,0,0
star_only,61,1,0.0145191192,0.999069717,0.07012185578,103,103,106,104,105,19.67537253,0.3736308581,16.35110618,0,0,0
star_only,61,2,0.09376885326,0.9817217911,0.04129165677,103,107,104,104,103,83.6051028,0.5587227753,1.092189733,0,0,0
co_independent_only,61,1,-0.04667971535,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.007398975526,0
co_independent_only,61,2,0.09463005204,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.007398975526,0
star_plus_co_independent,61,1,0.01287782753,0.999069717,0.07012185578,103,103,106,104,105,19.67537253,0.3736308581,16.35110618,0,0.007398975526,0
star_plus_co_independent,61,2,0.09715218486,0.9817217911,0.04129165677,103,107,104,104,103,83.6051028,0.5587227753,1.092189733,0,0.007398975526,0
star_co_plus_hi_ctl49,61,1,0.01118766898,0.999069717,0.07012185578,103,103,106,104,105,19.67537253,0.3736308581,16.35110618,0,0.007398975526,0
star_co_plus_hi_ctl49,61,2,0.09861976973,0.9817217911,0.04129165677,103,107,104,104,103,83.6051028,0.5587227753,1.092189733,0,0.007398975526,0
star_only,62,1,-0.05201173134,0.9912348112,0.03045438044,102,102,107,104,105,2.502742311,0.2466018021,0.82152404,0,0,0
star_only,62,2,0.0923945935,0.9911173825,0.02798979148,103,107,104,104,103,85.88671981,0.5186852821,1.18942728,0,0,0
co_independent_only,62,1,-0.04345208807,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,62,2,0.08882340987,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,62,1,-0.05180206685,0.9912348112,0.03045438044,102,102,107,104,105,2.502742311,0.2466018021,0.82152404,0,0,0
star_plus_co_independent,62,2,0.0902737591,0.9911173825,0.02798979148,103,107,104,104,103,85.88671981,0.5186852821,1.18942728,0,0,0
star_co_plus_hi_ctl49,62,1,-0.04997061604,0.9912348112,0.03045438044,102,102,107,104,105,2.502742311,0.2466018021,0.82152404,0,0,0
star_co_plus_hi_ctl49,62,2,0.09053380444,0.9911173825,0.02798979148,103,107,104,104,103,85.88671981,0.5186852821,1.18942728,0,0,0
star_only,63,1,-0.04393538209,0.9742485347,0.04674709659,103,103,106,104,105,0.2681123411,0.3387964696,3.05615401,0,0,0
star_only,63,2,0.07634190498,0.9788522275,0.04145364394,102,105,106,102,105,81.85738517,0.5135420354,2.839907367,0,0,0
co_independent_only,63,1,-0.0386356492,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,63,2,0.08604094436,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,63,1,-0.03926750753,0.9742485347,0.04674709659,103,103,106,104,105,0.2681123411,0.3387964696,3.05615401,0,0,0
star_plus_co_independent,63,2,0.07191379664,0.9788522275,0.04145364394,102,105,106,102,105,81.85738517,0.5135420354,2.839907367,0,0,0
star_co_plus_hi_ctl49,63,1,-0.03835417496,0.9742485347,0.04674709659,103,103,106,104,105,0.2681123411,0.3387964696,3.05615401,0,0,0
star_co_plus_hi_ctl49,63,2,0.06941112125,0.9788522275,0.04145364394,102,105,106,102,105,81.85738517,0.5135420354,2.839907367,0,0,0
star_only,64,1,-0.03682805236,0.9999492275,0.05644129712,103,103,107,103,105,6.177540549,0.3830825529,2.853274197,0,0,0
star_only,64,2,0.09776346558,0.9999760392,0.048177705,103,107,104,104,103,83.75031517,0.549943709,0.9469773649,0,0,0
co_independent_only,64,1,-0.046755834,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,64,2,0.09806606024,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,64,1,-0.03908643155,0.9999492275,0.05644129712,103,103,107,103,105,6.177540549,0.3830825529,2.853274197,0,0,0
star_plus_co_independent,64,2,0.1046959438,0.9999760392,0.048177705,103,107,104,104,103,83.75031517,0.549943709,0.9469773649,0,0,0
star_co_plus_hi_ctl49,64,1,-0.04163418838,0.9999492275,0.05644129712,103,103,107,103,105,6.177540549,0.3830825529,2.853274197,0,0,0
star_co_plus_hi_ctl49,64,2,0.1061732759,0.9999760392,0.048177705,103,107,104,104,103,83.75031517,0.549943709,0.9469773649,0,0,0
star_only,65,1,-0.05322447695,0.995247956,0.05704642609,104,104,105,105,104,4.385426396,0.3896262509,1.061160045,0,0,0
star_only,65,2,0.09748321923,0.9966346101,0.05043478043,104,106,104,104,104,84.53347798,0.5677384412,0.1638145555,0,0,0
co_independent_only,65,1,-0.04134983467,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.005691519636,0
co_independent_only,65,2,0.08982029979,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.005691519636,0
star_plus_co_independent,65,1,-0.05150198562,0.995247956,0.05704642609,104,104,105,105,104,4.385426396,0.3896262509,1.061160045,0,0.005691519636,0
star_plus_co_independent,65,2,0.09621217458,0.9966346101,0.05043478043,104,106,104,104,104,84.53347798,0.5677384412,0.1638145555,0,0.005691519636,0
star_co_plus_hi_ctl49,65,1,-0.05214391246,0.995247956,0.05704642609,104,104,105,105,104,4.385426396,0.3896262509,1.061160045,0,0.005691519636,0
star_co_plus_hi_ctl49,65,2,0.1001393778,0.9966346101,0.05043478043,104,106,104,104,104,84.53347798,0.5677384412,0.1638145555,0,0.005691519636,0
star_only,66,1,-0.07439976258,0.996426379,0.04677430836,104,104,105,105,104,4.341602298,0.3434519002,1.017335947,0.002845759818,0,0
star_only,66,2,0.1064826303,0.9988713359,0.04399090949,103,106,104,105,103,88.19026966,0.5335540642,3.492977126,0.002845759818,0,0
co_independent_only,66,1,-0.05093954304,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.00796812749,0
co_independent_only,66,2,0.09825185066,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.00796812749,0
star_plus_co_independent,66,1,-0.08197830947,0.996426379,0.04677430836,104,104,105,105,104,4.341602298,0.3434519002,1.017335947,0.002845759818,0.00796812749,0
star_plus_co_independent,66,2,0.1134642808,0.9988713359,0.04399090949,103,106,104,105,103,88.19026966,0.5335540642,3.492977126,0.002845759818,0.00796812749,0
star_co_plus_hi_ctl49,66,1,-0.08641754882,0.996426379,0.04677430836,104,104,105,105,104,4.341602298,0.3434519002,1.017335947,0.002845759818,0.00796812749,0
star_co_plus_hi_ctl49,66,2,0.1190313417,0.9988713359,0.04399090949,103,106,104,105,103,88.19026966,0.5335540642,3.492977126,0.002845759818,0.00796812749,0
star_only,67,1,-0.06197678378,0.9981471345,0.05491309069,103,103,106,104,105,-0.7730550001,0.3826139294,4.097321352,0.0005691519636,0,0
star_only,67,2,0.08400509222,0.9955718476,0.05188677293,103,107,105,103,103,82.83466324,0.5065846434,1.862629294,0.0005691519636,0,0
co_independent_only,67,1,-0.04267149704,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.01195219124,0
co_independent_only,67,2,0.09070726024,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.01195219124,0
star_plus_co_independent,67,1,-0.06120112233,0.9981471345,0.05491309069,103,103,106,104,105,-0.7730550001,0.3826139294,4.097321352,0.0005691519636,0.01195219124,0
star_plus_co_independent,67,2,0.08322422956,0.9955718476,0.05188677293,103,107,105,103,103,82.83466324,0.5065846434,1.862629294,0.0005691519636,0.01195219124,0
star_co_plus_hi_ctl49,67,1,-0.05884114713,0.9981471345,0.05491309069,103,103,106,104,105,-0.7730550001,0.3826139294,4.097321352,0.0005691519636,0.01195219124,0
star_co_plus_hi_ctl49,67,2,0.08018044048,0.9955718476,0.05188677293,103,107,105,103,103,82.83466324,0.5065846434,1.862629294,0.0005691519636,0.01195219124,0
star_only,68,1,0.03132608888,0.9871200134,0.07060290875,100,100,108,105,105,27.18269889,0.377992929,23.85843253,0,0,0
star_only,68,2,0.07253577256,0.9501192972,0.04039380983,103,105,107,103,103,82.18708104,0.4991546544,2.510211492,0,0,0
co_independent_only,68,1,-0.04313501589,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.002276607854,0
co_independent_only,68,2,0.0879978368,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.002276607854,0
star_plus_co_independent,68,1,0.02523825,0.9871200134,0.07060290875,100,100,108,105,105,27.18269889,0.377992929,23.85843253,0,0.002276607854,0
star_plus_co_independent,68,2,0.06901196328,0.9501192972,0.04039380983,103,105,107,103,103,82.18708104,0.4991546544,2.510211492,0,0.002276607854,0
star_co_plus_hi_ctl49,68,1,0.02910998457,0.9871200134,0.07060290875,100,100,108,105,105,27.18269889,0.377992929,23.85843253,0,0.002276607854,0
star_co_plus_hi_ctl49,68,2,0.06739469209,0.9501192972,0.04039380983,103,105,107,103,103,82.18708104,0.4991546544,2.510211492,0,0.002276607854,0
star_only,69,1,-0.1162871514,0.9847020439,0.03809428985,103,105,103,104,106,-9.627896013,0.304103175,12.95216236,0,0,0
star_only,69,2,0.09223078434,0.9497236064,0.03669303982,103,107,104,104,103,85.94309811,0.5390007062,1.245805573,0,0,0
co_independent_only,69,1,-0.04125382325,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.005122367672,0
co_independent_only,69,2,0.09176504016,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.005122367672,0
star_plus_co_independent,69,1,-0.1179818607,0.9847020439,0.03809428985,103,105,103,104,106,-9.627896013,0.304103175,12.95216236,0,0.005122367672,0
star_plus_co_independent,69,2,0.09240309202,0.9497236064,0.03669303982,103,107,104,104,103,85.94309811,0.5390007062,1.245805573,0,0.005122367672,0
star_co_plus_hi_ctl49,69,1,-0.1207500309,0.9847020439,0.03809428985,103,105,103,104,106,-9.627896013,0.304103175,12.95216236,0,0.005122367672,0
star_co_plus_hi_ctl49,69,2,0.09312686567,0.9497236064,0.03669303982,103,107,104,104,103,85.94309811,0.5390007062,1.245805573,0,0.005122367672,0
star_only,70,1,-0.06056186563,0.9981664598,0.05044503655,103,103,106,104,105,2.871811583,0.3556450241,0.4524547687,0,0,0
star_only,70,2,0.09189897328,0.9956736448,0.04713353849,103,107,104,104,103,85.76867841,0.5627173815,1.071385879,0,0,0
co_independent_only,70,1,-0.04931925537,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,70,2,0.09825020581,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,70,1,-0.066538397,0.9981664598,0.05044503655,103,103,106,104,105,2.871811583,0.3556450241,0.4524547687,0,0,0
star_plus_co_independent,70,2,0.09870107784,0.9956736448,0.04713353849,103,107,104,104,103,85.76867841,0.5627173815,1.071385879,0,0,0
star_co_plus_hi_ctl49,70,1,-0.06414998263,0.9981664598,0.05044503655,103,103,106,104,105,2.871811583,0.3556450241,0.4524547687,0,0,0
star_co_plus_hi_ctl49,70,2,0.0964230939,0.9956736448,0.04713353849,103,107,104,104,103,85.76867841,0.5627173815,1.071385879,0,0,0
star_only,71,1,0.0723572471,0.9998638897,0.05696443278,104,104,105,105,104,21.04242368,0.2485965763,17.71815732,0.01650540694,0,0
star_only,71,2,0.0986084579,0.8923449901,0.0245259536,103,106,105,104,103,86.40129929,0.5684864251,1.704006758,0.01650540694,0,0
co_independent_only,71,1,-0.04150421625,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.0005691519636,0
co_independent_only,71,2,0.0919972839,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.0005691519636,0
star_plus_co_independent,71,1,0.07582014789,0.9998638897,0.05696443278,104,104,105,105,104,21.04242368,0.2485965763,17.71815732,0.01650540694,0.0005691519636,0
star_plus_co_independent,71,2,0.09884791307,0.8923449901,0.0245259536,103,106,105,104,103,86.40129929,0.5684864251,1.704006758,0.01650540694,0.0005691519636,0
star_co_plus_hi_ctl49,71,1,0.07310390129,0.9998638897,0.05696443278,104,104,105,105,104,21.04242368,0.2485965763,17.71815732,0.01650540694,0.0005691519636,0
star_co_plus_hi_ctl49,71,2,0.1017344579,0.8923449901,0.0245259536,103,106,105,104,103,86.40129929,0.5684864251,1.704006758,0.01650540694,0.0005691519636,0
star_only,72,1,-0.1042390282,0.953283013,0.03570096256,104,104,106,104,104,-5.307924703,0.2555188513,8.632191055,0,0,0
star_only,72,2,0.0892159689,0.9637558994,0.03358206423,103,106,105,104,103,86.43669429,0.5455305107,1.739401759,0,0,0
co_independent_only,72,1,-0.04244210815,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,72,2,0.09043432202,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,72,1,-0.1035984612,0.953283013,0.03570096256,104,104,106,104,104,-5.307924703,0.2555188513,8.632191055,0,0,0
star_plus_co_independent,72,2,0.08843344435,0.9637558994,0.03358206423,103,106,105,104,103,86.43669429,0.5455305107,1.739401759,0,0,0
star_co_plus_hi_ctl49,72,1,-0.1005162321,0.953283013,0.03570096256,104,104,106,104,104,-5.307924703,0.2555188513,8.632191055,0,0,0
star_co_plus_hi_ctl49,72,2,0.08623210854,0.9637558994,0.03358206423,103,106,105,104,103,86.43669429,0.5455305107,1.739401759,0,0,0
star_only,73,1,0.01216808251,0.9987052951,0.04664514206,104,104,105,104,105,8.931644037,0.2603600765,5.607377686,0.01309049516,0,0
star_only,73,2,0.07998371284,0.993918673,0.0346422124,103,106,104,105,103,85.22652401,0.5541608146,0.529231477,0.01309049516,0,0
co_independent_only,73,1,-0.04128431858,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.0005691519636,0
co_independent_only,73,2,0.08861785956,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.0005691519636,0
star_plus_co_independent,73,1,0.01271205525,0.9987052951,0.04664514206,104,104,105,104,105,8.931644037,0.2603600765,5.607377686,0.01309049516,0.0005691519636,0
star_plus_co_independent,73,2,0.07738718769,0.993918673,0.0346422124,103,106,104,105,103,85.22652401,0.5541608146,0.529231477,0.01309049516,0.0005691519636,0
star_co_plus_hi_ctl49,73,1,0.01294618994,0.9987052951,0.04664514206,104,104,105,104,105,8.931644037,0.2603600765,5.607377686,0.01309049516,0.0005691519636,0
star_co_plus_hi_ctl49,73,2,0.08105508737,0.993918673,0.0346422124,103,106,104,105,103,85.22652401,0.5541608146,0.529231477,0.01309049516,0.0005691519636,0
star_only,74,1,-0.1316684663,0.973764058,0.03741265276,103,105,104,106,103,-8.696929306,0.2564459712,12.02119566,0.01821286283,0,0
star_only,74,2,0.09963051353,0.9336558706,0.03432880301,103,107,104,104,103,87.1045942,0.5120619551,2.407301665,0.01821286283,0,0
co_independent_only,74,1,-0.04626990372,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.001138303927,0
co_independent_only,74,2,0.09463970543,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.001138303927,0
star_plus_co_independent,74,1,-0.1349947242,0.973764058,0.03741265276,103,105,104,106,103,-8.696929306,0.2564459712,12.02119566,0.01821286283,0.001138303927,0
star_plus_co_independent,74,2,0.1029818883,0.9336558706,0.03432880301,103,107,104,104,103,87.1045942,0.5120619551,2.407301665,0.01821286283,0.001138303927,0
star_co_plus_hi_ctl49,74,1,-0.1264587145,0.973764058,0.03741265276,103,105,104,106,103,-8.696929306,0.2564459712,12.02119566,0.01821286283,0.001138303927,0
star_co_plus_hi_ctl49,74,2,0.09590218824,0.9336558706,0.03432880301,103,107,104,104,103,87.1045942,0.5120619551,2.407301665,0.01821286283,0.001138303927,0
star_only,75,1,0.1018671553,0.9977906351,0.06540117713,104,104,105,104,105,28.68977828,0.2145748469,25.36551193,0,0,0
star_only,75,2,0.0997363008,0.8693591043,0.01716271249,103,107,104,104,103,87.18721417,0.6025057954,2.489921633,0,0,0
co_independent_only,75,1,-0.04793622723,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.009675583381,0
co_independent_only,75,2,0.09810123422,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.009675583381,0
star_plus_co_independent,75,1,0.1011293341,0.9977906351,0.06540117713,104,104,105,104,105,28.68977828,0.2145748469,25.36551193,0,0.009675583381,0
star_plus_co_independent,75,2,0.1061036514,0.8693591043,0.01716271249,103,107,104,104,103,87.18721417,0.6025057954,2.489921633,0,0.009675583381,0
star_co_plus_hi_ctl49,75,1,0.09904876386,0.9977906351,0.06540117713,104,104,105,104,105,28.68977828,0.2145748469,25.36551193,0,0.009675583381,0
star_co_plus_hi_ctl49,75,2,0.1072898223,0.8693591043,0.01716271249,103,107,104,104,103,87.18721417,0.6025057954,2.489921633,0,0.009675583381,0
star_only,76,1,-0.0199265844,0.9999679247,0.04954924842,104,104,105,104,105,7.112132067,0.2840023634,3.787865716,0,0,0
star_only,76,2,0.09406415989,0.9984079784,0.04067745144,103,107,104,104,103,84.34675381,0.5587744542,0.3505387219,0,0,0
co_independent_only,76,1,-0.04352382682,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,76,2,0.09028129867,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,76,1,-0.02073999443,0.9999679247,0.04954924842,104,104,105,104,105,7.112132067,0.2840023634,3.787865716,0,0,0
star_plus_co_independent,76,2,0.09297911595,0.9984079784,0.04067745144,103,107,104,104,103,84.34675381,0.5587744542,0.3505387219,0,0,0
star_co_plus_hi_ctl49,76,1,-0.01588393713,0.9999679247,0.04954924842,104,104,105,104,105,7.112132067,0.2840023634,3.787865716,0,0,0
star_co_plus_hi_ctl49,76,2,0.09448135229,0.9984079784,0.04067745144,103,107,104,104,103,84.34675381,0.5587744542,0.3505387219,0,0,0
star_only,77,1,-0.1341014699,0.9469438903,0.04177576551,103,104,105,106,103,-13.2303218,0.2752108585,16.55458815,0.005691519636,0,0
star_only,77,2,0.1024879644,0.8912764871,0.03510285457,103,107,104,104,103,87.16462689,0.5392890658,2.467334359,0.005691519636,0,0
co_independent_only,77,1,-0.04644334605,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0,0
co_independent_only,77,2,0.09309535481,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0,0
star_plus_co_independent,77,1,-0.1322535479,0.9469438903,0.04177576551,103,104,105,106,103,-13.2303218,0.2752108585,16.55458815,0.005691519636,0,0
star_plus_co_independent,77,2,0.1038511449,0.8912764871,0.03510285457,103,107,104,104,103,87.16462689,0.5392890658,2.467334359,0.005691519636,0,0
star_co_plus_hi_ctl49,77,1,-0.1308675245,0.9469438903,0.04177576551,103,104,105,106,103,-13.2303218,0.2752108585,16.55458815,0.005691519636,0,0
star_co_plus_hi_ctl49,77,2,0.1031631605,0.8912764871,0.03510285457,103,107,104,104,103,87.16462689,0.5392890658,2.467334359,0.005691519636,0,0
star_only,78,1,-0.0711091346,0.9930402364,0.05904178201,103,103,106,104,105,0.09718861656,0.407335747,3.227077735,0.02333523051,0,0
star_only,78,2,0.09134491495,0.9959383588,0.0587781586,103,107,103,105,103,84.09859648,0.5385573816,0.5986960502,0.02333523051,0,0
co_independent_only,78,1,-0.03801715122,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.002276607854,0
co_independent_only,78,2,0.08317261939,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.002276607854,0
star_plus_co_independent,78,1,-0.06450961463,0.9930402364,0.05904178201,103,103,106,104,105,0.09718861656,0.407335747,3.227077735,0.02333523051,0.002276607854,0
star_plus_co_independent,78,2,0.08325585871,0.9959383588,0.0587781586,103,107,103,105,103,84.09859648,0.5385573816,0.5986960502,0.02333523051,0.002276607854,0
star_co_plus_hi_ctl49,78,1,-0.06922088953,0.9930402364,0.05904178201,103,103,106,104,105,0.09718861656,0.407335747,3.227077735,0.02333523051,0.002276607854,0
star_co_plus_hi_ctl49,78,2,0.08860177121,0.9959383588,0.0587781586,103,107,103,105,103,84.09859648,0.5385573816,0.5986960502,0.02333523051,0.002276607854,0
star_only,79,1,-0.1265857649,0.9506161778,0.03876700018,100,100,108,103,107,-18.26532758,0.2144350731,21.58959393,0,0,0
star_only,79,2,0.08909725512,0.8937923687,0.03156352679,103,104,106,103,105,81.12949142,0.5753122812,3.567801117,0,0,0
co_independent_only,79,1,-0.04368822193,0.9941338315,0.04275017603,103,103,107,103,105,3.324266351,0.3059391657,0,0,0.001707455891,0
co_independent_only,79,2,0.08819862977,0.9870676417,0.03987086278,104,106,104,104,104,84.69729254,0.5406907208,0,0,0.001707455891,0
star_plus_co_independent,79,1,-0.1222745967,0.9506161778,0.03876700018,100,100,108,103,107,-18.26532758,0.2144350731,21.58959393,0,0.001707455891,0
star_plus_co_independent,79,2,0.08581839551,0.8937923687,0.03156352679,103,104,106,103,105,81.12949142,0.5753122812,3.567801117,0,0.001707455891,0
star_co_plus_hi_ctl49,79,1,-0.1250082456,0.9506161778,0.03876700018,100,100,108,103,107,-18.26532758,0.2144350731,21.58959393,0,0.001707455891,0
star_co_plus_hi_ctl49,79,2,0.08757473065,0.8937923687,0.03156352679,103,104,106,103,105,81.12949142,0.5753122812,3.567801117,0,0.001707455891,0
