split,formula_family,n_galaxies,mean_manifest_confidence,low_confidence_fraction,any_quality_caveat_fraction,low_inclination_fraction,large_distance_error_fraction,few_rotation_points_fraction,median_n_points,median_r_max,matched_beats_wrong_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,baseline_win_any_fraction,baseline_win_both_fraction,mean_matched_minus_wrong,mean_matched_minus_tpg_v6,mean_matched_minus_mond,quality_status
holdout,K_compact_finite,7,0.8357142857142856,0.2857142857142857,0.7142857142857143,0.2857142857142857,0.7142857142857143,0.0,41.0,25.9,0.5714285714285714,0.5714285714285714,0.5714285714285714,0.7142857142857143,0.42857142857142855,0.9341405369595738,0.9700214842229568,1.2192782329754668,quality_limited
holdout,K_exponential_disk,7,0.8571428571428571,0.14285714285714285,0.5714285714285714,0.14285714285714285,0.5714285714285714,0.14285714285714285,12.0,8.14,0.7142857142857143,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,-6.007027695422127,0.9239981729614017,1.604327193637319,quality_limited
holdout,K_scale_tail_spiral,20,0.8324999999999999,0.3,0.6,0.25,0.45,0.25,11.0,7.1850000000000005,0.9,0.4,0.7,1.0,0.1,-15.868952362038971,0.14879515468735488,-0.5337566720681032,quality_limited
holdout,K_thick_flared,10,0.8400000000000001,0.3,0.3,0.1,0.0,0.2,12.0,17.355,0.9,0.7,0.7,0.7,0.7,-2.3496043403321893,-0.22972214179802314,-1.5888076039487609,current_best_case
train,K_compact_finite,22,0.922727272727273,0.045454545454545456,0.4090909090909091,0.13636363636363635,0.2727272727272727,0.045454545454545456,22.5,37.595,0.5,0.5,0.5909090909090909,0.8636363636363636,0.22727272727272727,-0.15971944346521932,0.06712863104651022,0.3134043631474832,formula_or_normalization_limited
train,K_exponential_disk,25,0.9359999999999999,0.04,0.36,0.08,0.32,0.0,21.0,12.6,0.76,0.4,0.48,0.48,0.4,-4.405001809388536,0.33422072416678406,0.4997245598583116,formula_or_normalization_limited
train,K_scale_tail_spiral,60,0.8216666666666667,0.23333333333333334,0.7,0.21666666666666667,0.43333333333333335,0.35,9.0,7.095000000000001,0.9666666666666667,0.48333333333333334,0.6166666666666667,0.9833333333333333,0.11666666666666667,-14.431380043613888,0.046216815567242886,-0.5673824813143058,quality_limited
train,K_thick_flared,24,0.8249999999999998,0.125,0.4583333333333333,0.041666666666666664,0.3333333333333333,0.08333333333333333,14.5,23.86,0.7083333333333334,0.5416666666666666,0.5833333333333334,0.5833333333333334,0.5416666666666666,-2.875471856905517,-0.14125996296848561,-1.637522627025642,formula_or_normalization_limited
