split,n_galaxies,median_rmse_tau_source_normalized_l2,beats_old_l2_intake_fraction,beats_tpg_v6_fraction,beats_mond_fraction,median_source_norm_minus_old_l2_intake,median_source_norm_minus_tpg_v6,median_source_norm_minus_mond,claim_boundary
holdout,44,14.150824141186282,0.5681818181818182,0.45454545454545453,0.5454545454545454,-0.2716479649483574,0.06988448985832396,-0.3162405767580303,tau_side_source_normalization_formula_conditional_not_validation
train,131,11.786042668864171,0.5419847328244275,0.45038167938931295,0.48854961832061067,-0.08993715443317818,0.29230778046926353,0.1485748289567157,tau_side_source_normalization_formula_conditional_not_validation
