information_level,level_name,score_source,galaxy,split,formula_family,n_points,rmse_level_prediction,rmse_wrong_family_mean,rmse_tpg_v6,rmse_mond,matched_family_rank,level_minus_wrong_mean,level_beats_wrong_mean,level_minus_tpg_v6,level_minus_mond,level_beats_tpg_v6,level_beats_mond
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC5907,holdout,K_thick_flared,19,16.926436951850356,16.658227067343063,16.785509985459306,18.59536481497724,3.0,0.2682098845072929,0.0,0.1409269663910493,-1.6689278631268856,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC5985,holdout,K_compact_finite,33,70.40018155794495,72.38906713489585,72.28739039126062,69.40357999391347,1.0,-1.9888855769509064,1.0,-1.887208833315668,0.9966015640314794,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC6789,holdout,K_scale_tail_spiral,4,14.275281911328038,16.260587087026426,15.897752239176857,15.396246199577478,1.0,-1.9853051756983875,1.0,-1.6224703278488182,-1.1209642882494393,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC6946,holdout,K_compact_finite,58,17.0296694194608,14.966189355608115,15.02544742520658,17.728143095419597,4.0,2.0634800638526833,0.0,2.0042219942542197,-0.6984736759587982,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC7331,holdout,K_thick_flared,36,23.65225365891692,26.663061940864186,25.485065060071012,29.311675230419706,1.0,-3.010808281947263,1.0,-1.8328114011540928,-5.659421571502783,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC00731,holdout,K_scale_tail_spiral,12,12.306688590633389,12.873599692550124,12.8454530669031,11.466827035781066,2.0,-0.5669111019167374,1.0,-0.5387644762697121,0.8398615548523214,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC00891,holdout,K_scale_tail_spiral,5,6.432423727739196,6.391401859483358,5.958365558298525,7.682081654505746,3.0,0.0410218682558376,0.0,0.4740581694406707,-1.2496579267665495,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC02023,holdout,K_scale_tail_spiral,5,13.76733002580334,12.093130851002432,12.19804888404624,13.979836766957424,3.0,1.674199174800906,0.0,1.5692811417571004,-0.2125067411540833,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC02259,holdout,K_exponential_disk,8,16.101330890824123,16.144873801905174,16.43514083306515,13.66144175213647,3.0,-0.043542911081051,1.0,-0.3338099422410288,2.4398891386876524,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC03580,holdout,K_compact_finite,47,27.786469771454367,25.39275816616056,25.49452615076704,27.172706555031343,4.0,2.3937116052938094,0.0,2.291943620687327,0.613763216423024,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC04305,holdout,K_scale_tail_spiral,22,25.730279468043378,23.74249418172693,23.999621706482884,26.588364190715332,4.0,1.9877852863164485,0.0,1.73065776156049,-0.8580847226719577,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC04499,holdout,K_scale_tail_spiral,9,7.569249712339821,6.034520535527293,6.040634191372928,8.985021588452573,3.0,1.5347291768125275,0.0,1.528615520966893,-1.4157718761127525,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC05414,holdout,K_scale_tail_spiral,6,8.096233988763219,6.253876121102251,6.4008126343112375,8.261884143933315,4.0,1.842357867660968,0.0,1.6954213544519812,-0.1656501551700966,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC05716,holdout,K_scale_tail_spiral,12,4.749782163843638,6.0138329577467475,5.844868825954693,5.605647282808069,2.0,-1.2640507939031096,1.0,-1.095086662111055,-0.8558651189644308,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC05829,holdout,K_scale_tail_spiral,11,7.312568306607925,6.185228709022833,6.222677845510406,8.606905396927852,4.0,1.1273395975850915,0.0,1.0898904610975189,-1.2943370903199272,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC05986,holdout,K_scale_tail_spiral,15,15.873053939223787,17.840568697730536,17.532159853325275,15.059299363743824,1.0,-1.9675147585067467,1.0,-1.6591059141014863,0.8137545754799653,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC06818,holdout,K_scale_tail_spiral,8,13.212999015822636,12.562464157111044,12.386120759877572,13.66362183441789,3.0,0.6505348587115947,0.0,0.8268782559450649,-0.450622818595253,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC06917,holdout,K_scale_tail_spiral,11,5.079792242889314,6.737492136802036,6.430936477869006,4.61507933369384,1.0,-1.6576998939127217,1.0,-1.3511442349796914,0.464712909195474,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC06983,holdout,K_scale_tail_spiral,17,9.810976837468916,11.22597353801978,11.036839059186455,9.148970751386091,2.0,-1.4149967005508657,1.0,-1.2258622217175397,0.6620060860828243,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC07151,holdout,K_exponential_disk,11,4.460785166681191,4.845160138686164,4.3119123214161394,5.615951252005322,2.0,-0.3843749720049727,1.0,0.1488728452650516,-1.1551660853241312,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC07261,holdout,K_exponential_disk,7,4.164037874800785,4.315538513675688,4.296839337715027,4.6168185611277694,3.0,-0.1515006388749027,1.0,-0.1328014629142417,-0.4527806863269843,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC07577,holdout,K_scale_tail_spiral,9,12.290331426452902,10.42233281354934,10.601721967205515,13.125766123408509,4.0,1.8679986129035608,0.0,1.6886094592473864,-0.8354346969556072,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC07603,holdout,K_exponential_disk,12,9.020609256577716,9.337184474655905,9.31889729578436,6.8156573361002755,3.0,-0.3165752180781886,1.0,-0.2982880392066427,2.2049519204774404,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC08699,holdout,K_compact_finite,41,15.371184108905188,15.209608026496538,15.184307759904634,13.478161966003247,3.0,0.1615760824086489,0.0,0.1868763490005527,1.8930221429019392,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC11914,holdout,K_compact_finite,65,31.449766764229725,33.9003915710469,33.820143068839116,30.19760108867859,1.0,-2.450624806817178,1.0,-2.3703763046093904,1.2521656755511366,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGC12506,holdout,K_exponential_disk,31,40.43209398645167,40.28971052488696,40.697842583379504,38.12269540109571,3.0,0.1423834615647052,0.0,-0.2657485969278355,2.3093985853559573,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,UGCA444,holdout,K_scale_tail_spiral,36,4.548133548884709,3.3846396329440993,3.0580094444767805,4.92757139254757,4.0,1.16349391594061,0.0,1.4901241044079288,-0.3794378436628607,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,D512-2,train,K_scale_tail_spiral,4,4.175018287146703,2.632810960485827,2.5139498188497846,6.561883790113319,4.0,1.5422073266608765,0.0,1.6610684682969188,-2.3868655029666153,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,D564-8,train,K_scale_tail_spiral,6,4.795894811702755,3.6690428814447458,3.399294537690645,7.16409055590109,3.0,1.1268519302580096,0.0,1.3966002740121102,-2.368195744198335,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,D631-7,train,K_scale_tail_spiral,16,10.57610734773814,10.76025628122656,10.35809255392164,10.521817679771978,3.0,-0.1841489334884176,1.0,0.2180147938165006,0.054289667966163,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,DDO064,train,K_scale_tail_spiral,14,3.3683929620974573,3.086492566600997,2.7332917850477236,3.548332793859171,3.0,0.2819003954964603,0.0,0.6351011770497337,-0.1799398317617138,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,DDO154,train,K_scale_tail_spiral,12,3.1601280670233582,4.4002992959203295,3.544983778635305,4.451832612674567,1.0,-1.2401712288969713,1.0,-0.3848557116119466,-1.2917045456512084,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,DDO161,train,K_scale_tail_spiral,31,15.301692927610612,13.37818388759949,13.579219703882607,18.569662825271475,3.0,1.9235090400111223,0.0,1.7224732237280058,-3.267969897660862,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,DDO168,train,K_scale_tail_spiral,10,7.797179639614104,6.929667116745318,6.727638673752554,7.879974549733663,3.0,0.8675125228687861,0.0,1.0695409658615498,-0.082794910119559,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,DDO170,train,K_scale_tail_spiral,8,9.351073588755304,7.182036592082578,7.480201139884626,14.370201282342643,4.0,2.169036996672726,0.0,1.8708724488706776,-5.0191276935873415,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,ESO079-G014,train,K_thick_flared,15,13.728743076990131,12.165498898441484,12.522654026496925,11.397542407404476,4.0,1.5632441785486488,0.0,1.20608905049321,2.331200669585657,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,ESO444-G084,train,K_scale_tail_spiral,7,12.024781014539531,14.41574705909234,13.917114692092932,10.513209179623455,1.0,-2.3909660445528065,1.0,-1.892333677553399,1.5115718349160758,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,ESO563-G021,train,K_thick_flared,30,49.54455541454878,46.909633680108435,47.72714916375959,44.48667176928297,4.0,2.634921734440347,0.0,1.8174062507891904,5.057883645265811,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F563-V1,train,K_scale_tail_spiral,6,25.505968146302617,23.35835981150493,23.66949222725619,29.338957960123544,4.0,2.1476083347976846,0.0,1.8364759190464248,-3.83298981382093,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F563-V2,train,K_scale_tail_spiral,10,24.599408672819347,26.519469389744188,26.23894780335044,23.428832485173935,1.0,-1.9200607169248407,1.0,-1.639539130531091,1.1705761876454126,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F565-V2,train,K_scale_tail_spiral,7,10.169365491481225,12.43130517742055,11.96077168843088,6.916649069723871,1.0,-2.261939685939325,1.0,-1.7914061969496569,3.252716421757354,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F567-2,train,K_scale_tail_spiral,5,15.47231269032608,13.879010481661789,14.016635993218337,19.406231954265397,4.0,1.5933022086642907,0.0,1.4556766971077426,-3.933919263939318,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F568-3,train,K_exponential_disk,18,8.926301126284182,9.280261312688546,9.11490703879206,7.976415983117765,2.0,-0.3539601864043646,1.0,-0.188605912507878,0.9498851431664166,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F568-V1,train,K_exponential_disk,15,29.543764514210356,29.660329851173056,29.87721047961176,25.762065140172663,3.0,-0.1165653369627008,1.0,-0.3334459654014026,3.781699374037693,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F571-8,train,K_thick_flared,13,30.40354500011903,30.374045989615183,30.175376192122503,28.290592925853005,3.0,0.0294990105038479,0.0,0.2281688079965285,2.112952074266026,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F571-V1,train,K_scale_tail_spiral,7,3.4999898413490382,4.276792892677782,3.573523287816476,6.360130039546406,1.0,-0.7768030513287436,1.0,-0.0735334464674375,-2.860140198197368,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F574-1,train,K_exponential_disk,14,11.51008629120212,11.721926058674,11.820788616096635,8.776912560877792,3.0,-0.211839767471881,1.0,-0.3107023248945157,2.733173730324328,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F574-2,train,K_scale_tail_spiral,5,34.34965622796968,32.43558859104757,32.6388165436646,38.74115873241575,4.0,1.9140676369221128,0.0,1.7108396843050784,-4.391502504446066,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F579-V1,train,K_thick_flared,14,21.42369655370396,18.61588421216104,19.63941142103888,18.38890176475787,4.0,2.807812341542924,0.0,1.784285132665083,3.034794788946094,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F583-1,train,K_scale_tail_spiral,25,12.052058336691273,13.60347057440535,13.297286773674031,10.320140273858495,1.0,-1.5514122377140769,1.0,-1.2452284369827602,1.7319180628327775,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,F583-4,train,K_thick_flared,12,2.082201456830968,3.030905440483128,2.089348476842753,5.381087823103697,1.0,-0.9487039836521598,1.0,-0.0071470200117849,-3.298886366272729,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,KK98-251,train,K_scale_tail_spiral,15,10.145634482636188,7.812620859613115,8.181219377823203,10.870651981388162,4.0,2.333013623023074,0.0,1.9644151048129856,-0.7250174987519742,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0055,train,K_scale_tail_spiral,21,15.43556462374903,13.409312103998175,13.646013162608714,17.518196226309797,4.0,2.0262525197508534,0.0,1.7895514611403165,-2.0826316025607667,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0100,train,K_exponential_disk,21,7.490060498202396,7.958911838757101,7.537919334963079,6.061732881040405,2.0,-0.4688513405547043,1.0,-0.0478588367606827,1.4283276171619912,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0247,train,K_exponential_disk,26,3.7923855367794017,4.068566140900965,3.866312004062215,5.475417572666649,2.0,-0.2761806041215635,1.0,-0.0739264672828134,-1.6830320358872477,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0289,train,K_thick_flared,28,11.962515044333646,14.19062180617263,13.44827134683854,23.595309185371484,1.0,-2.2281067618389834,1.0,-1.4857563025048943,-11.632794141037838,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0300,train,K_exponential_disk,25,9.52862290188942,9.768498633758991,9.83189803567648,5.607034629923943,3.0,-0.2398757318695743,1.0,-0.3032751337870607,3.921588271965476,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0801,train,K_thick_flared,13,30.044042265059407,31.958704977857952,31.348134413644825,35.306528941160416,1.0,-1.9146627127985456,1.0,-1.3040921485854184,-5.262486676101009,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC0891,train,K_compact_finite,18,31.61247283167424,29.543364681121044,29.637636010909365,32.67571266789567,4.0,2.0691081505531947,0.0,1.9748368207648743,-1.0632398362214277,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC1003,train,K_scale_tail_spiral,36,10.35537052399934,11.743993785074698,11.228797331872782,8.233924992844548,1.0,-1.3886232610753595,1.0,-0.8734268078734431,2.121445531154791,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC1090,train,K_thick_flared,24,13.57827720463022,16.317925701362324,15.259685358845738,18.76400943928791,1.0,-2.7396484967321033,1.0,-1.681408154215518,-5.185732234657694,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC1705,train,K_scale_tail_spiral,14,18.879741260430514,20.790410346859197,20.59864390810048,16.95201559286103,1.0,-1.9106690864286833,1.0,-1.7189026476699674,1.927725667569483,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2366,train,K_scale_tail_spiral,26,9.917835099241454,7.995787604699767,8.175530891777854,11.387781875806942,4.0,1.9220474945416877,0.0,1.7423042074636008,-1.4699467765654877,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2403,train,K_exponential_disk,73,9.75984723187411,9.835793197709746,9.860995949284607,6.239762201686606,3.0,-0.0759459658356362,1.0,-0.1011487174104974,3.520085030187504,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2841,train,K_compact_finite,50,57.268705061084155,59.16795122739069,59.09007494417434,53.02346081870857,1.0,-1.8992461663065328,1.0,-1.8213698830901848,4.245244242375584,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2903,train,K_thick_flared,34,24.219918560372964,24.868502022524705,24.362146162225375,24.96300377208502,1.0,-0.6485834621517412,1.0,-0.1422276018524115,-0.7430852117120565,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2915,train,K_scale_tail_spiral,30,24.355227088760625,26.416772447496992,26.00786566771677,20.629433034344657,1.0,-2.0615453587363675,1.0,-1.6526385789561466,3.725794054415971,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2955,train,K_compact_finite,24,20.82049903713675,19.81172794001993,19.782113998497127,23.273161362253415,3.0,1.0087710971168171,0.0,1.0383850386396212,-2.452662325116666,False,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2976,train,K_thick_flared,27,3.4732659440310547,6.264952766856337,5.11693008193194,5.678104979086942,1.0,-2.791686822825282,1.0,-1.6436641379008856,-2.204839035055887,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC2998,train,K_thick_flared,13,27.777797728133,26.327013888097877,27.11504519134483,27.07347466768693,4.0,1.4507838400351254,0.0,0.6627525367881724,0.7043230604460717,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3109,train,K_scale_tail_spiral,25,7.6102870883518525,9.874365073056618,9.323880057063088,5.041785679362137,1.0,-2.264077984704765,1.0,-1.713592968711235,2.5685014089897154,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3198,train,K_thick_flared,43,7.458752406959998,8.348045867403249,7.704000492040528,11.179050056995646,1.0,-0.889293460443251,1.0,-0.2452480850805303,-3.720297650035648,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3521,train,K_thick_flared,41,8.283046338864118,6.701028571214106,7.110920589361769,6.814883835390855,4.0,1.5820177676500116,0.0,1.1721257495023485,1.4681625034732626,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3741,train,K_scale_tail_spiral,21,6.061876944668627,8.469653914710007,7.821498388140469,2.7212527031991094,1.0,-2.40777697004138,1.0,-1.7596214434718425,3.3406242414695173,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3769,train,K_thick_flared,12,9.805988333866832,12.254944789143297,11.2553126000523,15.980528592616563,1.0,-2.4489564552764644,1.0,-1.4493242661854673,-6.174540258749731,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3877,train,K_thick_flared,13,21.392539965603895,23.11594009782991,22.419419150236873,23.91875443404216,1.0,-1.7234001322260148,1.0,-1.0268791846329783,-2.5262144684382655,True,True
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3893,train,K_thick_flared,10,8.81254422337452,7.094361162852418,7.421761571780209,6.883534927974165,4.0,1.7181830605221018,0.0,1.3907826515943107,1.9290092954003544,False,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3917,train,K_exponential_disk,17,6.7618445848496735,7.186999815816012,6.899654025227952,6.637702160319162,2.0,-0.4251552309663386,1.0,-0.1378094403782785,0.1241424245305111,True,False
L0,coarse_K_obs_formula_shell_proxy,morphology_formula_shell_proxy_scores_by_galaxy.csv,NGC3953,train,K_thick_flared,8,10.997654551912214,10.257708995321948,10.449994650865388,10.343662263567392,4.0,0.7399455565902677,0.0,0.5476599010468259,0.6539922883448224,False,False
