galaxy,post22_policy,n_points,locality_width_kpc,beta_delta_v2_amplitude,scalar_rmse_K_thick_flared,hr_profile_rmse_K_thick_flared,hr_profile_minus_scalar_rmse,rmse_tpg_v6,rmse_mond,h_over_rs_min,h_over_rs_median,h_over_rs_max,accepted_endpoint_ready,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
NGC2683,post22_hold_plateau_upper,11,2.20964580039598,-522.9618227760329,10.331859032359942,10.335661896234196,0.0038028638742542142,10.314830339812675,14.151015414510422,0.2262872591651129,1.4622712166891627,1.8102448814571,False,False,True,s4g75_ngc2683_hr_profile_kernel_prototype_not_validation
NGC2683,post22_linear_taper_to_inner_height,11,2.20964580039598,-522.9618227760329,10.331859032359942,10.33488814566239,0.0030291133024480388,10.314830339812675,14.151015414510422,0.2262872591651129,0.8307676074191931,1.7637482896670063,False,False,True,s4g75_ngc2683_hr_profile_kernel_prototype_not_validation
