galaxy,accepted_readout_subfamily,formula_id,formula_text,kernel_text,sign_rule,amplitude_rule,baseline_carrier,r_in_kpc,r_out_kpc,truncation_contrast,pi_projection,h_over_r,gamma_projection,formula_frozen_before_endpoint_scoring,uses_vobs_or_residual_in_construction,posthoc_retuning_allowed,endpoint_scores_allowed,claim_boundary
NGC5907,K_projection_dominated,NGC5907_PROJECTION_ATTENUATION_V1,v_proj^2(R)=v_TPG^2(R)*(1-gamma_proj*K_proj(R)),K_proj=smoothstep((R-r_in)/(r_out-r_in))*(1+truncation_contrast*smoothstep((R-r_in)/(r_out-r_in)))/(1+truncation_contrast),attenuation_not_added_gravity,gamma_proj=0.5*Pi_projection*h_over_r,v_TPG,13.3,24.0,0.7382978723404255,0.7891282494318128,0.1733207190160832,0.06838613779371243,True,False,False,True,ngc5907_projection_accepted_endpoint_freeze_gate_not_score
