split,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,median_matched_minus_wrong,mean_matched_minus_tpg_v6,median_matched_minus_tpg_v6,mean_matched_minus_mond,median_matched_minus_mond
holdout,44,0.8863636363636364,0.29545454545454547,0.4772727272727273,0.4772727272727273,-17.683782764040107,-13.974199559618809,1.2954564344676371,0.644947601598489,0.8242111896808747,0.17340059130903462
train,131,0.8702290076335878,0.37404580152671757,0.45038167938931295,0.4580152671755725,-16.83760914102908,-11.122740256969614,0.5524846100985326,0.22657097578142782,0.07026629138284488,0.3310014380403583
