galaxy,split,morphology_family,n_points,rmse_tpg_v6,rmse_mond,rmse_global_tau_proxy,rmse_K_compact_bulge,rmse_K_diffuse_scale_tail,rmse_K_late_exponential,rmse_K_mid_regular,rmse_matched_family,rmse_wrong_family_mean,best_family,matched_family_rank,matched_minus_wrong_mean,matched_minus_tpg_v6,matched_minus_mond,matched_beats_wrong_mean,matched_beats_tpg_v6,matched_beats_mond
NGC4051,train,K_mid_regular,7,23.162699244292835,25.364933901873997,23.33415746000902,23.44316197339092,23.17090232318494,23.154253907157393,23.31643176461205,23.31643176461205,23.256106067911087,K_late_exponential,3,0.060325696700964215,0.1537325203192168,-2.048502137261945,False,False,True
NGC4068,train,K_diffuse_scale_tail,6,9.789559083112076,11.389697947293712,9.826387918672733,9.896586362111963,9.789150131737392,9.790216171030186,9.81829337420408,9.789150131737392,9.83503196911541,K_diffuse_scale_tail,1,-0.045881837378018986,-0.0004089513746841078,-1.60054781555632,True,True,True
NGC4085,train,K_mid_regular,7,21.45520895763762,23.247876990413115,21.139171519677998,20.958905792217347,21.439152049106443,21.471840789607292,21.169973814614607,21.169973814614607,21.28996621031036,K_compact_bulge,2,-0.11999239569575337,-0.2852351430230122,-2.0779031757985074,True,True,True
NGC4100,train,K_mid_regular,24,10.799906207475212,9.873831807311648,11.703824576425106,12.325241712273991,10.84063265120893,10.75827897724215,11.60579276676235,11.60579276676235,11.308051113575024,K_late_exponential,3,0.2977416531873267,0.8058865592871385,1.7319609594507028,False,False,False
NGC4138,train,K_compact_bulge,7,9.51519890085038,10.185247994852606,10.33383839948574,11.05343752628171,9.543779254931275,9.487015913119432,10.229724809890598,11.05343752628171,9.75350665931377,K_late_exponential,4,1.2999308669679408,1.5382386254313296,0.8681895314291044,False,False,False
NGC4157,train,K_mid_regular,17,20.216389281228402,23.480615178680974,19.82292290366767,19.715347652849253,20.191170688227174,20.243031666071275,19.85073337418617,19.85073337418617,20.049850002382566,K_compact_bulge,2,-0.1991166281963963,-0.36565590704223183,-3.6298818044948042,True,True,True
NGC4217,train,K_compact_bulge,19,52.35219166022327,55.35556407681141,51.39211986634565,50.827358744747514,52.30419224199961,52.4018307923327,51.48724633813485,50.827358744747514,52.064423124155724,K_compact_bulge,1,-1.23706437940821,-1.5248329154757556,-4.528205332063898,True,True,True
NGC4559,train,K_late_exponential,32,15.385306161864646,18.985298676354127,15.40304525727763,15.446890417207616,15.384651930027731,15.386142927686691,15.39823703659038,15.386142927686691,15.409926461275242,K_diffuse_scale_tail,2,-0.02378353358855101,0.0008367658220453933,-3.5991557486674353,True,False,True
NGC5005,train,K_compact_bulge,18,12.481746631320759,13.97796581666026,10.48002094584528,9.47082195613643,12.37644754414491,12.591041447246514,10.665552496502166,9.47082195613643,11.877680495964531,K_compact_bulge,1,-2.406858539828102,-3.010924675184329,-4.507143860523831,True,True,True
NGC5033,train,K_compact_bulge,22,15.138788047327509,15.295974840608453,13.36750296777038,12.441844684353343,15.046226988027174,15.234844192958386,13.533715289222233,12.441844684353343,14.604928823402597,K_compact_bulge,1,-2.1630841390492535,-2.6969433629741655,-2.85413015625511,True,True,True
NGC5055,train,K_mid_regular,28,23.304882018533657,29.486670612228213,23.35727532611641,23.521397354377633,23.301330244269494,23.30919616386218,23.33987943932854,23.33987943932854,23.377307920836433,K_diffuse_scale_tail,3,-0.037428481507891576,0.03499742079488399,-6.146791172899672,True,False,True
NGC5371,train,K_mid_regular,19,41.66572118681593,44.87169677347413,42.53157840051598,43.07797830705494,41.70732653700775,41.62286809536987,42.44242889601527,42.44242889601527,42.13605764647752,K_late_exponential,3,0.3063712495377544,0.7767077091993428,-2.429267877458855,False,False,True
NGC5585,train,K_late_exponential,24,7.910184029247681,8.365260361585127,9.009255076946511,9.80127265625125,7.957341964705545,7.862313666340486,8.886168096862445,7.862313666340486,8.88159423927308,K_late_exponential,1,-1.019280572932593,-0.0478703629071946,-0.5029466952446411,True,True,True
NGC6015,train,K_late_exponential,44,13.450865436024902,10.82252972156713,13.726922435551002,13.986090850026113,13.460080800645956,13.441819344502612,13.690614358235951,13.441819344502612,13.71226200296934,K_late_exponential,1,-0.27044265846672744,-0.009046091522289856,2.619289622935481,True,True,False
NGC6195,train,K_compact_bulge,23,31.92603912642373,36.238986538686945,32.586296317628786,33.07598152874842,31.954290731389978,31.897323494277778,32.511551743171545,33.07598152874842,32.12105532294643,K_late_exponential,4,0.9549262058019892,1.1499424023246902,-3.163005009938523,False,False,True
NGC6503,train,K_late_exponential,31,7.537023161651215,4.239120184630891,7.562490953910699,7.811898718100948,7.527278341033972,7.5482310270189865,7.538188945072072,7.5482310270189865,7.625788668068997,K_diffuse_scale_tail,3,-0.07755764105001006,0.011207865367771852,3.3091108423880957,True,False,False
NGC6674,train,K_compact_bulge,15,30.84415865400613,25.376939093620358,31.55902749676049,32.12453378127967,30.873040606754774,30.815014856963035,31.474801941030556,32.12453378127967,31.05428580158279,K_late_exponential,4,1.0702479796968838,1.280375127273544,6.747594687659316,False,False,False
NGC7793,train,K_late_exponential,46,5.722342289485416,6.0568332273601175,5.6389582699104155,5.615040725408096,5.717039488987043,5.727941999739127,5.644946380524739,5.727941999739127,5.659008864973292,K_compact_bulge,4,0.06893313476583529,0.005599710253711088,-0.3288912276209901,False,False,True
NGC7814,train,K_compact_bulge,18,22.076573970785304,20.006224427465735,20.673888329512092,19.8776012548137,22.005392381386752,22.150278727260552,20.810500515732706,19.8776012548137,21.655390541460005,K_compact_bulge,1,-1.7777892866463034,-2.1989727159716033,-0.12862317265203416,True,True,True
PGC51017,train,K_diffuse_scale_tail,6,18.392706990319713,21.58619332313812,18.41512433933951,18.488189102021654,18.39106352581962,18.39469379699202,18.407432055840626,18.39106352581962,18.43010498495143,K_diffuse_scale_tail,1,-0.03904145913180912,-0.0016434645000913406,-3.195129797318497,True,True,True
UGC00128,train,K_diffuse_scale_tail,22,13.983592876820651,11.714529979315056,13.765081200343896,13.703175863632323,13.969666756262738,13.998300670813924,13.780707268277823,13.969666756262738,13.827394600908022,K_compact_bulge,3,0.14227215535471593,-0.013926120557913535,2.2551367769476816,False,True,False
UGC00191,train,K_diffuse_scale_tail,9,7.100447637659804,7.3035411506648025,6.534514692952817,6.348278526655264,7.066241641031577,7.1363709684747585,6.57792546269619,7.066241641031577,6.68752498594207,K_compact_bulge,3,0.3787166550895069,-0.0342059966282271,-0.23729950963322555,False,True,True
UGC00634,train,K_diffuse_scale_tail,4,8.17927394861286,2.390542422509193,9.178325108632825,9.948907547742516,8.219452116539442,8.138840750785635,9.06148192851663,8.219452116539442,9.049743409014928,K_late_exponential,2,-0.8302912924754864,0.04017816792658202,5.828909694030249,True,False,False
UGC01230,train,K_diffuse_scale_tail,11,15.668391396233122,19.787452508603863,15.124784189993784,14.870250913970667,15.638385363980715,15.699703099153231,15.172850959600785,15.638385363980715,15.247601657574895,K_compact_bulge,3,0.39078370640581994,-0.030006032252407167,-4.149067144623148,False,True,True
UGC01281,train,K_late_exponential,23,2.873653918392883,2.590778492828074,4.932583134971865,6.387058326319378,2.95627421183558,2.7916266587980054,4.701018595844304,2.7916266587980054,4.681450377999753,K_late_exponential,1,-1.8898237192017477,-0.08202725959487767,0.20084816596993127,True,True,False
UGC02455,train,K_diffuse_scale_tail,8,40.12562667208877,41.15186377794972,40.1610441353848,40.18397068652068,40.127302525902834,40.12390333139783,40.1573454602937,40.127302525902834,40.15507315940407,K_late_exponential,2,-0.027770633501233988,0.0016758538140635437,-1.0245612520468868,True,False,True
UGC02487,train,K_compact_bulge,17,67.62411171265585,60.82824936276332,67.99532638310109,68.26643471555545,67.64024245557805,67.60768240118631,67.95373627354175,68.26643471555545,67.73388704343537,K_late_exponential,4,0.5325476721200744,0.6423230028996016,7.438185352792125,False,False,False
UGC02885,train,K_compact_bulge,19,18.30388329245319,15.131131571665343,19.696443372681752,20.684204011665067,18.365103052330877,18.24149395119946,19.54252847278437,20.684204011665067,18.71637515877157,K_late_exponential,4,1.967828852893497,2.380320719211877,5.553072439999724,False,False,False
UGC02916,train,K_compact_bulge,43,27.319935272727097,30.310716706055015,27.577878367050427,27.788287266436996,27.330105368143215,27.309702650518982,27.546946711222198,27.788287266436996,27.395584909961467,K_late_exponential,4,0.3927023564755281,0.46835199370989855,-2.522429439618019,False,False,True
UGC02953,train,K_compact_bulge,115,32.750190465366245,28.930833464990883,31.988569298930702,31.820921317931795,32.69962373759436,32.803743084512334,32.03878051028731,31.820921317931795,32.514049110798005,K_compact_bulge,1,-0.6931277928662105,-0.9292691474344501,2.890087852940912,True,True,False
UGC03205,train,K_compact_bulge,48,23.038239432266117,20.01236999671605,23.661222274978222,24.248881185959917,23.05879757677477,23.018102489703644,23.578922289551066,24.248881185959917,23.21860745200983,K_late_exponential,4,1.0302737339500858,1.2106417536937997,4.236511189243867,False,False,False
UGC03546,train,K_compact_bulge,30,31.144679427119854,32.99335102825052,29.098774662971298,27.965559761985737,31.03970375159713,31.25348452781315,29.295594447545017,27.965559761985737,30.529594242318435,K_compact_bulge,1,-2.5640344803326975,-3.1791196651341167,-5.027791266264785,True,True,True
UGC04278,train,K_late_exponential,25,10.395694298729477,7.617050061219652,10.347630610723815,10.52166125486627,10.383951902070114,10.408793728090743,10.333813818780648,10.408793728090743,10.41314232523901,K_mid_regular,3,-0.004348597148267075,0.01309942936126518,2.79174366687109,True,False,False
UGC04325,train,K_diffuse_scale_tail,8,17.920667735433767,16.430046998854888,17.91988652756141,17.92466145161939,17.920387752792283,17.920982327782255,17.9194867267281,17.920387752792283,17.92171016870991,K_mid_regular,2,-0.0013224159176274952,-0.0002799826414836559,1.4903407539373958,True,True,False
UGC04483,train,K_diffuse_scale_tail,8,3.798705980303068,5.284251656234046,3.975634416993994,4.461194570230394,3.787837935961753,3.811974852039564,3.920431981512519,3.787837935961753,4.064533801260826,K_diffuse_scale_tail,1,-0.27669586529907253,-0.010868044341314942,-1.496413720272293,True,True,True
UGC05005,train,K_diffuse_scale_tail,11,8.667266606701743,15.3370678339474,9.04162684247796,9.443430902437113,8.677033264065564,8.658126583007874,8.987372593451006,8.677033264065564,9.029643359631997,K_late_exponential,2,-0.3526100955664333,0.009766657363821096,-6.6600345698818355,True,False,True
UGC05253,train,K_compact_bulge,73,15.05917273003151,15.801028556046024,15.187021474122576,15.522038700578625,15.053352706133332,15.066460590223643,15.150320725141825,15.522038700578625,15.090044673832933,K_diffuse_scale_tail,4,0.43199402674569143,0.4628659705471154,-0.2789898554673993,False,False,True
UGC05721,train,K_diffuse_scale_tail,23,18.899011901061648,16.681620310362256,18.93545179536423,19.166977162857346,18.891082886256008,18.9082214727207,18.912552006814998,18.891082886256008,18.995916880797683,K_diffuse_scale_tail,1,-0.10483399454167497,-0.007929014805640122,2.2094625758937525,True,True,False
UGC05750,train,K_late_exponential,11,9.302313712413989,15.43158945781573,8.784865293901003,8.597779257718107,9.271517377750111,9.334636359398784,8.825839011952631,9.334636359398784,8.898378549140283,K_compact_bulge,4,0.4362578102585015,0.032322646984795256,-6.096953098416947,False,False,True
UGC05764,train,K_diffuse_scale_tail,10,10.69204900722308,8.472754908677588,10.706309273241924,10.747508816370532,10.691247225706737,10.693035586354455,10.701898499928985,10.691247225706737,10.714147634217992,K_diffuse_scale_tail,1,-0.022900408511254966,-0.0008017815163423592,2.218492317029149,True,True,False
UGC05918,train,K_diffuse_scale_tail,8,3.852091274673392,4.343347077626917,2.9526635476825334,2.634391908215744,3.8011198620191218,3.9052260060190727,3.0262734824481803,3.8011198620191218,3.188630465560999,K_compact_bulge,3,0.6124893964581228,-0.05097141265427041,-0.5422272156077952,False,True,True
UGC05999,train,K_diffuse_scale_tail,5,8.462273332104134,12.11108103755705,8.074339812769454,8.091455001353658,8.432241179609015,8.494363163998148,8.090807223231597,8.432241179609015,8.225541796194468,K_mid_regular,3,0.20669938341454674,-0.030032152495119036,-3.6788398579480344,False,True,True
UGC06399,train,K_diffuse_scale_tail,9,6.570667508689696,4.007206920083819,6.775210383440909,6.931965633766721,6.579155165956743,6.56207473316703,6.751564386831998,6.579155165956743,6.748534917921916,K_late_exponential,2,-0.16937975196517296,0.0084876572670467,2.5719482458729237,True,False,False
UGC06446,train,K_diffuse_scale_tail,17,11.600558614682592,9.277034813965724,11.098640555315846,10.915562924332441,11.570649754542192,11.631961314073367,11.138434859636675,11.570649754542192,11.228653032680826,K_compact_bulge,3,0.3419967218613653,-0.029908860140400506,2.293614940576468,False,True,False
UGC06614,train,K_compact_bulge,13,27.61230809264631,31.039843849947932,27.111204111597548,26.848821445396517,27.58580505567875,27.63986413515572,27.15793774546064,26.848821445396517,27.46120231209837,K_compact_bulge,1,-0.6123808667018515,-0.7634866472497919,-4.191022404551415,True,True,True
UGC06628,train,K_diffuse_scale_tail,7,30.52936844963153,33.51825732954061,30.216649900516398,30.031975387018708,30.513760651958954,30.545507084475073,30.247694588328088,30.513760651958954,30.275059019940624,K_compact_bulge,3,0.23870163201832995,-0.01560779767257614,-3.004496677581656,False,True,True
UGC06667,train,K_diffuse_scale_tail,9,21.777818607382592,16.71485279097738,21.99209557638471,22.22570996549859,21.783507729486,21.772460777915633,21.960980406666785,21.783507729486,21.986383716693666,K_late_exponential,2,-0.20287598720766553,0.00568912210340855,5.068654938508622,True,False,False
UGC06786,train,K_compact_bulge,45,33.56822624211261,29.84835494248942,32.72903720500405,32.35291540916356,33.52107317277242,33.61751355451676,32.80165288951641,32.35291540916356,33.31341320560187,K_compact_bulge,1,-0.960497796438311,-1.2153108329490507,2.504560466674139,True,True,False
UGC06787,train,K_compact_bulge,71,32.5137827820559,29.754940330408104,30.461773282306744,29.249897389818695,32.41159934691862,32.61940265312055,30.665709654414556,29.249897389818695,31.89890388481791,K_compact_bulge,1,-2.649006494999213,-3.263885392237203,-0.5050429405894086,True,True,True
UGC06923,train,K_diffuse_scale_tail,6,8.148037483804755,9.174294672212552,8.218225097004456,8.263141044194201,8.151381650762678,8.144596075819003,8.210941887246328,8.151381650762678,8.206226335753177,K_late_exponential,2,-0.054844684990499104,0.003344166957923278,-1.0229130214498738,True,False,True
UGC06930,train,K_late_exponential,10,7.129942401878801,10.615359911067321,6.603933911274226,6.385681003530617,7.099965391455748,7.161287669434245,6.648196709582741,7.161287669434245,6.711281034856369,K_compact_bulge,4,0.4500066345778757,0.031345267555443534,-3.4540722416330762,False,False,True
UGC06973,train,K_compact_bulge,9,43.77487056159231,46.219420778795254,42.69580137990167,42.04176451714632,43.721790409314494,43.829675039740735,42.804458936295575,42.04176451714632,43.45197479511694,K_compact_bulge,1,-1.41021027797062,-1.7331060444459894,-4.177656261648934,True,True,True
UGC07089,train,K_late_exponential,12,11.854626156035648,15.11002549298317,11.875371231998145,11.890103963833457,11.855547542992744,11.85368528501376,11.87308575641549,11.85368528501376,11.872912421080564,K_late_exponential,1,-0.01922713606680304,-0.0009408710218874461,-3.2563402079694086,True,True,True
UGC07125,train,K_diffuse_scale_tail,13,23.50738158433897,30.744216898994726,22.912767275011063,22.679638061916737,23.472490161787263,23.543984604115156,22.96121916154106,23.472490161787263,23.061613942524318,K_compact_bulge,3,0.4108762192629456,-0.03489142255170563,-7.271726737207462,False,True,True
UGC07232,train,K_diffuse_scale_tail,4,4.330516350390615,4.2010085891531075,4.429983216671017,4.493790761227192,4.3352461147026515,4.325650256782734,4.419645586988391,4.3352461147026515,4.4130288683327725,K_late_exponential,2,-0.077782753630121,0.004729764312036089,0.13423752554954405,True,False,False
UGC07323,train,K_late_exponential,10,7.870558254421247,9.408514005252675,7.940258051961922,7.996558091959276,7.873332926889759,7.867762956945642,7.931951518512221,7.867762956945642,7.933947512453752,K_late_exponential,1,-0.06618455550811042,-0.0027952974756049187,-1.5407510483070332,True,True,True
UGC07399,train,K_late_exponential,10,29.951109537180738,27.270722350345288,30.049873347629457,30.115628742439714,29.9556979384426,29.94640049553265,30.039392319806794,29.94640049553265,30.036906333563035,K_late_exponential,1,-0.09050583803038492,-0.0047090416480877195,2.675678145187362,True,True,False
UGC07524,train,K_diffuse_scale_tail,31,5.168715146792566,7.393493259839208,4.705307184585099,4.579668875453068,5.1396965284282405,5.199259626078893,4.738576132632836,5.1396965284282405,4.839168211388266,K_compact_bulge,3,0.3005283170399746,-0.029018618364325732,-2.2537967314109677,False,True,True
UGC07559,train,K_diffuse_scale_tail,7,8.085663881075234,10.488763467566779,8.02939580898914,8.132238670829297,8.076605623126214,8.095670073736871,8.022523899121234,8.076605623126214,8.083477547895802,K_mid_regular,2,-0.006871924769587423,-0.009058257949019932,-2.4121578444405642,True,True,True
UGC07608,train,K_diffuse_scale_tail,8,11.086952972273936,7.643350201540864,11.392714070405592,11.609965196787776,11.100475191432158,11.073155293151219,11.358969860980409,11.100475191432158,11.347363450306467,K_late_exponential,2,-0.24688825887430887,0.01352221915822227,3.4571249898912946,True,False,False
UGC07690,train,K_diffuse_scale_tail,7,4.60175903715822,6.229715228813062,4.3846960621611055,4.387000713917516,4.5852862380415935,4.619339016749944,4.394579326823155,4.5852862380415935,4.466973019163539,K_compact_bulge,3,0.1183132188780549,-0.01647279911662647,-1.6444289907714689,False,True,True
UGC07866,train,K_diffuse_scale_tail,7,5.7383846888435865,8.109464129446401,5.561124110519586,5.520926977511261,5.726702067108397,5.750747519250709,5.572942912930354,5.726702067108397,5.614872469897441,K_compact_bulge,3,0.11182959721095553,-0.011682621735189969,-2.3827620623380046,False,True,True
UGC08286,train,K_late_exponential,17,14.190503497341913,11.134978355570606,14.236160672958535,14.272461252810198,14.192351566958312,14.188637464788616,14.230775966160541,14.188637464788616,14.231862928643018,K_late_exponential,1,-0.043225463854401625,-0.0018660325532966482,3.0536591092180103,True,True,False
UGC08490,train,K_diffuse_scale_tail,30,12.750079284525583,8.782045083335015,12.941601407054419,13.335126773362692,12.746297069557778,12.75538458930237,12.896472307424366,12.746297069557778,12.995661223363143,K_diffuse_scale_tail,1,-0.2493641538053648,-0.00378221496780462,3.964251986222763,True,True,False
UGC08550,train,K_diffuse_scale_tail,11,6.06335307483473,3.445739243845035,5.855259141080876,6.081520952073151,6.037278207582661,6.091836399595219,5.843847139130823,6.037278207582661,6.005734830266398,K_mid_regular,2,0.03154337731626278,-0.026074867252068756,2.591538963737626,False,True,False
UGC08837,train,K_diffuse_scale_tail,8,11.823039060545453,14.631810600470736,11.76970060653826,11.91207993126189,11.812369072257836,11.83489497592087,11.759068135500943,11.812369072257836,11.835347680894566,K_mid_regular,2,-0.022978608636730513,-0.010669988287617116,-2.8194415282129004,True,True,True
UGC09037,train,K_late_exponential,22,35.08096095482696,38.28976483562106,35.04702339456208,35.02664608000875,35.07928188774019,35.08269564156221,35.05042246790011,35.08269564156221,35.05211681188302,K_compact_bulge,4,0.03057882967919312,0.0017346867352472373,-3.207069194058846,False,False,True
UGC09133,train,K_compact_bulge,68,17.439689160530865,21.296066784163067,18.54651621935656,19.555702151634403,17.476970843594618,17.40310643806161,18.40269098542248,19.555702151634403,17.760922755692903,K_late_exponential,4,1.7947793959415002,2.1160129911035384,-1.7403646325286637,False,False,True
UGC09992,train,K_diffuse_scale_tail,5,12.419100947372682,15.349374013313273,12.244141150952165,12.143325501121502,12.410257287360123,12.428256704240601,12.261285137032568,12.410257287360123,12.277622447464891,K_compact_bulge,3,0.13263483989523195,-0.008843660012558985,-2.9391167259531503,False,True,True
UGC10310,train,K_diffuse_scale_tail,7,6.026738625872166,8.025462221912084,4.791954696976937,4.09987974187083,5.964453806462763,6.091158629225894,4.9122891174205945,5.964453806462763,5.034442496172439,K_compact_bulge,3,0.9300113102903236,-0.06228481940940256,-2.0610084154493213,False,True,True
UGC11455,train,K_late_exponential,36,14.4032869987777,16.72257736917739,14.194806430590184,14.156185423559117,14.389070206582392,14.418376430896837,14.207856019526945,14.418376430896837,14.251037216556151,K_compact_bulge,4,0.16733921434068577,0.015089432119136603,-2.3042009382805535,False,False,True
UGC11557,train,K_late_exponential,12,32.96981266846553,34.503675638220066,33.00567393266277,33.03152667552187,32.9713878569493,32.96820621818053,33.00168815818486,32.96820621818053,33.001534230218674,K_late_exponential,1,-0.03332801203814029,-0.0016064502849957307,-1.535469420039533,True,True,True
UGC11820,train,K_diffuse_scale_tail,10,5.218621983502207,9.228226219817985,4.340268939875154,4.352662595795328,5.1557409626035176,5.2851543522824,4.382866714808743,5.1557409626035176,4.673561220962156,K_compact_bulge,3,0.4821797416413611,-0.06288102089868985,-4.072485257214468,False,True,True
UGC12632,train,K_diffuse_scale_tail,15,6.032106398984771,7.673706532829834,5.032511414026,4.5629865827707095,5.978362519961971,6.087979977801178,5.122426174797636,5.978362519961971,5.257797578456508,K_compact_bulge,3,0.7205649415054634,-0.0537438790228002,-1.6953440128678627,False,True,True
UGC12732,train,K_diffuse_scale_tail,16,7.718129754895397,6.818578331328152,6.983484210909443,6.79430550286692,7.671810751102818,7.766899628304708,7.035428687979433,7.671810751102818,7.198877939717021,K_compact_bulge,3,0.4729328113857969,-0.04631900379257914,0.8532324197746659,False,True,False
UGCA281,train,K_diffuse_scale_tail,7,1.9407170239409501,2.958109044402935,2.073783519460286,2.1888675929712327,1.9455072555105877,1.9359675547059292,2.057084653858532,1.9455072555105877,2.060639933845231,K_late_exponential,2,-0.11513267833464336,0.0047902315696375375,-1.0126017888923473,True,False,True
UGCA442,train,K_diffuse_scale_tail,8,5.207292467615204,3.4784865920272874,5.649179369906826,6.066642089897129,5.2211815814954345,5.193839380319141,5.590125309383168,5.2211815814954345,5.616868926533146,K_late_exponential,2,-0.39568734503771186,0.013889113880230397,1.7426949894681472,True,False,False
