galaxy,model_id,model_role,n_points,coverage_fraction,interval_distance_rmse_km_s,interval_midpoint_rmse_km_s,gamma_bound,max_velocity_fractional_change,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC4183,N4183_WEAK_PROJECTION_NULL_CONTROL_BOUND,accepted_null_control_interval_readout,23,0.043478260869565216,6.200363959751921,6.247271806202046,0.0026983715359959,0.001350097149154,False,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control
