galaxy,n_points,r_median,r_max,mean_gas,mean_bulge,mean_log_sbdisk,peak_sb,mean_abs_rparent,split,role,type_bin,inc_bin,hub_type,formula_family,label_source
NGC3877,13,6.11,11.35,0.024960031778022997,0.0,2.2468720154381567,2.8772158014269795,0.043277423752308405,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3893,10,9.855,19.05,0.11509842379060728,0.0,1.450096450609115,3.01651939857895,0.0849497328705483,train,control,mid_T_3_5,inc_mid_40_60,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3917,17,7.85,14.86,0.0873836513534947,0.0,1.410959420870229,2.2756568095370144,0.04626578727328188,train,control,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3949,7,4.37,7.07,0.0631191470985132,0.0,2.0782692709916564,2.8761196512188567,0.048391768377038125,holdout,middle,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3953,8,9.595,15.68,0.0177415452346258,0.0,2.065113145238178,2.697525747861548,0.05391568404578664,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3972,10,4.805,8.72,0.0805146224534249,0.0,1.7273889153799096,2.4062164678532603,0.028400541982894757,holdout,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC3992,9,27.52,46.02,0.0840148172865388,0.0,1.0276702834637474,2.326683976381879,0.08571871312507134,train,middle,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4010,12,5.675000000000001,10.47,0.12129304681024829,0.0,1.6578795401868776,2.4078326232636313,0.021972085148612475,train,middle,late_T_6_8,inc_edge_ge_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4013,36,18.229999999999997,31.01,0.0690537022061544,0.22092004244758756,1.0181113042614893,2.412830002562326,0.06674924467887007,holdout,middle,mid_T_3_5,inc_edge_ge_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4051,7,6.98,12.19,0.0334116549580295,0.0,2.119310762320387,2.5967729767595324,0.03198916879557461,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4068,6,1.27,2.33,0.3037921835610156,0.0,1.1018631630164675,1.6375897858387,0.08036130791943968,train,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4085,7,3.58,6.2,0.0310189699612426,0.0,2.1452884804595134,2.9485107688376573,0.0630470518856954,train,middle,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4088,12,11.33,21.48,0.0897143210371243,0.0,1.5593413672138234,2.897649080327782,0.09661246528151095,holdout,candidate,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4100,24,12.655,22.76,0.0818813008653056,0.0,0.9593450077717341,2.5456410607205737,0.109799496734574,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4138,7,10.65,18.58,0.0439935766307571,0.23972984785708581,0.6926189013281929,2.6583739527605146,0.16904419473585386,train,middle,early_T_le_2,inc_mid_40_60,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4157,17,15.68,29.61,0.1146371143590203,0.04062638353243858,0.7485886640063604,3.0507160785392387,0.16709957171983372,train,middle,mid_T_3_5,inc_edge_ge_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4183,23,10.47,21.02,0.3105049950741936,0.0,0.7379536594352742,2.2046896204203605,0.03860933024685768,holdout,control,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4214,14,2.925,5.63,0.1817104739123197,0.0,0.5123592877122507,2.7334380270910614,0.16176629268765938,holdout,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4217,19,8.72,16.72,0.029597365409038002,0.8443493764507262,1.0314022242396845,2.173681489728459,0.16324592603677499,train,candidate,mid_T_3_5,inc_edge_ge_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4389,6,3.145,5.32,0.0231227672033833,0.0,2.2501261736983182,2.89999549768761,0.054363221332400215,holdout,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC4559,32,10.805,20.97,0.2468108590410989,0.0,0.6756005247589165,2.719314710542117,0.061564685607530464,train,middle,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5005,18,4.67,11.47,0.0748525960352255,0.32930392944612125,2.6603883165060256,3.5452724705098606,0.21042248826689725,train,middle,mid_T_3_5,inc_high_60_80,4.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5033,22,20.515,44.59,0.1346835011651077,0.3038915079333484,0.8263437543116122,3.335698551498222,0.1744308586300191,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5055,28,15.745000000000001,54.59,0.0856031183632459,0.0,1.312204963610679,3.6106527118951433,0.1825029480795372,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5371,19,20.2,46.24,0.0481273593454864,0.0,1.9478022273343039,3.198505882176718,0.09810312570988447,train,candidate,mid_T_3_5,inc_mid_40_60,4.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5585,24,3.08,10.96,0.20892023292151976,0.0,1.7350991678311907,2.8187733666631947,0.13972826767225965,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5907,19,27.68,50.33,0.1572305088081207,0.0,0.8223570578314573,2.57362573693412,0.07770126129864048,holdout,middle,mid_T_3_5,inc_edge_ge_80,5.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC5985,33,15.64,34.72,0.0295422230951346,0.13824751923841294,1.8191020419726533,2.530289366272282,0.11002771415160231,holdout,candidate,mid_T_3_5,inc_high_60_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6015,44,11.54,29.23,0.1854140497066611,0.0,0.8049295527339634,2.9706397170107355,0.11363193195729933,train,middle,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6195,23,12.34,36.43,0.0474303933661792,0.5471611332496125,2.0510870336753273,2.7646393320674476,0.17683200258786833,train,candidate,mid_T_3_5,inc_high_60_80,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6503,31,12.12,23.5,0.2049645647197884,0.0,-0.034790635205404215,2.9215460222233314,0.13179781508161972,train,control,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6674,15,37.51,72.41,0.1201566434788357,0.14127099740146237,0.39821126194759715,2.825886783798647,0.18906166865496463,train,candidate,mid_T_3_5,inc_mid_40_60,3.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6789,4,0.405,0.71,0.3124876117263441,0.0,1.6495337685489222,2.1013689632492514,0.0098680144316888,holdout,middle,irregular_T_ge_9,inc_mid_40_60,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC6946,58,10.29,20.4,0.0727529263390916,0.1522384939532083,1.4486733791800546,3.206809690842736,0.17627766449254326,holdout,middle,late_T_6_8,inc_low_lt_40,6.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7331,36,17.61,36.31,0.0717586900579991,0.06960288293076379,1.4992933896487588,3.3073697960474604,0.10542768825809276,holdout,candidate,mid_T_3_5,inc_high_60_80,3.0,K_thick_flared,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7793,46,1.6600000000000001,7.87,0.0827505793622192,0.0,2.1094456224038796,3.082419116442672,0.041544248651516576,train,control,late_T_6_8,inc_mid_40_60,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
NGC7814,18,10.075,19.53,0.015600888183379001,0.7613642631753184,1.158884227472834,2.683893177775245,0.16024155290916578,train,middle,early_T_le_2,inc_edge_ge_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
PGC51017,6,1.98,3.63,0.47103021984053256,0.0,0.6008202302782796,1.6478717653062325,0.09618303373285686,train,middle,irregular_T_ge_9,inc_high_60_80,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00128,22,27.525,53.75,0.4684369560335652,0.0,-0.21184172412693114,1.9095025414054152,0.08668026156528728,train,middle,late_T_6_8,inc_mid_40_60,8.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00191,9,1.62,9.98,0.2220592575480998,0.0,1.4028454459616997,1.9698350930757975,0.10254377702404188,train,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00634,4,11.26,18.01,0.5927174237172269,0.0,0.27526558841697696,1.0174507295105362,0.1480944396752421,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00731,12,5.905,10.91,0.6981765286092368,0.0,-0.025815124639409128,0.9370161074648142,0.1231365875631676,holdout,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC00891,5,4.45,7.39,0.6490832991042254,0.0,0.34356872624170465,1.0681858617461617,0.1067951741238348,holdout,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC01230,11,8.6,36.54,0.3859051809127289,0.0,0.6837714953228486,1.9746037920870327,0.0956270464895657,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC01281,23,2.07,4.99,0.2592500195435606,0.0,0.7710381677720035,1.3581252852766486,0.1991775368642463,train,control,late_T_6_8,inc_edge_ge_80,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02023,5,2.27,3.78,0.2065996906946769,0.0,1.3052473883073465,1.750970984437319,0.03362257165971376,holdout,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02259,8,4.58,8.14,0.3172235144329202,0.0,0.93637921076369,1.73559889969818,0.06117682356448779,holdout,middle,late_T_6_8,inc_mid_40_60,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02455,8,2.2649999999999997,4.03,0.1197814066464496,0.0,1.7291084695169048,2.5706946829462054,0.02130946542903745,train,candidate,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02487,17,40.19,80.38,0.0469220826874005,0.2923449692729375,0.8804551903770131,2.47158505418519,0.17698940703543553,train,candidate,early_T_le_2,inc_low_lt_40,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02885,19,38.97,74.07,0.1419975068378878,0.22876226521338835,1.2121110806738777,2.9444481246241314,0.1732341970742893,train,middle,mid_T_3_5,inc_high_60_80,5.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02916,43,7.39,38.0,0.0650339484862737,0.787891103922754,1.6871637994349673,2.328522305877336,0.12319419459802174,train,candidate,early_T_le_2,inc_mid_40_60,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02953,115,6.53,62.39,0.0194886856647377,0.375521929986323,2.083668403038652,3.456853202194338,0.3214923356032336,train,candidate,early_T_le_2,inc_mid_40_60,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03205,48,8.155,40.04,0.0486620668982724,0.3384131866162858,1.7174956086420394,2.7913326821705913,0.22436979466150156,train,candidate,early_T_le_2,inc_high_60_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03546,30,4.865,29.23,0.0223565563768014,0.53196324794791,2.260730068183936,3.297066398268137,0.276609898125228,train,candidate,early_T_le_2,inc_mid_40_60,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03580,47,2.75,27.06,0.1211569446494558,0.4791248393342344,1.4587470405365592,2.8163871454023504,0.22886221286523217,holdout,candidate,early_T_le_2,inc_high_60_80,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04278,25,3.46,6.69,0.081501927705775,0.0,1.006522396399684,1.899546931090867,0.15815906120515644,train,middle,late_T_6_8,inc_edge_ge_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04305,22,2.885,5.52,0.3264755733989134,0.0,0.9717774827553185,1.8678797834583796,0.10357389595501938,holdout,candidate,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04325,8,3.14,5.59,0.2658082396769833,0.0,1.2463964324159083,1.9416108021536336,0.03375865137783492,train,middle,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04483,8,0.6499999999999999,1.21,0.6143796114939095,0.0,0.44754807093528176,1.6201360549737576,0.10117414918063372,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04499,9,4.55,8.18,0.4014144819607657,0.0,0.8990085544282319,1.783117137490467,0.09997690246305714,holdout,control,late_T_6_8,inc_mid_40_60,8.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05005,11,8.6,28.61,0.4038641511795717,0.0,0.45425792182733193,1.728272597895017,0.09414155383576993,train,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05253,73,4.69,53.29,0.0255523053950325,0.7295551272670454,2.119760107080481,2.8970880118020093,0.20373090443675015,train,middle,early_T_le_2,inc_low_lt_40,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05414,6,2.395,4.11,0.324183597346988,0.0,1.2388119296351854,1.8004421213362567,0.059580600625335434,holdout,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05716,12,6.715,12.37,0.5919140777136948,0.0,-0.3065499209028079,1.4868553552769432,0.17380198660741156,holdout,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05721,23,2.07,6.74,0.39219026548039126,0.0,0.8235814604913746,2.818173088643144,0.2095104606674002,train,middle,late_T_6_8,inc_high_60_80,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05750,11,4.82,22.85,0.3142915344055706,0.0,0.9530233307792468,1.466274321789292,0.08152883182590975,train,middle,late_T_6_8,inc_high_60_80,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05764,10,1.99,3.62,0.714941119286533,0.0,0.30493596549909296,1.1702617153949575,0.0629084783588406,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05829,11,3.77,6.91,0.4095202439337575,0.0,0.564761179691312,1.2187979981117376,0.21935895594633867,holdout,control,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05918,8,2.51,4.46,0.4059976350608525,0.0,0.6642599750759242,1.1264561134318043,0.09346573257658822,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05986,15,5.02,9.41,0.1622868556235787,0.0,1.525243100141133,2.2808286776397315,0.04146626959918976,holdout,middle,irregular_T_ge_9,inc_edge_ge_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05999,5,10.42,16.22,0.5221872403177525,0.0,0.5439319594868731,1.2678754193188977,0.14132384942967016,train,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06399,9,4.37,7.85,0.23191946705238178,0.0,1.1541315069120708,1.7810369386211318,0.04529966500408528,train,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06446,17,5.23,10.22,0.4804016766686586,0.0,0.3672145688515871,1.873843533223436,0.1085255983151253,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06614,13,15.76,64.59,0.0721533354231176,0.6451046539919792,1.4338045762528178,1.8952014747788932,0.12388885070697037,train,candidate,early_T_le_2,inc_low_lt_40,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06628,7,4.39,7.69,0.21225120694955488,0.0,1.2227900942391288,1.7956019798941798,0.05618633878361074,train,candidate,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06667,9,4.37,7.85,0.5052786242817371,0.0,0.7111963667393879,1.033021444682911,0.15948803488666147,train,middle,late_T_6_8,inc_edge_ge_80,6.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06786,45,6.0,34.05,0.0353529335417678,0.47677567685076794,1.7237797289619095,2.7131291807517837,0.22334305622996312,train,candidate,early_T_le_2,inc_high_60_80,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
