galaxy,model_id,model_role,n_points,coverage_fraction,coverage_fraction_cross_caveated,interval_distance_rmse_km_s,interval_distance_rmse_cross_caveated_km_s,interval_midpoint_rmse_km_s,interval_midpoint_rmse_cross_caveated_km_s,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC7331,NGC7331_EXACT_B2_TRANSFER_INTERVAL_FREEZE_V1,source_frozen_interval_readout,36,0.0,0.0,56.26739200835333,54.81190995507311,57.80445608332919,57.07280581465585,False,True,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
