annulus,r_mid_arcsec,n_train,n_test,observed_even_contrast_km_s,predicted_even_contrast_km_s,residual_even_km_s,sigma_residual_even_km_s
0,10.0,72,57,2373.173496233197,2372.273304808912,0.9001914242852981,0.4820027558887519
1,20.0,127,116,2374.301846579457,2372.1546898072775,2.1471567721796263,0.4482001507239712
2,30.0,203,161,2373.2303876565074,2374.0534206791026,-0.8230330225955209,0.3192924695965131
3,40.0,255,199,2374.1351429690567,2373.988822112166,0.14632085689043806,0.4070696527343981
4,50.0,312,228,2373.653780895186,2369.4858457587325,4.167935136454127,0.4855827957035773
5,60.0,321,251,2374.485729267468,2377.894805561873,-3.4090762944053132,0.5073440568990986
