scenario,draw,radial_index,radius_lo_arcsec,radius_hi_arcsec,q_shape_proxy,delta_uv,star_clipped_fraction,h2_clipped_fraction,hi_clipped_fraction
star_plus_co_independent,156,5,55,65,-0.1080932094,0.9322085972,0.02105862265,0.00796812749,0
star_plus_co_correlated_control,156,0,5,15,-0.05869492859,0.7844327324,0.02105862265,0,0
star_plus_co_correlated_control,156,1,15,25,-0.03326948,0.9343665063,0.02105862265,0,0
star_plus_co_correlated_control,156,2,25,35,0.02990635224,0.9432105203,0.02105862265,0,0
star_plus_co_correlated_control,156,3,35,45,0.02237623097,0.995886706,0.02105862265,0,0
star_plus_co_correlated_control,156,4,45,55,-0.04169167887,0.9122966935,0.02105862265,0,0
star_plus_co_correlated_control,156,5,55,65,-0.1145366597,0.9322085972,0.02105862265,0,0
star_co_plus_hi_ctl01,156,0,5,15,-0.06440896764,0.7844327324,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl01,156,1,15,25,-0.03652576691,0.9343665063,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl01,156,2,25,35,0.04131525634,0.9432105203,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl01,156,3,35,45,0.02868643821,0.995886706,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl01,156,4,45,55,-0.03073327915,0.9122966935,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl01,156,5,55,65,-0.1080686949,0.9322085972,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,0,5,15,-0.0638215459,0.7844327324,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,1,15,25,-0.03607057714,0.9343665063,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,2,25,35,0.04138761799,0.9432105203,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,3,35,45,0.02964647735,0.995886706,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,4,45,55,-0.02940130723,0.9122966935,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl10,156,5,55,65,-0.1080057141,0.9322085972,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,0,5,15,-0.06281918974,0.7844327324,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,1,15,25,-0.03529218722,0.9343665063,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,2,25,35,0.04151084241,0.9432105203,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,3,35,45,0.03104454307,0.995886706,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,4,45,55,-0.02724786245,0.9122966935,0.02105862265,0.00796812749,0
star_co_plus_hi_ctl49,156,5,55,65,-0.1079081072,0.9322085972,0.02105862265,0.00796812749,0
star_only,157,0,5,15,-0.06062243124,0.8241471338,0,0,0
star_only,157,1,15,25,-0.03973873635,0.9747921773,0,0,0
star_only,157,2,25,35,0.03285988363,0.9998522397,0,0,0
star_only,157,3,35,45,0.030245301,0.9333296209,0,0,0
star_only,157,4,45,55,-0.04655660919,0.8649026565,0,0,0
star_only,157,5,55,65,-0.04923532187,0.9380097457,0,0,0
co_independent_only,157,0,5,15,-0.06201008463,0.7770716789,0,0.002845759818,0
co_independent_only,157,1,15,25,-0.0389941664,0.8923255771,0,0.002845759818,0
co_independent_only,157,2,25,35,0.03472848853,0.931726178,0,0.002845759818,0
co_independent_only,157,3,35,45,0.02285190709,0.9986816763,0,0.002845759818,0
co_independent_only,157,4,45,55,-0.04311290994,0.9343224355,0,0.002845759818,0
co_independent_only,157,5,55,65,-0.1030717811,0.9762370048,0,0.002845759818,0
star_plus_co_independent,157,0,5,15,-0.06239545201,0.8241471338,0,0.002845759818,0
star_plus_co_independent,157,1,15,25,-0.04316295454,0.9747921773,0,0.002845759818,0
star_plus_co_independent,157,2,25,35,0.03174212345,0.9998522397,0,0.002845759818,0
star_plus_co_independent,157,3,35,45,0.02829876206,0.9333296209,0,0.002845759818,0
star_plus_co_independent,157,4,45,55,-0.04965904203,0.8649026565,0,0.002845759818,0
star_plus_co_independent,157,5,55,65,-0.05175344296,0.9380097457,0,0.002845759818,0
star_plus_co_correlated_control,157,0,5,15,-0.05508661732,0.8241471338,0,0,0
star_plus_co_correlated_control,157,1,15,25,-0.03151935998,0.9747921773,0,0,0
star_plus_co_correlated_control,157,2,25,35,0.02251797938,0.9998522397,0,0,0
star_plus_co_correlated_control,157,3,35,45,0.03290375227,0.9333296209,0,0,0
star_plus_co_correlated_control,157,4,45,55,-0.04521232853,0.8649026565,0,0,0
star_plus_co_correlated_control,157,5,55,65,-0.04791295732,0.9380097457,0,0,0
star_co_plus_hi_ctl01,157,0,5,15,-0.06263346354,0.8241471338,0,0.002845759818,0
star_co_plus_hi_ctl01,157,1,15,25,-0.04314992666,0.9747921773,0,0.002845759818,0
star_co_plus_hi_ctl01,157,2,25,35,0.03257688118,0.9998522397,0,0.002845759818,0
star_co_plus_hi_ctl01,157,3,35,45,0.02855048446,0.9333296209,0,0.002845759818,0
star_co_plus_hi_ctl01,157,4,45,55,-0.04883368156,0.8649026565,0,0.002845759818,0
star_co_plus_hi_ctl01,157,5,55,65,-0.05020167789,0.9380097457,0,0.002845759818,0
star_co_plus_hi_ctl10,157,0,5,15,-0.06327452431,0.8241471338,0,0.002845759818,0
star_co_plus_hi_ctl10,157,1,15,25,-0.04311493676,0.9747921773,0,0.002845759818,0
star_co_plus_hi_ctl10,157,2,25,35,0.03482267545,0.9998522397,0,0.002845759818,0
star_co_plus_hi_ctl10,157,3,35,45,0.02922772195,0.9333296209,0,0.002845759818,0
star_co_plus_hi_ctl10,157,4,45,55,-0.04661606521,0.8649026565,0,0.002845759818,0
star_co_plus_hi_ctl10,157,5,55,65,-0.0460161122,0.9380097457,0,0.002845759818,0
star_co_plus_hi_ctl49,157,0,5,15,-0.06437120098,0.8241471338,0,0.002845759818,0
star_co_plus_hi_ctl49,157,1,15,25,-0.04305541389,0.9747921773,0,0.002845759818,0
star_co_plus_hi_ctl49,157,2,25,35,0.03865604866,0.9998522397,0,0.002845759818,0
star_co_plus_hi_ctl49,157,3,35,45,0.03017701206,0.9333296209,0,0.002845759818,0
star_co_plus_hi_ctl49,157,4,45,55,-0.04297687115,0.8649026565,0,0.002845759818,0
star_co_plus_hi_ctl49,157,5,55,65,-0.04137157123,0.9380097457,0,0.002845759818,0
star_only,158,0,5,15,-0.05788183102,0.8428234481,0,0,0
star_only,158,1,15,25,-0.04323666777,0.7675919295,0,0,0
star_only,158,2,25,35,0.03458733898,0.9961083663,0,0,0
star_only,158,3,35,45,0.03629966593,0.7955654584,0,0,0
star_only,158,4,45,55,-0.03133575623,0.9344845626,0,0,0
star_only,158,5,55,65,-0.1160502979,0.9437005866,0,0,0
co_independent_only,158,0,5,15,-0.06059819446,0.7770716789,0,0,0
co_independent_only,158,1,15,25,-0.03361014023,0.8923255771,0,0,0
co_independent_only,158,2,25,35,0.03610299164,0.931726178,0,0,0
co_independent_only,158,3,35,45,0.032777009,0.9986816763,0,0,0
co_independent_only,158,4,45,55,-0.03387780771,0.9343224355,0,0,0
co_independent_only,158,5,55,65,-0.09394785022,0.9762370048,0,0,0
star_plus_co_independent,158,0,5,15,-0.05830741886,0.8428234481,0,0,0
star_plus_co_independent,158,1,15,25,-0.04096745572,0.7675919295,0,0,0
star_plus_co_independent,158,2,25,35,0.03577978642,0.9961083663,0,0,0
star_plus_co_independent,158,3,35,45,0.04363878682,0.7955654584,0,0,0
star_plus_co_independent,158,4,45,55,-0.02524517744,0.9344845626,0,0,0
star_plus_co_independent,158,5,55,65,-0.1103342477,0.9437005866,0,0,0
star_plus_co_correlated_control,158,0,5,15,-0.05857022093,0.8428234481,0,0.02105862265,0
star_plus_co_correlated_control,158,1,15,25,-0.04420495097,0.7675919295,0,0.02105862265,0
star_plus_co_correlated_control,158,2,25,35,0.03615545478,0.9961083663,0,0.02105862265,0
star_plus_co_correlated_control,158,3,35,45,0.03590649025,0.7955654584,0,0.02105862265,0
star_plus_co_correlated_control,158,4,45,55,-0.03163658196,0.9344845626,0,0.02105862265,0
star_plus_co_correlated_control,158,5,55,65,-0.1180588934,0.9437005866,0,0.02105862265,0
star_co_plus_hi_ctl01,158,0,5,15,-0.05815362049,0.8428234481,0,0,0
star_co_plus_hi_ctl01,158,1,15,25,-0.04022309246,0.7675919295,0,0,0
star_co_plus_hi_ctl01,158,2,25,35,0.03549285626,0.9961083663,0,0,0
star_co_plus_hi_ctl01,158,3,35,45,0.0437139593,0.7955654584,0,0,0
star_co_plus_hi_ctl01,158,4,45,55,-0.02634144168,0.9344845626,0,0,0
star_co_plus_hi_ctl01,158,5,55,65,-0.1109129777,0.9437005866,0,0,0
star_co_plus_hi_ctl10,158,0,5,15,-0.05773899316,0.8428234481,0,0,0
star_co_plus_hi_ctl10,158,1,15,25,-0.03821918672,0.7675919295,0,0,0
star_co_plus_hi_ctl10,158,2,25,35,0.0347197172,0.9961083663,0,0,0
star_co_plus_hi_ctl10,158,3,35,45,0.04391632695,0.7955654584,0,0,0
star_co_plus_hi_ctl10,158,4,45,55,-0.02887147678,0.9344845626,0,0,0
star_co_plus_hi_ctl10,158,5,55,65,-0.1122943317,0.9437005866,0,0,0
star_co_plus_hi_ctl49,158,0,5,15,-0.05702836976,0.8428234481,0,0,0
star_co_plus_hi_ctl49,158,1,15,25,-0.03479430333,0.7675919295,0,0,0
star_co_plus_hi_ctl49,158,2,25,35,0.03339600571,0.9961083663,0,0,0
star_co_plus_hi_ctl49,158,3,35,45,0.04384659216,0.7955654584,0,0,0
star_co_plus_hi_ctl49,158,4,45,55,-0.03291065345,0.9344845626,0,0,0
star_co_plus_hi_ctl49,158,5,55,65,-0.1133060841,0.9437005866,0,0,0
star_only,159,0,5,15,-0.05860773396,0.7580214179,0.009675583381,0,0
star_only,159,1,15,25,-0.03802053222,0.7132076046,0.009675583381,0,0
star_only,159,2,25,35,0.03431974452,0.8229909137,0.009675583381,0,0
star_only,159,3,35,45,0.0177631044,0.9561581274,0.009675583381,0,0
star_only,159,4,45,55,-0.09169130747,0.9821382689,0.009675583381,0,0
star_only,159,5,55,65,-0.1817141133,0.9919349252,0.009675583381,0,0
co_independent_only,159,0,5,15,-0.06218204562,0.7770716789,0,0,0
co_independent_only,159,1,15,25,-0.03511626029,0.8923255771,0,0,0
co_independent_only,159,2,25,35,0.03608141318,0.931726178,0,0,0
co_independent_only,159,3,35,45,0.02853564242,0.9986816763,0,0,0
co_independent_only,159,4,45,55,-0.03392430312,0.9343224355,0,0,0
co_independent_only,159,5,55,65,-0.0928873789,0.9762370048,0,0,0
star_plus_co_independent,159,0,5,15,-0.06057391385,0.7580214179,0.009675583381,0,0
star_plus_co_independent,159,1,15,25,-0.03717020975,0.7132076046,0.009675583381,0,0
star_plus_co_independent,159,2,25,35,0.0353704227,0.8229909137,0.009675583381,0,0
star_plus_co_independent,159,3,35,45,0.02077391946,0.9561581274,0.009675583381,0,0
star_plus_co_independent,159,4,45,55,-0.08666016726,0.9821382689,0.009675583381,0,0
star_plus_co_independent,159,5,55,65,-0.1788686874,0.9919349252,0.009675583381,0,0
star_plus_co_correlated_control,159,0,5,15,-0.06100720869,0.7580214179,0.009675583381,0.07057484348,0
star_plus_co_correlated_control,159,1,15,25,-0.04084694829,0.7132076046,0.009675583381,0.07057484348,0
star_plus_co_correlated_control,159,2,25,35,0.03903179703,0.8229909137,0.009675583381,0.07057484348,0
star_plus_co_correlated_control,159,3,35,45,0.01538497494,0.9561581274,0.009675583381,0.07057484348,0
star_plus_co_correlated_control,159,4,45,55,-0.09540501276,0.9821382689,0.009675583381,0.07057484348,0
star_plus_co_correlated_control,159,5,55,65,-0.1951955144,0.9919349252,0.009675583381,0.07057484348,0
star_co_plus_hi_ctl01,159,0,5,15,-0.06062429362,0.7580214179,0.009675583381,0,0
star_co_plus_hi_ctl01,159,1,15,25,-0.03716136178,0.7132076046,0.009675583381,0,0
star_co_plus_hi_ctl01,159,2,25,35,0.03598539035,0.8229909137,0.009675583381,0,0
star_co_plus_hi_ctl01,159,3,35,45,0.02015729255,0.9561581274,0.009675583381,0,0
star_co_plus_hi_ctl01,159,4,45,55,-0.08711748368,0.9821382689,0.009675583381,0,0
star_co_plus_hi_ctl01,159,5,55,65,-0.1786748856,0.9919349252,0.009675583381,0,0
star_co_plus_hi_ctl10,159,0,5,15,-0.06075984999,0.7580214179,0.009675583381,0,0
star_co_plus_hi_ctl10,159,1,15,25,-0.03713765363,0.7132076046,0.009675583381,0,0
star_co_plus_hi_ctl10,159,2,25,35,0.03763660523,0.8229909137,0.009675583381,0,0
star_co_plus_hi_ctl10,159,3,35,45,0.01874660403,0.9561581274,0.009675583381,0,0
star_co_plus_hi_ctl10,159,4,45,55,-0.0883479568,0.9821382689,0.009675583381,0,0
star_co_plus_hi_ctl10,159,5,55,65,-0.1796488384,0.9919349252,0.009675583381,0,0
star_co_plus_hi_ctl49,159,0,5,15,-0.06099128794,0.7580214179,0.009675583381,0,0
star_co_plus_hi_ctl49,159,1,15,25,-0.03709750911,0.7132076046,0.009675583381,0,0
star_co_plus_hi_ctl49,159,2,25,35,0.04044411939,0.8229909137,0.009675583381,0,0
star_co_plus_hi_ctl49,159,3,35,45,0.01677962077,0.9561581274,0.009675583381,0,0
star_co_plus_hi_ctl49,159,4,45,55,-0.09044870286,0.9821382689,0.009675583381,0,0
star_co_plus_hi_ctl49,159,5,55,65,-0.1791516575,0.9919349252,0.009675583381,0,0
star_only,160,0,5,15,-0.05996177355,0.8063850582,0,0,0
star_only,160,1,15,25,-0.03978966188,0.9280340575,0,0,0
star_only,160,2,25,35,0.03459374691,0.9367990368,0,0,0
star_only,160,3,35,45,0.02653840533,0.9801876329,0,0,0
star_only,160,4,45,55,-0.06319912972,0.8408259869,0,0,0
star_only,160,5,55,65,-0.1246592856,0.8684197953,0,0,0
co_independent_only,160,0,5,15,-0.0553188003,0.7770716789,0,0.002845759818,0
co_independent_only,160,1,15,25,-0.02903695588,0.8923255771,0,0.002845759818,0
co_independent_only,160,2,25,35,0.02150040907,0.931726178,0,0.002845759818,0
co_independent_only,160,3,35,45,0.02391078849,0.9986816763,0,0.002845759818,0
co_independent_only,160,4,45,55,-0.04914094324,0.9343224355,0,0.002845759818,0
co_independent_only,160,5,55,65,-0.09716150985,0.9762370048,0,0.002845759818,0
star_plus_co_independent,160,0,5,15,-0.05501713789,0.8063850582,0,0.002845759818,0
star_plus_co_independent,160,1,15,25,-0.03161379274,0.9280340575,0,0.002845759818,0
star_plus_co_independent,160,2,25,35,0.02169680277,0.9367990368,0,0.002845759818,0
star_plus_co_independent,160,3,35,45,0.02638103798,0.9801876329,0,0.002845759818,0
star_plus_co_independent,160,4,45,55,-0.07412017231,0.8408259869,0,0.002845759818,0
star_plus_co_independent,160,5,55,65,-0.1231948177,0.8684197953,0,0.002845759818,0
star_plus_co_correlated_control,160,0,5,15,-0.05995122406,0.8063850582,0,0,0
star_plus_co_correlated_control,160,1,15,25,-0.03977690369,0.9280340575,0,0,0
star_plus_co_correlated_control,160,2,25,35,0.0345708709,0.9367990368,0,0,0
star_plus_co_correlated_control,160,3,35,45,0.02654726795,0.9801876329,0,0,0
star_plus_co_correlated_control,160,4,45,55,-0.0631890238,0.8408259869,0,0,0
star_plus_co_correlated_control,160,5,55,65,-0.1246271341,0.8684197953,0,0,0
star_co_plus_hi_ctl01,160,0,5,15,-0.05512080154,0.8063850582,0,0.002845759818,0
star_co_plus_hi_ctl01,160,1,15,25,-0.03167485263,0.9280340575,0,0.002845759818,0
star_co_plus_hi_ctl01,160,2,25,35,0.02184668807,0.9367990368,0,0.002845759818,0
star_co_plus_hi_ctl01,160,3,35,45,0.02647976959,0.9801876329,0,0.002845759818,0
star_co_plus_hi_ctl01,160,4,45,55,-0.07346494966,0.8408259869,0,0.002845759818,0
star_co_plus_hi_ctl01,160,5,55,65,-0.1233888037,0.8684197953,0,0.002845759818,0
star_co_plus_hi_ctl10,160,0,5,15,-0.05539998686,0.8063850582,0,0.002845759818,0
star_co_plus_hi_ctl10,160,1,15,25,-0.03183929689,0.9280340575,0,0.002845759818,0
star_co_plus_hi_ctl10,160,2,25,35,0.02225051525,0.9367990368,0,0.002845759818,0
star_co_plus_hi_ctl10,160,3,35,45,0.02674585031,0.9801876329,0,0.002845759818,0
star_co_plus_hi_ctl10,160,4,45,55,-0.07100191846,0.8408259869,0,0.002845759818,0
star_co_plus_hi_ctl10,160,5,55,65,-0.1239104957,0.8684197953,0,0.002845759818,0
star_co_plus_hi_ctl49,160,0,5,15,-0.05587751824,0.8063850582,0,0.002845759818,0
star_co_plus_hi_ctl49,160,1,15,25,-0.03212056561,0.9280340575,0,0.002845759818,0
star_co_plus_hi_ctl49,160,2,25,35,0.02294177871,0.9367990368,0,0.002845759818,0
star_co_plus_hi_ctl49,160,3,35,45,0.02670437489,0.9801876329,0,0.002845759818,0
star_co_plus_hi_ctl49,160,4,45,55,-0.06753040632,0.8408259869,0,0.002845759818,0
star_co_plus_hi_ctl49,160,5,55,65,-0.1248003163,0.8684197953,0,0.002845759818,0
star_only,161,0,5,15,-0.06078220009,0.7171087091,0,0,0
star_only,161,1,15,25,-0.03420004219,0.7108501849,0,0,0
star_only,161,2,25,35,0.03380266172,0.8092269911,0,0,0
star_only,161,3,35,45,0.02106953895,0.8176618835,0,0,0
star_only,161,4,45,55,-0.01594198139,0.9994532217,0,0,0
star_only,161,5,55,65,-0.03883313908,0.9231305651,0,0,0
co_independent_only,161,0,5,15,-0.06008409313,0.7770716789,0,0.001707455891,0
co_independent_only,161,1,15,25,-0.03649740723,0.8923255771,0,0.001707455891,0
co_independent_only,161,2,25,35,0.03600677042,0.931726178,0,0.001707455891,0
co_independent_only,161,3,35,45,0.02435390592,0.9986816763,0,0.001707455891,0
co_independent_only,161,4,45,55,-0.03987458726,0.9343224355,0,0.001707455891,0
co_independent_only,161,5,55,65,-0.1012445758,0.9762370048,0,0.001707455891,0
star_plus_co_independent,161,0,5,15,-0.06058992867,0.7171087091,0,0.001707455891,0
star_plus_co_independent,161,1,15,25,-0.03452444188,0.7108501849,0,0.001707455891,0
star_plus_co_independent,161,2,25,35,0.03470559367,0.8092269911,0,0.001707455891,0
star_plus_co_independent,161,3,35,45,0.02064119069,0.8176618835,0,0.001707455891,0
star_plus_co_independent,161,4,45,55,-0.01521568654,0.9994532217,0,0.001707455891,0
star_plus_co_independent,161,5,55,65,-0.04074325845,0.9231305651,0,0.001707455891,0
star_plus_co_correlated_control,161,0,5,15,-0.06454483518,0.7171087091,0,0.1121229368,0
star_plus_co_correlated_control,161,1,15,25,-0.0379577165,0.7108501849,0,0.1121229368,0
star_plus_co_correlated_control,161,2,25,35,0.04083813621,0.8092269911,0,0.1121229368,0
star_plus_co_correlated_control,161,3,35,45,0.01792009858,0.8176618835,0,0.1121229368,0
star_plus_co_correlated_control,161,4,45,55,-0.01659122181,0.9994532217,0,0.1121229368,0
star_plus_co_correlated_control,161,5,55,65,-0.04028543414,0.9231305651,0,0.1121229368,0
star_co_plus_hi_ctl01,161,0,5,15,-0.06035751983,0.7171087091,0,0.001707455891,0
star_co_plus_hi_ctl01,161,1,15,25,-0.03424484375,0.7108501849,0,0.001707455891,0
star_co_plus_hi_ctl01,161,2,25,35,0.03418450126,0.8092269911,0,0.001707455891,0
star_co_plus_hi_ctl01,161,3,35,45,0.02109180792,0.8176618835,0,0.001707455891,0
star_co_plus_hi_ctl01,161,4,45,55,-0.01440361592,0.9994532217,0,0.001707455891,0
star_co_plus_hi_ctl01,161,5,55,65,-0.03877894049,0.9231305651,0,0.001707455891,0
star_co_plus_hi_ctl10,161,0,5,15,-0.05973138174,0.7171087091,0,0.001707455891,0
star_co_plus_hi_ctl10,161,1,15,25,-0.03349204139,0.7108501849,0,0.001707455891,0
star_co_plus_hi_ctl10,161,2,25,35,0.03278238739,0.8092269911,0,0.001707455891,0
star_co_plus_hi_ctl10,161,3,35,45,0.02248451135,0.8176618835,0,0.001707455891,0
star_co_plus_hi_ctl10,161,4,45,55,-0.01221448643,0.9994532217,0,0.001707455891,0
star_co_plus_hi_ctl10,161,5,55,65,-0.03345636955,0.9231305651,0,0.001707455891,0
star_co_plus_hi_ctl49,161,0,5,15,-0.05865966747,0.7171087091,0,0.001707455891,0
star_co_plus_hi_ctl49,161,1,15,25,-0.03220511116,0.7108501849,0,0.001707455891,0
star_co_plus_hi_ctl49,161,2,25,35,0.03038847376,0.8092269911,0,0.001707455891,0
star_co_plus_hi_ctl49,161,3,35,45,0.02523910102,0.8176618835,0,0.001707455891,0
star_co_plus_hi_ctl49,161,4,45,55,-0.008165126012,0.9994532217,0,0.001707455891,0
star_co_plus_hi_ctl49,161,5,55,65,-0.02430263755,0.9231305651,0,0.001707455891,0
star_only,162,0,5,15,-0.0580107349,0.8091333778,0,0,0
star_only,162,1,15,25,-0.0330612397,0.6862572489,0,0,0
star_only,162,2,25,35,0.0346780115,0.9308148872,0,0,0
star_only,162,3,35,45,0.02421026476,0.954611432,0,0,0
star_only,162,4,45,55,-0.07223406132,0.9134812099,0,0,0
star_only,162,5,55,65,-0.04840711422,0.9214783569,0,0,0
co_independent_only,162,0,5,15,-0.06108594837,0.7770716789,0,0.002845759818,0
co_independent_only,162,1,15,25,-0.03455899528,0.8923255771,0,0.002845759818,0
co_independent_only,162,2,25,35,0.03350463726,0.931726178,0,0.002845759818,0
co_independent_only,162,3,35,45,0.01969982333,0.9986816763,0,0.002845759818,0
co_independent_only,162,4,45,55,-0.04410185971,0.9343224355,0,0.002845759818,0
co_independent_only,162,5,55,65,-0.1059624251,0.9762370048,0,0.002845759818,0
star_plus_co_independent,162,0,5,15,-0.05894080332,0.8091333778,0,0.002845759818,0
star_plus_co_independent,162,1,15,25,-0.03161424641,0.6862572489,0,0.002845759818,0
star_plus_co_independent,162,2,25,35,0.03340416938,0.9308148872,0,0.002845759818,0
star_plus_co_independent,162,3,35,45,0.01926238521,0.954611432,0,0.002845759818,0
star_plus_co_independent,162,4,45,55,-0.07708630912,0.9134812099,0,0.002845759818,0
star_plus_co_independent,162,5,55,65,-0.05444848824,0.9214783569,0,0.002845759818,0
star_plus_co_correlated_control,162,0,5,15,-0.0560467631,0.8091333778,0,0,0
star_plus_co_correlated_control,162,1,15,25,-0.03046964645,0.6862572489,0,0,0
star_plus_co_correlated_control,162,2,25,35,0.03025353589,0.9308148872,0,0,0
star_plus_co_correlated_control,162,3,35,45,0.02601195018,0.954611432,0,0,0
star_plus_co_correlated_control,162,4,45,55,-0.07015230161,0.9134812099,0,0,0
star_plus_co_correlated_control,162,5,55,65,-0.04856375814,0.9214783569,0,0,0
star_co_plus_hi_ctl01,162,0,5,15,-0.05858926959,0.8091333778,0,0.002845759818,0
star_co_plus_hi_ctl01,162,1,15,25,-0.03158582125,0.6862572489,0,0.002845759818,0
star_co_plus_hi_ctl01,162,2,25,35,0.03266601094,0.9308148872,0,0.002845759818,0
star_co_plus_hi_ctl01,162,3,35,45,0.01981647279,0.954611432,0,0.002845759818,0
star_co_plus_hi_ctl01,162,4,45,55,-0.07683606982,0.9134812099,0,0.002845759818,0
star_co_plus_hi_ctl01,162,5,55,65,-0.0548449577,0.9214783569,0,0.002845759818,0
star_co_plus_hi_ctl10,162,0,5,15,-0.05764310137,0.8091333778,0,0.002845759818,0
star_co_plus_hi_ctl10,162,1,15,25,-0.03150889166,0.6862572489,0,0.002845759818,0
star_co_plus_hi_ctl10,162,2,25,35,0.0306133671,0.9308148872,0,0.002845759818,0
star_co_plus_hi_ctl10,162,3,35,45,0.02158048331,0.954611432,0,0.002845759818,0
star_co_plus_hi_ctl10,162,4,45,55,-0.07642693558,0.9134812099,0,0.002845759818,0
star_co_plus_hi_ctl10,162,5,55,65,-0.05449820787,0.9214783569,0,0.002845759818,0
star_co_plus_hi_ctl49,162,0,5,15,-0.05602667792,0.8091333778,0,0.002845759818,0
star_co_plus_hi_ctl49,162,1,15,25,-0.0311816759,0.6862572489,0,0.002845759818,0
star_co_plus_hi_ctl49,162,2,25,35,0.02660801013,0.9308148872,0,0.002845759818,0
star_co_plus_hi_ctl49,162,3,35,45,0.02459743494,0.954611432,0,0.002845759818,0
star_co_plus_hi_ctl49,162,4,45,55,-0.07635104039,0.9134812099,0,0.002845759818,0
star_co_plus_hi_ctl49,162,5,55,65,-0.05570900779,0.9214783569,0,0.002845759818,0
star_only,163,0,5,15,-0.05947845089,0.7615669502,0,0,0
star_only,163,1,15,25,-0.02998591254,0.7728328075,0,0,0
star_only,163,2,25,35,0.03448511936,0.8720626583,0,0,0
star_only,163,3,35,45,0.006366242559,0.9818282873,0,0,0
star_only,163,4,45,55,-0.108428245,0.9983430297,0,0,0
star_only,163,5,55,65,-0.12348023,0.9878841509,0,0,0
co_independent_only,163,0,5,15,-0.06279225434,0.7770716789,0,0.00796812749,0
co_independent_only,163,1,15,25,-0.04022506958,0.8923255771,0,0.00796812749,0
co_independent_only,163,2,25,35,0.03161244859,0.931726178,0,0.00796812749,0
co_independent_only,163,3,35,45,0.01876304955,0.9986816763,0,0.00796812749,0
co_independent_only,163,4,45,55,-0.04558238562,0.9343224355,0,0.00796812749,0
co_independent_only,163,5,55,65,-0.1033363432,0.9762370048,0,0.00796812749,0
star_plus_co_independent,163,0,5,15,-0.06184849591,0.7615669502,0,0.00796812749,0
star_plus_co_independent,163,1,15,25,-0.03372477765,0.7728328075,0,0.00796812749,0
star_plus_co_independent,163,2,25,35,0.03182881665,0.8720626583,0,0.00796812749,0
star_plus_co_independent,163,3,35,45,0.001728055507,0.9818282873,0,0.00796812749,0
star_plus_co_independent,163,4,45,55,-0.1130578997,0.9983430297,0,0.00796812749,0
star_plus_co_independent,163,5,55,65,-0.1278714837,0.9878841509,0,0.00796812749,0
star_plus_co_correlated_control,163,0,5,15,-0.05715632635,0.7615669502,0,0,0
star_plus_co_correlated_control,163,1,15,25,-0.02725914335,0.7728328075,0,0,0
star_plus_co_correlated_control,163,2,25,35,0.02923738647,0.8720626583,0,0,0
star_plus_co_correlated_control,163,3,35,45,0.009081296881,0.9818282873,0,0,0
star_plus_co_correlated_control,163,4,45,55,-0.1052154063,0.9983430297,0,0,0
star_plus_co_correlated_control,163,5,55,65,-0.1179920639,0.9878841509,0,0,0
star_co_plus_hi_ctl01,163,0,5,15,-0.06180598698,0.7615669502,0,0.00796812749,0
star_co_plus_hi_ctl01,163,1,15,25,-0.03343418858,0.7728328075,0,0.00796812749,0
star_co_plus_hi_ctl01,163,2,25,35,0.03227381012,0.8720626583,0,0.00796812749,0
star_co_plus_hi_ctl01,163,3,35,45,0.003369816176,0.9818282873,0,0.00796812749,0
star_co_plus_hi_ctl01,163,4,45,55,-0.1118562362,0.9983430297,0,0.00796812749,0
star_co_plus_hi_ctl01,163,5,55,65,-0.1258036098,0.9878841509,0,0.00796812749,0
star_co_plus_hi_ctl10,163,0,5,15,-0.06169155442,0.7615669502,0,0.00796812749,0
star_co_plus_hi_ctl10,163,1,15,25,-0.03241343908,0.7728328075,0,0.00796812749,0
star_co_plus_hi_ctl10,163,2,25,35,0.03346169106,0.8720626583,0,0.00796812749,0
star_co_plus_hi_ctl10,163,3,35,45,0.007787052134,0.9818282873,0,0.00796812749,0
star_co_plus_hi_ctl10,163,4,45,55,-0.1089311973,0.9983430297,0,0.00796812749,0
star_co_plus_hi_ctl10,163,5,55,65,-0.1202364771,0.9878841509,0,0.00796812749,0
star_co_plus_hi_ctl49,163,0,5,15,-0.06149599875,0.7615669502,0,0.00796812749,0
star_co_plus_hi_ctl49,163,1,15,25,-0.03061093863,0.7728328075,0,0.00796812749,0
star_co_plus_hi_ctl49,163,2,25,35,0.03546592845,0.8720626583,0,0.00796812749,0
