galaxy,n_points,r_median,r_max,mean_gas,mean_bulge,mean_log_sbdisk,peak_sb,split,role,type_bin,inc_bin,hub_type,formula_family,label_source
UGC02916,43,7.39,38.0,0.0650339484862737,0.787891103922754,1.6871637994349673,2.328522305877336,train,candidate,early_T_le_2,inc_mid_40_60,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC02953,115,6.53,62.39,0.0194886856647377,0.375521929986323,2.083668403038652,3.456853202194338,train,candidate,early_T_le_2,inc_mid_40_60,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03205,48,8.155,40.04,0.0486620668982724,0.3384131866162858,1.7174956086420394,2.7913326821705913,train,candidate,early_T_le_2,inc_high_60_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03546,30,4.865,29.23,0.0223565563768014,0.53196324794791,2.260730068183936,3.297066398268137,train,candidate,early_T_le_2,inc_mid_40_60,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC03580,47,2.75,27.06,0.1211569446494558,0.4791248393342344,1.4587470405365592,2.8163871454023504,holdout,candidate,early_T_le_2,inc_high_60_80,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04278,25,3.46,6.69,0.081501927705775,0.0,1.006522396399684,1.899546931090867,train,middle,late_T_6_8,inc_edge_ge_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04305,22,2.885,5.52,0.3264755733989134,0.0,0.9717774827553185,1.8678797834583796,holdout,candidate,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04325,8,3.14,5.59,0.2658082396769833,0.0,1.2463964324159083,1.9416108021536336,train,middle,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04483,8,0.6499999999999999,1.21,0.6143796114939095,0.0,0.44754807093528176,1.6201360549737576,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC04499,9,4.55,8.18,0.4014144819607657,0.0,0.8990085544282319,1.783117137490467,holdout,control,late_T_6_8,inc_mid_40_60,8.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05005,11,8.6,28.61,0.4038641511795717,0.0,0.45425792182733193,1.728272597895017,train,middle,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05253,73,4.69,53.29,0.0255523053950325,0.7295551272670454,2.119760107080481,2.8970880118020093,train,middle,early_T_le_2,inc_low_lt_40,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05414,6,2.395,4.11,0.324183597346988,0.0,1.2388119296351854,1.8004421213362567,holdout,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05716,12,6.715,12.37,0.5919140777136948,0.0,-0.3065499209028079,1.4868553552769432,holdout,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05721,23,2.07,6.74,0.39219026548039126,0.0,0.8235814604913746,2.818173088643144,train,middle,late_T_6_8,inc_high_60_80,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05750,11,4.82,22.85,0.3142915344055706,0.0,0.9530233307792468,1.466274321789292,train,middle,late_T_6_8,inc_high_60_80,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05764,10,1.99,3.62,0.714941119286533,0.0,0.30493596549909296,1.1702617153949575,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05829,11,3.77,6.91,0.4095202439337575,0.0,0.564761179691312,1.2187979981117376,holdout,control,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05918,8,2.51,4.46,0.4059976350608525,0.0,0.6642599750759242,1.1264561134318043,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05986,15,5.02,9.41,0.1622868556235787,0.0,1.525243100141133,2.2808286776397315,holdout,middle,irregular_T_ge_9,inc_edge_ge_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC05999,5,10.42,16.22,0.5221872403177525,0.0,0.5439319594868731,1.2678754193188977,train,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06399,9,4.37,7.85,0.23191946705238178,0.0,1.1541315069120708,1.7810369386211318,train,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06446,17,5.23,10.22,0.4804016766686586,0.0,0.3672145688515871,1.873843533223436,train,middle,late_T_6_8,inc_mid_40_60,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06614,13,15.76,64.59,0.0721533354231176,0.6451046539919792,1.4338045762528178,1.8952014747788932,train,candidate,early_T_le_2,inc_low_lt_40,1.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06628,7,4.39,7.69,0.21225120694955488,0.0,1.2227900942391288,1.7956019798941798,train,candidate,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06667,9,4.37,7.85,0.5052786242817371,0.0,0.7111963667393879,1.033021444682911,train,middle,late_T_6_8,inc_edge_ge_80,6.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06786,45,6.0,34.05,0.0353529335417678,0.47677567685076794,1.7237797289619095,2.7131291807517837,train,candidate,early_T_le_2,inc_high_60_80,0.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06787,71,6.5,37.19,0.0258866078824616,0.7153139482935266,1.7148958531034726,2.7948225267336477,train,candidate,early_T_le_2,inc_high_60_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06818,8,3.935,6.98,0.1822137317919296,0.0,0.8897410130522616,1.8845688149183333,holdout,middle,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06917,11,6.11,10.47,0.1850275089777395,0.0,1.2021139934622245,1.92453771777549,holdout,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06923,6,3.295,5.16,0.2507682436295511,0.0,1.363173818400152,2.144200460183879,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06930,10,9.595,16.61,0.3051251394573602,0.0,1.0473510659748864,1.9465996250151327,train,control,late_T_6_8,inc_low_lt_40,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06973,9,5.32,7.85,0.031100621588988003,0.16632204247015753,1.523648002401475,3.3526050258200035,train,candidate,early_T_le_2,inc_high_60_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC06983,17,8.72,15.68,0.3526909491487769,0.0,0.8555732325327188,1.9951962915971797,holdout,middle,late_T_6_8,inc_mid_40_60,6.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07089,12,5.675000000000001,9.16,0.2391226670372042,0.0,1.0471246514878445,1.8326366275967032,train,middle,late_T_6_8,inc_edge_ge_80,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07125,13,10.08,18.68,0.5080285011253733,0.0,0.6350165516579116,1.7179200258369935,train,candidate,irregular_T_ge_9,inc_edge_ge_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07151,11,3.0,5.5,0.1977479474520546,0.0,1.3717665100620258,2.2242221860846487,holdout,control,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07232,4,0.515,0.82,0.2042506889764986,0.0,1.5562534505851269,2.121395680707223,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07261,7,3.81,6.67,0.2064259010278633,0.0,1.1989104906357924,1.9871745010875417,holdout,control,late_T_6_8,inc_low_lt_40,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07323,10,3.205,5.82,0.1190454371697683,0.0,1.5776940864593925,2.1330276728998774,train,middle,late_T_6_8,inc_mid_40_60,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07399,10,3.375,6.13,0.356599007960146,0.0,0.9088704411157069,2.118727550427005,train,candidate,late_T_6_8,inc_mid_40_60,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07524,31,5.51,10.69,0.3460297017187979,0.0,0.9270544778487194,1.7345598215794762,train,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07559,7,1.45,2.53,0.4116719704674914,0.0,0.8025130993252912,1.4898179083014509,train,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07577,9,0.94,1.69,0.1092797408700384,0.0,0.7744462575574903,1.1574567681342256,holdout,middle,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07603,12,2.2199999999999998,4.11,0.3367115321762238,0.0,0.6439810306985554,2.0285712526925375,holdout,middle,late_T_6_8,inc_high_60_80,7.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07608,8,2.685,4.78,0.5683608186035206,0.0,0.5374973258255301,1.251638220448212,train,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07690,7,2.36,4.13,0.2776380882254749,0.0,0.9741885876412363,2.256717745977487,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC07866,7,1.33,2.32,0.3554897921704338,0.0,0.8097897592283523,1.5319895514125503,train,control,irregular_T_ge_9,inc_mid_40_60,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC08286,17,4.25,8.04,0.3098810026498474,0.0,0.5435678089576533,1.9164013036038756,train,middle,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC08490,30,5.245,10.15,0.4686619818834262,0.0,0.06352581300589723,2.3922395603981106,train,middle,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC08550,11,2.92,5.36,0.4211324933703986,0.0,-0.13083097044885372,1.7697464671794534,train,control,late_T_6_8,inc_edge_ge_80,7.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC08699,41,7.16,25.7,0.0491906047533491,0.5016099888270507,1.7372115100390335,3.1087036781837147,holdout,middle,early_T_le_2,inc_high_60_80,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC08837,8,2.36,4.2,0.2441964274175022,0.0,0.9175082261817713,1.5086643630529426,train,middle,irregular_T_ge_9,inc_edge_ge_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC09037,22,15.165,27.96,0.2328556219288511,0.0,1.1859006439335869,2.604614799476445,train,candidate,late_T_6_8,inc_high_60_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC09133,68,12.620000000000001,108.31,0.0828655514484081,0.47979108690766487,1.4142671823231345,3.1469307381986535,train,middle,early_T_le_2,inc_mid_40_60,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC09992,5,2.34,3.89,0.399287771987601,0.0,0.7467309700487111,1.5608626947274649,train,middle,irregular_T_ge_9,inc_low_lt_40,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC10310,7,4.42,7.74,0.3197709885641517,0.0,1.039273846628675,1.6896639650157703,train,control,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC11455,36,11.36,41.93,0.0255037996608254,0.0,2.0655881195345627,3.272672241767572,train,middle,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC11557,12,4.235,10.56,0.0632064779951347,0.0,1.6945584678938832,2.5175389738505816,train,candidate,late_T_6_8,inc_low_lt_40,8.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC11820,10,3.135,15.82,0.3899094415275945,0.0,0.772579976117225,1.885304667588968,train,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC11914,65,3.83,9.83,0.0032428364674103,0.5692553771698209,2.7729184940052973,3.390221289211499,holdout,candidate,early_T_le_2,inc_low_lt_40,2.0,K_compact_finite,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC12506,31,25.41,49.99,0.2228774584139502,0.0,1.3363116482200457,2.616212862243485,holdout,candidate,late_T_6_8,inc_edge_ge_80,6.0,K_exponential_disk,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC12632,15,5.69,10.66,0.4073338728061941,0.0,0.6123136029272741,1.5233562066547928,train,control,irregular_T_ge_9,inc_mid_40_60,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGC12732,16,8.16,15.4,0.4420675816051241,0.0,0.14983128754947625,1.649334858712142,train,middle,irregular_T_ge_9,inc_low_lt_40,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGCA281,7,0.58,1.08,0.3180971139499774,0.0,1.3546867181915319,1.9335379019717047,train,control,irregular_T_ge_9,inc_high_60_80,11.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGCA442,8,3.375,6.33,0.8085396665760752,0.0,0.14184922305084055,1.0433622780211296,train,control,irregular_T_ge_9,inc_high_60_80,9.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
UGCA444,36,1.365,2.62,0.8579461284441405,0.0,-0.13885788374076485,0.5289167002776547,holdout,control,irregular_T_ge_9,inc_high_60_80,10.0,K_scale_tail_spiral,metadata_proxy:type_bin+bulge_frac+gas_fraction+surface_brightness;no residual endpoints
