galaxy,split,n_points,channel_activation,rmse_body,rmse_joint,rmse_tpg_v6,rmse_mond,joint_minus_body,joint_minus_tpg,joint_minus_mond
IC2574,holdout,34,0.4172067880373584,3.008640169380052,3.008640169380052,7.5138151552258,13.51316984455882,0.0,-4.505174985845748,-10.50452967517877
NGC0024,holdout,29,0.5186324189951766,35.41961884621026,35.41961884621026,22.157814084096987,20.65262257294937,0.0,13.261804762113275,14.766996273260894
NGC0055,train,21,0.6616610838025759,16.536802724396193,16.536802724396193,13.646013162608714,17.518196226309797,0.0,2.8907895617874786,-0.9813935019136046
NGC0100,train,21,0.5124291334930446,14.586444830640922,14.586444830640922,7.537919334963079,6.061732881040405,0.0,7.0485254956778425,8.524711949600515
NGC0247,train,26,0.3421428395013178,14.603230765420312,14.603230765420312,3.866312004062215,5.475417572666649,0.0,10.736918761358098,9.127813192753663
NGC0289,train,28,0.5270369031127616,46.72772966100707,46.72772966100707,13.44827134683854,23.595309185371484,0.0,33.27945831416853,23.132420475635584
NGC0300,train,25,0.6567207848691832,21.24482452294032,21.24482452294032,9.83189803567648,5.607034629923943,0.0,11.41292648726384,15.637789893016377
NGC1090,train,24,0.313251754558966,23.96138271062583,23.96138271062583,15.259685358845738,18.764009439287914,0.0,8.701697351780092,5.197373271337916
NGC1705,train,14,0.6027165011007414,22.848093498814144,22.848093498814144,20.59864390810048,16.95201559286103,0.0,2.249449590713663,5.896077905953113
NGC2683,holdout,11,0.4441624022035211,34.31463298946919,34.31463298946919,10.314830339812675,14.151015414510422,0.0,23.999802649656516,20.163617574958767
NGC2841,train,50,0.42265183137843065,92.58655863807186,92.58655863807186,59.09007494417434,53.02346081870857,0.0,33.496483693897524,39.56309781936329
NGC2903,train,34,0.7124758020576514,41.129789229896176,41.129789229896176,24.362146162225375,24.96300377208502,0.0,16.7676430676708,16.166785457811155
NGC2976,train,27,0.5236170898308735,2.8525139049770902,2.8525139049770902,5.11693008193194,5.678104979086942,0.0,-2.26441617695485,-2.8255910741098513
NGC3198,train,43,0.5059980756674851,38.93557844685739,38.93557844685739,7.704000492040528,11.179050056995646,0.0,31.231577954816863,27.756528389861746
NGC3521,train,41,0.8576105461363703,36.17252006329869,36.17252006329869,7.110920589361769,6.814883835390855,0.0,29.061599473936923,29.357636227907836
NGC3726,holdout,12,0.9740980620402937,30.500307403198484,30.500307403198484,23.631876746434497,26.325344741169783,0.0,6.868430656763987,4.174962662028701
NGC3769,train,12,0.5097550782994501,34.2216049522534,34.2216049522534,11.2553126000523,15.980528592616563,0.0,22.9662923522011,18.241076359636835
NGC3877,train,13,0.4009898067594958,20.94725821781357,20.94725821781357,22.419419150236873,23.91875443404216,0.0,-1.4721609324233036,-2.9714962162285907
NGC3893,train,10,0.4815064288838822,26.05540122930939,26.05540122930939,7.421761571780209,6.883534927974165,0.0,18.63363965752918,19.171866301335225
NGC3917,train,17,0.5211726494974649,8.835640036815546,8.835640036815546,6.899654025227952,6.637702160319162,0.0,1.9359860115875938,2.1979378764963835
NGC3949,holdout,7,0.3219814962439352,21.578815505213228,21.578815505213228,8.950158230683527,11.297904622428334,0.0,12.6286572745297,10.280910882784895
NGC3953,train,8,0.42465045892707115,7.5760140430441645,7.5760140430441645,10.449994650865388,10.343662263567392,0.0,-2.873980607821224,-2.7676482205232276
NGC3972,holdout,10,0.641762236282784,23.750532234093132,23.750532234093132,7.806428086864266,6.774747860896815,0.0,15.944104147228867,16.97578437319632
NGC3992,train,9,0.4389846433188542,60.20450908544321,60.20450908544321,21.62991458359259,18.53931925672739,0.0,38.574594501850626,41.665189828715825
NGC4010,train,12,0.5025528681474518,18.43680909099361,18.43680909099361,10.799199499954586,11.798351296716529,0.0,7.637609591039023,6.63845779427708
NGC4013,holdout,36,0.42520088569791814,38.18856833872124,38.18856833872124,12.273912532057183,14.334222058319126,0.0,25.914655806664058,23.854346280402112
NGC4051,train,7,0.30856573892169703,18.04839712821304,18.04839712821304,23.162699244292835,25.364933901873997,0.0,-5.114302116079795,-7.316536773660957
NGC4068,train,6,0.43910626857685253,11.79460671133077,11.79460671133077,9.789559083112076,11.389697947293712,0.0,2.005047628218694,0.40490876403705833
NGC4085,train,7,0.4918225279735939,23.50330085692431,23.50330085692431,21.45520895763762,23.247876990413115,0.0,2.048091899286689,0.25542386651119386
NGC4088,holdout,12,0.38413269406182526,37.167495520085225,37.167495520085225,38.98773649865968,42.18384581680386,0.0,-1.8202409785744535,-5.016350296718635
NGC4100,train,24,0.4978975453633783,34.062183616637924,34.062183616637924,10.799906207475212,9.873831807311648,0.0,23.262277409162714,24.188351809326278
NGC4138,train,7,0.48333091771523967,29.05426186274037,29.05426186274037,9.51519890085038,10.185247994852606,0.0,19.53906296188999,18.869013867887762
NGC4157,train,17,0.362003021309861,27.510069192883524,27.510069192883524,20.216389281228402,23.480615178680974,0.0,7.293679911655122,4.02945401420255
NGC4183,holdout,23,0.4862165501058236,14.397066732861228,14.397066732861228,6.489693491114096,10.354993594406714,0.0,7.907373241747132,4.042073138454514
NGC4214,holdout,14,0.9878912336914054,17.40801895657843,17.40801895657843,17.991047303306434,15.27888150484993,0.0,-0.5830283467280033,2.1291374517285018
NGC4217,train,19,0.5822481491485734,56.20498547608285,56.20498547608285,52.35219166022327,55.35556407681141,0.0,3.8527938158595774,0.849421399271435
NGC4389,holdout,6,0.5047604574359169,48.825045809729986,48.825045809729986,46.55692853885728,48.50110279830857,0.0,2.2681172708727075,0.323943011421413
NGC4559,train,32,0.36219676000718193,15.513479990588973,15.513479990588973,15.385306161864646,18.985298676354127,0.0,0.1281738287243268,-3.471818685765154
