target_galaxy,target_ra_deg,target_dec_deg,target_redshift,object_id,object_type,object_redshift,separation_arcmin,is_extragalactic_with_redshift,is_foreground_candidate,is_background_control,is_stellar_crowding_control
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  26,HII,,4.44784756231818,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  75,HII,,1.1011216935201662,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 124,HII,,0.9454152472050341,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  8,HI,,3.4520057953071808,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  52,HII,,5.428401045487164,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 102,HII,,0.09435000190768389,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  28,HII,,3.7182855604647433,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  25,HII,,3.91538149075219,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 10,HI,,4.718411284798678,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  6,HI,,4.343809790577627,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,WISE J102802.47+682041.4,G,,4.481628044224739,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 25,HI,,4.109039320759081,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 12,HI,,3.794092306365892,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  9,HI,,3.956610897380429,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 26,HI,,2.972128145080956,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 25,HII,,3.4515871226503627,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  31,HII,,3.6944897430609016,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,Gaia DR3 1072995431698845312,RR?,,3.59668362233216,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 117,HII,,0.7575928041327193,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 120,HII,,0.7371854046236808,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  76,HII,,1.0370989074459305,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  29,HII,,3.5684091674763136,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   8,HII,,4.696449797278002,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  45,HII,,3.1489310815243465,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  89,HII,,0.5712437476601584,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 125,HII,,1.120793116414289,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 107,HII,,0.05734988827255404,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  59,HII,,2.380793024029376,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  14,HII,,4.93101504875495,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  56,HII,,3.374135341680764,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 101,HII,,0.6967080932282144,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  53,HII,,4.467343711024591,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  18,HII,,5.581234460356115,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  68,HII,,4.1611930683262015,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  54,HII,,5.286686623059054,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  16,HII,,5.063637658025008,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   4,HII,,5.7676561598175695,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  47,HII,,3.646178497802563,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  64,HII,,1.897088512580851,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  67,HII,,2.8497404054417204,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  71,HII,,2.4778481502124152,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  79,HII,,3.598159481069621,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  82,HII,,2.0916847008997306,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  85,HII,,2.791468496213583,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  88,HII,,1.5860655065842146,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  91,HII,,1.5941191216724555,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 106,HII,,1.2573342918961097,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 109,HII,,1.513949821069076,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 112,HII,,0.7656364294822129,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  22,HII,,0.7265387838786804,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 121,HII,,0.752338986807657,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  74,HII,,3.0791722235639725,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 171,HII,,2.9464925196466,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  70,HII,,2.5618344335530483,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  90,HII,,0.5349173542775036,False,False,False,False
