target_galaxy,target_ra_deg,target_dec_deg,target_redshift,object_id,object_type,object_redshift,separation_arcmin,is_extragalactic_with_redshift,is_foreground_candidate,is_background_control,is_stellar_crowding_control
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  93,HII,,1.300068622827477,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  99,HII,,1.1120757702744868,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 105,HII,,0.5263708741113484,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 108,HII,,0.7792892612882472,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 111,HII,,0.1935460429055511,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   9,HII,,5.195187705781206,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  27,HII,,3.7912479237811736,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  69,HII,,2.1603374437962097,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   2,HII,,6.324354564736783,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  39,HII,,3.424922599852463,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  83,HII,,0.9565818872183516,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 119,HII,,0.7924774003448128,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  98,HII,,0.5559756615455176,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  77,HII,,2.8788077648091073,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  30,HII,,3.736944200093719,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  95,HII,,1.4239672275872104,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  20,HII,,1.503224297162797,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 116,HII,,0.8513772881457156,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  21,HII,,4.5740989615652135,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   5,HII,,5.413690174496168,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  42,HII,,4.33396472069063,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  86,HII,,0.7065602639141401,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  22,HII,,4.647198271353578,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   3,HII,,6.287927119859499,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  32,HII,,4.406710372304332,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  15,HII,,4.7024210429195055,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,2MASX J10272363+6826303,G,,5.789040737661535,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 13,HI,,2.636134101012292,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 16,HI,,2.5665415260533653,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 19,HI,,3.0714013149122934,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  4,HI,,4.549046631037412,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  7,HI,,4.864493954157476,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 17,HI,,3.775758615520639,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 23,HI,,2.528888224313836,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 11,HI,,3.7289267465555307,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 12,HII,,0.8260042334750045,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 17,HII,,0.9958779855287345,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 11,HII,,0.7191894611816143,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 16,HII,,0.21450747566895173,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII  8,HII,,1.3407587460568717,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 13,HII,,1.0963812204015018,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 21,HII,,4.380639995280651,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 22,HII,,3.7227472141952505,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 135,HII,,1.4452319834996117,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 14,HI,,2.9797795887782415,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  3,HI,,5.847246751650329,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 22,HI,,0.5089564035432933,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 28,HI,,0.7191894611816143,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 18,HI,,1.88604451176884,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 21,HI,,0.7290289424466957,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 24,HI,,0.24724397768315057,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 27,HI,,1.2447748873885587,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 30,HI,,1.2334475190614145,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] HII 18,HII,,2.929348825578931,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,Gaia DR3 1072995599202203136,*,,5.816726651665162,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,Gaia DR3 1072998554141804672,*,,5.112377537743111,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  96,HII,,0.17508875798961418,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole  5,HI,,7.143998338562372,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  48,HII,,4.934037864428787,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 15,HI,,3.233149252084583,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  51,HII,,4.902422283678195,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  20,HII,,4.281954079615803,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  23,HII,,3.939185818546018,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  46,HII,,4.012660949592713,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  26,HII,,3.4922485088022084,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  57,HII,,3.1229005358094035,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 126,HII,,1.2316660275078264,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  17,HII,,4.461156495260134,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  72,HII,,1.709817047091672,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   6,HII,,5.694082626157106,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  12,HII,,4.650901781365367,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  33,HII,,3.685749416964111,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  23,HII,,0.2038622823142906,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  97,HII,,1.5507008301170389,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 100,HII,,0.9462440627083315,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 103,HII,,0.6750802437359433,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  37,HII,,3.7410508395190263,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  40,HII,,3.397719502637492,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  43,HII,,3.2650977354520907,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  60,HII,,2.9137508980362163,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  63,HII,,2.9285372205694618,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  66,HII,,1.8433050228491912,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  73,HII,,1.1989399413033994,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  78,HII,,0.907365670511432,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  81,HII,,0.9050723616469959,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  84,HII,,0.8666297244633585,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  87,HII,,0.6456961409832253,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  30,HII,,3.8842035190435196,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  65,HII,,2.7433980581333945,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 113,HII,,0.8343468745058339,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  36,HII,,3.498589961849447,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  80,HII,,1.037742277998519,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  62,HII,,2.783193325197016,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  11,HII,,5.111344833548686,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  49,HII,,3.8242172795785536,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  92,HII,,0.8560294191554199,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 104,HII,,0.10021626522703769,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574   7,HII,,5.221254234250906,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  10,HII,,4.790706695158638,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  13,HII,,4.415199032659601,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  29,HII,,4.055417032729259,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  32,HII,,3.607069187663742,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  35,HII,,3.574084884852105,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  38,HII,,3.4150482498250354,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  28,HII,,3.349738792865169,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  27,HII,,3.2600450561054934,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  55,HII,,3.1650981175224544,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  58,HII,,3.1078183767363767,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574  61,HII,,2.7872256696054754,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 20,HI,,0.24724397768315057,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 154,HII,,4.487433311475608,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 157,HII,,3.927960104271732,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 160,HII,,3.273425360769726,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 163,HII,,4.468650213071935,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] 25c,As*,,3.4694423402767383,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 144,HII,,2.8314861291407487,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102848.4+682805.0,Ce?,,4.05829015701771,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] 25g,As*,,3.5680530971891544,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 208,HII,,2.572459559094494,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 44,HI,,3.78165363864233,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 41,HI,,3.0689326075979833,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102841.28+682552.4,Ce?,,1.9897129013520458,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] 02z,As*,,3.6639147324709054,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,CXOU J102843.1+682816,X,,3.9789682710667083,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,NAME IC2574-SGS,RG*,,2.980778751382248,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 227,HII,,2.8448146407220753,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102837.45+682757.6,Ce?,,3.4766811830846587,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 31,HI,,3.5051205580621505,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[CVL2009] UGC 5666-13,HII,,3.356875643505093,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] 13z,As*,,4.153322967818835,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[CVL2009] UGC 5666-10,HII,,3.7502568542788692,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102837.40+682758.3,Ce?,,3.485869256640855,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] 25e,As*,,3.5644382663881693,False,False,False,True
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102844.73+682544.17,Ce?,,2.1894909471403357,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[PMC2012] J102847.9+682804.9,Ce?,,4.031309728890766,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 140,HII,,4.038167870111074,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 32,HI,,2.324108012190079,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WB99] Hole 39,HI,,2.808337620472093,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 129,HII,,2.401266851277702,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 141,HII,,1.7398248042257949,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 147,HII,,1.8686099963791076,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[WKD98] B102503.1+684348,HII,,4.178331935573155,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,NAME IC 2574 SGS,sh,,3.952715194124988,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  21,HII,,3.4780126218930634,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 167,HII,,4.153681495775472,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 254,HII,,3.6382201339044533,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 132,HII,,4.154064311253057,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 230,HII,,3.011181251298665,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 143,HII,,2.2601149152789834,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MCR94]    I,HII,,4.171857254410187,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 142,HII,,1.8471796832600658,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 151,HII,,2.81867691903709,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 173,HII,,1.94088926559411,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 179,HII,,4.332450230660317,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,HK IC 2574  36,HII,,2.0610270858958386,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 185,HII,,4.272011705224092,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 188,HII,,2.1687609815253093,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 191,HII,,2.9193431849803906,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 197,HII,,2.4482779130477357,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 203,HII,,2.5630889643910066,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 152,HII,,2.6441614571861125,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 234,HII,,3.1696303167867192,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 114,HII,,3.7045972730086856,False,False,False,False
IC2574,157.09839534642,68.41206667021,0.00016012358547623506,[MH94a] IC 2574 150,HII,,2.9656931577641084,False,False,False,False
