radius_kpc,v2_hi_helium_disk_h0.1_km2_s2,signed_v_hi_helium_disk_h0.1_km_s,v2_hi_helium_disk_h0.3_km2_s2,signed_v_hi_helium_disk_h0.3_km_s,v2_hi_helium_disk_h0.5_km2_s2,signed_v_hi_helium_disk_h0.5_km_s,uses_halpha_endpoint_or_dark_discrepancy
0.1,-0.5477128660694826,-0.7400762569286239,-0.23221135037443935,-0.48188312937312855,-0.08720496589348556,-0.29530486940361406,False
0.15000000000000002,-1.264450332859089,-1.1244778045204311,-0.501536745673949,-0.7081925908070128,-0.18712159461437375,-0.43257553631056594,False
0.20000000000000004,-2.330775217019155,-1.5266876619070304,-0.8341736703521249,-0.9133310847398795,-0.3108994836502388,-0.5575836113537043,False
0.25000000000000006,-3.8118479344685867,-1.952395434964082,-1.174469800380855,-1.0837295789913897,-0.4447366693158066,-0.6668857993058531,False
0.30000000000000004,-5.770292086764526,-2.402143227779003,-1.4389142121459961,-1.1995475030802223,-0.5749340052431827,-0.7582440275024807,False
0.3500000000000001,-8.13625590345883,-2.8524122954893514,-1.520407031388003,-1.2330478625698205,-0.6917544892548391,-0.8317177942396321,False
0.40000000000000013,-10.105274528198118,-3.178879445370352,-1.317295092880743,-1.1477347659109847,-0.7939994715281565,-0.8910664798589141,False
0.45000000000000007,-8.174717384295247,-2.859146268433157,-0.7969785658910903,-0.8927365601850807,-0.8929272535559887,-0.9449482808894827,False
0.5000000000000001,3.124471920697283,1.7676175832733967,-0.06669694546054974,-0.2582575177232015,-1.0135618726606646,-1.0067581003700266,False
0.5500000000000002,14.839791267994402,3.8522449646919394,0.6233422391273838,0.7895202588454484,-1.191906419525747,-1.0917446677340572,False
0.6000000000000002,16.739348124876273,4.091374845314991,0.984847175346317,0.9923946671291201,-1.4682903020820657,-1.2117302926320137,False
0.6500000000000001,13.692214154812678,3.700299198012598,0.8237333538778565,0.9075975726487243,-1.8790792456515197,-1.3707951143958457,False
0.7000000000000002,9.55136761239359,3.090528694640059,0.08848474752548674,0.2974638591921492,-2.449741112249397,-1.5651648834066643,False
0.7500000000000002,5.35854167854637,2.3148524096681347,-1.1707776465330264,-1.0820247901656534,-3.1912205712141626,-1.7863987716112444,False
0.8000000000000002,1.2580803834350396,1.121641824931221,-2.8654405570043795,-1.692761222678609,-4.099674738618579,-2.024765353965387,False
0.8500000000000002,-2.8189499014957824,-1.678972870982668,-4.909143973956896,-2.215658812623662,-5.158242416722118,-2.2711764389236953,False
0.9000000000000002,-6.985586570598201,-2.643026025335014,-7.231924747159992,-2.689223818717957,-6.339242969996457,-2.517785330403777,False
0.9500000000000003,-11.364907783379694,-3.3711878890651725,-9.778385750193749,-3.127041053487106,-7.6057060160811005,-2.7578444510307505,False
1.0000000000000004,-16.09027252098546,-4.011268193599808,-12.498462834975927,-3.5353165112866383,-8.911852476395806,-2.9852725966644664,False
1.0500000000000003,-21.315569822588525,-4.616878796610165,-15.334184040667152,-3.915888665509676,-10.202757609549671,-3.19417557588021,False
1.1000000000000005,-27.230268633807498,-5.218262990096178,-18.20225327925629,-4.266409881769014,-11.413895384737158,-3.378445705459414,False
1.1500000000000004,-34.07812907022624,-5.837647563036522,-20.970671468301063,-4.579374571740235,-12.471680545637374,-3.5315266593411656,False
1.2000000000000004,-42.17508768051745,-6.49423495729231,-23.428191559449612,-4.840267715679538,-13.296523013970862,-3.6464397724315787,False
1.2500000000000004,-51.90129979170086,-7.204255672288488,-25.250419761539852,-5.024979578221174,-13.810126883954956,-3.716197906995126,False
1.3000000000000005,-63.55255971945379,-7.971985933219764,-25.980878006625037,-5.09714410298797,-13.948360471282731,-3.734750389421324,False
1.3500000000000005,-76.54986070931945,-8.749277725007902,-25.073646650605617,-5.007359249205675,-13.679362231683953,-3.6985621843743486,False
1.4000000000000006,-85.97985654592142,-9.272532369634598,-22.070864906881074,-4.697963910768268,-13.023318994717139,-3.6087835893438025,False
1.4500000000000006,-71.91366447276795,-8.480192478521225,-16.942991491714142,-4.11618652294987,-12.066532820949202,-3.4736915264526878,False
1.5000000000000004,-5.419112424297475,-2.3278987143553893,-10.415284673206163,-3.2272720172316065,-10.96081143514,-3.3107116206549914,False
1.5500000000000005,61.90456229967545,7.867945240002338,-3.894050498723939,-1.9733348673562576,-9.903060449997534,-3.146912844359935,False
1.6000000000000005,76.10715484099553,8.723941473955195,1.1434128890170439,1.0693048625238004,-9.0990335783827,-3.0164604387232896,False
1.6500000000000006,65.02978658820753,8.064104822496265,3.810605271510809,1.952077168431312,-8.72392587367054,-2.9536292715353665,False
1.7000000000000006,49.26179319290232,7.018674603719873,3.982607437638471,1.9956471225240375,-8.894012201751082,-2.9822830519169505,False
1.7500000000000007,34.16888012061973,5.845415307796336,2.025468193010849,1.4231894438235724,-9.6567109675867,-3.107524894121799,False
1.8000000000000007,20.48509467981759,4.526046252505335,-1.54391612060472,-1.2425442127364,-10.997013560876471,-3.3161745371551947,False
1.8500000000000008,7.925435178516971,2.815214943573043,-6.258303441239945,-2.5016601370369926,-12.852574410157548,-3.585048731908333,False
