radius_kpc,radius_arcsec,hi_rotation_km_s,hi_error_km_s,extraction,endpoint_access,halpha_side_mean_km_s,hi_minus_halpha_km_s,scaled_halpha_km_s,hi_minus_scaled_halpha_km_s
0.3000000625848751,13.17000274747602,30.399992873178206,3.5000007423772703,vector_marker_and_errorbar_path,False,31.382153650798653,-0.9821607776204466,25.589575738302592,4.810417134875614
0.4000001430511432,17.560006279945185,29.9999925762273,3.9000010393281785,vector_marker_and_errorbar_path,False,39.83057743360533,-9.830584857378028,32.47857330886628,-2.4785807326389815
0.6000001251697503,26.34000549495204,43.59998782501277,3.0000022271318105,vector_marker_and_errorbar_path,False,52.314066751848635,-8.714078926835867,42.6578363047107,0.942151520302069
0.7000002056360184,30.730009027421207,52.299988715865496,2.6000019301809028,vector_marker_and_errorbar_path,False,59.66555465243779,-7.365565936572295,48.652372515151875,3.647616200713621
0.9000000983476609,39.51000431746231,59.199988270439135,2.299999851524546,vector_marker_and_errorbar_path,False,63.00974977932345,-3.809761508884314,51.379289712593014,7.8206985578461214
1.0000002682208935,43.90001177489722,59.99998886434095,1.9999977728681897,vector_marker_and_errorbar_path,False,63.47965690877242,-3.4796680444314703,51.762460485791266,8.237528378549683
1.2000004291534296,52.68001883983556,54.89998693416005,2.3999980698190977,vector_marker_and_errorbar_path,False,77.34448631074568,-22.444499376585632,63.06809317207473,-8.168106237914685
1.3000003308057686,57.07001452237324,49.39998841891459,2.299999851524546,vector_marker_and_errorbar_path,False,77.00832929934077,-27.608340880426184,62.79398466444883,-13.39399624553424
1.5000004917383047,65.85002158731157,56.09998782501277,1.9999977728681897,vector_marker_and_errorbar_path,False,80.46905278280371,-24.369064957790947,65.61592119164901,-9.51593336663624
1.6000003933906437,70.24001726984926,65.29998723111096,1.9999977728681897,vector_marker_and_errorbar_path,False,80.61030602985187,-15.310318798740909,65.73110164433052,-0.4311144132195608
1.8000005543231798,79.02002433478759,69.59998485550369,1.8000013362790863,vector_marker_and_errorbar_path,False,79.23052450709886,-9.630539651595171,64.60600283270388,4.993982022799813
1.900000455975519,83.41002001732528,72.99998366770006,1.49999925762273,vector_marker_and_errorbar_path,False,82.45759423590255,-9.457610568202483,67.23741386194355,5.762569805756513
2.100000616908055,92.1900270822636,74.69998307379824,1.5999974759172817,vector_marker_and_errorbar_path,False,90.12270982870976,-15.422726754911523,73.48768776562741,1.2122953081708232
2.200000518560394,96.58002276480129,75.99998218294552,1.699999406098184,vector_marker_and_errorbar_path,False,91.20367065806028,-15.20368847511476,74.3691227786798,1.6308594042657205
