radius_kpc,radius_arcsec,hi_rotation_km_s,hi_error_km_s,extraction,endpoint_access
5.899999383091945,259.0099729177364,82.2999812920928,1.1999971789663733,vector_marker_and_errorbar_path,False
6.099999186396623,267.78996428281175,81.79998277684733,1.2999991091472758,vector_marker_and_errorbar_path,False
6.199999088048962,272.17995996534944,80.79998203447006,1.2999991091472758,vector_marker_and_errorbar_path,False
6.39999889135364,280.95995133042476,83.09998188599461,1.1999971789663733,vector_marker_and_errorbar_path,False
6.499998793005979,285.34994701296245,84.09998262837188,1.2000008908527242,vector_marker_and_errorbar_path,False
6.699998596310658,294.1299383780379,84.49998292532278,1.2999991091472758,vector_marker_and_errorbar_path,False
6.799998497962997,298.51993406057557,83.79998426160188,1.2999991091472758,vector_marker_and_errorbar_path,False
6.9999983012676745,307.2999254256509,82.3999832222737,1.2000008908527242,vector_marker_and_errorbar_path,False
7.0999982029200135,311.68992110818857,81.29998426160188,1.0999989606718217,vector_marker_and_errorbar_path,False
7.299998006224691,320.46991247326395,80.89998396465097,1.0999989606718217,vector_marker_and_errorbar_path,False
7.39999790787703,324.85990815580163,81.79998277684733,1.0000007423772703,vector_marker_and_errorbar_path,False
7.599997711181709,333.639899520877,83.19998381617552,0.8999988121963677,vector_marker_and_errorbar_path,False
7.699997612834048,338.0298952034147,83.09998559788096,0.9000025240827186,vector_marker_and_errorbar_path,False
7.799997514486387,342.4198908859524,82.99998737958641,0.8000005939018162,vector_marker_and_errorbar_path,False
7.999997317791065,351.19988225102776,84.6999867856846,0.8000005939018162,vector_marker_and_errorbar_path,False
8.099997219443404,355.58987793356545,82.1999867856846,0.6999986637209137,vector_marker_and_errorbar_path,False
8.299997022748082,364.36986929864077,79.29998648873368,0.6999986637209137,vector_marker_and_errorbar_path,False
8.399996924400421,368.75986498117845,80.69998752806187,0.6999986637209137,vector_marker_and_errorbar_path,False
8.599996727705099,377.5398563462538,81.09998782501278,0.6999986637209137,vector_marker_and_errorbar_path,False
8.699996629357438,381.9298520287915,81.89998841891459,0.6999986637209137,vector_marker_and_errorbar_path,False
8.899996432662116,390.7098433938669,80.99998960671822,0.6999986637209137,vector_marker_and_errorbar_path,False
8.999996334314455,395.0998390764045,80.99998960671822,0.6999986637209137,vector_marker_and_errorbar_path,False
9.199996137619134,403.87983044148,81.9999903490955,0.7000023756072646,vector_marker_and_errorbar_path,False
9.299996039271473,408.26982612401764,81.9999903490955,0.7000023756072646,vector_marker_and_errorbar_path,False
9.499995842576151,417.049817489093,81.9999903490955,1.2000008908527242,vector_marker_and_errorbar_path,False
9.59999574422849,421.4398131716307,81.39998990366912,1.699999406098184,vector_marker_and_errorbar_path,False
9.799995547533168,430.2198045367061,77.19999049757095,2.2000016332299945,vector_marker_and_errorbar_path,False
9.89999509155765,434.6097845193808,78.09998930976731,3.100000445426362,vector_marker_and_errorbar_path,False
10.099995967745901,443.38982298404505,80.49998737958641,3.6999971789663735,vector_marker_and_errorbar_path,False
10.19999586939824,447.77981866658274,78.79998797348823,4.299997624392735,vector_marker_and_errorbar_path,False
10.399995672702918,456.55981003165806,78.29998945824276,4.799996139638195,vector_marker_and_errorbar_path,False
