radius_kpc,radius_arcsec,hi_rotation_km_s,hi_error_km_s,extraction,endpoint_access
0.10000008046626804,4.390003532469167,36.99999406098184,3.3000005939018164,vector_marker_and_errorbar_path,False
0.30000006258487516,13.170002747476019,30.399992873178206,3.5000007423772703,vector_marker_and_errorbar_path,False
0.4000001430511432,17.560006279945185,29.9999925762273,3.9000010393281785,vector_marker_and_errorbar_path,False
0.6000001251697503,26.340005494952038,43.59998782501277,3.0000022271318105,vector_marker_and_errorbar_path,False
0.7000002056360184,30.730009027421207,52.299988715865496,2.6000019301809028,vector_marker_and_errorbar_path,False
0.9000000983476609,39.51000431746231,59.199988270439135,2.299999851524546,vector_marker_and_errorbar_path,False
1.0000002682208935,43.90001177489722,59.99998886434095,1.9999977728681895,vector_marker_and_errorbar_path,False
1.2000004291534296,52.68001883983556,54.89998693416005,2.3999980698190977,vector_marker_and_errorbar_path,False
1.3000003308057686,57.07001452237324,49.39998841891459,2.299999851524546,vector_marker_and_errorbar_path,False
1.5000004917383047,65.85002158731157,56.09998782501277,1.9999977728681895,vector_marker_and_errorbar_path,False
1.6000003933906437,70.24001726984926,65.29998723111096,1.9999977728681895,vector_marker_and_errorbar_path,False
1.8000005543231798,79.02002433478759,69.59998485550369,1.8000013362790863,vector_marker_and_errorbar_path,False
1.900000455975519,83.41002001732528,72.99998366770006,1.49999925762273,vector_marker_and_errorbar_path,False
2.100000616908055,92.19002708226361,74.69998307379824,1.5999974759172815,vector_marker_and_errorbar_path,False
2.200000518560394,96.58002276480129,75.99998218294552,1.699999406098184,vector_marker_and_errorbar_path,False
2.4000006794929303,105.36002982973963,77.3999832222737,1.5000029695090809,vector_marker_and_errorbar_path,False
2.5000005811452692,109.75002551227732,78.79998426160188,1.2999991091472758,vector_marker_and_errorbar_path,False
2.700000742077805,118.53003257721565,79.49998292532278,1.2999991091472758,vector_marker_and_errorbar_path,False
2.8000006437301446,122.92002825975334,80.09998337074916,1.4000010393281783,vector_marker_and_errorbar_path,False
3.0000008046626805,131.70003532469167,78.39998396465097,1.699999406098184,vector_marker_and_errorbar_path,False
3.1000007063150194,136.09003100722936,82.6999815890437,1.8000013362790863,vector_marker_and_errorbar_path,False
3.300000867247556,144.8700380721677,81.39998247989642,1.699999406098184,vector_marker_and_errorbar_path,False
3.4000007688998948,149.26003375470538,82.89998173751916,1.6000011878036324,vector_marker_and_errorbar_path,False
3.6000009298324307,158.0400408196437,80.09998337074916,1.5999974759172815,vector_marker_and_errorbar_path,False
3.7000008314847697,162.4300365021814,80.09998337074916,1.5999974759172815,vector_marker_and_errorbar_path,False
3.900000813603377,171.21003571718825,82.09998485550369,1.699999406098184,vector_marker_and_errorbar_path,False
4.000001251697503,175.60005494952037,80.49998366770006,1.699999406098184,vector_marker_and_errorbar_path,False
4.100001153349842,179.99005063205806,82.3999832222737,1.699999406098184,vector_marker_and_errorbar_path,False
4.30000095665452,188.7700419971334,82.99998366770006,1.6000011878036324,vector_marker_and_errorbar_path,False
4.400000858306859,193.1600376796711,80.09998337074916,1.4000010393281783,vector_marker_and_errorbar_path,False
4.600000661611538,201.9400290447465,81.79998277684733,1.2999991091472758,vector_marker_and_errorbar_path,False
4.700000563263877,206.33002472728418,82.79998351922461,1.4000010393281783,vector_marker_and_errorbar_path,False
4.9000003665685545,215.11001609235953,80.29998351922461,1.3999973274418274,vector_marker_and_errorbar_path,False
5.0000002682208935,219.50001177489722,80.39998173751916,1.3999973274418274,vector_marker_and_errorbar_path,False
5.200000071525571,228.28000313997256,80.69998010428917,1.3999973274418274,vector_marker_and_errorbar_path,False
5.29999997317791,232.66999882251025,81.29998054971553,1.2999991091472758,vector_marker_and_errorbar_path,False
5.499999776482588,241.44999018758563,81.49998069819098,1.4000010393281783,vector_marker_and_errorbar_path,False
5.599999678134928,245.83998587012334,81.49998069819098,1.4000010393281783,vector_marker_and_errorbar_path,False
5.799999481439606,254.6199772351987,80.89998025276462,1.2999991091472758,vector_marker_and_errorbar_path,False
