galaxy,model_id,model_role,n_points,rmse_km_s,mae_km_s,fraction_inside_null_control_interval,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC4183,NEWTONIAN_vn,baseline_point_curve,23,48.41085618248364,47.48360801611337,0.0,False,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control
NGC4183,TPG_V6_v_v6,baseline_point_curve,23,6.489693491114096,5.691795954294289,0.0,False,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control
NGC4183,MOND_v_mond,baseline_point_curve,23,10.354993594406714,9.238435646259008,0.0,False,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control
NGC4183,EXPONENTIAL_DISK_CARRIER,baseline_point_curve,23,6.224581287933666,4.861061606453337,1.0,False,True,ngc4183_weak_projection_null_control_accepted_endpoint_preliminary_control
