lane_freeze_status,n_galaxies,n_frozen_pass_like,n_pending_or_blocked,split_b2_universal_rule_status,endpoint_scores_allowed,uses_vobs_or_residual_for_lane_selection,n_future_population_protocol_candidates,claim_boundary
READOUT_LANE_FREEZE_GATE_COMPLETE_NOT_ENDPOINT,4,4,1,REJECTED_BY_CURRENT_EVIDENCE,False,False,1,readout_lane_freeze_gate_not_endpoint
