geometry_variant,stellar_psf_scenario,h2_conversion_factor,harmonic,beam_mode,q_shape_proxy,delta_uv,determinant_norm,minimum_role_pixels,phase_anchor_rad,phase_anchor_deg,phase_amplitude,flux_phase_anchor_deg,phase_estimator_difference_deg
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,1,0,0.0349114474,0.9978856613,0.4058724248,3,0.1596396986,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,1,1,0.0005209335772,0.9856432496,0.01704711588,3,0.1596396986,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,2,0,0.1223754101,0.9003448406,0.1885817825,3,1.486318474,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1,2,1,0.1801602857,0.9812608905,0.01120650157,3,1.486318474,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,1,0,0.03031598149,0.9978856613,0.4058724248,3,0.1596396986,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,1,1,-0.006271494862,0.9856432496,0.01704711588,3,0.1596396986,9.146680974,0.2924220371,19.1596276,10.01294662
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,2,0,0.1282687136,0.9003448406,0.1885817825,3,1.486318474,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_0arcsec_primary,1.3,2,1,0.1868288201,0.9812608905,0.01120650157,3,1.486318474,85.15977557,0.5730091616,86.9545507,1.794775133
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,1,0,0.04095158499,0.9978821614,0.4060881973,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,1,1,0.008760729416,0.9858439907,0.01705360222,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,2,0,0.1109816226,0.9000233427,0.1887097379,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,0.7,2,1,0.1695162735,0.9811061438,0.01123420088,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,1,0,0.03495429131,0.9978821614,0.4060881973,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,1,1,9.299407634e-05,0.9858439907,0.01705360222,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,2,0,0.1223400082,0.9000233427,0.1887097379,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1,2,1,0.1805901386,0.9811061438,0.01123420088,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,1,0,0.03036053285,0.9978821614,0.4060881973,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,1,1,-0.00670521384,0.9858439907,0.01705360222,3,0.1595284139,9.140304831,0.2925457342,19.19034841,10.05004358
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,2,0,0.1282326809,0.9000233427,0.1887097379,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_2arcsec_control,1.3,2,1,0.1872639167,0.9811061438,0.01123420088,3,1.486341838,85.16111425,0.5728168262,86.9539257,1.792811445
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,1,0,0.0410745638,0.9978713658,0.406736623,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,1,1,0.007497131763,0.9864424321,0.01707275295,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,2,0,0.1109262416,0.8989709047,0.1892552141,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,0.7,2,1,0.170997767,0.9807182707,0.01132567816,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,1,0,0.03508525612,0.9978713658,0.406736623,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,1,1,-0.00120336758,0.9864424321,0.01707275295,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,2,0,0.1222829455,0.8989709047,0.1892552141,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1,2,1,0.1820928899,0.9807182707,0.01132567816,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,1,0,0.03049672032,0.9978713658,0.406736623,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,1,1,-0.008019015676,0.9864424321,0.01707275295,3,0.1591945529,9.121176001,0.2929193773,19.28329235,10.16211635
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,2,0,0.1281746005,0.8989709047,0.1892552141,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_ellipticity_plus_1sigma,psf_4arcsec_control,1.3,2,1,0.1887849015,0.9807182707,0.01132567816,3,1.486413501,85.16522022,0.5722359771,86.95190392,1.786683702
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,1,0,0.01671049555,0.9941954526,0.3733877877,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,1,1,0.01675088568,0.9766367386,0.01370469225,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,2,0,0.1148640682,0.9234252847,0.2520881715,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,0.7,2,1,0.1960054453,0.9931506556,0.01294534145,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,1,0,0.01080019083,0.9941954526,0.3733877877,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,1,1,0.009133053581,0.9766367386,0.01370469225,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,2,0,0.1261105149,0.9234252847,0.2520881715,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1,2,1,0.2065994113,0.9931506556,0.01294534145,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,1,0,0.006858318515,0.9941954526,0.3733877877,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,1,1,0.003469906586,0.9766367386,0.01370469225,3,0.1250503821,7.164859122,0.3121628248,14.73512259,7.570263463
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,2,0,0.1318100811,0.9234252847,0.2520881715,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_0arcsec_primary,1.3,2,1,0.2130705653,0.9931506556,0.01294534145,3,1.484041036,85.02928798,0.5634308066,85.3487436,0.3194556219
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,1,0,0.01672315518,0.9942014168,0.3735439539,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,1,1,0.01647493522,0.9770480639,0.01371114774,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,2,0,0.1148548994,0.9231065757,0.2523003201,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,0.7,2,1,0.1962440917,0.9930580761,0.01297087131,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,1,0,0.01081370136,0.9942014168,0.3735439539,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,1,1,0.008850143798,0.9770480639,0.01371114774,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,2,0,0.1261010894,0.9231065757,0.2523003201,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1,2,1,0.2068412175,0.9930580761,0.01297087131,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,1,0,0.006872375321,0.9942014168,0.3735439539,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,1,1,0.003183162114,0.9770480639,0.01371114774,3,0.1249127307,7.156972278,0.3122927896,14.76487682,7.607904539
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,2,0,0.1318005123,0.9231065757,0.2523003201,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_2arcsec_control,1.3,2,1,0.2133142746,0.9930580761,0.01297087131,3,1.484057917,85.03025517,0.5632195969,85.34742187,0.3171666937
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,1,0,0.01676229844,0.9942185303,0.3740141592,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,1,1,0.01563639784,0.9782708999,0.0137301483,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,2,0,0.1148456533,0.9221070522,0.2530256984,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,0.7,2,1,0.1970450346,0.9927982675,0.01305295281,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,1,0,0.01085547598,0.9942185303,0.3740141592,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,1,1,0.007990495739,0.9782708999,0.0137301483,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,2,0,0.1260915843,0.9221070522,0.2530256984,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1,2,1,0.2076527037,0.9927982675,0.01305295281,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,1,0,0.00691583922,0.9942185303,0.3740141592,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,1,1,0.002311888457,0.9782708999,0.0137301483,3,0.1244991944,7.133278394,0.3126852604,14.85493201,7.721653612
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,2,0,0.1317908628,0.9221070522,0.2530256984,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_global_finite_thickness_q0_0p2,psf_4arcsec_control,1.3,2,1,0.21413211,0.9927982675,0.01305295281,3,1.484109922,85.03323486,0.5625817761,85.34328927,0.3100544027
s4g_disk_component_1,psf_0arcsec_primary,0.7,1,0,0.06931662018,0.9946785833,0.5095752657,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,0.7,1,1,0.004378759543,0.9823239633,0.01965255753,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,0.7,2,0,0.1284049764,0.8324566234,0.264134823,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,0.7,2,1,0.1389413533,0.9999197949,0.01418625195,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1,1,0,0.06610826244,0.9946785833,0.5095752657,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1,1,1,-0.003705794571,0.9823239633,0.01965255753,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1,2,0,0.140201267,0.8324566234,0.264134823,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1,2,1,0.147468003,0.9999197949,0.01418625195,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1.3,1,0,0.0626513603,0.9946785833,0.5095752657,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1.3,1,1,-0.01178628338,0.9823239633,0.01965255753,4,0.2436044574,13.95750728,0.3222857208,35.22402589,21.26651861
s4g_disk_component_1,psf_0arcsec_primary,1.3,2,0,0.1457498822,0.8324566234,0.264134823,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_0arcsec_primary,1.3,2,1,0.1507034393,0.9999197949,0.01418625195,5,1.432448778,82.07326935,0.536433336,81.21759734,0.8556720184
s4g_disk_component_1,psf_2arcsec_control,0.7,1,0,0.06943133081,0.9946832806,0.5099063791,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,0.7,1,1,0.00411357302,0.9821252441,0.01965766031,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,0.7,2,0,0.1282733427,0.8320223079,0.2643070468,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,0.7,2,1,0.13920076,0.9999139666,0.01419700367,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1,1,0,0.06623184186,0.9946832806,0.5099063791,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1,1,1,-0.00397912404,0.9821252441,0.01965766031,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1,2,0,0.1400652312,0.8320223079,0.2643070468,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1,2,1,0.1477308274,0.9999139666,0.01419700367,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1.3,1,0,0.06278070547,0.9946832806,0.5099063791,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1.3,1,1,-0.01206456702,0.9821252441,0.01965766031,4,0.2435002159,13.95153468,0.3223914975,35.25467618,21.3031415
s4g_disk_component_1,psf_2arcsec_control,1.3,2,0,0.1456105452,0.8320223079,0.2643070468,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_2arcsec_control,1.3,2,1,0.1509698714,0.9999139666,0.01419700367,5,1.432415737,82.07137624,0.536203245,81.2060644,0.8653118459
s4g_disk_component_1,psf_4arcsec_control,0.7,1,0,0.06977734393,0.9946970546,0.5109005463,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,0.7,1,1,0.003307970745,0.9815174348,0.01967259949,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,0.7,2,0,0.1278766898,0.8307120675,0.2648273145,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,0.7,2,1,0.1399959742,0.9998948815,0.01422936664,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1,1,0,0.0666046201,0.9946970546,0.5109005463,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1,1,1,-0.004809436402,0.9815174348,0.01967259949,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1,2,0,0.1396552919,0.8307120675,0.2648273145,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1,2,1,0.1485364779,0.9998948815,0.01422936664,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1.3,1,0,0.06317088629,0.9946970546,0.5109005463,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1.3,1,1,-0.01290990258,0.9815174348,0.01967259949,4,0.2432327547,13.93621028,0.3227060175,35.34751493,21.41130465
s4g_disk_component_1,psf_4arcsec_control,1.3,2,0,0.1451906517,0.8307120675,0.2648273145,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_1,psf_4arcsec_control,1.3,2,1,0.1517865736,0.9998948815,0.01422936664,5,1.432319579,82.0658668,0.5354892094,81.17094366,0.8949231415
s4g_disk_component_2,psf_0arcsec_primary,0.7,1,0,0.05471617124,0.9945851349,0.3848741029,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,0.7,1,1,-0.1365306457,0.8295107674,0.006311831416,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,0.7,2,0,-0.1120085221,0.9987763886,0.2769496118,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,0.7,2,1,0.07278703482,0.5582384493,0.005144008137,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1,1,0,0.06080887984,0.9945851349,0.3848741029,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1,1,1,-0.1358736725,0.8295107674,0.006311831416,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1,2,0,-0.1151665666,0.9987763886,0.2769496118,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1,2,1,0.07441140692,0.5582384493,0.005144008137,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1.3,1,0,0.06371913882,0.9945851349,0.3848741029,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1.3,1,1,-0.135941319,0.8295107674,0.006311831416,5,-0.1693384208,-9.702376821,0.2883577321,-6.188129456,3.514247365
s4g_disk_component_2,psf_0arcsec_primary,1.3,2,0,-0.1173803943,0.9987763886,0.2769496118,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_0arcsec_primary,1.3,2,1,0.07470169659,0.5582384493,0.005144008137,4,-1.568558948,-89.87180762,0.5278223458,-88.60870828,1.263099337
s4g_disk_component_2,psf_2arcsec_control,0.7,1,0,0.05463471605,0.9945854454,0.3852252419,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,0.7,1,1,-0.1364830905,0.82887064,0.006315317889,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,0.7,2,0,-0.1119817918,0.9987692032,0.2770515998,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,0.7,2,1,0.07307957253,0.5571504879,0.005144713596,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1,1,0,0.06072686238,0.9945854454,0.3852252419,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1,1,1,-0.1358259585,0.82887064,0.006315317889,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1,2,0,-0.1151419536,0.9987692032,0.2770515998,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1,2,1,0.07470360238,0.5571504879,0.005144713596,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1.3,1,0,0.0636365708,0.9945854454,0.3852252419,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1.3,1,1,-0.1358932728,0.82887064,0.006315317889,5,-0.1696881408,-9.722414301,0.2884109535,-6.166218443,3.556195858
s4g_disk_component_2,psf_2arcsec_control,1.3,2,0,-0.1173574126,0.9987692032,0.2770515998,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_2arcsec_control,1.3,2,1,0.07499269424,0.5571504879,0.005144713596,4,-1.568504344,-89.86867905,0.5275939071,-88.60159241,1.267086645
s4g_disk_component_2,psf_4arcsec_control,0.7,1,0,0.05461737961,0.9953623465,0.3893609708,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,0.7,1,1,-0.1369146936,0.7473054737,0.006072303323,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,0.7,2,0,-0.1119010066,0.9987465907,0.2773611113,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,0.7,2,1,0.07397107445,0.5538834988,0.005146858997,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1,1,0,0.06080820198,0.9953623465,0.3893609708,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1,1,1,-0.1363790192,0.7473054737,0.006072303323,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1,2,0,-0.1150675437,0.9987465907,0.2773611113,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1,2,1,0.07559404489,0.5538834988,0.005146858997,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1.3,1,0,0.0638698005,0.9953623465,0.3893609708,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1.3,1,1,-0.1360664054,0.7473054737,0.006072303323,5,-0.1707440522,-9.782913566,0.2885725878,-6.099783848,3.683129718
s4g_disk_component_2,psf_4arcsec_control,1.3,2,0,-0.1172879146,0.9987465907,0.2773611113,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
s4g_disk_component_2,psf_4arcsec_control,1.3,2,1,0.07587948079,0.5538834988,0.005146858997,4,-1.56833983,-89.85925311,0.5269053712,-88.58012252,1.279130596
