split,quality_group,n_galaxies,matched_beats_wrong_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,mean_matched_minus_wrong,mean_matched_minus_tpg_v6,mean_matched_minus_mond
holdout,clean_manifest_proxy,20,0.9,0.5,0.75,-9.670906810661867,0.18179788027862215,-1.3205809600778018
holdout,quality_caveated,24,0.75,0.4583333333333333,0.5,-7.623631855837577,0.42920256960353886,0.8172353211248279
train,clean_manifest_proxy,60,0.7333333333333333,0.48333333333333334,0.5,-5.276789106351007,0.24912513243941323,0.18474782114776228
train,quality_caveated,71,0.8591549295774648,0.4788732394366197,0.647887323943662,-10.308812025245823,-0.08073788924480355,-0.9160612846568603
