accepted_population_lane,n_rows,n_strict_rows,n_caveated_rows,accepted_population_endpoint_ready,accepted_population_claim_boundary,launch_scope,full_175_launch_unblocked
NARROW_ACCEPTED_EXPONENTIAL_DISK_13,13,6,7,True,narrow_accepted_population_manifest_not_full_launch_not_population_validation,narrow_family_restricted_lane_only,False
