baryonic_sensitivity,n_points,n_inside_source_support,n_beyond_source_support,q_required_min,q_required_max,q_morph_min,q_morph_max,q_required_dynamic_range,q_morph_dynamic_range,median_q_response_fraction,n_q_required_above_frozen_capacity,pearson_q_all,pearson_q_inside_support,post_open_scale_only_factor,rmse_prefrozen_matched_km_s,rmse_post_open_scaled_diagnostic_km_s
vbar_alpha3.20_h0.1_km_s,20,12,8,0.38853297378800944,1.203812250516545,0.1948407983258244,0.1983492473126655,0.8152792767285355,0.003508448986841106,0.21612596353651953,9,0.8385564907909644,0.8926142216707529,4.44670081847543,53.57207082780318,15.220737942702339
vbar_alpha3.20_h0.3_km_s,20,12,8,0.4028954238250233,1.214838842573294,0.1948407983258244,0.1983492473126655,0.8119434187482708,0.003508448986841106,0.2175772575878686,9,0.8681936417709795,0.9391760635558767,4.435105522396921,53.381089209877196,14.137707126395199
vbar_alpha3.20_h0.5_km_s,20,12,8,0.41034467091437077,1.225344889894199,0.1948407983258244,0.1983492473126655,0.8150002189798282,0.003508448986841106,0.2176209935027843,8,0.8730026332299466,0.949228774860426,4.449435629205091,53.53776775271659,14.147832877224898
vbar_alpha4.35_h0.1_km_s,20,12,8,0.37625914965014684,1.1694676792964418,0.1948407983258244,0.1983492473126655,0.793208529646295,0.003508448986841106,0.2230959993778828,9,0.810832008795146,0.8611810881278773,4.3437101272743766,52.47333094749786,15.341114844695207
vbar_alpha4.35_h0.3_km_s,20,12,8,0.39454229464191193,1.182805603262258,0.1948407983258244,0.1983492473126655,0.7882633086203461,0.003508448986841106,0.22158483527951744,7,0.8595609983009228,0.9323164594876054,4.328951590342771,52.21190708850963,13.776767395756044
vbar_alpha4.35_h0.5_km_s,20,12,8,0.4041119346443842,1.1956391596904559,0.1948407983258244,0.1983492473126655,0.7915272250460716,0.003508448986841106,0.22383763754762154,7,0.8669767413280772,0.9470231693537294,4.347421817411896,52.41602939173332,13.768335814618862
vbar_alpha5.50_h0.1_km_s,20,12,8,0.36420078082360585,1.136177385232946,0.1948407983258244,0.1983492473126655,0.7719766044093401,0.003508448986841106,0.23031229764815664,9,0.7788004379450725,0.8255309427545718,4.244614457306705,51.40793061358274,15.556493527747653
vbar_alpha5.50_h0.3_km_s,20,12,8,0.38628807971152357,1.1516858062920146,0.1948407983258244,0.1983492473126655,0.765397726580491,0.003508448986841106,0.2256875084451333,7,0.8498120247095263,0.9242561742827545,4.225475863662603,51.0527454210623,13.437397747916421
vbar_alpha5.50_h0.5_km_s,20,12,8,0.3979340450033759,1.1667160610988305,0.1948407983258244,0.1983492473126655,0.7687820160954546,0.003508448986841106,0.2295178096686945,7,0.8605312812533977,0.944548345534303,4.247768535423501,51.301633475515075,13.400260489114359
