galaxy,conversion_status,digitization_validation_status,side_combination_rule_applied,hi_diameter_arcmin,hi_radius_arcmin,r_hi_kpc,combined_onset_arcmin,combined_onset_kpc,x_warp_onset,x_warp_uncertainty,dimension_check_passed,crosscheck_page77_consistency,accepted_for_mapping_rule,endpoint_scores_allowed,endpoint_scores_computed,claim_boundary
NGC4088,XW_READY_FOR_MAPPING_RULE,READY_FOR_XW_CONVERSION_AUDIT,MIN_SIDE,8.5,4.25,22.25295929988883,1.2,6.283188508203905,0.2823529411764706,0.07058823529411765,True,CONSISTENT_WITH_PAGE77_PA_BEND,True,False,False,s4g75_ngc4088_xw_conversion_audit_not_endpoint
