galaxy,accepted_candidate,n_wrong_family_controls,accepted_rmse,wrong_family_mean_rmse,wrong_family_best_rmse,accepted_minus_wrong_mean,accepted_minus_wrong_best,accepted_beats_all_wrong_families,family_label_null_mean_rmse,accepted_minus_family_label_null_mean,accepted_rank_among_family_labels,n_family_label_candidates,uniform_label_null_best_probability,accepted_endpoint_control_status,claim_boundary
NGC5907,accepted_K_projection_dominated,4,15.495197149438468,17.627747972609214,16.972225684978213,-2.132550823170746,-1.4770285355397448,True,17.201237807975065,-1.7060406585365975,1,5,0.2,PASSED_SINGLE_GALAXY_WRONG_FAMILY_CONTROL,ngc5907_accepted_endpoint_control_audit_single_galaxy
