split,type_bin,n_galaxies,mean_tau_minus_tpg_v6,median_tau_minus_tpg_v6,tau_beats_tpg_v6_fraction,mean_tau_minus_mond,median_tau_minus_mond,tau_beats_mond_fraction,tpg_v6_beats_mond_fraction,mean_rmse_tau_proxy,mean_rmse_tpg_v6,mean_rmse_mond
holdout,early_T_le_2,3,-0.8279312674576692,-0.7666885322320027,1.0,0.3889045224749985,0.02756298399799917,0.3333333333333333,0.3333333333333333,24.005061059046,24.832992326503668,23.616156536570998
holdout,irregular_T_ge_9,18,-0.05299385265961148,-0.025370327173000362,0.7222222222222222,-0.7526892663167781,-1.6653384962799995,0.6111111111111112,0.6111111111111112,12.823222582309166,12.876216434968777,13.575911848625944
holdout,late_T_6_8,10,-0.0944443306985999,-0.10165465077799984,0.7,0.005864507825099974,0.6075830459854998,0.5,0.5,12.4217004899264,12.516144820625,12.4158359821013
holdout,mid_T_3_5,13,-0.043520124489692884,0.006315662264000821,0.46153846153846156,-1.0276638998607697,-1.7184996454110006,0.6923076923076923,0.6923076923076923,26.482616489903386,26.526136614393074,27.51028038976415
train,early_T_le_2,13,-0.675970148715847,-0.4435564749219978,0.6153846153846154,-0.19825241580846223,-0.16990443847500103,0.5384615384615384,0.5384615384615384,28.819182062879538,29.495152211595386,29.017434478688
train,irregular_T_ge_9,53,-0.046881812666886916,-0.032155547902998904,0.5849056603773585,-1.0188588190160566,-1.5253929930249996,0.6792452830188679,0.6792452830188679,11.450905385093586,11.497787197760472,12.46976420410964
train,late_T_6_8,32,0.024010712850562638,-0.003627667925000022,0.53125,0.612648819597625,1.2649662088130005,0.40625,0.40625,12.922877092690657,12.898866379840094,12.310228273093031
train,mid_T_3_5,33,0.004515525237940003,0.17493940977599998,0.45454545454545453,-1.1076835159421512,-2.0147246250069983,0.6363636363636364,0.6060606060606061,22.03351294143012,22.028997416192183,23.14119645737227
