baseline_id,model_id,status,n_train_galaxies,n_holdout_galaxies,n_holdout_points,selected_alpha,train_group_cv_mean_galaxy_rmse_kms,holdout_mean_galaxy_rmse_model_kms,holdout_mean_galaxy_rmse_zero_kms,rmse_ratio_to_zero,mean_delta_rmse_model_minus_zero_kms,delta_rmse_bootstrap_ci_lower_kms,delta_rmse_bootstrap_ci_upper_kms,paired_sign_flip_p_lower,holdout_galaxy_win_fraction,holdout_point_pearson_r,holdout_point_spearman_r
newtonian_baryonic,radial_only,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.01,24.6935082186,24.8723593144,42.6906946205,0.582617817195,-17.8183353062,-24.8109322946,-10.2176144757,3.9999200016e-05,0.795454545455,0.43599387508,0.44228663029
newtonian_baryonic,distance_context,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.01,23.3395937401,21.290318441,42.6906946205,0.498710986791,-21.4003761795,-28.1905712399,-14.1472410986,1.9999600008e-05,0.840909090909,0.680939003463,0.724323448532
newtonian_baryonic,orientation_quality,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.01,22.9641417935,22.1358787616,42.6906946205,0.51851765258,-20.5548158589,-26.4120019692,-14.3905044722,1.9999600008e-05,0.818181818182,0.500445024379,0.560624584022
newtonian_baryonic,observer_geometry,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.01,21.6550255757,20.6959357313,42.6906946205,0.484787982845,-21.9947588892,-27.7556414272,-16.0780210073,1.9999600008e-05,0.818181818182,0.664873177412,0.728572279557
newtonian_baryonic,morphology_proxy,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,18.3313793746,18.5235360925,42.6906946205,0.433901023564,-24.167158528,-30.4637521469,-17.7004157549,1.9999600008e-05,0.863636363636,0.717938321066,0.726358621437
newtonian_baryonic,morphology_plus_distance,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,18.5456233825,18.4009282168,42.6906946205,0.431029018861,-24.2897664038,-30.6237724381,-18.054708509,1.9999600008e-05,0.863636363636,0.723981069483,0.733743754788
newtonian_baryonic,morphology_plus_orientation,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,17.4472453402,17.2143492872,42.6906946205,0.403234227979,-25.4763453333,-31.3125830776,-19.4853853055,1.9999600008e-05,0.863636363636,0.749070179908,0.773051027132
newtonian_baryonic,combined,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,17.6640432795,17.2704025921,42.6906946205,0.404547237885,-25.4202920284,-31.2946670404,-19.4656073308,1.9999600008e-05,0.863636363636,0.748102357799,0.7705430487
tpg_v6,radial_only,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.1,16.3100892112,17.6545650288,17.6425521263,1.00068090503,0.0120129025055,-0.104560203028,0.130768779544,0.576568468631,0.5,0.138539168171,0.0938842638012
tpg_v6,distance_context,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,1000,16.3310277257,17.6442562516,17.6425521263,1.00009659177,0.00170412532086,-0.100988947616,0.104092419359,0.513489730205,0.522727272727,-0.0740523352096,-0.118663625299
tpg_v6,orientation_quality,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,0.1,15.7416345681,16.5429574968,17.6425521263,0.93767372081,-1.09959462944,-2.50069409651,0.244757230703,0.0678586428271,0.568181818182,0.330904999236,0.322123286387
tpg_v6,observer_geometry,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,15.6542468332,16.9328787382,17.6425521263,0.95977490201,-0.709673388078,-2.0796955225,0.542507979401,0.148397032059,0.613636363636,0.217625701222,0.202671597358
tpg_v6,morphology_proxy,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,100,16.2322608349,17.708519894,17.6425521263,1.0037391284,0.065967767748,-0.667086288719,0.799997024051,0.565148697026,0.5,-0.0871091096482,-0.115656875983
tpg_v6,morphology_plus_distance,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,1000,16.2452868017,17.6016621743,17.6425521263,0.997682310835,-0.040889951905,-0.362364886942,0.277071822907,0.402811943761,0.477272727273,-0.113923916042,-0.135172771733
tpg_v6,morphology_plus_orientation,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,15.6715821675,16.8800271423,17.6425521263,0.956779213208,-0.762524983913,-2.23171707851,0.57934059817,0.151876962461,0.590909090909,0.221431329514,0.161938977025
tpg_v6,combined,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,100,15.7484037537,16.9824705937,17.6425521263,0.962585825007,-0.660081532574,-1.77388371272,0.334631301154,0.119117617648,0.545454545455,0.157242701836,0.0994743912059
mond_fixed,radial_only,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,100,16.1166608523,17.58805731,18.1137974818,0.970975706651,-0.525740171769,-1.54802359716,0.547765901642,0.168796624068,0.568181818182,0.107386430001,0.0706410777312
mond_fixed,distance_context,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,100,16.1062487082,17.7207009292,18.1137974818,0.978298501298,-0.393096552545,-1.41291040309,0.625864107982,0.230295394092,0.590909090909,-0.0382683739332,-0.0642963568792
mond_fixed,orientation_quality,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,15.7717581409,16.6701791387,18.1137974818,0.920302832991,-1.44361834307,-3.17867178083,0.187241501398,0.0522189556209,0.613636363636,0.330954863131,0.309595308024
mond_fixed,observer_geometry,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,15.5558389535,17.0169058861,18.1137974818,0.939444415411,-1.09689159563,-2.80688670739,0.551687334911,0.105837883242,0.568181818182,0.184297342231,0.187838690455
mond_fixed,morphology_proxy,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,1000,16.1021421792,17.568065409,18.1137974818,0.969872023063,-0.545732072778,-1.64893372716,0.560082586116,0.173536529269,0.568181818182,0.00356916550665,-0.0202152234033
mond_fixed,morphology_plus_distance,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,1000,16.0967593519,17.6075588142,18.1137974818,0.972052317128,-0.506238667626,-1.61784055035,0.571189768867,0.188296234075,0.590909090909,-0.0301339785469,-0.0568470027004
mond_fixed,morphology_plus_orientation,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,10,15.6130145697,16.7851695438,18.1137974818,0.926651054846,-1.32862793802,-3.11828647732,0.432737043825,0.0792584148317,0.568181818182,0.228615410934,0.22173375874
mond_fixed,combined,DIAGNOSTIC_ONLY_NOT_ENDPOINT,131,44,835,100,15.6570791302,16.9482778558,18.1137974818,0.935655699631,-1.16551962599,-2.72321324364,0.348577049036,0.0754784904302,0.636363636364,0.168924930162,0.168829584643
