panel_x,panel_y,source_x,source_y,palette_class,robust_side_class,endpoint_access
94,59,631,601,blue,robust_approaching,False
95,59,632,601,blue,robust_approaching,False
96,59,633,601,blue,robust_approaching,False
97,59,634,601,blue,robust_approaching,False
98,59,635,601,blue,robust_approaching,False
99,59,636,601,blue,robust_approaching,False
100,59,637,601,blue,robust_approaching,False
101,59,638,601,blue,robust_approaching,False
102,59,639,601,blue,robust_approaching,False
103,59,640,601,blue,robust_approaching,False
104,59,641,601,blue,robust_approaching,False
105,59,642,601,blue,robust_approaching,False
106,59,643,601,blue,robust_approaching,False
107,59,644,601,blue,robust_approaching,False
68,60,605,602,light_blue,robust_approaching,False
69,60,606,602,light_blue,robust_approaching,False
71,60,608,602,blue,robust_approaching,False
72,60,609,602,blue,robust_approaching,False
73,60,610,602,blue,robust_approaching,False
74,60,611,602,blue,robust_approaching,False
75,60,612,602,blue,robust_approaching,False
76,60,613,602,blue,robust_approaching,False
77,60,614,602,blue,robust_approaching,False
78,60,615,602,blue,robust_approaching,False
79,60,616,602,blue,robust_approaching,False
80,60,617,602,blue,robust_approaching,False
81,60,618,602,blue,robust_approaching,False
82,60,619,602,blue,robust_approaching,False
83,60,620,602,blue,robust_approaching,False
84,60,621,602,blue,robust_approaching,False
88,60,625,602,blue,robust_approaching,False
89,60,626,602,blue,robust_approaching,False
90,60,627,602,blue,robust_approaching,False
91,60,628,602,blue,robust_approaching,False
92,60,629,602,blue,robust_approaching,False
93,60,630,602,blue,robust_approaching,False
94,60,631,602,blue,robust_approaching,False
95,60,632,602,blue,robust_approaching,False
96,60,633,602,blue,robust_approaching,False
97,60,634,602,blue,robust_approaching,False
98,60,635,602,blue,robust_approaching,False
68,61,605,603,light_blue,robust_approaching,False
69,61,606,603,light_blue,robust_approaching,False
71,61,608,603,blue,robust_approaching,False
72,61,609,603,blue,robust_approaching,False
73,61,610,603,blue,robust_approaching,False
74,61,611,603,blue,robust_approaching,False
75,61,612,603,blue,robust_approaching,False
76,61,613,603,blue,robust_approaching,False
77,61,614,603,blue,robust_approaching,False
78,61,615,603,blue,robust_approaching,False
79,61,616,603,blue,robust_approaching,False
80,61,617,603,blue,robust_approaching,False
81,61,618,603,blue,robust_approaching,False
82,61,619,603,blue,robust_approaching,False
83,61,620,603,blue,robust_approaching,False
84,61,621,603,blue,robust_approaching,False
85,61,622,603,blue,robust_approaching,False
86,61,623,603,blue,robust_approaching,False
87,61,624,603,blue,robust_approaching,False
88,61,625,603,blue,robust_approaching,False
89,61,626,603,blue,robust_approaching,False
90,61,627,603,blue,robust_approaching,False
91,61,628,603,blue,robust_approaching,False
92,61,629,603,blue,robust_approaching,False
93,61,630,603,blue,robust_approaching,False
94,61,631,603,blue,robust_approaching,False
95,61,632,603,blue,robust_approaching,False
96,61,633,603,blue,robust_approaching,False
97,61,634,603,blue,robust_approaching,False
98,61,635,603,blue,robust_approaching,False
100,61,637,603,light_blue,robust_approaching,False
101,61,638,603,light_blue,robust_approaching,False
102,61,639,603,light_blue,robust_approaching,False
103,61,640,603,light_blue,robust_approaching,False
104,61,641,603,light_blue,robust_approaching,False
105,61,642,603,light_blue,robust_approaching,False
106,61,643,603,light_blue,robust_approaching,False
107,61,644,603,light_blue,robust_approaching,False
68,62,605,604,light_blue,robust_approaching,False
69,62,606,604,light_blue,robust_approaching,False
71,62,608,604,blue,robust_approaching,False
72,62,609,604,blue,robust_approaching,False
73,62,610,604,blue,robust_approaching,False
74,62,611,604,blue,robust_approaching,False
75,62,612,604,blue,robust_approaching,False
76,62,613,604,blue,robust_approaching,False
77,62,614,604,blue,robust_approaching,False
78,62,615,604,blue,robust_approaching,False
79,62,616,604,blue,robust_approaching,False
80,62,617,604,blue,robust_approaching,False
81,62,618,604,blue,robust_approaching,False
82,62,619,604,blue,robust_approaching,False
83,62,620,604,blue,robust_approaching,False
84,62,621,604,blue,robust_approaching,False
85,62,622,604,blue,robust_approaching,False
86,62,623,604,blue,robust_approaching,False
87,62,624,604,blue,robust_approaching,False
88,62,625,604,blue,robust_approaching,False
89,62,626,604,blue,robust_approaching,False
90,62,627,604,blue,robust_approaching,False
91,62,628,604,blue,robust_approaching,False
92,62,629,604,blue,robust_approaching,False
93,62,630,604,blue,robust_approaching,False
94,62,631,604,blue,robust_approaching,False
95,62,632,604,blue,robust_approaching,False
96,62,633,604,blue,robust_approaching,False
97,62,634,604,blue,robust_approaching,False
98,62,635,604,blue,robust_approaching,False
100,62,637,604,light_blue,robust_approaching,False
101,62,638,604,light_blue,robust_approaching,False
102,62,639,604,light_blue,robust_approaching,False
103,62,640,604,light_blue,robust_approaching,False
104,62,641,604,light_blue,robust_approaching,False
105,62,642,604,light_blue,robust_approaching,False
106,62,643,604,light_blue,robust_approaching,False
107,62,644,604,light_blue,robust_approaching,False
68,63,605,605,light_blue,robust_approaching,False
69,63,606,605,light_blue,robust_approaching,False
74,63,611,605,blue,robust_approaching,False
75,63,612,605,blue,robust_approaching,False
76,63,613,605,blue,robust_approaching,False
77,63,614,605,blue,robust_approaching,False
78,63,615,605,blue,robust_approaching,False
79,63,616,605,blue,robust_approaching,False
80,63,617,605,blue,robust_approaching,False
81,63,618,605,blue,robust_approaching,False
82,63,619,605,blue,robust_approaching,False
83,63,620,605,blue,robust_approaching,False
84,63,621,605,blue,robust_approaching,False
85,63,622,605,blue,robust_approaching,False
86,63,623,605,blue,robust_approaching,False
87,63,624,605,blue,robust_approaching,False
88,63,625,605,blue,robust_approaching,False
89,63,626,605,blue,robust_approaching,False
90,63,627,605,blue,robust_approaching,False
91,63,628,605,blue,robust_approaching,False
92,63,629,605,blue,robust_approaching,False
93,63,630,605,blue,robust_approaching,False
94,63,631,605,blue,robust_approaching,False
95,63,632,605,blue,robust_approaching,False
96,63,633,605,blue,robust_approaching,False
100,63,637,605,light_blue,robust_approaching,False
101,63,638,605,light_blue,robust_approaching,False
102,63,639,605,light_blue,robust_approaching,False
103,63,640,605,light_blue,robust_approaching,False
104,63,641,605,light_blue,robust_approaching,False
105,63,642,605,light_blue,robust_approaching,False
106,63,643,605,light_blue,robust_approaching,False
107,63,644,605,light_blue,robust_approaching,False
65,64,602,606,light_blue,robust_approaching,False
66,64,603,606,light_blue,robust_approaching,False
67,64,604,606,light_blue,robust_approaching,False
68,64,605,606,light_blue,robust_approaching,False
69,64,606,606,light_blue,robust_approaching,False
70,64,607,606,light_blue,robust_approaching,False
71,64,608,606,light_blue,robust_approaching,False
72,64,609,606,light_blue,robust_approaching,False
74,64,611,606,blue,robust_approaching,False
75,64,612,606,blue,robust_approaching,False
76,64,613,606,blue,robust_approaching,False
77,64,614,606,blue,robust_approaching,False
78,64,615,606,blue,robust_approaching,False
79,64,616,606,blue,robust_approaching,False
80,64,617,606,blue,robust_approaching,False
81,64,618,606,blue,robust_approaching,False
82,64,619,606,blue,robust_approaching,False
83,64,620,606,blue,robust_approaching,False
84,64,621,606,blue,robust_approaching,False
85,64,622,606,blue,robust_approaching,False
86,64,623,606,blue,robust_approaching,False
87,64,624,606,blue,robust_approaching,False
88,64,625,606,blue,robust_approaching,False
89,64,626,606,blue,robust_approaching,False
90,64,627,606,blue,robust_approaching,False
91,64,628,606,blue,robust_approaching,False
92,64,629,606,blue,robust_approaching,False
93,64,630,606,blue,robust_approaching,False
94,64,631,606,blue,robust_approaching,False
95,64,632,606,blue,robust_approaching,False
96,64,633,606,blue,robust_approaching,False
97,64,634,606,light_blue,robust_approaching,False
98,64,635,606,light_blue,robust_approaching,False
99,64,636,606,light_blue,robust_approaching,False
100,64,637,606,light_blue,robust_approaching,False
101,64,638,606,light_blue,robust_approaching,False
102,64,639,606,light_blue,robust_approaching,False
103,64,640,606,light_blue,robust_approaching,False
104,64,641,606,light_blue,robust_approaching,False
105,64,642,606,light_blue,robust_approaching,False
106,64,643,606,light_blue,robust_approaching,False
107,64,644,606,light_blue,robust_approaching,False
108,64,645,606,light_blue,robust_approaching,False
109,64,646,606,light_blue,robust_approaching,False
110,64,647,606,light_blue,robust_approaching,False
65,65,602,607,light_blue,robust_approaching,False
66,65,603,607,light_blue,robust_approaching,False
67,65,604,607,light_blue,robust_approaching,False
68,65,605,607,light_blue,robust_approaching,False
69,65,606,607,light_blue,robust_approaching,False
70,65,607,607,light_blue,robust_approaching,False
71,65,608,607,light_blue,robust_approaching,False
72,65,609,607,light_blue,robust_approaching,False
74,65,611,607,blue,robust_approaching,False
75,65,612,607,blue,robust_approaching,False
76,65,613,607,blue,robust_approaching,False
77,65,614,607,blue,robust_approaching,False
78,65,615,607,blue,robust_approaching,False
79,65,616,607,blue,robust_approaching,False
80,65,617,607,blue,robust_approaching,False
81,65,618,607,blue,robust_approaching,False
82,65,619,607,blue,robust_approaching,False
83,65,620,607,blue,robust_approaching,False
84,65,621,607,blue,robust_approaching,False
85,65,622,607,blue,robust_approaching,False
86,65,623,607,blue,robust_approaching,False
87,65,624,607,blue,robust_approaching,False
88,65,625,607,blue,robust_approaching,False
89,65,626,607,blue,robust_approaching,False
90,65,627,607,blue,robust_approaching,False
91,65,628,607,blue,robust_approaching,False
92,65,629,607,blue,robust_approaching,False
93,65,630,607,blue,robust_approaching,False
94,65,631,607,blue,robust_approaching,False
95,65,632,607,blue,robust_approaching,False
96,65,633,607,blue,robust_approaching,False
97,65,634,607,light_blue,robust_approaching,False
98,65,635,607,light_blue,robust_approaching,False
99,65,636,607,light_blue,robust_approaching,False
100,65,637,607,light_blue,robust_approaching,False
101,65,638,607,light_blue,robust_approaching,False
102,65,639,607,light_blue,robust_approaching,False
103,65,640,607,light_blue,robust_approaching,False
104,65,641,607,light_blue,robust_approaching,False
105,65,642,607,light_blue,robust_approaching,False
106,65,643,607,light_blue,robust_approaching,False
107,65,644,607,light_blue,robust_approaching,False
108,65,645,607,light_blue,robust_approaching,False
109,65,646,607,light_blue,robust_approaching,False
110,65,647,607,light_blue,robust_approaching,False
68,66,605,608,light_blue,robust_approaching,False
69,66,606,608,light_blue,robust_approaching,False
70,66,607,608,light_blue,robust_approaching,False
71,66,608,608,light_blue,robust_approaching,False
72,66,609,608,light_blue,robust_approaching,False
77,66,614,608,blue,robust_approaching,False
78,66,615,608,blue,robust_approaching,False
79,66,616,608,blue,robust_approaching,False
80,66,617,608,blue,robust_approaching,False
81,66,618,608,blue,robust_approaching,False
82,66,619,608,blue,robust_approaching,False
83,66,620,608,blue,robust_approaching,False
84,66,621,608,blue,robust_approaching,False
85,66,622,608,blue,robust_approaching,False
86,66,623,608,blue,robust_approaching,False
87,66,624,608,blue,robust_approaching,False
88,66,625,608,blue,robust_approaching,False
89,66,626,608,blue,robust_approaching,False
90,66,627,608,blue,robust_approaching,False
91,66,628,608,blue,robust_approaching,False
92,66,629,608,blue,robust_approaching,False
93,66,630,608,blue,robust_approaching,False
94,66,631,608,blue,robust_approaching,False
95,66,632,608,blue,robust_approaching,False
96,66,633,608,blue,robust_approaching,False
97,66,634,608,light_blue,robust_approaching,False
98,66,635,608,light_blue,robust_approaching,False
99,66,636,608,light_blue,robust_approaching,False
100,66,637,608,light_blue,robust_approaching,False
101,66,638,608,light_blue,robust_approaching,False
102,66,639,608,light_blue,robust_approaching,False
103,66,640,608,light_blue,robust_approaching,False
104,66,641,608,light_blue,robust_approaching,False
105,66,642,608,light_blue,robust_approaching,False
106,66,643,608,light_blue,robust_approaching,False
107,66,644,608,light_blue,robust_approaching,False
62,67,599,609,light_blue,robust_approaching,False
63,67,600,609,light_blue,robust_approaching,False
64,67,601,609,light_blue,robust_approaching,False
65,67,602,609,blue,robust_approaching,False
66,67,603,609,blue,robust_approaching,False
67,67,604,609,blue,robust_approaching,False
68,67,605,609,light_blue,robust_approaching,False
69,67,606,609,light_blue,robust_approaching,False
70,67,607,609,light_blue,robust_approaching,False
71,67,608,609,light_blue,robust_approaching,False
72,67,609,609,light_blue,robust_approaching,False
73,67,610,609,light_blue,robust_approaching,False
74,67,611,609,light_blue,robust_approaching,False
75,67,612,609,light_blue,robust_approaching,False
77,67,614,609,blue,robust_approaching,False
78,67,615,609,blue,robust_approaching,False
79,67,616,609,blue,robust_approaching,False
80,67,617,609,blue,robust_approaching,False
81,67,618,609,blue,robust_approaching,False
82,67,619,609,blue,robust_approaching,False
83,67,620,609,blue,robust_approaching,False
84,67,621,609,blue,robust_approaching,False
85,67,622,609,blue,robust_approaching,False
86,67,623,609,blue,robust_approaching,False
87,67,624,609,blue,robust_approaching,False
88,67,625,609,blue,robust_approaching,False
89,67,626,609,blue,robust_approaching,False
90,67,627,609,blue,robust_approaching,False
91,67,628,609,blue,robust_approaching,False
92,67,629,609,blue,robust_approaching,False
93,67,630,609,blue,robust_approaching,False
94,67,631,609,blue,robust_approaching,False
95,67,632,609,blue,robust_approaching,False
96,67,633,609,blue,robust_approaching,False
97,67,634,609,light_blue,robust_approaching,False
98,67,635,609,light_blue,robust_approaching,False
99,67,636,609,light_blue,robust_approaching,False
100,67,637,609,light_blue,robust_approaching,False
101,67,638,609,light_blue,robust_approaching,False
102,67,639,609,light_blue,robust_approaching,False
103,67,640,609,light_blue,robust_approaching,False
104,67,641,609,light_blue,robust_approaching,False
105,67,642,609,light_blue,robust_approaching,False
106,67,643,609,light_blue,robust_approaching,False
107,67,644,609,light_blue,robust_approaching,False
109,67,646,609,dark_green,systemic_ambiguous,False
110,67,647,609,dark_green,systemic_ambiguous,False
62,68,599,610,light_blue,robust_approaching,False
63,68,600,610,light_blue,robust_approaching,False
64,68,601,610,light_blue,robust_approaching,False
65,68,602,610,blue,robust_approaching,False
66,68,603,610,blue,robust_approaching,False
67,68,604,610,blue,robust_approaching,False
68,68,605,610,light_blue,robust_approaching,False
69,68,606,610,light_blue,robust_approaching,False
70,68,607,610,light_blue,robust_approaching,False
71,68,608,610,light_blue,robust_approaching,False
72,68,609,610,light_blue,robust_approaching,False
73,68,610,610,light_blue,robust_approaching,False
74,68,611,610,light_blue,robust_approaching,False
75,68,612,610,light_blue,robust_approaching,False
77,68,614,610,blue,robust_approaching,False
78,68,615,610,blue,robust_approaching,False
79,68,616,610,blue,robust_approaching,False
80,68,617,610,blue,robust_approaching,False
81,68,618,610,blue,robust_approaching,False
82,68,619,610,blue,robust_approaching,False
83,68,620,610,blue,robust_approaching,False
84,68,621,610,blue,robust_approaching,False
85,68,622,610,blue,robust_approaching,False
86,68,623,610,blue,robust_approaching,False
87,68,624,610,blue,robust_approaching,False
88,68,625,610,blue,robust_approaching,False
89,68,626,610,blue,robust_approaching,False
90,68,627,610,blue,robust_approaching,False
91,68,628,610,blue,robust_approaching,False
92,68,629,610,blue,robust_approaching,False
93,68,630,610,blue,robust_approaching,False
94,68,631,610,blue,robust_approaching,False
95,68,632,610,blue,robust_approaching,False
96,68,633,610,blue,robust_approaching,False
97,68,634,610,light_blue,robust_approaching,False
98,68,635,610,light_blue,robust_approaching,False
99,68,636,610,light_blue,robust_approaching,False
100,68,637,610,light_blue,robust_approaching,False
101,68,638,610,light_blue,robust_approaching,False
102,68,639,610,light_blue,robust_approaching,False
103,68,640,610,light_blue,robust_approaching,False
104,68,641,610,light_blue,robust_approaching,False
105,68,642,610,light_blue,robust_approaching,False
106,68,643,610,light_blue,robust_approaching,False
107,68,644,610,light_blue,robust_approaching,False
109,68,646,610,dark_green,systemic_ambiguous,False
110,68,647,610,dark_green,systemic_ambiguous,False
68,69,605,611,light_blue,robust_approaching,False
69,69,606,611,light_blue,robust_approaching,False
70,69,607,611,light_blue,robust_approaching,False
71,69,608,611,light_blue,robust_approaching,False
72,69,609,611,light_blue,robust_approaching,False
74,69,611,611,light_blue,robust_approaching,False
75,69,612,611,light_blue,robust_approaching,False
80,69,617,611,blue,robust_approaching,False
81,69,618,611,blue,robust_approaching,False
82,69,619,611,blue,robust_approaching,False
83,69,620,611,blue,robust_approaching,False
84,69,621,611,blue,robust_approaching,False
85,69,622,611,blue,robust_approaching,False
86,69,623,611,blue,robust_approaching,False
87,69,624,611,blue,robust_approaching,False
88,69,625,611,blue,robust_approaching,False
89,69,626,611,blue,robust_approaching,False
90,69,627,611,blue,robust_approaching,False
91,69,628,611,blue,robust_approaching,False
92,69,629,611,blue,robust_approaching,False
97,69,634,611,light_blue,robust_approaching,False
98,69,635,611,light_blue,robust_approaching,False
99,69,636,611,light_blue,robust_approaching,False
100,69,637,611,light_blue,robust_approaching,False
101,69,638,611,light_blue,robust_approaching,False
102,69,639,611,light_blue,robust_approaching,False
103,69,640,611,light_blue,robust_approaching,False
104,69,641,611,light_blue,robust_approaching,False
108,69,645,611,dark_green,systemic_ambiguous,False
109,69,646,611,dark_green,systemic_ambiguous,False
110,69,647,611,dark_green,systemic_ambiguous,False
62,70,599,612,blue,robust_approaching,False
63,70,600,612,blue,robust_approaching,False
64,70,601,612,blue,robust_approaching,False
65,70,602,612,light_blue,robust_approaching,False
66,70,603,612,light_blue,robust_approaching,False
67,70,604,612,light_blue,robust_approaching,False
68,70,605,612,light_blue,robust_approaching,False
69,70,606,612,light_blue,robust_approaching,False
70,70,607,612,light_blue,robust_approaching,False
71,70,608,612,light_blue,robust_approaching,False
72,70,609,612,light_blue,robust_approaching,False
73,70,610,612,light_blue,robust_approaching,False
74,70,611,612,light_blue,robust_approaching,False
75,70,612,612,light_blue,robust_approaching,False
76,70,613,612,light_blue,robust_approaching,False
77,70,614,612,light_blue,robust_approaching,False
78,70,615,612,light_blue,robust_approaching,False
80,70,617,612,blue,robust_approaching,False
81,70,618,612,blue,robust_approaching,False
82,70,619,612,blue,robust_approaching,False
83,70,620,612,blue,robust_approaching,False
84,70,621,612,blue,robust_approaching,False
85,70,622,612,blue,robust_approaching,False
86,70,623,612,blue,robust_approaching,False
87,70,624,612,blue,robust_approaching,False
88,70,625,612,blue,robust_approaching,False
89,70,626,612,blue,robust_approaching,False
90,70,627,612,blue,robust_approaching,False
91,70,628,612,blue,robust_approaching,False
92,70,629,612,blue,robust_approaching,False
94,70,631,612,light_blue,robust_approaching,False
95,70,632,612,light_blue,robust_approaching,False
96,70,633,612,light_blue,robust_approaching,False
97,70,634,612,light_blue,robust_approaching,False
98,70,635,612,light_blue,robust_approaching,False
99,70,636,612,light_blue,robust_approaching,False
100,70,637,612,light_blue,robust_approaching,False
101,70,638,612,light_blue,robust_approaching,False
102,70,639,612,light_blue,robust_approaching,False
103,70,640,612,light_blue,robust_approaching,False
104,70,641,612,light_blue,robust_approaching,False
106,70,643,612,dark_green,systemic_ambiguous,False
107,70,644,612,dark_green,systemic_ambiguous,False
108,70,645,612,dark_green,systemic_ambiguous,False
109,70,646,612,dark_green,systemic_ambiguous,False
110,70,647,612,dark_green,systemic_ambiguous,False
111,70,648,612,dark_green,systemic_ambiguous,False
112,70,649,612,dark_green,systemic_ambiguous,False
113,70,650,612,dark_green,systemic_ambiguous,False
62,71,599,613,blue,robust_approaching,False
63,71,600,613,blue,robust_approaching,False
64,71,601,613,blue,robust_approaching,False
65,71,602,613,light_blue,robust_approaching,False
66,71,603,613,light_blue,robust_approaching,False
67,71,604,613,light_blue,robust_approaching,False
68,71,605,613,light_blue,robust_approaching,False
69,71,606,613,light_blue,robust_approaching,False
70,71,607,613,light_blue,robust_approaching,False
71,71,608,613,light_blue,robust_approaching,False
72,71,609,613,light_blue,robust_approaching,False
73,71,610,613,light_blue,robust_approaching,False
74,71,611,613,light_blue,robust_approaching,False
75,71,612,613,light_blue,robust_approaching,False
76,71,613,613,light_blue,robust_approaching,False
77,71,614,613,light_blue,robust_approaching,False
78,71,615,613,light_blue,robust_approaching,False
80,71,617,613,blue,robust_approaching,False
81,71,618,613,blue,robust_approaching,False
82,71,619,613,blue,robust_approaching,False
83,71,620,613,blue,robust_approaching,False
84,71,621,613,blue,robust_approaching,False
85,71,622,613,blue,robust_approaching,False
86,71,623,613,blue,robust_approaching,False
87,71,624,613,blue,robust_approaching,False
88,71,625,613,blue,robust_approaching,False
89,71,626,613,blue,robust_approaching,False
90,71,627,613,blue,robust_approaching,False
91,71,628,613,blue,robust_approaching,False
92,71,629,613,blue,robust_approaching,False
94,71,631,613,light_blue,robust_approaching,False
95,71,632,613,light_blue,robust_approaching,False
96,71,633,613,light_blue,robust_approaching,False
97,71,634,613,light_blue,robust_approaching,False
98,71,635,613,light_blue,robust_approaching,False
99,71,636,613,light_blue,robust_approaching,False
100,71,637,613,light_blue,robust_approaching,False
101,71,638,613,light_blue,robust_approaching,False
102,71,639,613,light_blue,robust_approaching,False
103,71,640,613,light_blue,robust_approaching,False
104,71,641,613,light_blue,robust_approaching,False
106,71,643,613,dark_green,systemic_ambiguous,False
107,71,644,613,dark_green,systemic_ambiguous,False
108,71,645,613,dark_green,systemic_ambiguous,False
109,71,646,613,dark_green,systemic_ambiguous,False
110,71,647,613,dark_green,systemic_ambiguous,False
111,71,648,613,dark_green,systemic_ambiguous,False
112,71,649,613,dark_green,systemic_ambiguous,False
113,71,650,613,dark_green,systemic_ambiguous,False
65,72,602,614,light_blue,robust_approaching,False
66,72,603,614,light_blue,robust_approaching,False
67,72,604,614,light_blue,robust_approaching,False
68,72,605,614,light_blue,robust_approaching,False
69,72,606,614,light_blue,robust_approaching,False
70,72,607,614,light_blue,robust_approaching,False
71,72,608,614,light_blue,robust_approaching,False
72,72,609,614,light_blue,robust_approaching,False
73,72,610,614,light_blue,robust_approaching,False
74,72,611,614,light_blue,robust_approaching,False
75,72,612,614,light_blue,robust_approaching,False
77,72,614,614,light_blue,robust_approaching,False
78,72,615,614,light_blue,robust_approaching,False
83,72,620,614,blue,robust_approaching,False
84,72,621,614,blue,robust_approaching,False
85,72,622,614,blue,robust_approaching,False
86,72,623,614,blue,robust_approaching,False
87,72,624,614,blue,robust_approaching,False
88,72,625,614,blue,robust_approaching,False
89,72,626,614,blue,robust_approaching,False
90,72,627,614,blue,robust_approaching,False
94,72,631,614,light_blue,robust_approaching,False
95,72,632,614,light_blue,robust_approaching,False
96,72,633,614,light_blue,robust_approaching,False
97,72,634,614,light_blue,robust_approaching,False
98,72,635,614,light_blue,robust_approaching,False
106,72,643,614,dark_green,systemic_ambiguous,False
107,72,644,614,dark_green,systemic_ambiguous,False
108,72,645,614,dark_green,systemic_ambiguous,False
109,72,646,614,dark_green,systemic_ambiguous,False
110,72,647,614,dark_green,systemic_ambiguous,False
111,72,648,614,dark_green,systemic_ambiguous,False
112,72,649,614,dark_green,systemic_ambiguous,False
113,72,650,614,dark_green,systemic_ambiguous,False
114,72,651,614,dark_green,systemic_ambiguous,False
115,72,652,614,dark_green,systemic_ambiguous,False
116,72,653,614,dark_green,systemic_ambiguous,False
65,73,602,615,light_blue,robust_approaching,False
66,73,603,615,light_blue,robust_approaching,False
67,73,604,615,light_blue,robust_approaching,False
68,73,605,615,light_blue,robust_approaching,False
69,73,606,615,light_blue,robust_approaching,False
70,73,607,615,light_blue,robust_approaching,False
71,73,608,615,light_blue,robust_approaching,False
72,73,609,615,light_blue,robust_approaching,False
73,73,610,615,light_blue,robust_approaching,False
74,73,611,615,light_blue,robust_approaching,False
75,73,612,615,light_blue,robust_approaching,False
76,73,613,615,light_blue,robust_approaching,False
77,73,614,615,light_blue,robust_approaching,False
78,73,615,615,light_blue,robust_approaching,False
79,73,616,615,light_blue,robust_approaching,False
80,73,617,615,light_blue,robust_approaching,False
81,73,618,615,light_blue,robust_approaching,False
83,73,620,615,blue,robust_approaching,False
84,73,621,615,blue,robust_approaching,False
85,73,622,615,blue,robust_approaching,False
86,73,623,615,blue,robust_approaching,False
87,73,624,615,blue,robust_approaching,False
88,73,625,615,blue,robust_approaching,False
89,73,626,615,blue,robust_approaching,False
90,73,627,615,blue,robust_approaching,False
91,73,628,615,light_blue,robust_approaching,False
92,73,629,615,light_blue,robust_approaching,False
93,73,630,615,light_blue,robust_approaching,False
94,73,631,615,light_blue,robust_approaching,False
95,73,632,615,light_blue,robust_approaching,False
96,73,633,615,light_blue,robust_approaching,False
97,73,634,615,light_blue,robust_approaching,False
98,73,635,615,light_blue,robust_approaching,False
100,73,637,615,dark_green,systemic_ambiguous,False
101,73,638,615,dark_green,systemic_ambiguous,False
102,73,639,615,dark_green,systemic_ambiguous,False
103,73,640,615,dark_green,systemic_ambiguous,False
104,73,641,615,dark_green,systemic_ambiguous,False
105,73,642,615,dark_green,systemic_ambiguous,False
106,73,643,615,dark_green,systemic_ambiguous,False
107,73,644,615,dark_green,systemic_ambiguous,False
108,73,645,615,dark_green,systemic_ambiguous,False
109,73,646,615,dark_green,systemic_ambiguous,False
110,73,647,615,dark_green,systemic_ambiguous,False
111,73,648,615,dark_green,systemic_ambiguous,False
112,73,649,615,dark_green,systemic_ambiguous,False
113,73,650,615,dark_green,systemic_ambiguous,False
115,73,652,615,bright_green,systemic_ambiguous,False
116,73,653,615,bright_green,systemic_ambiguous,False
65,74,602,616,light_blue,robust_approaching,False
66,74,603,616,light_blue,robust_approaching,False
67,74,604,616,light_blue,robust_approaching,False
68,74,605,616,light_blue,robust_approaching,False
69,74,606,616,light_blue,robust_approaching,False
70,74,607,616,light_blue,robust_approaching,False
71,74,608,616,light_blue,robust_approaching,False
72,74,609,616,light_blue,robust_approaching,False
73,74,610,616,light_blue,robust_approaching,False
74,74,611,616,light_blue,robust_approaching,False
75,74,612,616,light_blue,robust_approaching,False
76,74,613,616,light_blue,robust_approaching,False
77,74,614,616,light_blue,robust_approaching,False
78,74,615,616,light_blue,robust_approaching,False
79,74,616,616,light_blue,robust_approaching,False
80,74,617,616,light_blue,robust_approaching,False
81,74,618,616,light_blue,robust_approaching,False
83,74,620,616,blue,robust_approaching,False
84,74,621,616,blue,robust_approaching,False
85,74,622,616,blue,robust_approaching,False
86,74,623,616,blue,robust_approaching,False
87,74,624,616,blue,robust_approaching,False
88,74,625,616,blue,robust_approaching,False
89,74,626,616,blue,robust_approaching,False
90,74,627,616,blue,robust_approaching,False
91,74,628,616,light_blue,robust_approaching,False
92,74,629,616,light_blue,robust_approaching,False
93,74,630,616,light_blue,robust_approaching,False
94,74,631,616,light_blue,robust_approaching,False
95,74,632,616,light_blue,robust_approaching,False
96,74,633,616,light_blue,robust_approaching,False
97,74,634,616,light_blue,robust_approaching,False
98,74,635,616,light_blue,robust_approaching,False
100,74,637,616,dark_green,systemic_ambiguous,False
101,74,638,616,dark_green,systemic_ambiguous,False
102,74,639,616,dark_green,systemic_ambiguous,False
103,74,640,616,dark_green,systemic_ambiguous,False
104,74,641,616,dark_green,systemic_ambiguous,False
105,74,642,616,dark_green,systemic_ambiguous,False
106,74,643,616,dark_green,systemic_ambiguous,False
107,74,644,616,dark_green,systemic_ambiguous,False
108,74,645,616,dark_green,systemic_ambiguous,False
109,74,646,616,dark_green,systemic_ambiguous,False
110,74,647,616,dark_green,systemic_ambiguous,False
111,74,648,616,dark_green,systemic_ambiguous,False
112,74,649,616,dark_green,systemic_ambiguous,False
113,74,650,616,dark_green,systemic_ambiguous,False
115,74,652,616,bright_green,systemic_ambiguous,False
116,74,653,616,bright_green,systemic_ambiguous,False
60,75,597,617,light_blue,robust_approaching,False
61,75,598,617,light_blue,robust_approaching,False
62,75,599,617,dark_green,systemic_ambiguous,False
63,75,600,617,dark_green,systemic_ambiguous,False
64,75,601,617,dark_green,systemic_ambiguous,False
65,75,602,617,light_blue,robust_approaching,False
66,75,603,617,light_blue,robust_approaching,False
67,75,604,617,light_blue,robust_approaching,False
68,75,605,617,dark_green,systemic_ambiguous,False
69,75,606,617,dark_green,systemic_ambiguous,False
70,75,607,617,dark_green,systemic_ambiguous,False
71,75,608,617,dark_green,systemic_ambiguous,False
72,75,609,617,dark_green,systemic_ambiguous,False
74,75,611,617,light_blue,robust_approaching,False
75,75,612,617,light_blue,robust_approaching,False
76,75,613,617,light_blue,robust_approaching,False
77,75,614,617,light_blue,robust_approaching,False
