star_scale,h2_scale,height_pc,radius_kpc,vobs_km_s,vobs_error_km_s,vbar_km_s,dark_discrepancy_ratio,delta_v2_km2_s2
1.0,1.0,300,0.4763289942549633,54.52743543622388,4.677145178394439,60.2424847843813,0.819264980097212,-655.9157577448482
1.0,1.0,300,1.4289869827648898,109.28503789126859,2.0218333338728773,120.76476057397139,0.818919033151859,-2640.907889592623
1.0,1.0,300,2.381644971274816,141.5127105405909,0.8595435931450939,138.89460281819083,1.0380545076712995,734.136552522079
1.0,1.0,300,3.334302959784743,153.62964013002227,0.6701733598026943,144.6351380975532,1.1282423495186855,2682.743153981861
1.0,1.0,300,4.286960948294669,158.8047410177566,0.6636871568350399,145.64509189072228,1.1888723318457797,4006.4529778598117
1.0,1.0,300,5.239618936804596,163.05047281610953,0.5580974480626919,142.9315714459386,1.3013310371004592,6156.022569551424
1.0,1.0,300,6.1922769253145225,166.13549743976645,0.5385983182734696,139.56749962177088,1.4169557114998663,8121.91655888563
1.0,1.0,300,7.144934913824449,169.86579822664316,0.5657370151104272,142.71588152557467,1.4166653762837982,8486.566567552782
1.0,1.0,300,8.097592902334375,176.49473898283327,0.7036771719934145,141.31496269377215,1.5598657854342723,11180.474207476233
1.0,1.0,300,9.050250890844302,183.97979871645208,0.8800818482819364,139.8183355585828,1.7314582461658123,14299.399377373767
1.0,1.0,300,10.002908879354228,196.99141192423437,2.466807083805094,135.8234657945295,2.1035118829308286,20357.60251146566
1.0,1.0,300,10.955566867864157,,,138.64170568851034,,
