galaxy,split,n_points,rmse_tau_source_normalized_l2,rmse_tpg_v6,rmse_mond,claim_boundary,rmse_l2_weight_intake,source_norm_minus_old_l2_intake,source_norm_minus_tpg_v6,source_norm_minus_mond,source_norm_beats_old_l2_intake,source_norm_beats_tpg_v6,source_norm_beats_mond
UGC03580,holdout,47,34.626626539675215,25.49452615076704,27.172706555031343,tau_side_source_normalization_formula_conditional_not_validation,26.623336512958986,8.003290026716229,9.132100388908174,7.453919984643871,False,False,False
UGC04305,holdout,22,24.4571786712252,23.999621706482884,26.588364190715332,tau_side_source_normalization_formula_conditional_not_validation,57.46023051372418,-33.00305184249898,0.45755696474231655,-2.1311855194901312,True,False,True
UGC04499,holdout,9,5.155001881811114,6.040634191372928,8.985021588452573,tau_side_source_normalization_formula_conditional_not_validation,5.397304499008665,-0.24230261719755042,-0.8856323095618137,-3.830019706641459,True,True,True
UGC05414,holdout,6,8.003661361172902,6.4008126343112375,8.261884143933315,tau_side_source_normalization_formula_conditional_not_validation,7.455645261144433,0.5480161000284696,1.602848726861665,-0.2582227827604129,False,False,True
UGC05716,holdout,12,5.006811186934864,5.844868825954693,5.605647282808069,tau_side_source_normalization_formula_conditional_not_validation,5.702170825248938,-0.6953596383140743,-0.8380576390198291,-0.5988360958732049,True,True,True
UGC05829,holdout,11,6.227226938214504,6.222677845510406,8.606905396927852,tau_side_source_normalization_formula_conditional_not_validation,6.220924516996659,0.0063024212178453,0.004549092704098534,-2.3796784587133475,False,False,True
UGC05986,holdout,15,13.819423599489458,17.532159853325275,15.059299363743824,tau_side_source_normalization_formula_conditional_not_validation,16.856878883305757,-3.0374552838163,-3.7127362538358177,-1.239875764254366,True,True,True
UGC06818,holdout,8,11.71582777531337,12.386120759877572,13.66362183441789,tau_side_source_normalization_formula_conditional_not_validation,11.90895045377944,-0.19312267846606979,-0.6702929845642025,-1.9477940591045204,True,True,True
UGC06917,holdout,11,7.395836693036465,6.430936477869006,4.61507933369384,tau_side_source_normalization_formula_conditional_not_validation,7.341476384447996,0.05436030858846852,0.964900215167459,2.7807573593426245,False,False,False
UGC06983,holdout,17,12.05583373951825,11.036839059186455,9.148970751386091,tau_side_source_normalization_formula_conditional_not_validation,12.385460782501298,-0.3296270429830468,1.0189946803317955,2.9068629881321595,True,False,False
UGC07151,holdout,11,5.398606569098647,4.3119123214161394,5.615951252005322,tau_side_source_normalization_formula_conditional_not_validation,4.641822879680751,0.7567836894178965,1.0866942476825079,-0.21734468290667497,False,False,True
UGC07261,holdout,7,5.929997028428442,4.296839337715027,4.6168185611277694,tau_side_source_normalization_formula_conditional_not_validation,4.120854225707304,1.809142802721138,1.633157690713415,1.3131784673006726,False,False,False
UGC07577,holdout,9,9.985146362222363,10.601721967205515,13.125766123408509,tau_side_source_normalization_formula_conditional_not_validation,11.543046063508982,-1.557899701286619,-0.6165756049831526,-3.140619761186146,True,True,True
UGC07603,holdout,12,8.781850005954464,9.318897295784359,6.8156573361002755,tau_side_source_normalization_formula_conditional_not_validation,8.654986419079288,0.12686358687517618,-0.5370472898298946,1.9661926698541885,False,True,False
UGC08699,holdout,41,11.036360181959292,15.184307759904634,13.478161966003247,tau_side_source_normalization_formula_conditional_not_validation,14.866158341353142,-3.8297981593938495,-4.147947577945342,-2.441801784043955,True,True,True
UGC11914,holdout,65,22.168960821504196,33.820143068839116,30.19760108867859,tau_side_source_normalization_formula_conditional_not_validation,33.17967170999526,-11.010710888491065,-11.65118224733492,-8.028640267174392,True,True,True
UGC12506,holdout,31,34.75269039100447,40.697842583379504,38.12269540109571,tau_side_source_normalization_formula_conditional_not_validation,40.90589445157975,-6.153204060575277,-5.9451521923750335,-3.3700050100912406,True,True,True
UGCA444,holdout,36,3.0937859580924103,3.0580094444767805,4.92757139254757,tau_side_source_normalization_formula_conditional_not_validation,3.7481718465386815,-0.6543858884462712,0.035776513615629835,-1.8337854344551596,True,False,True
D512-2,train,4,2.5139498188497846,2.5139498188497846,6.561883790113319,tau_side_source_normalization_formula_conditional_not_validation,54.680307650513306,-52.16635783166352,0.0,-4.047933971263534,True,False,True
D564-8,train,6,3.399294537690645,3.399294537690645,7.16409055590109,tau_side_source_normalization_formula_conditional_not_validation,2.653460866271324,0.7458336714193212,0.0,-3.764796018210445,False,False,True
D631-7,train,16,10.35809255392164,10.35809255392164,10.521817679771978,tau_side_source_normalization_formula_conditional_not_validation,10.51780642966014,-0.15971387573850038,0.0,-0.1637251258503376,True,False,True
DDO064,train,14,3.8809545905130953,2.7332917850477236,3.548332793859171,tau_side_source_normalization_formula_conditional_not_validation,5.443535706033468,-1.5625811155203726,1.1476628054653717,0.3326217966539242,True,False,False
DDO154,train,12,3.4178221922429195,3.544983778635305,4.451832612674567,tau_side_source_normalization_formula_conditional_not_validation,3.3375595690290205,0.08026262321389899,-0.1271615863923854,-1.0340104204316471,False,True,True
DDO161,train,31,14.620738858840136,13.579219703882607,18.569662825271475,tau_side_source_normalization_formula_conditional_not_validation,13.723814218849023,0.8969246399911128,1.0415191549575287,-3.948923966431339,False,False,True
