galaxy,formula_id,accepted_endpoint_freeze_status,n_gates,n_pass_like,n_caveated,n_blocked,source_rule_candidate,formula_frozen_before_endpoint_scoring,previous_projection_endpoint_used_as_mixed_evidence,endpoint_scores_allowed,claim_boundary
NGC5907,NGC5907_EXPDISK_PROJECTION_MIXED_FREEZE_V1,ACCEPTED_MIXED_ENDPOINT_FREEZE_READY,6,6,1,0,True,True,False,True,ngc5907_expdisk_projection_mixed_accepted_endpoint_gate_not_score
