offset_arcsec,side,radius_kpc,vlos_model_km_s,vrot_deprojected_km_s,published_model_curve_visible,post_bar_primary,source_pixel_x,source_pixel_y
-95.0,approaching,7.599447312922696,1361.9402985074626,232.96507366626273,True,True,558.025,2806.0
-90.0,approaching,7.199476401716239,1361.9402985074626,232.96507366626273,True,True,597.05,2806.0
-85.0,approaching,6.799505490509781,1351.9900497512438,248.87929297838258,True,True,636.075,2810.0
-80.0,approaching,6.399534579303324,1337.0646766169154,272.75062194656255,True,True,675.1,2816.0
-75.0,approaching,5.999563668096866,1344.5273631840796,260.8149574624726,True,True,714.125,2813.0
-70.0,approaching,5.599592756890408,1344.5273631840796,260.8149574624726,True,True,753.15,2813.0
-65.0,approaching,5.19962184568395,1356.5298507462683,241.6184304172284,True,True,792.175,2808.175
-60.0,approaching,4.7996509344774925,1361.9402985074626,232.96507366626273,True,True,831.2,2806.0
-55.0,approaching,4.399680023271035,1374.3781094527362,213.07229952611263,True,True,870.225,2801.0
-50.0,approaching,3.999709112064577,1381.8407960199006,201.13663504202228,True,True,909.25,2798.0
-45.0,approaching,3.5997382008581194,1389.3034825870645,189.20097055793266,True,False,948.2750000000001,2795.0
-40.0,approaching,3.199767289651662,1406.7164179104477,161.35108676172246,True,False,987.3,2788.0
-35.0,approaching,2.799796378445204,1394.2786069651743,181.24386090187218,True,False,1026.325,2793.0
-30.0,approaching,2.3998254672387462,1327.1144278606964,288.66484125868277,True,False,1065.35,2820.0
-25.0,approaching,1.9998545560322885,1324.6268656716418,292.64339608671264,True,False,1104.375,2821.0
-20.0,approaching,1.599883644825831,1381.8407960199006,201.13663504202228,True,False,1143.4,2798.0
-15.0,approaching,1.1999127336193731,1479.9129353233834,44.28211094693892,True,False,1182.425,2758.575
-10.0,approaching,0.7999418224129154,1533.3333333333335,41.1573539850052,True,False,1221.45,2737.1
-5.0,approaching,0.3999709112064577,1568.407960199005,97.25497706022801,True,False,1260.475,2723.0
0.0,receding,0.0,1643.0348258706467,216.61162190112822,True,False,1299.5,2693.0
5.0,receding,0.3999709112064577,1659.2661691542291,242.57169215402453,True,False,1338.525,2686.475
10.0,receding,0.7999418224129154,1702.7363184079602,312.0969377738484,True,False,1377.5500000000002,2669.0
15.0,receding,1.1999127336193731,1732.9601990049741,360.43637893441144,True,False,1416.5749999999998,2656.8500000000004
20.0,receding,1.599883644825831,1578.358208955224,113.16919637234824,True,False,1455.6,2719.0
25.0,receding,1.9998545560322885,,,False,False,1494.625,2715.0
30.0,receding,2.3998254672387462,,,False,False,1533.65,2784.0
35.0,receding,2.799796378445204,,,False,False,1572.6750000000002,2766.0
40.0,receding,3.199767289651662,,,False,False,1611.6999999999998,2746.0
45.0,receding,3.5997382008581194,,,False,False,1650.725,2732.725
50.0,receding,3.999709112064577,,,False,True,1689.75,2769.0
55.0,receding,4.399680023271035,,,False,True,1728.775,2788.0
60.0,receding,4.7996509344774925,,,False,True,1767.8000000000002,2803.0
65.0,receding,5.19962184568395,,,False,True,1806.8249999999998,2808.0
70.0,receding,5.599592756890408,,,False,True,1845.85,2770.0
75.0,receding,5.999563668096866,,,False,True,1884.875,2783.0
80.0,receding,6.399534579303324,,,False,True,1923.9,2770.0
85.0,receding,6.799505490509781,,,False,True,1962.9250000000002,2838.0
90.0,receding,7.199476401716239,,,False,True,2001.9499999999998,2817.2000000000007
95.0,receding,7.599447312922696,,,False,True,2040.975,2726.0750000000003
