pilot_decision,n_galaxies,primary_amplitude_policy,primary_beats_tpg_v6_fraction,primary_beats_mond_fraction,primary_median_tau_minus_tpg_v6,primary_median_tau_minus_mond,formula_shell_beats_wrong_fraction,formula_shell_beats_tpg_v6_fraction,formula_shell_beats_mond_fraction,source_native_beats_wrong_fraction,source_native_beats_tpg_v6_fraction,source_native_beats_mond_fraction,full_endpoint_manifest_rows_created,endpoint_scores_computed,claim_boundary
P0_CODEX_SOURCE_REVIEW_PILOT_COMPLETE_NOT_ENDPOINT,4,leave_one_galaxy_out_beta_all13,0.75,0.25,-0.02370912308604375,2.4173695930689894,1.0,1.0,0.25,0.75,0.0,0.0,False,False,p0_codex_source_review_pilot_not_endpoint
