galaxy,n_points,rmse_newton,rmse_tpg_v6,rmse_mond,rmse_exponential_disk,rmse_warp_vertical_overlay,rmse_expdisk_wvo_diagnostic,mixed_minus_expdisk,mixed_minus_wvo,mixed_minus_tpg_v6,formula_id,overlay_formula_id,diagnostic_status,endpoint_scores_allowed,diagnostic_scores_allowed,claim_boundary
NGC4013,36,65.6912991112144,12.273912532057183,14.334222058319126,10.880207082032726,11.450495413211733,10.614758288774299,-0.2654487932584271,-0.8357371244374345,-1.6591542432828845,NGC4013_EXPDISK_WVO_DIAGNOSTIC_V1,NGC4013_WARP_VERTICAL_OVERLAY_V1,DIAGNOSTIC_ONLY_NOT_ENDPOINT,False,True,ngc4013_expdisk_warp_vertical_overlay_diagnostic_not_endpoint
