split,n_shuffles,seed,observed_mean_minus_wrong,null_mean_minus_wrong_mean,null_mean_minus_wrong_median,p_mean_minus_wrong_at_least_as_good,observed_beats_wrong_fraction,null_beats_wrong_fraction_mean,null_beats_wrong_fraction_median,p_beats_wrong_fraction_at_least_as_good,observed_rank1_fraction,null_rank1_fraction_mean,null_rank1_fraction_median,p_rank1_fraction_at_least_as_good
holdout,1000,1729,-0.03261333874033346,0.013268418585872221,0.013324565074299067,0.26373626373626374,0.5681818181818182,0.5411136363636364,0.5454545454545454,0.43156843156843155,0.25,0.19820454545454544,0.20454545454545456,0.22977022977022976
train,1000,1729,-0.11907665977187724,-0.016143418883630585,-0.017582036799716066,0.04195804195804196,0.5419847328244275,0.5411374045801526,0.5419847328244275,0.5224775224775224,0.22900763358778625,0.2080229007633588,0.20610687022900764,0.28771228771228774
