galaxy,split,formula_family,weight_source,claim_boundary,w_K_compact_finite,w_K_scale_tail_spiral,w_K_exponential_disk,w_K_thick_flared,dominant_mixture_family,hard_family_is_dominant
UGC00634,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03125,0.78125,0.03125,0.15625,K_scale_tail_spiral,True
UGC01230,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03281577751718351,0.7702895573797154,0.03281577751718351,0.16407888758591754,K_scale_tail_spiral,True
UGC01281,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03529422123448694,0.22352713284128717,0.635295982220765,0.10588266370346083,K_exponential_disk,True
UGC02455,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04333124988340684,0.7833437505829658,0.12999374965022054,0.04333124988340684,K_scale_tail_spiral,True
UGC02487,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8022668050272005,0.16126652201701763,0.03646667295578184,0.0,K_compact_finite,True
UGC02885,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.7516424110173839,0.090117081400009,0.03956012689565178,0.11868038068695537,K_compact_finite,True
UGC02916,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.859868566694309,0.06196156360620829,0.03908493484974132,0.03908493484974132,K_compact_finite,True
UGC02953,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8738689990356288,0.046688364688404906,0.03972131813798312,0.03972131813798312,K_compact_finite,True
UGC03205,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.801808921685911,0.05240763800755972,0.036445860076632315,0.10933758022989697,K_compact_finite,True
UGC03546,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8729739907933649,0.047664737316329246,0.03968063594515295,0.03968063594515295,K_compact_finite,True
UGC04278,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04601188035630215,0.07976239287395712,0.7361900857008344,0.13803564106890645,K_exponential_disk,True
UGC04325,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.040996587425991084,0.7950170628700446,0.12298976227797327,0.040996587425991084,K_scale_tail_spiral,True
UGC04483,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030303030303030304,0.7575757575757576,0.030303030303030304,0.1818181818181818,K_scale_tail_spiral,True
UGC05005,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.031610780395279606,0.7471137568377632,0.031610780395279606,0.1896646823716776,K_scale_tail_spiral,True
UGC05253,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.9079664283668913,0.05076237034370457,0.04127120128940415,0.0,K_compact_finite,True
UGC05721,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030741126390290714,0.56962423053593,0.15370563195145356,0.24592901112232565,K_scale_tail_spiral,True
UGC05750,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03304993278245597,0.1265357595582475,0.5948987900842075,0.2455155175750889,K_exponential_disk,True
UGC05764,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
UGC05918,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03159160524451935,0.7472671580438451,0.03159160524451935,0.1895496314671161,K_scale_tail_spiral,True
UGC05999,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.031546054633111234,0.7791776175682213,0.031546054633111234,0.15773027316555616,K_scale_tail_spiral,True
UGC06399,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03833286505395282,0.7316699446223305,0.11499859516185848,0.11499859516185848,K_scale_tail_spiral,True
UGC06446,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03192479530623129,0.6169024563252244,0.15962397653115645,0.19154877183738772,K_scale_tail_spiral,True
UGC06614,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.892517377038022,0.06691365127843144,0.04056897168354645,0.0,K_compact_finite,True
UGC06628,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04364856454492902,0.8254057418202839,0.13094569363478709,0.0,K_scale_tail_spiral,True
UGC06667,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.02980847374329177,0.5826813675939153,0.14904236871645885,0.2384677899463341,K_scale_tail_spiral,True
UGC06786,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8053246189042575,0.048252723113150126,0.03660566449564807,0.10981699348694422,K_compact_finite,True
UGC06787,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.8078440342333532,0.04527523226967343,0.03672018337424332,0.11016055012272997,K_compact_finite,True
UGC06923,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03808520653502072,0.7334035542548549,0.11425561960506217,0.11425561960506217,K_scale_tail_spiral,True
UGC06930,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03691092129095983,0.1382729713485937,0.664396583237277,0.1604195241231695,K_exponential_disk,True
UGC06973,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.785278896765184,0.05205069225884319,0.0406676027439932,0.1220028082319796,K_compact_finite,True
UGC07089,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03975810532062896,0.12532168294616267,0.7156458957713214,0.1192743159618869,K_exponential_disk,True
UGC07125,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.02892492712204186,0.7107507287795815,0.02892492712204186,0.23139941697633482,K_scale_tail_spiral,True
UGC07232,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.04194937715145974,0.7902531142427013,0.12584813145437923,0.04194937715145974,K_scale_tail_spiral,True
UGC07323,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.045307483675662716,0.09385032648674539,0.815534706161929,0.045307483675662716,K_exponential_disk,True
UGC07399,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03701129069019192,0.15579499658121515,0.5921806510430707,0.21501306168552214,K_exponential_disk,True
UGC07524,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03352494557217682,0.6743297169753194,0.10057483671653046,0.1915705007359732,K_scale_tail_spiral,True
UGC07559,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.029669146529203546,0.7033085347079645,0.029669146529203546,0.23735317223362834,K_scale_tail_spiral,True
UGC07608,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03125,0.78125,0.03125,0.15625,K_scale_tail_spiral,True
UGC07690,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.034968109238861546,0.6818341680420801,0.10490432771658466,0.1782933950024738,K_scale_tail_spiral,True
UGC07866,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03225929634353308,0.7483965818452047,0.03225929634353308,0.18708482546772906,K_scale_tail_spiral,True
UGC08286,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030140583474749242,0.2046222819474574,0.5425305025454864,0.22270663203230692,K_exponential_disk,True
UGC08490,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.031038590498529302,0.7516912760117656,0.031038590498529302,0.1862315429911758,K_scale_tail_spiral,True
UGC08550,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.030496923792674963,0.5730430669025506,0.1524846189633748,0.24397539034139967,K_scale_tail_spiral,True
UGC08837,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.0381711909903717,0.7328016630673982,0.11451357297111511,0.11451357297111511,K_scale_tail_spiral,True
UGC09037,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03984746295965974,0.12335581488748557,0.7172543332738754,0.11954238887897924,K_exponential_disk,True
UGC09133,train,K_compact_finite,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.854508641280238,0.06780875496701316,0.038841301876374454,0.038841301876374454,K_compact_finite,True
UGC09992,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03268658570973037,0.7711939000318874,0.03268658570973037,0.16343292854865185,K_scale_tail_spiral,True
UGC10310,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.03526605690923592,0.7010165243826447,0.10579817072770777,0.1579192479804115,K_scale_tail_spiral,True
UGC11455,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.047104189414753576,0.057916211704928604,0.7536670306360572,0.14131256824426072,K_exponential_disk,True
UGC11557,train,K_exponential_disk,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.05385360713828329,0.08448867864918408,0.8616577142125327,0.0,K_exponential_disk,True
UGC11820,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.031736777731101035,0.7461057781511916,0.031736777731101035,0.19042066638660618,K_scale_tail_spiral,True
UGC12632,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.031579607360352736,0.747363141117178,0.031579607360352736,0.1894776441621164,K_scale_tail_spiral,True
UGC12732,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.032280339789057005,0.7740376214766009,0.032280339789057005,0.16140169894528503,K_scale_tail_spiral,True
UGCA281,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.0319226215561961,0.6340750105360237,0.09576786466858832,0.2382345032391919,K_scale_tail_spiral,True
UGCA442,train,K_scale_tail_spiral,available_data_residual_blind_morphology_proxy,readout_mixture_proxy_not_accepted_tau_side_state_not_endpoint,0.028571428571428574,0.7142857142857143,0.028571428571428574,0.22857142857142856,K_scale_tail_spiral,True
