galaxy,carrier_id,source_constant,selected_scale_id,carrier_value_km2_s2,unit,source_status,current_interpretation,claim_boundary
NGC4088,VFLAT2_ASYMPTOTIC_CARRIER_CANDIDATE,velocity_scale_candidate,CURRENT_XW_VFLAT2,29480.889999999996,km2_s2,SOURCE_CATALOG_SCALE_CANDIDATE,SOURCE_CATALOG_SCALE_CANDIDATE_NOT_DERIVED_CARRIER,s4g75_ngc4088_asymptotic_carrier_dominance_gate_not_endpoint
