galaxy,model_id,model_role,n_points,rmse_km_s,mae_km_s,fraction_inside_exact_b2_cross_caveated_interval,construction_used_vobs,scoring_used_vobs,claim_boundary
NGC7331,NEWTONIAN_vn,baseline_point_curve,36,59.354351789327744,51.459217399881524,0.4166666666666667,False,True,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,TPG_V6_v_v6,baseline_point_curve,36,25.485065060071012,22.215153144061194,0.0,False,True,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,MOND_v_mond,baseline_point_curve,36,29.311675230419702,26.45195397689002,0.0,False,True,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
NGC7331,EXPONENTIAL_DISK_CARRIER,baseline_point_curve,36,23.472976891253797,19.563153539286652,0.0,False,True,ngc7331_b2_exact_transfer_interval_control_audit_not_point_endpoint
