galaxy,roi_png,overlay_png,n_panel_rows,n_measurement_targets,n_empty_measurement_fields,worksheet_status,x_warp_onset_available,endpoint_scores_allowed,claim_boundary
NGC4088,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi.png,data/external/literature/2001_verheijen_sancisi_pages/ngc4088_page_76_channel_maps_roi_worksheet_overlay.png,24,23,92,PANEL_WORKSHEET_READY_MEASUREMENTS_EMPTY,False,False,s4g75_ngc4088_channel_map_digitization_worksheet_not_endpoint
