galaxy,split,predeclared_formula_family,rotation_inferred_family,rotation_inferred_best_rmse,rotation_inferred_margin_to_second,rotation_inferred_confidence,predeclared_family_rank_by_rotation,matches_predeclared_family,rmse_tpg_v6,rmse_mond,rotation_inferred_beats_tpg_v6,rotation_inferred_beats_mond,claim_boundary,manifest_confidence,manifest_caveat,type_bin,inclination_deg,distance_frac_error,external_family_label,external_family_label_status,narrow_dry_run_lane,matches_external_expdisk_label
NGC3198,train,K_thick_flared,K_thick_flared,7.680393768171026,0.06447505242122009,LOW,1,True,7.704000492040528,11.179050056995646,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,73.0,0.101449275362,,,,False
NGC3521,train,K_thick_flared,K_scale_tail_spiral,6.74585908508069,0.5020570042330279,LOW,2,False,7.110920589361769,6.814883835390855,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.75,large_distance_error;vertical_geometry_proxy_only,mid_T_3_5,75.0,0.298701298701,,,,False
NGC3741,train,K_scale_tail_spiral,K_scale_tail_spiral,3.894370209914949,5.230330484000446,HIGH,1,True,7.821498388140469,2.7212527031991094,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,70.0,0.052959501558,,,,False
NGC3769,train,K_thick_flared,K_exponential_disk,9.780796821881523,0.7321306774415,LOW,2,False,11.2553126000523,15.980528592616563,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,70.0,0.138888888889,,,,False
NGC3877,train,K_thick_flared,K_exponential_disk,21.773361546275936,0.3139796125752028,LOW,2,False,22.419419150236873,23.91875443404216,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,76.0,0.138888888889,,,,False
NGC3893,train,K_thick_flared,K_scale_tail_spiral,6.862305635245328,1.4061173039918744,MEDIUM,2,False,7.421761571780209,6.883534927974165,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,49.0,0.138888888889,,,,False
NGC3917,train,K_exponential_disk,K_scale_tail_spiral,6.452191277429576,1.1535056794153729,MEDIUM,3,False,6.899654025227952,6.637702160319162,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,79.0,0.138888888889,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,False
NGC3953,train,K_thick_flared,K_scale_tail_spiral,10.437675468940183,0.11615991793822644,LOW,2,False,10.449994650865388,10.343662263567392,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,62.0,0.138888888889,,,,False
NGC3992,train,K_thick_flared,K_compact_finite,19.004485845197102,2.1221913522116402,MEDIUM,3,False,21.62991458359259,18.53931925672739,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,56.0,0.097046413502,,,,False
NGC4010,train,K_exponential_disk,K_exponential_disk,9.44159669812727,0.7143821920958402,LOW,1,True,10.799199499954586,11.798351296716527,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,89.0,0.138888888889,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,True
NGC4051,train,K_thick_flared,K_exponential_disk,21.440613972216013,0.8805841522739541,LOW,2,False,23.162699244292835,25.364933901873997,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,mid_T_3_5,49.0,0.138888888889,,,,False
NGC4068,train,K_scale_tail_spiral,K_exponential_disk,8.122367949148318,0.9647228619581725,MEDIUM,3,False,9.789559083112076,11.389697947293712,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,44.0,0.050343249428,,,,False
NGC4085,train,K_thick_flared,K_exponential_disk,20.47274650715166,0.519868641923658,LOW,2,False,21.45520895763762,23.247876990413115,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.7000000000000001,few_rotation_points;vertical_geometry_proxy_only,mid_T_3_5,82.0,0.138888888889,,,,False
NGC4100,train,K_thick_flared,K_scale_tail_spiral,10.33064825796098,1.446923490673436,MEDIUM,2,False,10.799906207475212,9.873831807311648,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,73.0,0.138888888889,,,,False
NGC4138,train,K_compact_finite,K_scale_tail_spiral,9.578341389474293,0.05422678241290235,LOW,4,False,9.51519890085038,10.185247994852606,False,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,early_T_le_2,53.0,0.138888888889,,,,False
NGC4157,train,K_thick_flared,K_exponential_disk,17.386287423665273,1.4944523836403896,LOW,2,False,20.2163892812284,23.480615178680974,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,82.0,0.138888888889,,,,False
NGC4217,train,K_compact_finite,K_exponential_disk,51.18414311647421,0.6126733910146456,LOW,4,False,52.35219166022327,55.35556407681141,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,mid_T_3_5,86.0,0.138888888889,,,,False
NGC4559,train,K_exponential_disk,K_exponential_disk,11.77662416508168,1.9894933497187406,MEDIUM,1,True,15.385306161864646,18.985298676354127,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,67.0,0.3,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,True
NGC5005,train,K_compact_finite,K_exponential_disk,12.349127636030014,0.07571259080354942,LOW,4,False,12.48174663132076,13.97796581666026,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,mid_T_3_5,68.0,0.08875739645,,,,False
NGC5033,train,K_compact_finite,K_compact_finite,13.873279524642212,0.902193983973099,LOW,1,True,15.138788047327507,15.295974840608451,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,mid_T_3_5,66.0,0.299363057325,,,,False
NGC5055,train,K_thick_flared,K_exponential_disk,20.79903967723305,1.3093412227949166,LOW,2,False,23.304882018533657,29.486670612228213,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.9,vertical_geometry_proxy_only,mid_T_3_5,55.0,0.030303030303,,,,False
NGC5371,train,K_thick_flared,K_exponential_disk,38.743360698631186,1.4726488339143629,LOW,2,False,41.66572118681593,44.87169677347413,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.75,large_distance_error;vertical_geometry_proxy_only,mid_T_3_5,53.0,0.249874055416,,,,False
NGC5585,train,K_exponential_disk,K_exponential_disk,7.261200623297494,0.37842525123867077,LOW,1,True,7.910184029247681,8.365260361585127,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,51.0,0.300283286119,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,True
NGC6015,train,K_exponential_disk,K_scale_tail_spiral,12.7579251060169,1.6778601283612922,MEDIUM,4,False,13.450865436024902,10.82252972156713,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,60.0,0.3,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,False
NGC6195,train,K_compact_finite,K_exponential_disk,30.009198312939905,0.9883986802736082,LOW,4,False,31.92603912642373,36.238986538686945,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,mid_T_3_5,62.0,0.100156494523,,,,False
NGC6503,train,K_exponential_disk,K_scale_tail_spiral,6.286181362603503,3.374942681429654,HIGH,3,False,7.537023161651215,4.239120184630891,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,74.0,0.049520766773,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,False
NGC6674,train,K_compact_finite,K_compact_finite,29.261624241442536,1.0911409300645154,LOW,1,True,30.84415865400613,25.37693909362036,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,mid_T_3_5,54.0,0.19921875,,,,False
NGC7793,train,K_exponential_disk,K_thick_flared,5.729426613896877,0.03137946343992226,LOW,2,False,5.722342289485416,6.0568332273601175,False,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,47.0,0.049861495845,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_STRONG,STRICT_NARROW_DRY_RUN_READY_CANDIDATE,False
NGC7814,train,K_compact_finite,K_compact_finite,15.356217521468396,5.915417216419316,HIGH,1,True,22.076573970785304,20.006224427465735,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,early_T_le_2,90.0,0.045833333333,,,,False
PGC51017,train,K_scale_tail_spiral,K_exponential_disk,15.978332614463596,1.393242925254306,LOW,3,False,18.392706990319713,21.58619332313812,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,66.0,0.102941176471,,,,False
UGC00128,train,K_scale_tail_spiral,K_compact_finite,10.844153546922133,2.0107975225123464,MEDIUM,2,False,13.983592876820651,11.714529979315056,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,57.0,0.150387596899,,,,False
UGC00191,train,K_scale_tail_spiral,K_scale_tail_spiral,5.7232425165237695,1.8559031253191414,HIGH,1,True,7.100447637659804,7.303541150664803,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,45.0,0.298245614035,,,,False
UGC00634,train,K_scale_tail_spiral,K_scale_tail_spiral,6.473523239737815,4.060689256524902,HIGH,1,True,8.17927394861286,2.390542422509193,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.45,few_rotation_points;low_inclination;large_distance_error,irregular_T_ge_9,37.0,0.249190938511,,,,False
UGC01230,train,K_scale_tail_spiral,K_scale_tail_spiral,15.269259084422602,1.2644025491662045,LOW,1,True,15.668391396233122,19.787452508603863,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,low_inclination,irregular_T_ge_9,22.0,0.199255121043,,,,False
UGC01281,train,K_exponential_disk,K_thick_flared,3.678709571459771,0.16305563953781377,LOW,3,False,2.873653918392883,2.590778492828074,False,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,90.0,0.045540796964,,,,False
UGC02455,train,K_scale_tail_spiral,K_exponential_disk,38.788649875518104,0.7202035670773341,LOW,3,False,40.12562667208877,41.15186377794972,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,51.0,0.300578034682,,,,False
UGC02487,train,K_compact_finite,K_compact_finite,66.03842575329956,1.0596502983546117,LOW,1,True,67.62411171265585,60.82824936276332,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,low_inclination,early_T_le_2,36.0,0.150506512301,,,,False
UGC02885,train,K_compact_finite,K_compact_finite,17.310996533690737,0.6879648367326858,LOW,1,True,18.30388329245319,15.131131571665344,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,mid_T_3_5,64.0,0.1,,,,False
UGC02916,train,K_compact_finite,K_exponential_disk,26.564684564546557,0.39135937873506066,LOW,4,False,27.319935272727097,30.310716706055015,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,early_T_le_2,50.0,0.149847094801,,,,False
UGC02953,train,K_compact_finite,K_compact_finite,27.22347751113864,4.884070945959145,MEDIUM,1,True,32.750190465366245,28.930833464990883,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,early_T_le_2,50.0,0.3,,,,False
UGC03205,train,K_compact_finite,K_compact_finite,19.265882690084663,3.08124123781727,MEDIUM,1,True,23.038239432266117,20.01236999671605,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,early_T_le_2,67.0,0.2,,,,False
UGC03546,train,K_compact_finite,K_exponential_disk,30.78702751237715,0.1903553301519132,LOW,4,False,31.144679427119858,32.99335102825052,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,early_T_le_2,55.0,0.250871080139,,,,False
UGC04278,train,K_exponential_disk,K_scale_tail_spiral,8.380855597511358,3.1479486353903745,HIGH,3,False,10.395694298729476,7.617050061219652,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,90.0,0.299684542587,,,,False
UGC04325,train,K_scale_tail_spiral,K_scale_tail_spiral,15.624506638510129,3.2258935952079515,MEDIUM,1,True,17.920667735433767,16.430046998854888,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,41.0,0.3,,,,False
UGC04483,train,K_scale_tail_spiral,K_exponential_disk,2.573343301118045,0.7398059989491794,HIGH,3,False,3.798705980303068,5.284251656234046,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,58.0,0.092814371257,,,,False
UGC05005,train,K_scale_tail_spiral,K_exponential_disk,5.514610993442102,1.7788803261721364,HIGH,3,False,8.667266606701743,15.3370678339474,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,41.0,0.199255121043,,,,False
UGC05253,train,K_compact_finite,K_scale_tail_spiral,14.988985130439485,0.06628205761687234,LOW,4,False,15.05917273003151,15.801028556046024,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.65,low_inclination;large_distance_error,early_T_le_2,37.0,0.249781659389,,,,False
UGC05721,train,K_scale_tail_spiral,K_scale_tail_spiral,15.677533845245192,3.911583235927141,MEDIUM,1,True,18.899011901061648,16.681620310362256,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,61.0,0.299352750809,,,,False
UGC05750,train,K_exponential_disk,K_exponential_disk,7.20491638120323,1.0707364376160609,MEDIUM,1,True,9.302313712413987,15.43158945781573,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,64.0,0.199318568995,,,,False
UGC05764,train,K_scale_tail_spiral,K_scale_tail_spiral,6.982946574188482,4.59754227100875,HIGH,1,True,10.69204900722308,8.472754908677588,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,60.0,0.299866131191,,,,False
UGC05918,train,K_scale_tail_spiral,K_scale_tail_spiral,3.820573804610818,1.124462554083379,HIGH,1,True,3.852091274673392,4.343347077626917,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,46.0,0.300261096606,,,,False
UGC05999,train,K_scale_tail_spiral,K_thick_flared,8.191912046473869,0.7538362989474567,LOW,3,False,8.462273332104134,12.11108103755705,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.6000000000000001,few_rotation_points;low_inclination,irregular_T_ge_9,22.0,0.199161425577,,,,False
UGC06399,train,K_scale_tail_spiral,K_scale_tail_spiral,4.496852360136039,3.358745617319162,HIGH,1,True,6.570667508689696,4.007206920083819,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,75.0,0.138888888889,,,,False
UGC06446,train,K_scale_tail_spiral,K_scale_tail_spiral,9.608036252006082,3.2984393080855625,HIGH,1,True,11.600558614682592,9.277034813965724,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,51.0,0.3,,,,False
UGC06614,train,K_compact_finite,K_exponential_disk,24.935467272632938,1.41180076081924,LOW,4,False,27.61230809264631,31.039843849947932,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,low_inclination,early_T_le_2,36.0,0.1,,,,False
UGC06628,train,K_scale_tail_spiral,K_exponential_disk,27.73172057489266,1.5201939868873175,LOW,3,False,30.52936844963153,33.51825732954061,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.45,few_rotation_points;low_inclination;large_distance_error,irregular_T_ge_9,20.0,0.3,,,,False
UGC06667,train,K_scale_tail_spiral,K_scale_tail_spiral,18.254026493374933,5.372242036928359,HIGH,1,True,21.777818607382592,16.71485279097738,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,89.0,0.138888888889,,,,False
UGC06786,train,K_compact_finite,K_compact_finite,22.485512324729054,9.971468407941497,HIGH,1,True,33.56822624211261,29.84835494248942,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,early_T_le_2,64.0,0.249829351536,,,,False
UGC06787,train,K_compact_finite,K_compact_finite,25.47360509382077,6.1994586310117015,MEDIUM,1,True,32.5137827820559,29.754940330408104,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,early_T_le_2,66.0,0.249765258216,,,,False
UGC06923,train,K_scale_tail_spiral,K_exponential_disk,6.821521520866956,0.7287050960529591,MEDIUM,3,False,8.148037483804755,9.174294672212552,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,65.0,0.138888888889,,,,False
UGC06930,train,K_exponential_disk,K_thick_flared,6.517130201295519,0.2532895720555812,LOW,2,False,7.129942401878801,10.61535991106732,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,low_inclination,late_T_6_8,32.0,0.138888888889,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_BAR,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,False
UGC06973,train,K_compact_finite,K_exponential_disk,43.14755324227816,0.33123866307427363,LOW,4,False,43.77487056159231,46.219420778795254,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,early_T_le_2,71.0,0.138888888889,,,,False
UGC07089,train,K_exponential_disk,K_exponential_disk,8.347194825643959,1.9812215066738474,MEDIUM,1,True,11.854626156035648,15.11002549298317,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,80.0,0.138888888889,K_exponential_disk,ACCEPTED_EXTERNAL_EXPONENTIAL_DISK_LABEL_CAVEATED_EDGEON,CAVEATED_NARROW_DRY_RUN_SUPPORT_POOL,True
UGC07125,train,K_scale_tail_spiral,K_exponential_disk,18.03480007443073,3.1914096121043904,MEDIUM,3,False,23.50738158433897,30.74421689899473,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,90.0,0.29797979798,,,,False
UGC07232,train,K_scale_tail_spiral,K_thick_flared,4.3630085429453525,0.042970973518863254,LOW,3,False,4.330516350390615,4.2010085891531075,False,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,59.0,0.060070671378,,,,False
UGC07323,train,K_exponential_disk,K_exponential_disk,5.738379289187959,1.1583269782042196,MEDIUM,1,True,7.870558254421247,9.408514005252677,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,47.0,0.3,,,,False
UGC07399,train,K_exponential_disk,K_scale_tail_spiral,27.224941789609375,3.858347173760812,MEDIUM,3,False,29.951109537180734,27.270722350345288,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,55.0,0.300118623962,,,,False
UGC07524,train,K_scale_tail_spiral,K_thick_flared,5.565712808638458,0.06584230108402345,LOW,2,False,5.168715146792566,7.393493259839208,False,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,46.0,0.050632911392,,,,False
UGC07559,train,K_scale_tail_spiral,K_exponential_disk,5.979985469576416,1.2396432373513502,MEDIUM,3,False,8.085663881075234,10.48876346756678,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,61.0,0.050301810865,,,,False
UGC07608,train,K_scale_tail_spiral,K_scale_tail_spiral,7.4459557613823,4.855961771795909,HIGH,1,True,11.086952972273936,7.643350201540864,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.65,low_inclination;large_distance_error,irregular_T_ge_9,25.0,0.299634591961,,,,False
UGC07690,train,K_scale_tail_spiral,K_exponential_disk,3.782197127047663,0.3295400907425048,LOW,3,False,4.60175903715822,6.229715228813062,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.65,few_rotation_points;large_distance_error,irregular_T_ge_9,41.0,0.299630086313,,,,False
UGC07866,train,K_scale_tail_spiral,K_exponential_disk,3.8440575983226073,1.0585424087728286,HIGH,3,False,5.7383846888435865,8.109464129446401,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,44.0,0.050328227571,,,,False
UGC08286,train,K_exponential_disk,K_scale_tail_spiral,11.69183441360548,3.8332883668233055,HIGH,3,False,14.190503497341911,11.134978355570606,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,90.0,0.032307692308,,,,False
UGC08490,train,K_scale_tail_spiral,K_scale_tail_spiral,10.242739593575449,4.072178872482384,HIGH,1,True,12.750079284525585,8.782045083335015,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,50.0,0.113978494624,,,,False
UGC08550,train,K_scale_tail_spiral,K_scale_tail_spiral,3.021578182399214,4.275290598930815,HIGH,1,True,6.06335307483473,3.445739243845035,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,late_T_6_8,90.0,0.298507462687,,,,False
UGC08837,train,K_scale_tail_spiral,K_exponential_disk,9.134398392608324,1.529992283086564,MEDIUM,3,False,11.823039060545453,14.631810600470736,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,80.0,0.049930651872,,,,False
UGC09037,train,K_exponential_disk,K_exponential_disk,31.40417997527423,2.040901119426234,LOW,1,True,35.08096095482696,38.28976483562106,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,65.0,0.1004784689,,,,False
UGC09133,train,K_compact_finite,K_scale_tail_spiral,17.508027314218538,0.02298138222738544,LOW,3,False,17.439689160530865,21.296066784163067,False,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,early_T_le_2,53.0,0.199649737303,,,,False
UGC09992,train,K_scale_tail_spiral,K_exponential_disk,10.029104494912074,1.347112632193861,MEDIUM,3,False,12.419100947372682,15.349374013313271,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.45,few_rotation_points;low_inclination;large_distance_error,irregular_T_ge_9,30.0,0.3,,,,False
UGC10310,train,K_scale_tail_spiral,K_thick_flared,5.918634978228939,0.5607547492037908,LOW,3,False,6.026738625872166,8.025462221912084,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.45,few_rotation_points;low_inclination;large_distance_error,irregular_T_ge_9,34.0,0.302631578947,,,,False
UGC11455,train,K_exponential_disk,K_exponential_disk,13.679951585765377,0.3549822723043956,LOW,1,True,14.4032869987777,16.72257736917739,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,late_T_6_8,90.0,0.150127226463,,,,False
UGC11557,train,K_exponential_disk,K_exponential_disk,31.049551860169803,1.0164132486855557,LOW,1,True,32.96981266846553,34.503675638220066,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.65,low_inclination;large_distance_error,late_T_6_8,30.0,0.25,,,,False
UGC11820,train,K_scale_tail_spiral,K_thick_flared,5.333323630618512,0.49560435261168223,LOW,3,False,5.218621983502207,9.228226219817984,False,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,45.0,0.3,,,,False
UGC12632,train,K_scale_tail_spiral,K_scale_tail_spiral,5.766415468238759,1.1286900886881694,MEDIUM,1,True,6.032106398984771,7.673706532829834,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.85,large_distance_error,irregular_T_ge_9,46.0,0.299897645855,,,,False
UGC12732,train,K_scale_tail_spiral,K_scale_tail_spiral,6.263565949137006,3.2012423730100066,HIGH,1,True,7.718129754895397,6.818578331328152,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.65,low_inclination;large_distance_error,irregular_T_ge_9,39.0,0.30303030303,,,,False
UGCA281,train,K_scale_tail_spiral,K_exponential_disk,0.9719686345729848,0.5376056272677563,HIGH,3,False,1.94071702394095,2.958109044402935,True,True,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,0.8,few_rotation_points,irregular_T_ge_9,67.0,0.049295774648,,,,False
UGCA442,train,K_scale_tail_spiral,K_scale_tail_spiral,4.318569912820944,1.7565260745841709,HIGH,1,True,5.207292467615204,3.4784865920272874,True,False,inverse_rotation_diagnostic_not_residual_blind_label_not_endpoint,1.0,none,irregular_T_ge_9,64.0,0.050574712644,,,,False
