galaxy,split,coarse_formula_family,weight_intake_status,dominant_intake_family,n_nonzero_source_components,nonzero_source_components,weight_entropy,effective_component_count,uses_endpoint_residuals,accepted_label_output_allowed,endpoint_scores_computed,claim_boundary,thick_flared_weight_is_proxy_only,raw_K_compact_finite,raw_K_scale_tail_spiral,raw_K_exponential_disk,raw_K_thick_flared,w_K_compact_finite,w_K_scale_tail_spiral,w_K_exponential_disk,w_K_thick_flared
NGC0300,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0841068795575455,2.956797862507337,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.55,0.5865143000793086,0.8034687858585816,0.0,0.28350762642556804,0.3023295946911602,0.41416277888327174,0.0
NGC0801,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.5923060644407936,1.808153329368485,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.85,0.0,0.32943495352056945,0.0,0.7206840847498894,0.0,0.2793159152501105
NGC0891,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_compact_finite;K_scale_tail_spiral;K_thick_flared,1.0286215775715553,2.7972074425870197,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.6377263263619355,0.7974253431407767,0.0,0.30000000000000004,0.3675334770848622,0.4595709742015323,0.0,0.17289554871360546
NGC1003,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6550903711718837,1.925316502623208,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.7684779989050798,0.0,0.43780804463986955,0.0,0.637061170538565,0.0,0.362938829461435
NGC1090,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0973958236315384,2.996352823671283,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.7898038839084262,0.7413098646445776,0.0,0.31374464903637805,0.35399534623488205,0.3322600047287399,0.0
NGC1705,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3364213056359842,3.8054007420980556,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.8999999999999999,0.4,0.75,0.49054948832450707,0.35425407146607096,0.15744625398492046,0.2952117262217258,0.19308794832728277
NGC2366,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6759112566185687,1.9658235297213607,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.37816775307575895,0.0,0.55,0.0,0.4074347032878356,0.0,0.5925652967121643
NGC2403,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_compact_finite;K_scale_tail_spiral,0.682095290075299,1.978017914579437,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.55,0.741684554585003,0.0,0.0,0.4258005548240886,0.5741994451759114,0.0,0.0
NGC2841,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3246784243337468,3.7609757222424625,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.9916345262163424,0.9739544021425101,0.9174304674044162,0.3595868136191108,0.30581404653672684,0.3003616039852152,0.28292996687351674,0.11089438260454126
NGC2903,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0944252791425568,2.987465231333543,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.5600322128845105,0.6182228448114191,0.0,0.37268633838191045,0.29816622113692404,0.3291474404811655,0.0
NGC2915,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_thick_flared,1.0946156992294662,2.9880341588884303,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.55,0.5237807454638194,0.0,0.4444960664392462,0.3622527826863201,0.3449836955668794,0.0,0.29276352174680065
NGC2955,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
NGC2976,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0642955145137325,2.8987961047712596,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.55,0.4,0.7653152049489722,0.0,0.3206407769331011,0.23319329231498262,0.44616593075191624,0.0
NGC2998,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
NGC3109,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6458196847102708,1.9075499781729401,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3460096954135977,0.0,0.65,0.0,0.34739591091020006,0.0,0.6526040890897999
NGC3198,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3308199358572421,3.784144871955407,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.8999999999999999,0.983782081200994,0.9085155759370505,0.3721542572313463,0.28440944098825127,0.31088545752070346,0.28710045231263964,0.11760464917840564
NGC3521,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.320099727155805,3.7437947166435244,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.8999999999999999,0.7974472201714633,0.7980723839057675,0.30000000000000004,0.3219437269147965,0.2852590334220502,0.28548266402488787,0.10731457563826552
NGC3741,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6080788086630713,1.836898972242228,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.2742701140145392,0.0,0.65,0.0,0.2967423806697106,0.0,0.7032576193302894
NGC3769,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0810566647945399,2.9477927347844872,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.7002259836236,0.6112055135103056,0.44055846433332824,0.0,0.39967465512027467,0.3488635933726704,0.2514617515070549
NGC3877,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3364613072825993,3.8055529674383815,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.7,0.49543057203163504,0.7042069833176093,0.30000000000000004,0.3182342465001506,0.22523282111946566,0.3201468267374622,0.13638610564292172
NGC3893,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0978544466011064,2.9977273350683054,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.691587006242485,0.6405740465743378,0.0,0.3444608876002789,0.34032096289015146,0.3152181495095697,0.0
NGC3917,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3485446858241166,3.851815847555516,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.7,0.5425897556318221,0.6988383644366771,0.333353915459617,0.30772179007360895,0.23852384411232336,0.307211132109382,0.14654323370468553
NGC3953,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.094622421421418,2.9880542450951166,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.8999999999999999,0.7544498449983646,0.9281219313280165,0.0,0.3484898302730694,0.2921312204811374,0.35937894924579317,0.0
NGC3992,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0958074984024053,2.9915974184508403,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.8372640071294837,0.8,0.0,0.299495477560409,0.3582239766562663,0.3422805457833246,0.0
NGC4010,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0671715117317773,2.9071450342985585,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.6063510285174486,0.649924085356976,0.35461532721589384,0.0,0.37640736641720013,0.40345641688523526,0.22013621669756464
NGC4051,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.093404976430853,2.984418666930148,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.8999999999999999,0.7289522710587055,0.9195189065101768,0.0,0.35315290513057956,0.2860351246954618,0.3608119701739586,0.0
NGC4068,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0485919835761897,2.8536303296877166,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.25,0.55,0.36904347432254936,0.0,0.21385004535000104,0.47047009977000237,0.3156798548799965
NGC4085,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3425372117277672,3.828745530177886,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.7,0.4712185280704682,0.593618913873702,0.30000000000000004,0.33900973790019395,0.22821095670697802,0.2874894177213165,0.1452898876715117
NGC4100,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.323559159926245,3.756768550886868,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.8999999999999999,0.7674490892123166,0.9357826896684815,0.32990390587434026,0.30683885668082655,0.2616480012162765,0.3190383228884285,0.11247481921446843
NGC4138,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0918687877097109,2.9798375562610175,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.9508011833269776,0.7209349509742446,0.7925918842945472,0.0,0.3858257407911005,0.2925482912721375,0.321625967936762,0.0
NGC4157,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3489882263558572,3.853524662941136,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.725868181030294,0.7458248273292862,0.6890389260662815,0.3504420142281114,0.28905531670530843,0.2970024548594332,0.2743891662445832,0.13955306219067523
NGC4217,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3107936432858114,3.709116259604985,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.9999999999999999,0.7407155894708731,0.8612143540291886,0.30000000000000004,0.3445982568393381,0.25524930094538567,0.29677296516347496,0.10337947705180145
NGC4559,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0981310110583384,2.9985565145571607,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.8999999999999999,0.8442004102386579,0.841989223425363,0.0,0.3480023229096747,0.32642633751594813,0.32557133957437717,0.0
NGC5005,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0761827059754077,2.933460270680583,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7984536204241015,0.4718959818222883,0.6900826510823674,0.0,0.40728447467049694,0.2407101704335983,0.35200535489590473,0.0
NGC5033,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0983761228311568,2.9992915861440097,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.9999999999999999,0.958006693543365,0.952773842804022,0.0,0.34355046267241324,0.3291236428100919,0.3273258945174949,0.0
NGC5055,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.092228596502465,2.9809099209262877,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.8999999999999999,0.9891784901873911,0.75,0.0,0.341015207325404,0.3748054532367593,0.28417933943783674,0.0
NGC5371,train,K_thick_flared,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0965081087152047,2.99369409684544,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.8096132181032003,0.7999476591251997,0.0,0.3030879189640753,0.35054855062958146,0.34636353040634327,0.0
NGC5585,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.088862362832467,2.970892351782037,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.4957548575848175,0.6050777152975241,0.0,0.3887090951934569,0.27529203161365073,0.33599887319289246,0.0
NGC6015,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.0984593773425837,2.9995413010944447,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.7,0.6965696838474358,0.6729177629669849,0.0,0.3382480048755627,0.33659043688313806,0.3251615582412992,0.0
NGC6195,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
NGC6503,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,4,K_compact_finite;K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.3683607314013733,3.9289048833029767,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.7,0.5370584232311387,0.5527668686509448,0.4070779137817987,0.3186303330048021,0.24446157748167383,0.25161184490324606,0.18529624461027805
NGC6674,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
NGC7793,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_exponential_disk,1.078629182241603,2.9406456975148574,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.8999999999999999,0.549008289486204,0.7874422717611327,0.0,0.40242338265597183,0.24548196995689692,0.3520946473871312,0.0
NGC7814,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_compact_finite,3,K_compact_finite;K_scale_tail_spiral;K_thick_flared,1.0225964302618262,2.78040452654391,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.7999999999999999,0.4858277868842022,0.0,0.30000000000000004,0.5044683960115376,0.3063559554841358,0.0,0.18917564850432664
PGC51017,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6588620935481159,1.932591973861312,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.2781141212466765,0.0,0.47390281205933604,0.0,0.36982428045075105,0.0,0.630175719549249
UGC00128,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6628276529682369,1.9402709979184598,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.7787831471817501,0.0,0.47227681876603483,0.0,0.6224986558432115,0.0,0.37750134415678843
UGC00191,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,2,K_scale_tail_spiral;K_exponential_disk,0.6844528469795113,1.9826867056784971,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.4689977739596749,0.6112373599848169,0.0,0.0,0.4341626736830192,0.5658373263169808,0.0
UGC00634,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0952839163552863,2.9900314817342815,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.6188427482139932,0.6719253966486716,0.55,0.0,0.3361872324557004,0.3650244592312859,0.2987883083130136
UGC01230,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6551362302438721,1.925404797875856,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.737887861381344,0.0,0.42052885835021236,0.0,0.6369796367859202,0.0,0.36302036321407966
UGC01281,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6788760190588428,1.971660377644831,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.3138689681360367,0.0,0.44111524744222863,0.0,0.4157291790473195,0.0,0.5842708209526806
UGC02455,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.39091003127172974,0.0,0.0,0.0,1.0,0.0,0.0
UGC02487,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC02885,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC02916,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.8444936557105305,0.0,0.0,0.0,1.0,0.0,0.0
UGC02953,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.7390002441043401,0.0,0.0,0.0,1.0,0.0,0.0
UGC03205,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.7883328288417751,0.0,0.0,0.0,1.0,0.0,0.0
UGC03546,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.6089777672935384,0.0,0.0,0.0,1.0,0.0,0.0
UGC04278,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6827475664646303,1.9793085498424863,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4405536728786449,0.0,0.329666036432983,0.0,0.5719844189294806,0.0,0.42801558107051946
UGC04325,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.3729589252895612,0.0,0.0,0.0,1.0,0.0,0.0
UGC04483,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.066562484888105,2.9053750439747414,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4,0.75,0.55,0.0,0.23529411764705885,0.4411764705882353,0.3235294117647059
UGC05005,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6732928544605097,1.9606829461433415,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.645808902265465,0.0,0.431789249649404,0.0,0.5993040180310966,0.0,0.40069598196890344
UGC05253,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC05721,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,2,K_scale_tail_spiral;K_thick_flared,0.6906554428080063,1.9950227280994923,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.36851328049761184,0.0,0.4244696473001811,0.0,0.46471779855465073,0.0,0.5352822014453493
UGC05750,train,K_exponential_disk,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6772997065226101,1.9685548729403912,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.53781661330326,0.0,0.3756266356698046,0.0,0.5887794495256257,0.0,0.41122055047437434
UGC05764,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0441642747608157,2.841023216430842,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.2504462610440856,0.55,0.55,0.0,0.18545444440747705,0.4072727777962615,0.4072727777962615
UGC05918,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.063001020612784,2.8950460586231404,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.33039413403582296,0.6318316392877167,0.4331269579353906,0.0,0.23678180193027693,0.4528114111459535,0.3104067869237695
UGC05999,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,2,K_scale_tail_spiral;K_thick_flared,0.6918712233572231,1.9974497129691118,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.5598068709393623,0.0,0.505978597013321,0.0,0.5252528653958112,0.0,0.474747134604189
UGC06399,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.077701757637894,2.937919734602115,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4150418008470827,0.6371603763703504,0.42397881306425267,0.0,0.28115915567228933,0.4316275447015254,0.28721329962618525
UGC06446,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0892142472068385,2.9719379463319715,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.4750382371856706,0.6335601450343806,0.47977877651388,0.0,0.29907143563076394,0.39887261130056845,0.30205595306866767
UGC06614,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.85,0.0,0.0,0.0,1.0,0.0,0.0
UGC06628,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_exponential_disk,2,K_scale_tail_spiral;K_exponential_disk,0.6799066560236433,1.9736934912331068,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.48213528514993315,0.6690536557921273,0.0,0.0,0.41881507718045313,0.5811849228195469,0.0
UGC06667,train,K_scale_tail_spiral,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_thick_flared,3,K_scale_tail_spiral;K_exponential_disk;K_thick_flared,1.0879151519530383,2.9680796225589785,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,True,0.0,0.41929898307591557,0.5550560791445157,0.5953767846563593,0.0,0.26711503873108755,0.35359929802588913,0.37928566324302326
UGC06786,train,K_compact_finite,SOURCE_INFORMATIVE_WEIGHT_CANDIDATE,K_scale_tail_spiral,1,K_scale_tail_spiral,-0.0,1.0,False,False,False,l2_weight_intake_candidate_not_endpoint_not_accepted_state,False,0.0,0.6752774219161246,0.0,0.0,0.0,1.0,0.0,0.0
