zone,radius_min_arcsec,radius_max_arcsec,n_independent_pixels,mode,co_minus_halpha_km_s,sigma_km_s,z,sector_jackknife_sigma_km_s,sector_jackknife_z,occupied_jackknife_sectors
0,1.1454935877286718,48.36473214510403,402,m0,3.0365527509755736,0.09050978584027562,33.54944134255535,2.688857159802026,1.1293098035743734,12
0,1.1454935877286718,48.36473214510403,402,m1_cos,0.5709521089928371,0.12183693692632533,4.686198811269289,3.345243698576966,0.1706757894008483,12
0,1.1454935877286718,48.36473214510403,402,m1_sin,-4.562194916891459,0.1101287962958842,-41.425994565800586,4.007096770054468,-1.138528760020299,12
0,1.1454935877286718,48.36473214510403,402,m2_cos,-3.031529409504842,0.11378618235037943,-26.64233342647806,3.835477996972587,-0.790391552734153,12
0,1.1454935877286718,48.36473214510403,402,m2_sin,-1.0245449841617429,0.11499689501700205,-8.909327369319545,3.760075225409261,-0.2724799166884294,12
1,48.36473214510403,63.35807284124022,401,m0,-0.424884150179046,0.08232464666505529,-5.161080762456506,0.621084146113792,-0.6841007822170376,12
1,48.36473214510403,63.35807284124022,401,m1_cos,-1.8326536755265657,0.0715617259501835,-25.609411332565358,0.9002476765300323,-2.0357216389499095,12
1,48.36473214510403,63.35807284124022,401,m1_sin,-0.409722667433518,0.12112483045692135,-3.3826480160006325,1.2021193279960463,-0.34083360768895776,12
1,48.36473214510403,63.35807284124022,401,m2_cos,-0.11799817679836844,0.11131711023077595,-1.060018325608181,0.984707864211366,-0.11983064326684438,12
1,48.36473214510403,63.35807284124022,401,m2_sin,-1.4109391971382932,0.08634632769883228,-16.34046559640051,1.1035651972604705,-1.2785281745390837,12
2,63.35807284124022,75.25957398801503,401,m0,1.0245047151638331,0.10750363068139498,9.529954557536056,1.8066817621879674,0.5670642924535392,12
2,63.35807284124022,75.25957398801503,401,m1_cos,0.00415082245754439,0.13870987465644605,0.029924491445364413,2.8243933866217215,0.0014696332590231774,12
2,63.35807284124022,75.25957398801503,401,m1_sin,-2.100338993680059,0.10350957952895655,-20.291252299913886,2.46300833426418,-0.8527535065396081,12
2,63.35807284124022,75.25957398801503,401,m2_cos,0.9088066180187466,0.12226175100738063,7.433286457380152,2.7979974482281795,0.32480609251243053,12
2,63.35807284124022,75.25957398801503,401,m2_sin,-0.5107838472397941,0.1169700989906121,-4.366789903125491,2.3763943231465445,-0.21494069492788284,12
3,75.25957398801503,89.0605069477111,401,m0,0.9351129677806822,0.07768594160026066,12.037093823131888,0.8513566510471804,1.0983798231099509,12
3,75.25957398801503,89.0605069477111,401,m1_cos,-1.7245119618370515,0.13315350541289228,-12.951307263669527,1.2997242203844754,-1.3268291340503897,12
3,75.25957398801503,89.0605069477111,401,m1_sin,-0.8091402832832957,0.0923613791986993,-8.760591172448523,0.8543916343216391,-0.9470367578279584,12
3,75.25957398801503,89.0605069477111,401,m2_cos,0.7681787748435527,0.10734249110759937,7.156334522491523,1.2739376903257693,0.6029955630303356,12
3,75.25957398801503,89.0605069477111,401,m2_sin,-1.260377422099735,0.10345756118040147,-12.182554930924615,0.8746721928011859,-1.4409711803725083,12
4,89.0605069477111,130.2221776920067,402,m0,-0.3163248127906719,0.1292898316655777,-2.446633340887013,2.631991373934412,-0.12018459327920068,9
4,89.0605069477111,130.2221776920067,402,m1_cos,-2.640332240039074,0.23482168777852205,-11.243988002204333,4.654504545021975,-0.567263865466181,9
4,89.0605069477111,130.2221776920067,402,m1_sin,-0.30807669051260067,0.16535501056963167,-1.8631228013672336,2.6925752504344667,-0.11441711441969551,9
4,89.0605069477111,130.2221776920067,402,m2_cos,0.5613048399774136,0.23372833934181927,2.4015266679173446,3.917984774054402,0.143263660362969,9
4,89.0605069477111,130.2221776920067,402,m2_sin,-0.5453429311083506,0.10647588107622388,-5.121750819023051,2.1830863181221165,-0.2498036502640229,9
