galaxy,prospective_replay_gate_status,lane_status,formula_freeze_status,rmse_frozen_protocol,beats_tpg_v6_by_km_s,beats_expdisk_by_km_s,beats_wvo_by_km_s,validation_claim_allowed,endpoint_scores_allowed,future_population_protocol_candidate,claim_boundary
NGC4013,NGC4013_MIXED_OVERLAY_PROSPECTIVE_REPLAY_RECORDED_NOT_VALIDATION,FROZEN_PASS_CAVEATED_PROSPECTIVE_ONLY,MIXED_FORMULA_FREEZE_READY_NOT_RETROACTIVE_ENDPOINT,10.6147582887743,1.6591542432828843,0.2654487932584271,0.8357371244374345,False,False,True,ngc4013_mixed_overlay_prospective_replay_gate_not_validation
