galaxy,split,formula_family,n_points,rmse_matched,rmse_wrong_mean,rmse_newton,rmse_tpg_v6,rmse_mond,matched_minus_wrong,matched_minus_newton,matched_minus_tpg_v6,matched_minus_mond,rmse_K_compact_finite,rmse_K_scale_tail_spiral,rmse_K_exponential_disk,rmse_K_thick_flared
D512-2,train,K_scale_tail_spiral,4,2.421755476141108,10.933776104291434,17.686144058692637,2.5139498188497846,6.561883790113319,-8.512020628150326,-15.264388582551529,-0.09219434270867666,-4.140128313972211,13.89340020823602,2.421755476141108,6.288990479693591,12.61893762494469
D564-8,train,K_scale_tail_spiral,6,3.2911108576192394,8.027927689493366,11.653064328205572,3.399294537690645,7.16409055590109,-4.736816831874126,-8.361953470586332,-0.10818368007140577,-3.872979698281851,9.506765011995014,3.2911108576192394,5.689608360804489,8.887409695680596
D631-7,train,K_scale_tail_spiral,16,10.56209931580333,18.734159981194807,26.330096093973044,10.35809255392164,10.521817679771978,-8.172060665391477,-15.767996778169714,0.20400676188168987,0.040281636031352264,21.588078191021886,10.56209931580333,14.382726072565802,20.231675679996734
DDO064,train,K_scale_tail_spiral,14,4.736829983679836,10.297263305780213,17.940281191340095,2.7332917850477236,3.548332793859171,-5.560433322100376,-13.203451207660258,2.003538198632113,1.1884971898206653,13.298341717945569,4.736829983679836,5.503907585117288,12.089540614277782
DDO154,train,K_scale_tail_spiral,12,7.029669586919663,16.64766386235561,23.71217692693497,3.544983778635305,4.451832612674567,-9.617994275435947,-16.682507340015306,3.4846858082843584,2.5778369742450966,19.55583487736366,7.029669586919663,12.083308073120138,18.30384863658303
DDO161,train,K_scale_tail_spiral,31,10.064587010283633,12.282157939660976,23.323029110647877,13.579219703882607,18.569662825271475,-2.2175709293773433,-13.258442100364244,-3.5146326935989745,-8.505075814987842,16.255163626365142,10.064587010283633,6.67359507360614,13.91771511901165
DDO168,train,K_scale_tail_spiral,10,6.251290113021297,11.646427238380477,21.018874222272622,6.727638673752554,7.879974549733663,-5.39513712535918,-14.767584109251324,-0.47634856073125675,-1.6286844367123656,15.158759791023908,6.251290113021297,6.35306021343891,13.427461710678614
DDO170,train,K_scale_tail_spiral,8,4.567094863575876,15.982244661745002,27.33402059077279,7.480201139884626,14.370201282342645,-11.415149798169125,-22.766925727196917,-2.91310627630875,-9.80310641876677,20.675345150848468,4.567094863575876,8.684176776307286,18.587212058079253
ESO079-G014,train,K_thick_flared,15,32.65225331454561,25.039671378498408,55.74658403541774,12.522654026496923,11.397542407404476,7.612581936047203,-23.09433072087213,20.129599288048688,21.254710907141135,37.7304075807986,27.670536345833945,9.718070208862667,32.65225331454561
ESO444-G084,train,K_scale_tail_spiral,7,15.458521314355266,26.12074897586594,33.349804034715035,13.917114692092932,10.513209179623457,-10.662227661510673,-17.89128272035977,1.5414066222623344,4.945312134731809,29.21881037887216,15.458521314355266,21.47245065269204,27.67098589603362
ESO563-G021,train,K_thick_flared,30,70.56711407013469,57.719451627155955,117.979670125645,47.72714916375959,44.48667176928297,12.847662442978738,-47.41255605551031,22.8399649063751,26.080442300851722,81.5010296516358,58.602528915987136,33.05479631384493,70.56711407013469
F563-V1,train,K_scale_tail_spiral,6,18.659410063607073,6.500351145002171,4.948718563402544,23.66949222725619,29.338957960123544,12.159058918604902,13.710691500204529,-5.010082163649116,-10.679547896516471,3.1885780872982177,18.659410063607073,12.05133734125524,4.261138006453057
F563-V2,train,K_scale_tail_spiral,10,23.58401828745152,45.53562356946443,59.03782298606215,26.238947803350438,23.428832485173935,-21.951605282012906,-35.45380469861063,-2.6549295158989175,0.15518580227758605,51.50649456532631,23.58401828745152,36.68431476140655,48.41606138166042
F565-V2,train,K_scale_tail_spiral,7,16.62198515159033,30.678178269234806,41.087913426981345,11.960771688430881,6.916649069723871,-14.056193117644476,-24.465928275391015,4.661213463159449,9.70533608186646,35.02796319580549,16.62198515159033,23.849417840349822,33.157153771549105
F567-2,train,K_scale_tail_spiral,5,11.10168128608123,12.252161854577864,20.874317404506115,14.016635993218337,19.406231954265397,-1.1504805684966328,-9.772636118424884,-2.914954707137106,-8.304550668184167,15.041127072946583,11.10168128608123,8.099024396657448,13.616334094129558
F568-3,train,K_exponential_disk,18,20.875843362163256,25.809433026149538,44.56354544414182,9.11490703879206,7.976415983117765,-4.933589663986282,-23.687702081978568,11.760936323371196,12.899427379045491,36.02787234060904,7.94040125424904,20.875843362163256,33.46002548359053
F568-V1,train,K_exponential_disk,15,42.07276303898634,47.78377265790053,65.51997770587302,29.877210479611758,25.762065140172663,-5.71100961891419,-23.44721466688668,12.19555255937458,16.310697898813675,57.14872266013322,31.29109677287154,42.07276303898634,54.911498540696826
F571-8,train,K_thick_flared,13,46.13343155161277,44.458164880443036,55.62174794317093,30.175376192122503,28.290592925853005,1.6752666711697373,-9.488316391558158,15.95805535949027,17.842838625759768,47.49456724845098,42.78404073365809,43.095886659220035,46.13343155161277
F571-V1,train,K_scale_tail_spiral,7,6.550456635031582,25.46205964613372,39.794929421262424,3.5735232878164758,6.360130039546406,-18.911603011102137,-33.244472786230844,2.976933347215106,0.1903265954851756,31.457535144519092,6.550456635031582,15.989521415093215,28.939122378788852
F574-1,train,K_exponential_disk,14,22.75524673861444,29.971112595804556,48.52533758837649,11.820788616096635,8.776912560877792,-7.215865857190117,-25.77009084976205,10.934458122517803,13.978334177736647,39.40819098083532,13.565736108583575,22.75524673861444,36.939410697994774
F574-2,train,K_scale_tail_spiral,5,28.168208774301,11.191345545251503,2.7676256767833216,32.6388165436646,38.74115873241575,16.9768632290495,25.40058309751768,-4.470607769363603,-10.572949958114748,6.068479010099697,28.168208774301,19.633999270243034,7.871558355411782
F579-V1,train,K_thick_flared,14,41.654211247536665,30.79788581296744,55.68314744072652,19.63941142103888,18.38890176475787,10.856325434569225,-14.028936193189857,22.014799826497786,23.265309482778797,44.85560196797248,21.320413862457926,26.217641608471915,41.654211247536665
F583-1,train,K_scale_tail_spiral,25,16.84602431286123,29.615144877717142,37.88119838848093,13.297286773674033,10.320140273858495,-12.769120564855914,-21.035174075619704,3.5487375391871954,6.525884039002733,33.00855934244882,16.84602431286123,24.246431160934012,31.590444129768592
F583-4,train,K_thick_flared,12,19.69864799253762,11.996895457262221,28.256036139451535,2.089348476842753,5.381087823103697,7.701752535275398,-8.557388146913915,17.609299515694865,14.317560169433921,21.661602648104193,5.04060192932192,9.288481794360557,19.69864799253762
KK98-251,train,K_scale_tail_spiral,15,7.487237407336554,4.078159932056052,9.24231819672141,8.181219377823203,10.870651981388162,3.409077475280502,-1.7550807893848557,-0.6939819704866483,-3.383414574051608,5.508998062504849,7.487237407336554,2.5205944601173846,4.204887273545923
NGC0055,train,K_scale_tail_spiral,21,16.536802724396193,12.755992168656059,30.10483924708385,13.646013162608714,17.518196226309797,3.7808105557401337,-13.568036522687656,2.8907895617874786,-0.9813935019136046,18.506383814833363,16.536802724396193,4.477423445653932,15.284169245480879
NGC0100,train,K_exponential_disk,21,14.586444830640922,21.196560303985454,37.32423045477865,7.537919334963079,6.061732881040405,-6.610115473344532,-22.73778562413773,7.0485254956778425,8.524711949600515,28.82203292220269,8.189694642392322,14.586444830640922,26.577953347361344
NGC0247,train,K_exponential_disk,26,14.603230765420312,24.6334810029032,44.33874452179441,3.866312004062215,5.475417572666649,-10.030250237482887,-29.735513756374097,10.736918761358098,9.127813192753663,33.405267769230775,10.106022147848151,14.603230765420312,30.389153091630682
NGC0289,train,K_thick_flared,28,46.72772966100707,31.04260196603212,72.05791283517864,13.44827134683854,23.595309185371484,15.685127694974948,-25.330183174171573,33.27945831416853,23.132420475635584,53.14575468077045,19.0671164479082,20.914934769417698,46.72772966100707
NGC0300,train,K_exponential_disk,25,21.24482452294032,28.097711672137564,46.47895971603302,9.83189803567648,5.607034629923943,-6.852887149197244,-25.234135193092698,11.41292648726384,15.637789893016377,37.45391824876939,11.813013835129153,21.24482452294032,35.02620293251414
NGC0801,train,K_thick_flared,13,25.56004799938335,58.613769559690326,53.955412557620825,31.348134413644825,35.306528941160416,-33.053721560306975,-28.395364558237475,-5.788086414261475,-9.746480941777065,32.18080061588683,95.18617705074477,48.474331012439364,25.56004799938335
NGC0891,train,K_compact_finite,18,38.38222808132624,107.80140128292736,42.48873191442031,29.637636010909365,32.67571266789567,-69.41917320160113,-4.106503833094074,8.744592070416875,5.706515413430573,38.38222808132624,159.29174434784636,114.0964787909556,50.01598070998009
NGC1003,train,K_scale_tail_spiral,36,18.623475638687204,40.15062749272488,57.05520264141121,11.228797331872782,8.233924992844548,-21.527151854037676,-38.43172700272401,7.394678306814422,10.389550645842656,47.05748529684893,18.623475638687204,29.277308035178944,44.11708914614677
NGC1090,train,K_thick_flared,24,23.96138271062583,33.18854785473847,53.94427875610075,15.259685358845738,18.764009439287914,-9.227165144112636,-29.98289604547492,8.701697351780092,5.197373271337916,30.450842005833582,47.361737932498755,21.753063625883076,23.96138271062583
NGC1705,train,K_scale_tail_spiral,14,22.848093498814144,35.38068973961606,44.86883854026655,20.59864390810048,16.95201559286103,-12.532596240801915,-22.020745041452408,2.249449590713663,5.896077905953113,39.432722159387005,22.848093498814144,29.011764272066724,37.69758278739446
NGC2366,train,K_scale_tail_spiral,26,7.243801818855975,8.299140082739719,18.91729119521532,8.175530891777854,11.387781875806942,-1.0553382638837432,-11.673489376359345,-0.9317290729218781,-4.143980056950967,12.535987448947923,7.243801818855975,1.6372276529522234,10.724205146319012
NGC2403,train,K_exponential_disk,73,30.87033972840079,35.40177416981072,50.70104801512085,9.860995949284607,6.239762201686606,-4.531434441409932,-19.830708286720057,21.009343779116183,24.630577526714184,40.44089480164706,28.71128439852787,30.87033972840079,37.05314330925723
NGC2841,train,K_compact_finite,50,92.58655863807186,72.39194166774521,130.51149487715648,59.09007494417434,53.02346081870857,20.19461697032665,-37.924936239084616,33.496483693897524,39.56309781936329,92.58655863807186,62.3230309029663,65.39549507098437,89.45729902928497
NGC2903,train,K_thick_flared,34,41.129789229896176,60.74676331087162,60.520087188359796,24.362146162225375,24.96300377208502,-19.616974080975446,-19.39029795846362,16.7676430676708,16.166785457811155,42.72792481386309,82.00437102101492,57.50799409773686,41.129789229896176
NGC2915,train,K_scale_tail_spiral,30,31.141263897254156,43.915869091714065,53.35994986959267,26.00786566771677,20.629433034344654,-12.774605194459909,-22.218685972338513,5.133398229537384,10.511830862909502,47.836202007808126,31.141263897254156,37.68692357307579,46.22448169425829
NGC2955,train,K_compact_finite,24,37.034292455049844,117.73614570646761,42.64993554277889,19.782113998497127,23.273161362253415,-80.70185325141776,-5.6156430877290475,17.252178456552716,13.761131092796429,37.034292455049844,189.50553618379243,119.25983090692802,44.44307002868238
NGC2976,train,K_thick_flared,27,2.8525139049770902,18.624245184263348,14.260040448565771,5.11693008193194,5.678104979086942,-15.771731279286257,-11.40752654358868,-2.26441617695485,-2.8255910741098513,4.116940490492652,33.34447802170453,18.411317040592866,2.8525139049770902
NGC2998,train,K_thick_flared,13,45.483979052434556,53.955301027737825,71.792278099358,27.11504519134483,27.07347466768693,-8.471321975303269,-26.308299046923445,18.368933861089726,18.410504384747625,52.6507018541146,69.12732408694002,40.087877142158874,45.483979052434556
NGC3109,train,K_scale_tail_spiral,25,13.407782353365862,24.27724561476005,32.07944925871144,9.323880057063088,5.041785679362137,-10.86946326139419,-18.67166690534558,4.0839022963027745,8.365996674003725,27.490586925213616,13.407782353365862,19.24515373153256,26.095996187533984
NGC3198,train,K_thick_flared,43,38.93557844685739,37.13148125334569,56.10018925823561,7.704000492040528,11.179050056995646,1.8040971935117014,-17.164610811378218,31.231577954816863,27.756528389861746,42.76501410127224,36.32467543831205,32.304754220452764,38.93557844685739
NGC3521,train,K_thick_flared,41,36.17252006329869,95.13217285967629,35.20819118432227,7.110920589361769,6.814883835390855,-58.9596527963776,0.9643288789764242,29.061599473936923,29.357636227907836,30.915299609045594,154.2520817600667,100.22913720991654,36.17252006329869
NGC3741,train,K_scale_tail_spiral,21,12.96688122653793,20.949040240484397,25.903475084314856,7.821498388140469,2.7212527031991094,-7.982159013946466,-12.936593857776925,5.145382838397461,10.245628523338821,23.091835383903152,12.96688122653793,17.76087025347217,21.994415084077872
NGC3769,train,K_thick_flared,12,34.2216049522534,30.16092303239626,50.35656246265608,11.2553126000523,15.980528592616563,4.060681919857142,-16.13495751040268,22.9662923522011,18.241076359636835,37.54009099082158,26.86112868726346,26.081549419103734,34.2216049522534
NGC3877,train,K_thick_flared,13,20.94725821781357,59.70594257409954,33.84095588590208,22.419419150236873,23.91875443404216,-38.75868435628597,-12.893697668088514,-1.4721609324233036,-2.9714962162285907,18.626417327412494,97.64253441094097,62.84887598394516,20.94725821781357
NGC3893,train,K_thick_flared,10,26.05540122930939,42.228266875227206,58.424136708413236,7.421761571780209,6.883534927974165,-16.172865645917817,-32.36873547910385,18.63363965752918,19.171866301335225,32.153188905038114,61.04745762562256,33.48415409502095,26.05540122930939
NGC3917,train,K_exponential_disk,17,8.835640036815546,28.49526718550111,50.96833813740423,6.899654025227952,6.637702160319162,-19.659627148685566,-42.132698100588684,1.9359860115875938,2.1979378764963835,33.42687763178006,23.111997909902477,8.835640036815546,28.9469260148208
NGC3953,train,K_thick_flared,8,7.5760140430441645,66.30351911466283,49.90378454420272,10.449994650865388,10.343662263567392,-58.727505071618666,-42.327770501158554,-2.873980607821224,-2.7676482205232276,12.834665956929456,114.83371137598617,71.24218001107289,7.5760140430441645
NGC3992,train,K_thick_flared,9,60.20450908544321,45.46196718981461,105.26043069104036,21.62991458359259,18.53931925672739,14.742541895628605,-45.05592160559714,38.574594501850626,41.665189828715825,69.88838379471588,45.576748186744375,20.920769587983578,60.20450908544321
NGC4010,train,K_exponential_disk,12,18.43680909099361,24.448970897298533,36.86370394291005,10.799199499954586,11.798351296716529,-6.012161806304924,-18.42689485191644,7.637609591039023,6.63845779427708,20.402408785307152,36.06631045339887,18.43680909099361,16.878193453189574
NGC4051,train,K_thick_flared,7,18.04839712821304,59.11095172348231,23.600374430425113,23.162699244292835,25.364933901873997,-41.06255459526927,-5.551977302212073,-5.114302116079795,-7.316536773660957,11.295385304827601,99.79669299779046,66.24077686782884,18.04839712821304
NGC4068,train,K_scale_tail_spiral,6,11.79460671133077,4.819675903613401,9.428676806463026,9.789559083112076,11.389697947293712,6.974930807717369,2.3659299048677447,2.005047628218694,0.40490876403705833,4.912288396209024,11.79460671133077,5.975016762736049,3.5717225518951325
NGC4085,train,K_thick_flared,7,23.50330085692431,55.247099138069096,21.937902793068105,21.45520895763762,23.247876990413115,-31.743798281144787,1.565398063856204,2.048091899286689,0.25542386651119386,17.98493839654369,87.24128645323745,60.51507256442613,23.50330085692431
NGC4100,train,K_thick_flared,24,34.062183616637924,34.85380277232243,66.37776887597958,10.799906207475212,9.873831807311648,-0.7916191556845078,-32.31558525934166,23.262277409162714,24.188351809326278,40.54195266969507,43.93316516308844,20.086290484183785,34.062183616637924
NGC4138,train,K_compact_finite,7,29.05426186274037,34.65141403721953,55.13347538266021,9.51519890085038,10.185247994852606,-5.597152174479163,-26.07921351991984,19.53906296188999,18.869013867887762,29.05426186274037,49.61510887904497,27.928493358705396,26.410639873908227
NGC4157,train,K_thick_flared,17,27.510069192883524,56.26549232395937,52.61576992556368,20.216389281228402,23.480615178680974,-28.755423131075847,-25.10570073268016,7.293679911655122,4.02945401420255,28.702061082231015,85.11684488807964,54.977571001567455,27.510069192883524
NGC4217,train,K_compact_finite,19,56.20498547608285,114.3241582474681,47.85850745851352,52.35219166022327,55.35556407681141,-58.11917277138526,8.346478017569325,3.8527938158595774,0.849421399271435,56.20498547608285,157.60730844596165,119.52315953227219,65.8420067641705
NGC4559,train,K_exponential_disk,32,15.513479990588973,24.92630407548697,39.983139647321316,15.385306161864646,18.985298676354127,-9.412824084897998,-24.469659656732343,0.1281738287243268,-3.471818685765154,22.78054386150001,33.6111825141364,15.513479990588973,18.387185850824505
NGC5005,train,K_compact_finite,18,41.84444757807217,128.59365028504803,32.137765803626486,12.481746631320759,13.97796581666026,-86.74920270697586,9.706681774445684,29.36270094675141,27.86648176141191,41.84444757807217,201.10321614462566,133.90799762431212,50.769737086206284
