split,n_galaxies,mixture_beats_single_matched_fraction,mixture_beats_tpg_v6_fraction,mixture_beats_mond_fraction,mean_mixture_minus_single_matched,median_mixture_minus_single_matched,mean_mixture_minus_tpg_v6,median_mixture_minus_tpg_v6,mean_mixture_minus_mond,median_mixture_minus_mond
holdout,44,0.45454545454545453,0.5,0.45454545454545453,1.7593325156673856,0.4450567611161347,3.054788950135023,0.11181611186814955,2.5835437053482604,0.29848668852198124
train,131,0.4351145038167939,0.4198473282442748,0.4580152671755725,1.9390029022583062,0.3433166055039756,2.491487512356839,0.40461022678259173,2.0092691936411513,0.20170957884092466
