split,formula_family,n_galaxies,matched_beats_wrong_fraction,matched_rank1_fraction,matched_beats_tpg_v6_fraction,matched_beats_mond_fraction,median_matched_minus_wrong,median_matched_minus_tpg_v6,median_matched_minus_mond
holdout,K_compact_finite,7,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,1.210682597893424,1.2051319980011463,0.9966015640314794
holdout,K_exponential_disk,7,0.8571428571428571,0.0,0.7142857142857143,0.42857142857142855,-0.15150063887490273,-0.2627321624602086,2.136803016669198
holdout,K_scale_tail_spiral,20,0.4,0.25,0.4,0.7,0.8889372281483432,0.9583843585212919,-0.41503033112905685
holdout,K_thick_flared,10,0.6,0.6,0.6,0.7,-1.5366738104543392,-0.9221460888160524,-3.9480032834700567
train,K_compact_finite,22,0.5,0.3181818181818182,0.45454545454545453,0.4090909090909091,0.1797207389278448,0.2327319663814862,0.7236852045501019
train,K_exponential_disk,25,0.8,0.04,0.56,0.48,-0.16104086328899747,-0.07392646728281349,0.09300700946548623
train,K_scale_tail_spiral,60,0.5,0.3333333333333333,0.4666666666666667,0.55,0.04919685149459552,0.3567490263533437,-0.13136737094063644
train,K_thick_flared,24,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.5833333333333334,-0.9189987220477054,-0.19373784346647094,-2.365526751747076
