response_intake_decision,n_galaxies,n_blocked_rows,n_missing_required_fields_total,accepted_manifest_promotion_allowed,endpoint_scores_computed,claim_boundary
BLOCKED_REVIEW_RESPONSE_PENDING,4,4,56,False,False,p0_visual_review_response_intake_not_label_not_endpoint
