galaxy,product_id,source_product_path,threshold_rule,p95_positive_mom0,signal_threshold,inner_signal_pixels,outer_side_a_pixels,outer_side_b_pixels,inner_disk_pa_image_deg,inner_axis_ratio_from_mom0,v_inner_side_a_pix,v_inner_side_b_pix,v_outer_side_a_pix,v_outer_side_b_pix,outer_ridge_offset_side_a_pix,outer_ridge_offset_side_b_pix,local_disk_reference_extent_pix,side_a_weight,side_b_weight,q_side_a,q_side_b,q_warp_first_pass,side_asymmetry_fraction,endpoint_scores_allowed,uses_vobs_or_residual,measurement_status,claim_boundary
NGC7331,NA_MOM0,data/external/literature/ngc7331_things_hi_route/NGC_7331_NA_MOM0_THINGS.FITS,positive_mom0_pixels_above_0p20_p95,119.53400230407715,23.906800460815433,24619,3853,6984,79.88859665364234,0.3451911037067278,4.481923114690604,3.236074137399001,3.597073430661332,2.614675349953086,0.8848496840292719,0.6213987874459148,117.66269177490926,0.3203227152211095,0.6796772847788906,0.007520223026360849,0.005281187928580296,0.0059984017305767245,0.3732719478202201,False,False,FIRST_PASS_SOURCE_NATIVE_REVIEW_REQUIRED,ngc7331_things_qwarp_first_pass_measurement_not_endpoint
NGC7331,RO_MOM0,data/external/literature/ngc7331_things_hi_route/NGC_7331_RO_MOM0_THINGS.FITS,positive_mom0_pixels_above_0p20_p95,99.22230072021475,19.84446014404295,23211,4036,6523,79.9888723186595,0.3616581595948893,5.018794868775615,3.6522171791467093,3.933849051671228,2.8620626255349175,1.0849458171043866,0.7901545536117918,117.66269177490926,0.343354436628845,0.656645563371155,0.009220814182798966,0.006715421359927503,0.007575659101158486,0.33071615148156985,False,False,FIRST_PASS_SOURCE_NATIVE_REVIEW_REQUIRED,ngc7331_things_qwarp_first_pass_measurement_not_endpoint
