galaxy,n_prekernel_observables,hi_radius_from_whisp_kpc,sparc_rhi_kpc,whisp_vs_sparc_rhi_fractional_difference,profile_kernel_status,endpoint_scores_allowed,claim_boundary
NGC4088,5,22.25295929988883,22.25,0.00013300224219456346,PREKERNEL_READY_PROFILE_KERNEL_BLOCKED,False,s4g75_ngc4088_warp_prekernel_observables_not_endpoint
