baseline_id,model_id,galaxy,n_points,rmse_model_kms,rmse_zero_kms,delta_rmse_model_minus_zero_kms,model_beats_zero,mean_required_u_kms,mean_predicted_u_kms
newtonian_baryonic,morphology_plus_distance,F568-1,12,32.0771064832,69.8628373973,-37.7857309141,True,65.3426375525,37.28535004
newtonian_baryonic,morphology_plus_distance,IC2574,34,11.0663301814,23.783547469,-12.7172172876,True,21.8418304688,32.3705623177
newtonian_baryonic,morphology_plus_distance,IC4202,32,26.2202642993,69.1216240013,-42.901359702,True,54.6661524336,49.2402215732
newtonian_baryonic,morphology_plus_distance,NGC0024,29,29.168054019,47.1812952678,-18.0132412488,True,44.4979109491,16.9500939241
newtonian_baryonic,morphology_plus_distance,NGC2683,11,15.6639787816,63.9946131246,-48.3306343429,True,61.7879113769,50.4439786164
newtonian_baryonic,morphology_plus_distance,NGC3726,12,17.820037798,50.4040747205,-32.5840369225,True,42.3648234489,55.4507690673
newtonian_baryonic,morphology_plus_distance,NGC3949,7,16.8854853801,28.5172831034,-11.6317977232,True,24.3973134545,39.4882050559
newtonian_baryonic,morphology_plus_distance,NGC3972,10,8.01062161543,44.4595995721,-36.4489779567,True,41.76184645,36.7484123307
newtonian_baryonic,morphology_plus_distance,NGC4013,36,11.0455152491,65.691313498,-54.6457982489,True,61.8974065109,66.3645416227
newtonian_baryonic,morphology_plus_distance,NGC4088,12,41.7507420392,25.3962956653,16.3544463739,False,14.8664006761,55.4529206666
newtonian_baryonic,morphology_plus_distance,NGC4183,23,10.6622082023,48.4108598922,-37.7486516899,True,47.4836115761,53.0756129809
newtonian_baryonic,morphology_plus_distance,NGC4214,14,21.5915957625,43.616238341,-22.0246425786,True,42.0898117044,21.3441459612
newtonian_baryonic,morphology_plus_distance,NGC4389,6,46.3737069222,23.5662955291,22.8074113931,False,-18.9916049389,26.8568838044
newtonian_baryonic,morphology_plus_distance,NGC5907,19,25.5441316529,86.4837787471,-60.9396470942,True,85.6716898748,63.3090888514
newtonian_baryonic,morphology_plus_distance,NGC5985,33,70.3537582781,136.496278741,-66.1425204632,True,136.02084543,67.6263098278
newtonian_baryonic,morphology_plus_distance,NGC6789,4,23.4647630281,26.498402993,-3.03363996492,True,23.2427478857,1.68467308641
newtonian_baryonic,morphology_plus_distance,NGC6946,58,13.0960120866,42.1499058857,-29.0538937991,True,35.8674904221,48.0228398238
newtonian_baryonic,morphology_plus_distance,NGC7331,36,32.4598548627,59.3543786695,-26.8945238068,True,42.0493850377,67.7340604493
newtonian_baryonic,morphology_plus_distance,UGC00731,12,7.53252674148,38.1736083113,-30.6410815698,True,37.8665426696,36.0533114195
newtonian_baryonic,morphology_plus_distance,UGC00891,5,7.84160616257,28.4000636516,-20.558457489,True,26.1217339267,26.7283137768
newtonian_baryonic,morphology_plus_distance,UGC02023,5,7.88979015349,15.0271479405,-7.13735778699,True,12.0958820541,11.5538076085
newtonian_baryonic,morphology_plus_distance,UGC02259,8,18.2080224348,48.1041295264,-29.8961070916,True,47.8798463951,30.2873289217
newtonian_baryonic,morphology_plus_distance,UGC03580,47,24.7910278064,36.0120145776,-11.2209867712,True,12.8174954213,34.2594474076
newtonian_baryonic,morphology_plus_distance,UGC04305,22,21.9588568089,6.36156474771,15.5972920612,False,4.05072743184,22.9063932402
newtonian_baryonic,morphology_plus_distance,UGC04499,9,7.15693592136,28.7407927526,-21.5838568312,True,27.2241334296,33.7859555241
newtonian_baryonic,morphology_plus_distance,UGC05414,6,3.96563568506,19.477028447,-15.5113927619,True,18.0959257897,16.7180881324
newtonian_baryonic,morphology_plus_distance,UGC05716,12,8.18331633132,38.5957184736,-30.4124021423,True,38.0678555393,40.6274034744
newtonian_baryonic,morphology_plus_distance,UGC05829,11,2.44772446977,24.7543208398,-22.30659637,True,24.1408236175,23.1111405458
newtonian_baryonic,morphology_plus_distance,UGC05986,15,21.0321142373,54.0366776042,-33.0045633669,True,50.873600495,32.10218011
newtonian_baryonic,morphology_plus_distance,UGC06818,8,11.6323990938,27.0704307512,-15.4380316574,True,21.9290875843,30.1653395117
newtonian_baryonic,morphology_plus_distance,UGC06917,11,10.984570222,46.439925454,-35.4553552321,True,45.1730769148,35.0555785409
newtonian_baryonic,morphology_plus_distance,UGC06983,17,7.41836489414,54.5413109073,-47.1229460131,True,53.5421650246,51.9813681963
newtonian_baryonic,morphology_plus_distance,UGC07151,11,7.0967807729,27.2224318578,-20.1256510849,True,26.1427794035,31.0687417082
newtonian_baryonic,morphology_plus_distance,UGC07261,7,8.31712417179,33.0508515808,-24.733727409,True,32.7207960779,25.2342930364
newtonian_baryonic,morphology_plus_distance,UGC07577,9,11.9195478857,2.44423329363,9.4753145921,False,1.92407658084,13.0462211001
newtonian_baryonic,morphology_plus_distance,UGC07603,12,3.92544857787,31.4539442918,-27.5284957139,True,29.3792063883,30.2286684116
newtonian_baryonic,morphology_plus_distance,UGC08699,41,15.9274292465,57.2581386663,-41.3307094198,True,46.9662982501,37.7652785291
newtonian_baryonic,morphology_plus_distance,UGC11914,65,33.1910207718,53.5297978173,-20.3387770455,True,50.7582505256,19.6265827821
newtonian_baryonic,morphology_plus_distance,UGC12506,31,39.1667145117,116.023499343,-76.8567848312,True,115.617732667,79.3752077606
newtonian_baryonic,morphology_plus_distance,UGCA444,36,7.34711757657,14.4713003321,-7.12418275555,True,13.6842624854,19.9828368959
newtonian_baryonic,morphology_plus_orientation,CamB,9,14.0048748477,3.35560687969,10.649267968,False,-0.227752515789,12.8937718679
newtonian_baryonic,morphology_plus_orientation,ESO116-G012,15,11.8186609653,46.786425152,-34.9677641867,True,42.8740521636,32.4282887699
newtonian_baryonic,morphology_plus_orientation,F561-1,6,11.2077221962,9.59341689546,1.61430530077,False,8.68083990082,19.3646486999
newtonian_baryonic,morphology_plus_orientation,F563-1,17,18.7706433317,62.47756059,-43.7069172584,True,59.8247856098,44.5200435361
newtonian_baryonic,morphology_plus_orientation,F568-1,12,28.4938305008,69.8628373973,-41.3690068965,True,65.3426375525,41.9215582185
newtonian_baryonic,morphology_plus_orientation,IC2574,34,7.65516023513,23.783547469,-16.1283872339,True,21.8418304688,28.5435496168
newtonian_baryonic,morphology_plus_orientation,IC4202,32,25.7490324262,69.1216240013,-43.3725915751,True,54.6661524336,50.0639982876
newtonian_baryonic,morphology_plus_orientation,NGC0024,29,26.2097681723,47.1812952678,-20.9715270955,True,44.4979109491,20.025207879
newtonian_baryonic,morphology_plus_orientation,NGC2683,11,17.8357253978,63.9946131246,-46.1588877267,True,61.7879113769,47.5920139124
newtonian_baryonic,morphology_plus_orientation,NGC3726,12,14.837432104,50.4040747205,-35.5666426165,True,42.3648234489,47.8741467433
newtonian_baryonic,morphology_plus_orientation,NGC3949,7,12.0902753189,28.5172831034,-16.4270077844,True,24.3973134545,33.2960992815
newtonian_baryonic,morphology_plus_orientation,NGC3972,10,6.90351410627,44.4595995721,-37.5560854659,True,41.76184645,37.7816523679
newtonian_baryonic,morphology_plus_orientation,NGC4013,36,10.5599375633,65.691313498,-55.1313759347,True,61.8974065109,58.1101904696
newtonian_baryonic,morphology_plus_orientation,NGC4088,12,43.2491200888,25.3962956653,17.8528244235,False,14.8664006761,57.0148769763
newtonian_baryonic,morphology_plus_orientation,NGC4183,23,10.7627331338,48.4108598922,-37.6481267584,True,47.4836115761,51.5388802515
newtonian_baryonic,morphology_plus_orientation,NGC4214,14,13.9073895133,43.616238341,-29.7088488277,True,42.0898117044,29.3732099035
newtonian_baryonic,morphology_plus_orientation,NGC4389,6,34.6219081079,23.5662955291,11.0556125789,False,-18.9916049389,14.5558597997
newtonian_baryonic,morphology_plus_orientation,NGC5907,19,22.8546367724,86.4837787471,-63.6291419747,True,85.6716898748,67.1668538933
newtonian_baryonic,morphology_plus_orientation,NGC5985,33,71.2420368637,136.496278741,-65.2542418776,True,136.02084543,66.8133341235
newtonian_baryonic,morphology_plus_orientation,NGC6789,4,17.9194487111,26.498402993,-8.5789542819,True,23.2427478857,7.36004714666
newtonian_baryonic,morphology_plus_orientation,NGC6946,58,18.1899685328,42.1499058857,-23.9599373529,True,35.8674904221,53.3775934956
newtonian_baryonic,morphology_plus_orientation,NGC7331,36,31.8893102163,59.3543786695,-27.4650684531,True,42.0493850377,67.7111983876
newtonian_baryonic,morphology_plus_orientation,UGC00731,12,7.77837821366,38.1736083113,-30.3952300976,True,37.8665426696,36.1513084346
newtonian_baryonic,morphology_plus_orientation,UGC00891,5,9.00726271357,28.4000636516,-19.392800938,True,26.1217339267,20.8833454725
newtonian_baryonic,morphology_plus_orientation,UGC02023,5,8.53890317919,15.0271479405,-6.48824476128,True,12.0958820541,16.0753910304
newtonian_baryonic,morphology_plus_orientation,UGC02259,8,24.0135131064,48.1041295264,-24.0906164201,True,47.8798463951,24.204248182
newtonian_baryonic,morphology_plus_orientation,UGC03580,47,19.4106637127,36.0120145776,-16.6013508649,True,12.8174954213,26.7294675454
newtonian_baryonic,morphology_plus_orientation,UGC04305,22,15.7383780722,6.36156474771,9.37681332445,False,4.05072743184,17.0136603193
newtonian_baryonic,morphology_plus_orientation,UGC04499,9,9.73266323768,28.7407927526,-19.0081295149,True,27.2241334296,36.5121306462
newtonian_baryonic,morphology_plus_orientation,UGC05414,6,4.36195235594,19.477028447,-15.115076091,True,18.0959257897,22.2260406995
newtonian_baryonic,morphology_plus_orientation,UGC05716,12,6.7534362346,38.5957184736,-31.842282239,True,38.0678555393,37.7460722182
newtonian_baryonic,morphology_plus_orientation,UGC05829,11,2.4261328289,24.7543208398,-22.3281880109,True,24.1408236175,22.8789184406
newtonian_baryonic,morphology_plus_orientation,UGC05986,15,27.933662348,54.0366776042,-26.1030152562,True,50.873600495,24.1054863407
newtonian_baryonic,morphology_plus_orientation,UGC06818,8,8.33755044627,27.0704307512,-18.7328803049,True,21.9290875843,24.6275373538
newtonian_baryonic,morphology_plus_orientation,UGC06917,11,7.2091002513,46.439925454,-39.2308252027,True,45.1730769148,39.0277657988
newtonian_baryonic,morphology_plus_orientation,UGC06983,17,6.53518213784,54.5413109073,-48.0061287694,True,53.5421650246,52.4732005261
newtonian_baryonic,morphology_plus_orientation,UGC07151,11,10.7029454228,27.2224318578,-16.519486435,True,26.1427794035,33.9759095155
newtonian_baryonic,morphology_plus_orientation,UGC07261,7,7.68987254415,33.0508515808,-25.3609790367,True,32.7207960779,26.2620587636
newtonian_baryonic,morphology_plus_orientation,UGC07577,9,9.30560668643,2.44423329363,6.8613733928,False,1.92407658084,10.2863564912
newtonian_baryonic,morphology_plus_orientation,UGC07603,12,4.52585836417,31.4539442918,-26.9280859276,True,29.3792063883,31.5834170692
newtonian_baryonic,morphology_plus_orientation,UGC08699,41,19.1331060076,57.2581386663,-38.1250326587,True,46.9662982501,32.9461270406
newtonian_baryonic,morphology_plus_orientation,UGC11914,65,25.0051384947,53.5297978173,-28.5246593226,True,50.7582505256,28.5742710504
newtonian_baryonic,morphology_plus_orientation,UGC12506,31,48.5378645718,116.023499343,-67.485634771,True,115.617732667,69.4301868883
newtonian_baryonic,morphology_plus_orientation,UGCA444,36,3.98106860027,14.4713003321,-10.4902317318,True,13.6842624854,14.4928289012
newtonian_baryonic,combined,CamB,9,14.0095898199,3.35560687969,10.6539829402,False,-0.227752515789,12.8797410881
newtonian_baryonic,combined,ESO116-G012,15,12.1056537495,46.786425152,-34.6807714025,True,42.8740521636,32.2673617342
newtonian_baryonic,combined,F561-1,6,11.1459240276,9.59341689546,1.55250713214,False,8.68083990082,19.2403812825
newtonian_baryonic,combined,F563-1,17,18.7626953727,62.47756059,-43.7148652174,True,59.8247856098,44.412698338
newtonian_baryonic,combined,F568-1,12,28.4599311111,69.8628373973,-41.4029062861,True,65.3426375525,41.605184584
newtonian_baryonic,combined,IC2574,34,8.06639836791,23.783547469,-15.7171491011,True,21.8418304688,29.1724661451
newtonian_baryonic,combined,IC4202,32,25.621248786,69.1216240013,-43.5003752153,True,54.6661524336,49.7482181224
newtonian_baryonic,combined,NGC0024,29,26.4375739044,47.1812952678,-20.7437213634,True,44.4979109491,19.8115146121
newtonian_baryonic,combined,NGC2683,11,17.7526492166,63.9946131246,-46.2419639079,True,61.7879113769,47.8629500356
newtonian_baryonic,combined,NGC3726,12,14.795664595,50.4040747205,-35.6084101255,True,42.3648234489,47.9011748056
newtonian_baryonic,combined,NGC3949,7,12.1078530934,28.5172831034,-16.4094300099,True,24.3973134545,33.3076843767
newtonian_baryonic,combined,NGC3972,10,6.9696605263,44.4595995721,-37.4899390458,True,41.76184645,37.5798916222
newtonian_baryonic,combined,NGC4013,36,10.6173300539,65.691313498,-55.0739834441,True,61.8974065109,58.1476422878
newtonian_baryonic,combined,NGC4088,12,43.2875842709,25.3962956653,17.8912886056,False,14.8664006761,57.0526303809
newtonian_baryonic,combined,NGC4183,23,10.842703223,48.4108598922,-37.5681566692,True,47.4836115761,51.4641142304
newtonian_baryonic,combined,NGC4214,14,13.3852528168,43.616238341,-30.2309855242,True,42.0898117044,29.9278934723
newtonian_baryonic,combined,NGC4389,6,34.3936505402,23.5662955291,10.8273550111,False,-18.9916049389,14.3022031173
newtonian_baryonic,combined,NGC5907,19,22.9078503649,86.4837787471,-63.5759283822,True,85.6716898748,67.2184076507
newtonian_baryonic,combined,NGC5985,33,71.0367338806,136.496278741,-65.4595448607,True,136.02084543,66.9599635978
newtonian_baryonic,combined,NGC6789,4,17.4734763043,26.498402993,-9.02492668874,True,23.2427478857,7.57770568983
newtonian_baryonic,combined,NGC6946,58,18.510492407,42.1499058857,-23.6394134786,True,35.8674904221,53.7103425221
newtonian_baryonic,combined,NGC7331,36,31.9572940146,59.3543786695,-27.3970846549,True,42.0493850377,67.9271809756
newtonian_baryonic,combined,UGC00731,12,7.27191520321,38.1736083113,-30.9016931081,True,37.8665426696,35.9989928192
newtonian_baryonic,combined,UGC00891,5,9.95356874415,28.4000636516,-18.4464949075,True,26.1217339267,20.4986055009
newtonian_baryonic,combined,UGC02023,5,9.276824678,15.0271479405,-5.75032326247,True,12.0958820541,16.1174548896
newtonian_baryonic,combined,UGC02259,8,24.3953159691,48.1041295264,-23.7088135574,True,47.8798463951,23.8126601527
newtonian_baryonic,combined,UGC03580,47,19.4620623925,36.0120145776,-16.5499521851,True,12.8174954213,26.753413265
newtonian_baryonic,combined,UGC04305,22,16.2491111681,6.36156474771,9.88754642037,False,4.05072743184,17.4379850032
newtonian_baryonic,combined,UGC04499,9,9.37886243068,28.7407927526,-19.3619303219,True,27.2241334296,36.1895987745
newtonian_baryonic,combined,UGC05414,6,4.48765225099,19.477028447,-14.989376196,True,18.0959257897,22.0425669364
newtonian_baryonic,combined,UGC05716,12,6.80098563372,38.5957184736,-31.7947328399,True,38.0678555393,37.5074002264
newtonian_baryonic,combined,UGC05829,11,2.65844063927,24.7543208398,-22.0958802005,True,24.1408236175,23.1250002752
newtonian_baryonic,combined,UGC05986,15,28.0229598141,54.0366776042,-26.0137177901,True,50.873600495,24.1489965011
newtonian_baryonic,combined,UGC06818,8,8.22761093053,27.0704307512,-18.8428198207,True,21.9290875843,24.4081474363
newtonian_baryonic,combined,UGC06917,11,7.17779301992,46.439925454,-39.2621324341,True,45.1730769148,39.0304127908
newtonian_baryonic,combined,UGC06983,17,6.6025218453,54.5413109073,-47.938789062,True,53.5421650246,52.3886746454
newtonian_baryonic,combined,UGC07151,11,11.1045582439,27.2224318578,-16.1178736139,True,26.1427794035,34.107821861
newtonian_baryonic,combined,UGC07261,7,7.68047210916,33.0508515808,-25.3703794716,True,32.7207960779,26.3873602169
newtonian_baryonic,combined,UGC07577,9,9.70805273743,2.44423329363,7.2638194438,False,1.92407658084,10.7689812028
newtonian_baryonic,combined,UGC07603,12,4.10212338495,31.4539442918,-27.3518209068,True,29.3792063883,31.3643325899
newtonian_baryonic,combined,UGC08699,41,19.0826216795,57.2581386663,-38.1755169867,True,46.9662982501,32.9356412076
newtonian_baryonic,combined,UGC11914,65,24.7943026843,53.5297978173,-28.735495133,True,50.7582505256,28.7667616988
newtonian_baryonic,combined,UGC12506,31,48.8516699599,116.023499343,-67.171829383,True,115.617732667,69.2487002582
newtonian_baryonic,combined,UGCA444,36,3.9610780873,14.4713003321,-10.5102222448,True,13.6842624854,14.757507344
tpg_v6,radial_only,CamB,9,13.6214510738,13.6377985957,-0.0163475218575,True,-13.2418658023,-0.223998323699
tpg_v6,radial_only,ESO116-G012,15,11.7840891153,11.5082029303,0.275886184964,False,8.87952692186,-0.435051534968
tpg_v6,radial_only,F561-1,6,27.9457141115,28.5568532705,-0.611139158943,True,-26.7637819501,-0.370794002956
tpg_v6,radial_only,F563-1,17,24.9415047012,24.6958355372,0.245669163941,False,22.3185310512,-0.456743917115
tpg_v6,radial_only,F568-1,12,33.46009814,33.5006140686,-0.0405159286001,True,29.9703704751,-0.315867868639
tpg_v6,radial_only,IC2574,34,7.35131769018,7.51381535273,-0.162497662546,True,-7.15667276913,-0.258271063051
tpg_v6,radial_only,IC4202,32,25.6039773667,26.1015205478,-0.497543181121,True,-0.706052752064,-0.26815334016
tpg_v6,radial_only,NGC0024,29,22.8342009498,22.157815809,0.676385140799,False,20.7077240761,-0.857347441839
tpg_v6,radial_only,NGC2683,11,10.2469514941,10.3148338015,-0.067882307362,True,-2.67853136561,-0.343842611554
tpg_v6,radial_only,NGC3726,12,23.745947226,23.6318835458,0.114063680201,False,-20.1611593887,-0.300012073566
tpg_v6,radial_only,NGC3949,7,9.40819253208,8.95016069924,0.458031832843,False,-6.20297979819,-0.26697325116
tpg_v6,radial_only,NGC3972,10,8.03572448138,7.80642900871,0.229295472666,False,4.90266552035,-0.350389368533
tpg_v6,radial_only,NGC4013,36,12.7618479003,12.2739171285,0.487930771791,False,-6.97616353042,-0.176998113103
tpg_v6,radial_only,NGC4088,12,38.826930767,38.9877521654,-0.160821398441,True,-37.9842882984,-0.311685553412
tpg_v6,radial_only,NGC4183,23,6.72814099318,6.48969426934,0.238446723835,False,-1.52554613124,-0.3160423378
tpg_v6,radial_only,NGC4214,14,18.5593679366,17.9910481996,0.56831973709,False,16.8681451896,-0.410193922958
tpg_v6,radial_only,NGC4389,6,46.3035015028,46.5569334229,-0.25343192012,True,-46.0327739203,-0.387621885451
tpg_v6,radial_only,NGC5907,19,16.977018398,16.7855176815,0.191500716425,False,1.0070374364,-0.271376160124
tpg_v6,radial_only,NGC5985,33,72.2568627701,72.2874390249,-0.0305762547781,True,69.7525616926,0.013931055032
tpg_v6,radial_only,NGC6789,4,16.7899169517,15.8977525955,0.89216435621,False,12.7946475519,-0.569817857004
tpg_v6,radial_only,NGC6946,58,14.5835223954,15.0254522605,-0.441929865089,True,-14.0116889221,-0.358088256802
tpg_v6,radial_only,NGC7331,36,25.2761372009,25.4850844858,-0.20894728493,True,-22.2055987233,-0.331500819791
tpg_v6,radial_only,UGC00731,12,12.6204929198,12.8454534006,-0.224960480829,True,7.29233851778,-0.346358580517
tpg_v6,radial_only,UGC00891,5,6.56992707557,5.95836567994,0.611561395626,False,-1.91641142544,-0.391336315963
tpg_v6,radial_only,UGC02023,5,12.1965210731,12.1980491175,-0.00152804441989,True,-11.440544031,-0.386717882213
tpg_v6,radial_only,UGC02259,8,16.7480383152,16.435141679,0.312896636184,False,15.9374323513,-0.354790604228
tpg_v6,radial_only,UGC03580,47,24.5079021645,25.4945286949,-0.986626530449,True,-19.6320982337,-0.941654358015
tpg_v6,radial_only,UGC04305,22,23.583402657,23.9996223509,-0.416219693875,True,-21.4039003359,-0.344886027024
tpg_v6,radial_only,UGC04499,9,5.4483175089,6.0406344423,-0.592316933405,True,-5.16176272356,-0.35161140813
tpg_v6,radial_only,UGC05414,6,6.244944531,6.40081279579,-0.155868264782,True,-6.29582130109,-0.369218137148
tpg_v6,radial_only,UGC05716,12,5.9126832402,5.84486903462,0.0678142055818,False,4.87708085122,-0.350608745176
tpg_v6,radial_only,UGC05829,11,5.68789668638,6.22267810021,-0.534781413835,True,-1.8253369702,-0.347223038881
tpg_v6,radial_only,UGC05986,15,17.7388781257,17.5321618365,0.206716289217,False,15.2335372283,-0.34531087901
tpg_v6,radial_only,UGC06818,8,12.6392699045,12.3861210327,0.253148871798,False,-7.55079363408,-0.356981682818
tpg_v6,radial_only,UGC06917,11,6.44703867703,6.43093708706,0.0161015899659,False,5.08032417691,-0.259461387531
tpg_v6,radial_only,UGC06983,17,10.8889135135,11.0368401084,-0.147926594844,True,8.6785003139,-0.270492297572
tpg_v6,radial_only,UGC07151,11,3.57306171023,4.3119125305,-0.738850820265,True,-1.99621810041,-0.346182319154
tpg_v6,radial_only,UGC07261,7,4.46087023834,4.29683944647,0.164030791873,False,2.22277324277,-0.360707071654
tpg_v6,radial_only,UGC07577,9,10.3220243472,10.601722012,-0.279697664736,True,-9.8074462849,-0.352892849762
tpg_v6,radial_only,UGC07603,12,9.66136696726,9.31889760832,0.342469358942,False,7.23571635123,-0.345501807858
tpg_v6,radial_only,UGC08699,41,15.0384011049,15.1843135072,-0.145912402296,True,7.34006510817,-0.432029729886
tpg_v6,radial_only,UGC11914,65,33.8921691942,33.8201701956,0.0719989986375,False,32.1487619343,-0.109987509073
tpg_v6,radial_only,UGC12506,31,40.9965241306,40.6978590198,0.298665110788,False,35.56992478,-0.376273408207
tpg_v6,radial_only,UGCA444,36,3.57980148228,3.05800947389,0.521792008386,False,-1.54785735698,-0.310947457478
tpg_v6,distance_context,CamB,9,13.342405839,13.6377985957,-0.295392756649,True,-13.2418658023,-0.306257642012
tpg_v6,distance_context,ESO116-G012,15,11.987655394,11.5082029303,0.479452463644,False,8.87952692186,-0.436529693126
tpg_v6,distance_context,F561-1,6,27.8260941092,28.5568532705,-0.730759161209,True,-26.7637819501,-0.662082807867
tpg_v6,distance_context,F563-1,17,25.1731512106,24.6958355372,0.4773156734,False,22.3185310512,-0.527328093321
tpg_v6,distance_context,F568-1,12,34.0075108576,33.5006140686,0.506896788982,False,29.9703704751,-0.539100986374
tpg_v6,distance_context,IC2574,34,7.2131886873,7.51381535273,-0.300626665425,True,-7.15667276913,-0.325429679766
tpg_v6,distance_context,IC4202,32,26.1663966107,26.1015205478,0.0648760628353,False,-0.706052752064,-0.596027949659
tpg_v6,distance_context,NGC0024,29,22.3941423716,22.157815809,0.236326562655,False,20.7077240761,-0.238963192618
tpg_v6,distance_context,NGC2683,11,10.1273851244,10.3148338015,-0.187448677135,True,-2.67853136561,-0.39998067988
tpg_v6,distance_context,NGC3726,12,23.3603111346,23.6318835458,-0.271572411243,True,-20.1611593887,-0.444377391709
tpg_v6,distance_context,NGC3949,7,8.72308408027,8.95016069924,-0.22707661897,True,-6.20297979819,-0.540072982798
tpg_v6,distance_context,NGC3972,10,8.21130532534,7.80642900871,0.404876316631,False,4.90266552035,-0.492434744677
tpg_v6,distance_context,NGC4013,36,12.1280349068,12.2739171285,-0.145882221691,True,-6.97616353042,-0.510160927323
tpg_v6,distance_context,NGC4088,12,38.5300717208,38.9877521654,-0.457680444631,True,-37.9842882984,-0.474417205493
tpg_v6,distance_context,NGC4183,23,6.28422752611,6.48969426934,-0.205466743229,True,-1.52554613124,-0.455791090663
tpg_v6,distance_context,NGC4214,14,18.3005588346,17.9910481996,0.309510635082,False,16.8681451896,-0.296791122676
tpg_v6,distance_context,NGC4389,6,46.0706797645,46.5569334229,-0.486253658377,True,-46.0327739203,-0.522133994
tpg_v6,distance_context,NGC5907,19,16.7057469497,16.7855176815,-0.0797707318104,True,1.0070374364,-0.46536198643
tpg_v6,distance_context,NGC5985,33,72.7031416358,72.2874390249,0.415702610951,False,69.7525616926,-0.481896904253
tpg_v6,distance_context,NGC6789,4,16.2733793897,15.8977525955,0.375626794157,False,12.7946475519,-0.344343035665
tpg_v6,distance_context,NGC6946,58,14.6626492262,15.0254522605,-0.362803034215,True,-14.0116889221,-0.378106357499
tpg_v6,distance_context,NGC7331,36,25.2095802099,25.4850844858,-0.275504275887,True,-22.2055987233,-0.426814497239
tpg_v6,distance_context,UGC00731,12,12.9075224237,12.8454534006,0.0620690231144,False,7.29233851778,-0.482947149087
tpg_v6,distance_context,UGC00891,5,6.09370114823,5.95836567994,0.135335468286,False,-1.91641142544,-0.522237252406
tpg_v6,distance_context,UGC02023,5,11.7903877114,12.1980491175,-0.407661406128,True,-11.440544031,-0.521415922437
tpg_v6,distance_context,UGC02259,8,16.8559339838,16.435141679,0.420792304785,False,15.9374323513,-0.485306350332
tpg_v6,distance_context,UGC03580,47,25.3804045544,25.4945286949,-0.114124140493,True,-19.6320982337,-0.272581587965
tpg_v6,distance_context,UGC04305,22,23.6677487829,23.9996223509,-0.331873567919,True,-21.4039003359,-0.309892221188
tpg_v6,distance_context,UGC04499,9,5.58996484668,6.0406344423,-0.450669595619,True,-5.16176272356,-0.496590339617
tpg_v6,distance_context,UGC05414,6,5.96279966232,6.40081279579,-0.438013133466,True,-6.29582130109,-0.494555288499
tpg_v6,distance_context,UGC05716,12,6.16900628612,5.84486903462,0.3241372515,False,4.87708085122,-0.525223681259
tpg_v6,distance_context,UGC05829,11,5.86704451286,6.22267810021,-0.35563358735,True,-1.8253369702,-0.452069137346
tpg_v6,distance_context,UGC05986,15,18.0003201371,17.5321618365,0.468158300635,False,15.2335372283,-0.441207957364
tpg_v6,distance_context,UGC06818,8,12.2580052986,12.3861210327,-0.128115734073,True,-7.55079363408,-0.502737293834
tpg_v6,distance_context,UGC06917,11,6.85078371855,6.43093708706,0.419846631488,False,5.08032417691,-0.512309760745
tpg_v6,distance_context,UGC06983,17,11.3539351814,11.0368401084,0.317095072974,False,8.6785003139,-0.492134093622
tpg_v6,distance_context,UGC07151,11,4.05947567036,4.3119125305,-0.252436860136,True,-1.99621810041,-0.378986722326
tpg_v6,distance_context,UGC07261,7,4.42332618779,4.29683944647,0.126486741324,False,2.22277324277,-0.516311962122
tpg_v6,distance_context,UGC07577,9,10.2872190173,10.601722012,-0.314502994693,True,-9.8074462849,-0.303916499421
tpg_v6,distance_context,UGC07603,12,9.75234353616,9.31889760832,0.433445927837,False,7.23571635123,-0.393949082005
tpg_v6,distance_context,UGC08699,41,15.4467953367,15.1843135072,0.262481829515,False,7.34006510817,-0.352589076927
tpg_v6,distance_context,UGC11914,65,34.1655247284,33.8201701956,0.345354532794,False,32.1487619343,-0.343751936445
tpg_v6,distance_context,UGC12506,31,41.1032657609,40.6978590198,0.405406741127,False,35.56992478,-0.616635057588
tpg_v6,distance_context,UGCA444,36,2.96106567464,3.05800947389,-0.0969437992544,True,-1.54785735698,-0.228345853234
tpg_v6,orientation_quality,CamB,9,8.93890056274,13.6377985957,-4.69889803294,True,-13.2418658023,-5.12448046133
tpg_v6,orientation_quality,ESO116-G012,15,8.06835554786,11.5082029303,-3.43984738246,True,8.87952692186,2.40138242116
tpg_v6,orientation_quality,F561-1,6,15.5348204938,28.5568532705,-13.0220327767,True,-26.7637819501,-12.3292106681
tpg_v6,orientation_quality,F563-1,17,20.4913134725,24.6958355372,-4.20452206479,True,22.3185310512,5.05600515789
tpg_v6,orientation_quality,F568-1,12,28.9267543034,33.5006140686,-4.57385976519,True,29.9703704751,5.51293001736
tpg_v6,orientation_quality,IC2574,34,4.44158556148,7.51381535273,-3.07222979124,True,-7.15667276913,-3.91012575696
tpg_v6,orientation_quality,IC4202,32,24.2186965035,26.1015205478,-1.8828240443,True,-0.706052752064,1.33340897371
tpg_v6,orientation_quality,NGC0024,29,20.940449182,22.157815809,-1.21736662704,True,20.7077240761,0.974155455076
tpg_v6,orientation_quality,NGC2683,11,12.0620333058,10.3148338015,1.7471995043,False,-2.67853136561,-5.28687849922
tpg_v6,orientation_quality,NGC3726,12,19.4405014861,23.6318835458,-4.19138205976,True,-20.1611593887,-6.41842075832
