galaxy,extractable_observable_count,missing_profile_kernel_observable_count,closure_source_development_allowed,closure_source_endpoint_allowed,endpoint_scores_allowed,claim_boundary
NGC4088,7,5,True,False,False,s4g75_ngc4088_warp_asymmetry_extraction_gate_not_endpoint
